year,long_ADJ as_NOUN,long_ADJ casse_NOUN
1854,9.871762074453727e-09,0.0
1855,5.837630823180007e-09,0.0
1856,1.0872097000458325e-08,0.0
1857,6.345961978126979e-09,0.0
1858,3.4255731584664773e-09,0.0
1859,8.147477359443656e-09,0.0
1860,5.950338888283113e-09,0.0
1861,1.3204698667834691e-08,0.0
1862,1.0843167252971853e-08,0.0
1863,2.1476870060155306e-08,0.0
1864,6.712618905169165e-09,0.0
1865,2.4004906507002488e-08,0.0
1866,1.556996132023869e-08,0.0
1867,2.91168689159349e-09,0.0
1868,5.9278488784286765e-09,0.0
1869,5.371870948067681e-09,0.0
1870,6.307453670473251e-09,0.0
1871,2.1242353653860846e-08,0.0
1872,8.4662747923403e-09,0.0
1873,5.9860045809045914e-09,0.0
1874,8.364453130127458e-09,0.0
1875,6.293679799540541e-09,0.0
1876,2.418405919968336e-09,6.04601479992084e-10
1877,1.1132669008873108e-08,0.0
1878,8.4547240319921e-09,0.0
1879,3.176849006081284e-08,0.0
1880,2.3746030919369332e-08,0.0
1881,2.370652651961791e-08,6.972507571312292e-10
1882,1.8635077481121698e-08,1.3310770263785798e-09
1883,1.579834751908038e-08,0.0
1884,1.2543224237049344e-08,0.0
1885,6.445635580831777e-09,0.0
1886,1.2261581083805595e-08,0.0
1887,9.793386546164129e-09,0.0
1888,1.0779045211961602e-08,4.4384300679212174e-09
1889,3.00726554769426e-08,0.0
1890,1.5075089621063853e-08,0.0
1891,8.286486163910922e-09,0.0
1892,1.7551833764173352e-08,0.0
1893,1.7859408174558666e-08,0.0
1894,2.3945849747519787e-08,0.0
1895,2.166701307260155e-08,0.0
1896,1.6511680911435178e-08,0.0
1897,2.855089675790623e-08,0.0
1898,1.1882545614128048e-08,0.0
1899,2.65323762960179e-08,0.0
1900,1.4015843596837385e-08,0.0
1901,2.0678333711998675e-08,0.0
1902,2.258730624760119e-08,0.0
1903,1.9980815224585058e-08,0.0
1904,1.7736262236667244e-08,0.0
1905,3.612531429553201e-08,0.0
1906,3.189394348623864e-08,0.0
1907,1.9542804707839423e-08,0.0
1908,1.6698722404839828e-08,0.0
1909,1.2102163715610459e-08,0.0
1910,1.2291546447329438e-08,0.0
1911,2.3409645777405785e-08,0.0
1912,1.82329742415277e-08,0.0
1913,3.0227042202568555e-08,0.0
1914,3.0135346662518714e-08,0.0
1915,4.830112487752558e-08,0.0
1916,1.538244731591476e-08,0.0
1917,3.838248474608008e-08,0.0
1918,8.040463406189247e-09,0.0
1919,3.314825391953491e-08,0.0
1920,6.890731185649202e-08,0.0
1921,3.1048266180278006e-08,0.0
1922,2.2133805899215986e-08,0.0
1923,5.095655097875351e-08,0.0
1924,4.383152329978657e-08,0.0
1925,2.4195990988573612e-08,0.0
1926,4.458455293843144e-08,0.0
1927,2.6758140592164636e-08,0.0
1928,4.6846768242403414e-08,0.0
1929,4.4561623724348465e-08,0.0
1930,3.7812974085227324e-08,0.0
1931,4.790249619190945e-08,0.0
1932,5.8085543486186e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,3.4746584276490466e-08,0.0
1935,7.4203363453762e-08,1.196828414151696e-09
1936,3.273672888326473e-08,0.0
1937,2.895957251780601e-08,0.0
1938,7.519824407609121e-08,0.0
1939,4.5882153187903896e-08,0.0
1940,4.81798743123818e-08,0.0
1941,1.2986610897769424e-07,0.0
1942,8.799214157306778e-08,0.0
1943,6.387117679196308e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,5.446259976338297e-08,2.178504043826024e-09
1946,2.5057987684817817e-08,0.0
1947,4.2915136333476767e-08,0.0
1948,3.8051606310318675e-08,0.0
1949,4.712163814701853e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,4.904244832459881e-08,0.0
1952,5.9050901057844385e-08,0.0
1953,4.740483916521043e-08,0.0
1954,5.961246785091134e-08,0.0
1955,5.443652639769425e-08,0.0
1956,6.01758785023776e-08,0.0
1957,5.9194753987412696e-08,8.835037701437898e-10
1958,5.7905705119765116e-08,0.0
1959,5.5805383425422406e-08,0.0
1960,4.6369581951921646e-08,6.920833350854139e-10
1961,5.419564175213054e-08,0.0
1962,4.6296282363300634e-08,0.0
1963,7.306640270599019e-08,0.0
1964,8.030838216654956e-08,0.0
1965,5.362602450986742e-08,0.0
1966,5.926809976131153e-08,0.0
1967,3.5498416650625586e-08,0.0
1968,5.88375463905777e-08,0.0
1969,5.359274268812442e-08,0.0
1970,6.346240866150765e-08,0.0
1971,6.936836882687203e-08,1.0276794970565106e-09
1972,6.66919106606656e-08,0.0
1973,8.159541664554126e-08,0.0
1974,5.5693160305736455e-08,0.0
1975,7.539154012192739e-08,5.711480177694739e-10
1976,8.170343335223151e-08,0.0
1977,8.227494419088544e-08,0.0
1978,5.999996943728547e-08,0.0
1979,9.18759823775872e-08,0.0
1980,9.949013701771037e-08,0.0
1981,6.70508271127801e-08,0.0
1982,1.0304453468279462e-07,0.0
1983,8.33621740525814e-08,0.0
1984,8.234592030476051e-08,0.0
1985,6.978047650818553e-08,0.0
1986,8.512169102914413e-08,0.0
1987,8.310711052672559e-08,6.110816852533674e-10
1988,7.195864526465812e-08,0.0
1989,7.408964819433095e-08,0.0
1990,6.919786699199904e-08,0.0
1991,9.143885648654759e-08,0.0
1992,7.769020982095753e-08,0.0
1993,9.139692025428303e-08,0.0
1994,9.389369637347045e-08,1.0549853213248639e-09
1995,8.133676487886987e-08,0.0
1996,7.846995231375331e-08,0.0
1997,6.569005250867122e-08,0.0
1998,8.201182311040611e-08,0.0
1999,9.734528561011757e-08,0.0
2000,9.719668980778806e-08,0.0
2001,1.0865404931337252e-07,0.0
2002,1.051493185855179e-07,0.0
2003,7.500461407516923e-08,0.0
2004,8.104815663045883e-08,8.809582507929292e-10
2005,9.502911524350566e-08,0.0
2006,9.182894444847989e-08,4.1178899179428186e-10
2007,7.429731851971155e-08,7.988958938831558e-10
2008,7.109924382575628e-08,0.0
2009,6.580105349485166e-08,0.0
2010,7.369116872268933e-08,4.723793023408973e-10
2011,9.598169725677508e-08,0.0
2012,8.102121284991881e-08,1.0212758416727752e-09
2013,1.243949725449056e-07,2.789125042035323e-10
2014,9.398031863838696e-08,4.330890368553497e-10
2015,1.0617396384304811e-07,2.2165753954528356e-10
2016,1.0998815724860833e-07,4.1426800878596737e-10
2017,2.1659413107499859e-07,2.515611330355938e-10
2018,1.347525682149353e-07,1.0325866828253538e-09
2019,1.14539346895981e-07,5.1019755087367e-10
