year,ancien_ADJ honneur_NOUN,ancien_ADJ donneur_NOUN
1899,3.8693048765026106e-09,0.0
1900,4.15284251431558e-09,0.0
1901,5.588738916095792e-10,0.0
1902,3.437198747846537e-09,0.0
1903,4.320176216765503e-09,0.0
1904,5.374625189347171e-10,5.374625189347171e-10
1905,3.096455536422127e-09,0.0
1906,5.144184522798412e-10,0.0
1907,7.71426478252124e-09,0.0
1908,1.964555629285769e-09,0.0
1909,7.151278680339601e-09,0.0
1910,6.947395991829808e-09,0.0
1911,5.3203743632934675e-09,0.0
1912,6.772247651554153e-09,0.0
1913,3.181793939432964e-09,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,3.786115865267448e-09,0.0
1921,1.5145494858259667e-09,3.0290989716519334e-09
1922,6.640141769764796e-09,0.0
1923,1.3800733000834953e-08,0.0
1924,2.578324886925998e-09,0.0
1925,8.798542339150117e-09,0.0
1926,4.458455382660986e-09,0.0
1927,1.6723836537835268e-08,0.0
1928,1.1426041224282812e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,7.352522590764465e-09,4.201441416995522e-09
1931,4.5621426636444085e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,9.176529758292418e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,0.0,0.0
1936,7.274828739411987e-09,0.0
1937,7.554670666820584e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0
1949,4.908504269707237e-09,1.9634016634739737e-09
1950,1.3825969702452312e-08,0.0
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,6.326882129314981e-09,0.0
1953,6.464296653518886e-09,0.0
1954,4.886268278880834e-09,0.0
1955,0.0,0.0
1956,8.72114158667614e-10,8.72114158667614e-10
1957,8.835037701437898e-10,8.835037701437898e-10
1958,4.1361216673863055e-09,0.0
1959,0.0,7.750747821333448e-10
1960,1.3841666701708277e-09,0.0
1961,4.86371165564492e-09,0.0
1962,1.1415521861124489e-08,3.170978146727066e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,5.475571551727398e-09,0.0
1965,6.5664522708175355e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,3.944268467392931e-09,4.930335584241163e-10
1968,2.245707841908029e-09,0.0
1969,7.72098829315837e-09,0.0
1970,5.058597540852361e-09,1.8394900047624674e-09
1971,1.541519245584766e-09,1.0276794970565106e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,1.1251143350321513e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,2.285410749536254e-09
1977,3.526069214387917e-09,0.0
1978,1.1881182704343018e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,1.8622506869903077e-09,0.0
1983,1.2630632095778083e-09,0.0
1984,1.739702604197646e-09,0.0
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,0.0
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,4.358920779878872e-09,0.0
1991,1.1722930404189924e-09,0.0
1992,6.060938417817852e-09,0.0
1993,7.200969598386564e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,0.0
1995,1.626735190995987e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,1.438468344439059e-09,0.0
1998,6.675381136744818e-09,4.768129224785866e-10
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,4.381211837767296e-09,0.0
2002,1.752488598683044e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,0.0
2004,1.3214374039449694e-09,8.809582507929292e-10
2005,3.602999676388663e-09,9.007499190971657e-10
2006,8.235779835885637e-10,0.0
2007,2.7961355453243186e-09,0.0
2008,1.7029758714315335e-09,0.0
2009,3.337734755248789e-09,1.430457752249481e-09
2010,9.447586046817946e-10,1.4171379625338432e-09
2011,3.82397197240536e-10,0.0
2012,6.808505426114664e-10,3.404252713057332e-10
2013,3.6258624991347688e-09,8.367375126105969e-10
2014,1.2992671383216248e-09,4.330890368553497e-10
2015,2.438232948875907e-09,4.433150790905671e-10
2016,2.278474076078396e-09,8.285360175719347e-10
2017,2.515611330355938e-10,2.515611330355938e-10
2018,1.5488800242380307e-09,2.5814667070633845e-10
2019,2.5509878653906526e-09,0.0
