year,mon_DET août_NOUN,mon_DET doute_NOUN
1800,0.0,9.746909768182377e-08
1801,0.0,9.524730382182156e-08
1802,0.0,1.656001700212073e-07
1803,0.0,7.606322816045008e-08
1804,0.0,4.696516775481996e-08
1805,0.0,7.675769619908124e-08
1806,0.0,5.4751714273493235e-08
1807,2.8469551160981155e-09,7.402083657126468e-08
1808,0.0,6.798222074166915e-08
1809,0.0,4.518061147429364e-08
1810,0.0,1.8721013717026835e-07
1811,0.0,1.1281845768706944e-07
1812,0.0,2.400487453257938e-08
1813,0.0,1.1790540810352468e-07
1814,0.0,1.8880063290538374e-08
1815,0.0,4.5852800223400436e-08
1816,0.0,4.1716869958463576e-08
1817,0.0,8.407116069975018e-08
1818,0.0,8.82167148219537e-08
1819,0.0,1.4284449711965408e-07
1820,0.0,1.5189095137202457e-07
1821,0.0,1.6665915403279996e-07
1822,0.0,9.42407893944619e-08
1823,0.0,8.696764819404734e-08
1824,2.5263338088166165e-09,6.147412356938275e-08
1825,0.0,7.660735157344334e-08
1826,0.0,9.864942285275902e-08
1827,0.0,3.871254694587378e-08
1828,0.0,8.713686128203335e-08
1829,0.0,8.830371278634175e-08
1830,0.0,6.888311521180412e-08
1831,0.0,1.1225668483660911e-07
1832,0.0,1.0959275131838808e-07
1833,0.0,9.151066393542351e-08
1834,0.0,8.401078055442213e-08
1835,0.0,1.2630356849285818e-07
1836,0.0,7.527240253324408e-08
1837,0.0,8.55820605494273e-08
1838,0.0,6.18591871059948e-08
1839,0.0,8.040196419756285e-08
1840,0.0,6.624475901162441e-08
1841,0.0,7.06260339100595e-08
1842,6.708265054555795e-10,1.0330728272833767e-07
1843,0.0,1.0750578161022872e-07
1844,0.0,6.14718849156759e-08
1845,0.0,3.682950566741283e-08
1846,0.0,6.439951505399222e-08
1847,5.393223645455691e-10,5.2853593501822616e-08
1848,0.0,5.792559498729588e-08
1849,0.0,5.614208120618969e-08
1850,0.0,7.603675644674013e-08
1851,6.449438760824933e-10,7.739326512989919e-08
1852,0.0,7.356916587042406e-08
1853,1.1943863675867306e-09,6.628844229084052e-08
1854,0.0,8.520889416274713e-08
1855,0.0,7.80119790988465e-08
1856,0.0,8.645905924531405e-08
1857,0.0,7.61515410729885e-08
1858,0.0,8.710743415463185e-08
1859,0.0,9.013147028724688e-08
1860,0.0,9.245911836153198e-08
1861,4.715963730639317e-10,1.122399395647733e-07
1862,0.0,9.126332489728384e-08
1863,0.0,9.240048592928929e-08
1864,0.0,6.568777344284626e-08
1865,0.0,1.38851908637605e-07
1866,0.0,7.34707565896997e-08
1867,0.0,7.327745521479301e-08
1868,0.0,5.8290512860992294e-08
1869,4.883519144627257e-10,6.934596985530561e-08
1870,0.0,4.128514996537547e-08
1871,0.0,7.647247701747517e-08
1872,0.0,6.04733938480706e-08
1873,5.986004469882289e-10,5.6268441461782004e-08
1874,0.0,6.333085789123061e-08
1875,0.0,7.78127668965567e-08
1876,6.04601479992084e-10,7.557518610923353e-08
1877,0.0,5.3807899580426977e-08
1878,0.0,5.676743386473504e-08
1879,2.443730107160036e-09,7.636656818021947e-08
1880,0.0,8.471556967037941e-08
1881,6.972507571312292e-10,5.43855578905017e-08
1882,0.0,4.1263386041379135e-08
1883,0.0,5.497824950850827e-08
1884,0.0,5.677459480324387e-08
1885,0.0,5.54324679491458e-08
1886,0.0,4.90463252234008e-08
1887,0.0,4.83140425444617e-08
1888,0.0,5.326116259141145e-08
1889,6.265136742733546e-10,4.761503846761883e-08
1890,0.0,4.456982899414541e-08
1891,6.374220040683554e-10,4.0795007372196324e-08
1892,0.0,5.140180192597654e-08
1893,1.2316833108982905e-09,4.9883173591780405e-08
1894,0.0,5.419323878541604e-08
1895,0.0,5.657497670341627e-08
1896,5.89702897624278e-10,6.250850548283893e-08
1897,0.0,6.992056000854063e-08
1898,5.6583548957434e-10,4.9793523970720344e-08
1899,1.1055156790007459e-09,4.366786754417262e-08
1900,5.191053142894475e-10,4.1009319495799446e-08
1901,0.0,4.973977585365219e-08
1902,0.0,4.6647697704571556e-08
1903,0.0,6.318257650406167e-08
1904,0.0,6.395803797687449e-08
1905,0.0,4.025392152939844e-08
1906,0.0,5.7100447037328195e-08
1907,0.0,6.942838659540485e-08
1908,0.0,5.598983587873363e-08
1909,0.0,5.3909640307381324e-08
1910,0.0,6.252656259420064e-08
1911,5.320374141248863e-10,7.129301149433331e-08
1912,5.209421227725386e-10,6.095022708763054e-08
1913,0.0,9.227202291128833e-08
1914,0.0,2.47779509132684e-08
1915,0.0,4.7123047686170594e-08
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,0.0,6.799183305261636e-08
1918,1.1486376294556067e-09,3.101321777165822e-08
1919,0.0,4.4197670856505056e-08
1920,0.0,5.98206320034933e-08
1921,0.0,8.102839998969102e-08
1922,7.377935484775833e-10,7.304156257603722e-08
1923,1.0615948120573648e-09,8.811237250938575e-08
1924,0.0,7.863890827408682e-08
1925,1.0998177923937646e-09,7.4787609882776e-08
1926,0.0,1.014298582902029e-07
1927,1.1149224876660924e-09,5.7975969913748315e-08
1928,0.0,5.9415415698538254e-08
1929,0.0,5.235990929719492e-08
1930,0.0,6.722305956330388e-08
1931,0.0,3.193499864551086e-08
1932,0.0,6.356531212503569e-08
1933,0.0,5.85003787634264e-08
1934,1.1981580172459871e-09,5.99079026386562e-08
1935,0.0,3.949533589064913e-08
1936,0.0,5.941110270413219e-08
1937,0.0,1.0198805666661315e-07
1938,0.0,5.8343466058374815e-08
1939,0.0,7.647025235257843e-08
1940,0.0,1.0143131312645437e-07
1941,0.0,7.969056881051984e-08
1942,0.0,7.888950426249153e-08
1943,0.0,4.645176421291808e-08
1944,0.0,6.7476911169706e-08
1945,0.0,7.406914015462007e-08
1946,0.0,7.79581839083221e-08
1947,0.0,7.629357412497484e-08
1948,0.0,7.392883816237372e-08
1949,0.0,7.068246077324147e-08
1950,0.0,8.08287445863698e-08
1951,0.0,1.0661401805833748e-07
1952,0.0,3.374337076422762e-08
1953,0.0,7.649417721466989e-08
1954,0.0,9.967986613901303e-08
1955,0.0,5.631364885516632e-08
