year,en_ADP âmes_NOUN,en_ADP ames_NOUN,en_ADP dame_NOUN
1800,0.0,1.8864987794131594e-08,7.545994717972349e-08
1801,0.0,2.3811825844433088e-09,3.5717739876872656e-08
1802,0.0,8.951360541686881e-09,4.2518962573012686e-08
1803,1.950339223455444e-09,1.755305234496518e-08,5.851017670366332e-09
1804,0.0,7.4155526164076946e-09,5.9324420931261557e-08
1805,0.0,5.685755422035754e-09,3.695740913300938e-08
1806,0.0,2.881669125542885e-09,2.5935021241707545e-08
1807,2.562259560079383e-08,1.4234775136401367e-08,2.2775641816963343e-08
1808,2.2660739062985158e-08,0.0,7.478044272701823e-08
1809,6.7770917766551975e-09,2.259030518203531e-09,5.1957702584815024e-08
1810,0.0,1.1700633351097167e-08,3.978215445954447e-08
1811,5.0141535368197765e-09,2.757784400841956e-08,3.008492122091866e-08
1812,1.600324850414836e-08,0.0,5.3344164197000055e-08
1813,0.0,1.1502966579257645e-08,6.614205805277606e-08
1814,3.1466771410748606e-09,3.4613449884091096e-08,5.664018942752591e-08
1815,2.697223555614414e-09,0.0,3.506390555685357e-08
1816,2.3176038865813098e-09,1.622322720606917e-08,1.8540831092650478e-08
1817,2.0239355080775567e-08,1.556873407970727e-09,5.7604317760251433e-08
1818,2.1458118837358597e-08,3.5763532135746345e-09,3.5763530803478716e-08
1819,1.035105001712111e-09,7.24573512300708e-09,2.277231081482256e-08
1820,1.1866481131050932e-08,2.0173018810965004e-08,5.933240654343308e-08
1821,0.0,1.97229765852569e-09,2.1695273910715684e-08
1822,2.5064039732569654e-08,5.012807946513931e-09,4.0102463572111446e-08
1823,2.9648061783404955e-09,3.9530747564242574e-09,7.708495930458525e-08
1824,7.57900142644985e-09,5.052667617633233e-09,2.4421225930382207e-08
1825,3.522177216552791e-09,1.1447076175841175e-08,5.987701001686219e-08
1826,7.0463874735082754e-09,4.403992281964975e-09,4.668231556870239e-08
1827,2.7651818612639545e-09,0.0,2.8573545918231247e-08
1828,8.255071293206129e-09,5.5033806956039655e-09,3.577197499327056e-08
1829,1.714635211591542e-09,1.5431716349212365e-08,7.201467977502318e-08
1830,3.1310507520032616e-09,5.218417697960831e-09,4.070366022013161e-08
1831,9.354723218280014e-09,1.2472964883158966e-08,2.8064171431196883e-08
1832,0.0,4.058990921151917e-09,1.352996914505411e-08
1833,2.20088942626262e-08,6.950177322551099e-09,1.9692168451435066e-08
1834,6.534171426153534e-09,2.8003592777992026e-09,1.4935249481595747e-08
1835,6.806779140333674e-09,5.294161553592858e-09,4.5378527602224494e-08
1836,7.392825018825988e-09,2.016224964762614e-09,5.040562667257831e-08
1837,4.87052354003481e-09,8.349469338142512e-09,2.2961040069269245e-08
1838,3.1560809521380406e-09,3.787297142565649e-09,4.292269983885433e-08
1839,9.788065469251706e-09,8.38977065598101e-09,3.076249155409272e-08
1840,5.732719632334238e-09,5.732719632334238e-09,3.248541202705013e-08
1841,8.346713542550788e-09,2.5682194149112547e-09,5.26484971175023e-08
1842,1.0733224087289273e-08,0.0,5.970355676510053e-08
1843,1.0041748765843295e-08,1.1813822142769936e-09,3.248801100363963e-08
1844,7.1351298203126134e-09,4.390849017710252e-09,4.335963321722147e-08
1845,1.5066614622583074e-08,5.580227946389016e-10,4.017764132502322e-08
1846,2.4003455223464698e-08,5.854501328173001e-09,2.7516155798323894e-08
1847,1.294373674909366e-08,0.0,3.613459842455313e-08
1848,8.84974404868899e-09,0.0,5.390298596363863e-08
1849,1.1731181359664333e-08,8.379414939696517e-10,1.3407064125559032e-08
1850,3.1229383523623255e-08,0.0,2.9192682937662084e-08
1851,9.029214709244116e-09,2.579775504329973e-09,1.99932606026465e-08
1852,2.018269107395554e-08,5.208436348880241e-09,2.343796334791648e-08
1853,2.508211416341055e-08,5.971931837933653e-10,2.8665273710259953e-08
1854,1.454786069388092e-08,1.0391328908454511e-09,3.740878373736933e-08
1855,6.8990182455763716e-09,7.429711956774554e-09,4.7231740296638236e-08
1856,1.2425253714809514e-08,2.0708756931497874e-09,4.089979321886261e-08
1857,1.0251168802710708e-08,8.786716299002961e-09,4.979139167637925e-08
1858,1.663849857891364e-08,0.0,4.2574980541054686e-08
1859,1.1202780925145817e-08,5.092173349652285e-10,5.194016705623028e-08
1860,2.7920821210614122e-08,2.288591927079864e-09,4.622955884769908e-08
1861,1.650587222457034e-08,2.3579818653196583e-09,1.9807046891529012e-08
1862,1.8975542914745347e-08,1.8071945051545413e-09,4.69870584662857e-08
1863,1.548332484446746e-08,4.994620828036034e-10,5.4940830218619396e-08
1864,1.3904711160250827e-08,9.589455896019672e-10,4.938569642121138e-08
1865,9.413688495385486e-09,4.7068443587150455e-09,2.259285303285452e-08
1866,2.432806489593986e-08,7.298419202328432e-09,3.30861671393734e-08
1867,1.164674756637396e-08,9.7056229719783e-10,4.367530159754551e-08
1868,1.1361710683388537e-08,1.4819622196071691e-09,9.33636172817387e-08
1869,2.197583626184496e-08,2.441759683335931e-09,4.932354247255688e-08
1870,1.204150201772336e-08,8.601073631098188e-09,3.555110428266062e-08
1871,2.1242353653860846e-08,3.18635318130589e-09,4.5671060711072187e-08
1872,1.269941218851045e-08,0.0,4.293610966765726e-08
1873,1.616221290134945e-08,5.986004469882289e-10,2.993002246043375e-08
1874,8.961913877669758e-09,0.0,5.1979099913168625e-08
1875,5.721527251978387e-09,0.0,3.833423078969389e-08
1876,3.083467703390852e-08,6.04601479992084e-10,4.6554313293256655e-08
1877,1.1751150275074451e-08,0.0,5.19524536723992e-08
