year,en_ADP hommages_NOUN,en_ADP dommage_NOUN
1800,9.432493897065797e-09,3.772997558826319e-08
1801,1.4287095950749062e-08,3.095537337571841e-08
1802,8.951360541686881e-09,5.594600338554301e-08
1803,9.751696339321825e-09,5.460949736857401e-08
1804,9.887403784603066e-09,7.909923027682453e-08
1805,3.4114531644036106e-08,3.980028751016107e-08
1806,2.881669125542885e-09,4.034336598124355e-08
1807,0.0,3.131650672116848e-08
1808,2.039466551195801e-08,9.744118045773575e-08
1809,2.259030518203531e-09,9.262025457701384e-08
1810,0.0,2.0827128821565566e-07
1811,1.0028307073639553e-08,2.5321475050077424e-07
1812,0.0,3.467370746079723e-08
1813,1.1502966579257645e-08,2.0130190847567064e-08
1814,6.293354282149721e-09,1.4789382873914292e-07
1815,1.8880564667256294e-08,5.933891955578474e-08
1816,0.0,4.6352077731626196e-09
1817,4.670620334934483e-09,4.514932783195036e-08
1818,0.0,2.6226590676969863e-08
1819,8.280840124719191e-09,2.173720581311045e-08
1820,1.4239777357261119e-08,1.1866481131050932e-08
1821,1.0847637454958203e-08,8.08642042215979e-08
1822,8.02049271442229e-09,3.709477880420309e-08
1823,6.917880934764753e-09,5.731958552246397e-08
1824,2.2737005167527968e-08,1.2631669221718766e-07
1825,5.283265824829186e-09,5.811592274085342e-08
1826,1.4092774947016551e-08,5.0205510859768765e-08
1827,1.8434546111834038e-09,7.650336897313537e-08
1828,1.1923991571904935e-08,9.172300963200541e-08
1829,1.971830521085849e-08,6.001223340490469e-08
1830,3.1310507520032616e-09,2.1917355041978226e-08
1831,4.677361609140007e-09,4.8332740476553226e-08
1832,2.0294953273491956e-08,3.3824925083081325e-08
1833,1.2741991461950875e-08,9.498575082034222e-08
1834,4.760610750054184e-08,4.947301235347368e-08
1835,6.806779140333674e-09,4.310960122211327e-08
1836,9.409050427677812e-09,3.965242711956307e-08
1837,4.87052354003481e-09,3.061472142462662e-08
1838,1.7674052665839213e-08,3.9135404250600914e-08
1839,4.894032845648155e-09,4.264799713382672e-08
1840,1.46502836528839e-08,3.758116307039927e-08
1841,1.0272877659645019e-08,3.0818632978935057e-08
1842,1.0062397137744483e-08,3.6895457355967665e-08
1843,8.269675610961258e-09,4.3120451209688326e-08
1844,2.3051957731556882e-08,5.1043620885593555e-08
1845,2.7343116215661212e-08,5.133809821700197e-08
1846,2.0490753982471688e-08,6.557041842825129e-08
1847,8.089835468183537e-09,3.7752563741833e-08
1848,5.63165514222419e-09,4.34441957963827e-08
1849,9.217355989576959e-09,6.368355087715827e-08
1850,6.1100964288129944e-09,2.4440385715251978e-08
1851,8.384270167027807e-09,4.837079004005318e-08
1852,2.604218196644581e-08,5.6641745516117226e-08
1853,1.6721408258035808e-08,5.4344578614973216e-08
1854,2.5458755104068587e-08,3.4810952342922974e-08
1855,4.404757802944914e-08,6.04990830765928e-08
1856,1.2425253714809514e-08,5.332504926514048e-08
1857,1.5620829074691756e-08,2.636014961865385e-08
1858,2.300027723833864e-08,3.963877404089544e-08
1859,1.9859475841599306e-08,3.411756210880412e-08
1860,1.830873586072812e-08,3.112485202905191e-08
1861,1.5091083938045813e-08,1.3204698667834691e-08
1862,1.9427341513278407e-08,4.201727321628823e-08
1863,1.4484400623349103e-08,3.096664968893492e-08
1864,1.4863656971897399e-08,9.781245324802512e-08
1865,1.3179164426446732e-08,1.8827376990770972e-08
1866,1.3623716377253459e-08,4.330395597662573e-08
1867,1.1161466417775046e-08,2.3778776281346836e-08
1868,8.397785578040384e-09,4.1494942593089945e-08
1869,1.5138908793232986e-08,4.737013625799591e-08
1870,1.2614907340946502e-08,3.1537268796455464e-08
1871,4.354682658913589e-08,4.354682658913589e-08
1872,1.2094679036067646e-08,4.535504416480762e-08
1873,3.95076291681562e-08,3.95076291681562e-08
1874,6.094101223652615e-08,4.361464789326419e-08
1875,1.0870901512305409e-08,3.318485752856759e-08
1876,7.255217759905008e-09,2.8416270225761764e-08
1877,2.9068635498674666e-08,5.257093604882357e-08
1878,2.2948536348987858e-08,4.166971123709118e-08
1879,1.649517855639715e-08,6.414791187125957e-08
1880,1.1552122813895949e-08,4.8775632421893533e-08
1881,1.8128519130300447e-08,4.6018548971460405e-08
1882,1.1979693681496428e-08,8.186123778841647e-08
1883,1.64302811356265e-08,5.1186646032874705e-08
1884,9.242375753615306e-09,4.8192386969958534e-08
1885,2.1915161241281567e-08,5.414333870135124e-08
1886,1.613365974151293e-08,4.130216879616455e-08
1887,1.7628096316002484e-08,5.7454535351553204e-08
1888,1.0779045211961602e-08,9.003672829521747e-08
1889,8.771191772893872e-09,8.395283401796405e-08
1890,2.1629475099871343e-08,7.472000618236052e-08
1891,7.0116419337296065e-09,1.1154885015685068e-07
1892,1.817868522380195e-08,6.83267842305213e-08
1893,1.046930819814662e-08,4.3724757148311255e-08
1894,1.5123694296903523e-08,8.002955098618258e-08
1895,1.2037228769301578e-08,4.513960760732516e-08
1896,8.255840455717589e-09,4.776593343081004e-08
1897,1.3984112534615178e-08,5.477110676110897e-08
1898,1.3580051860806464e-08,5.488604415404552e-08
1899,1.713549302451156e-08,5.1959236913035056e-08
1900,1.0901211489056095e-08,2.387884379118077e-08
1901,5.029864968975062e-09,6.538824237622975e-08
1902,1.1293652790733688e-08,5.8432377159078897e-08
1903,1.4040573148577096e-08,3.456140973412403e-08
1904,1.4511488011237361e-08,6.449550227216605e-08
1905,4.128607344888735e-09,5.625227217365136e-08
1906,1.4918134283448126e-08,5.96725371337925e-08
1907,5.142843484406967e-09,4.577130496841164e-08
1908,2.0136695866312948e-08,3.6835416494795936e-08
1909,1.7053048750881317e-08,3.850688656825696e-08
1910,1.4963621453034648e-08,2.778958396731923e-08
1911,1.59611229788581e-08,2.500575924102577e-08
1912,7.293189607793238e-09,4.740573444905749e-08
1913,1.3787773589513108e-08,4.5075413623862914e-08
1914,1.7411533825839598e-08,4.8216556081115414e-08
1915,1.6493066468115103e-08,5.5369582696584985e-08
1916,8.789969641043172e-09,5.493730981243061e-08
1917,1.2063066989753679e-08,3.180263163926611e-08
1918,1.9526840588923733e-08,2.2972752589112133e-08
1919,1.1970203106503874e-08,3.775218004875569e-08
1920,6.057785384427916e-09,2.7260034229925623e-08
1921,6.8154727417280014e-09,3.0290991048786964e-08
1922,6.640141769764796e-09,1.549366501762961e-08
1923,5.307974060286824e-09,4.0340601970001444e-08
1924,7.734974438733389e-09,3.9964035636330664e-08
1925,6.598906754362588e-09,1.9796720707176974e-08
1926,1.5604593173179637e-08,3.343841470382358e-08
1927,3.3447675740205796e-09,4.5711821883287485e-08
1928,1.1426041335305115e-08,2.8565102283550914e-08
1929,1.5596569369336066e-08,1.893869061575515e-08
1930,1.2604324695075775e-08,1.575540586884472e-08
1931,7.983749661377715e-09,2.8513390759599133e-08
1932,7.6716757391182e-09,1.753525857850491e-08
1933,1.1470662641954732e-08,2.523545639121494e-08
1934,9.585264137967897e-09,2.516131836216573e-08
1935,9.574627313213568e-09,2.992070946561398e-08
1936,6.0623572828433225e-09,8.487299751891442e-09
1937,1.2591118370153254e-08,1.6368453259474336e-08
1938,1.2965214679638848e-08,1.5558256905023882e-08
1939,1.2235240376412548e-08,3.211750509990452e-08
1940,1.77504799747652e-08,3.803674530900025e-08
1941,8.854508237732261e-09,3.5418032950929046e-08
1942,6.068423541449874e-09,2.4273694165799498e-08
1943,2.6129116648121453e-08,1.4516175816936538e-08
1944,0.0,3.2131861615880553e-09
1945,1.3071024262956144e-08,2.178504132643866e-08
1946,1.5313214696277555e-08,1.5313215584455975e-08
1947,5.960435700558264e-09,2.5033829231801974e-08
1948,1.0871888278529696e-08,2.5005341797168512e-08
1949,6.871905600114303e-09,1.3743811422273211e-08
1950,1.701657836861159e-08,1.1698897850465073e-08
1951,9.595261474260042e-09,2.1322803078760444e-08
1952,6.326882129314981e-09,2.6362009464264702e-08
1953,1.6160740301529586e-08,2.9089333608567358e-08
1954,8.795282724349818e-09,1.2704297169818801e-08
1955,9.385607846468247e-09,3.2849627018549654e-08
1956,4.360570571293465e-09,1.9186511934776718e-08
1957,7.068030161150318e-09,2.5621609722747962e-08
1958,7.445019267748876e-09,1.4062814024384807e-08
1959,6.975673039200103e-09,1.8601795659378695e-08
1960,5.536666680683311e-09,1.868625076895114e-08
1961,5.558527582660844e-09,4.099414141478519e-08
1962,1.5220695814832652e-08,2.3465238641051656e-08
1963,7.759263787043835e-09,1.4871922360271128e-08
1964,7.909158661334459e-09,1.9468698653213323e-08
1965,1.5321720781003023e-08,1.7510538796727815e-08
1966,2.215629901769489e-09,2.3818021332999706e-08
1967,8.381570104631919e-09,2.1693477236794934e-08
1968,7.635406973349745e-09,1.661823922916028e-08
1969,7.266812457329408e-09,2.679637134406221e-08
1970,9.197449912790034e-09,2.5292987260172595e-08
1971,7.707596338946132e-09,3.237190426830239e-08
1972,9.234264186641639e-09,1.6929485369132635e-08
1973,9.37244681864513e-09,2.7566018800939673e-08
1974,1.0688586016271984e-08,2.2502286256553816e-08
1975,3.4268881066168433e-09,2.1132477101559743e-08
1976,6.8562320265641574e-09,2.5710871653927825e-08
1977,8.815172591880582e-09,1.9981058585472056e-08
1978,7.72276909088987e-09,2.7326720442033547e-08
1979,5.266775904289034e-09,2.691907674545746e-08
1980,1.2507331170752423e-08,1.591842213599648e-08
1981,1.0753434587229549e-08,2.84649726012276e-08
1982,6.2075020679230875e-09,2.6071509395819703e-08
1983,3.78918940668882e-09,1.515675762675528e-08
1984,4.059306057957457e-09,1.797692661398287e-08
1985,3.0077789148208467e-09,1.804667348892508e-08
1986,6.593933843390687e-09,1.7983456501724504e-08
1987,4.888653315493485e-09,2.4443266966045485e-08
1988,1.079379691182325e-08,1.3792074149421296e-08
1989,4.390497854167563e-09,1.5915555096057687e-08
1990,7.628111586832631e-09,2.2339468941368068e-08
1991,8.206051504977552e-09,2.4032006606944378e-08
1992,7.713921945651236e-09,1.597883780846132e-08
1993,8.308811083601597e-09,2.049506697687775e-08
1994,9.494867780901473e-09,2.0572214154412904e-08
1995,3.79571546416102e-09,2.277429267394382e-08
1996,1.0142375161947825e-08,2.081855932090093e-08
1997,1.3425704104008673e-08,1.3425704992187093e-08
1998,1.0966696772918283e-08,1.621164003040576e-08
1999,4.570201106446348e-09,1.5081663917726473e-08
2000,5.743440834038438e-09,2.4299172451947015e-08
2001,1.0953029233595757e-08,2.2782300490575835e-08
2002,7.448076377869484e-09,2.4972962364699924e-08
2003,8.333846057695382e-09,2.6668306674082487e-08
2004,3.523833003171717e-09,2.1583476339515073e-08
2005,9.457874483587148e-09,1.4411998705554652e-08
2006,1.194188103958993e-08,2.7589862838794943e-08
2007,8.787855249048349e-09,2.5964116190380082e-08
2008,7.663391698997657e-09,8.940623352771127e-09
2009,1.8119132416671846e-08,1.1443662017995848e-08
2010,6.613310343794865e-09,1.5116137674908714e-08
2011,4.971163480860241e-09,1.0324724186716594e-08
2012,6.808505315092361e-09,1.974466634635519e-08
2013,6.693900100884775e-09,1.310888730898796e-08
2014,6.9294245896855955e-09,9.961047986450922e-09
2015,8.644644111654998e-09,1.3964425171764105e-08
2016,9.113896304313585e-09,7.663958356829426e-09
2017,7.54683426862357e-09,1.0565567976072998e-08
2018,4.904786798931582e-09,9.035133530232997e-09
2019,6.377469219387422e-09,1.1734544003161318e-08
