year,rien_PRON écrire_VERB,rien_PRON ecrire_VERB,rien_PRON décrire_VERB
1933,1.5485393589642626e-07,0.0,2.2941324395731044e-09
1934,1.4377896206951846e-07,0.0,7.188948103475923e-09
1935,1.2686381012372294e-07,0.0,4.787313656606784e-09
1936,1.33371855781661e-07,0.0,3.6374143697059935e-09
1937,1.1332006266684402e-07,0.0,2.5182236296217297e-09
1938,1.205764874612214e-07,1.2965214457594243e-09,7.779128452511941e-09
1939,1.7129336526977568e-07,0.0,1.5294050470515685e-09
1940,1.2171757646228798e-07,0.0,2.5357829169792012e-09
1941,1.121570960549434e-07,0.0,0.0
1942,1.6688164805600536e-07,0.0,0.0
1943,2.670976471108588e-07,0.0,1.1612940831184915e-08
1944,1.2531425852557732e-07,0.0,3.2131861615880553e-09
1945,1.524952892850706e-07,2.178504043826024e-09,1.3071024262956144e-08
1946,1.6426902504917962e-07,0.0,9.744772988540262e-09
1947,1.811972367704584e-07,0.0,5.960435700558264e-09
1948,1.3481141536431096e-07,0.0,8.697510267552389e-09
1949,1.521636221468725e-07,0.0,2.945102384188658e-09
1950,1.2975141316928784e-07,0.0,1.0635361036293034e-08
1951,2.40947684915227e-07,0.0,8.529121409139861e-09
1952,1.655534163091943e-07,0.0,1.0544804140977249e-08
1953,1.4867882214275596e-07,0.0,8.619061908632375e-09
1954,1.798146627152164e-07,0.0,3.9090144454689835e-09
1955,1.220129064449793e-07,1.8771215692936494e-09,6.569925492527773e-09
1956,1.9273723239621177e-07,1.744228317335228e-09,9.593255967388359e-09
1957,1.2457402931431716e-07,0.0,6.184526224473075e-09
1958,1.4641871359799552e-07,0.0,7.445019267748876e-09
1959,1.3408794075076003e-07,0.0,1.0851047171911432e-08
1960,1.5156625465806428e-07,6.920833350854139e-10,1.3841666701708277e-09
1961,1.0352757584541905e-07,0.0,1.250668635321972e-08
1962,1.4903596934345842e-07,0.0,6.341956293454132e-09
1963,1.4225317102045665e-07,0.0,3.2330267352165265e-09
1964,1.4419005367471982e-07,0.0,6.083968440151466e-09
1965,1.674445258004198e-07,1.0944086747954884e-09,6.5664522708175355e-09
1966,1.163205709531212e-07,5.539074754423723e-10,1.6617224263271169e-09
1967,1.8488758257717564e-07,0.0,3.944268467392931e-09
1968,1.7786007333597809e-07,4.4914158503495116e-10,5.838840522187638e-09
1969,1.3806943854888232e-07,0.0,5.904285060864822e-09
1970,1.5773626671489183e-07,4.5987250119061684e-10,1.8394900047624674e-09
1971,1.7624702763896494e-07,5.138397485282553e-10,4.624557625731995e-09
1972,1.1286323342574178e-07,0.0,3.5911027485013847e-09
1973,1.5216441795473656e-07,0.0,7.718485406371656e-09
1974,1.0126029081902743e-07,0.0,5.625571564138454e-09
1975,9.937975420371004e-08,0.0,2.8557400888473694e-09
1976,1.2341217825451167e-07,5.713526873840635e-10,5.713526873840635e-10
1977,1.275261638511438e-07,1.1753563677885381e-09,2.3507127355770763e-09
1978,1.1287123413694644e-07,0.0,5.346532105932056e-09
1979,1.1469867899904784e-07,5.851973350345929e-10,4.681578680276743e-09
1980,9.266795331086541e-08,2.2740602734216964e-09,3.97960553399912e-09
1981,1.1069711547406769e-07,3.795329828193417e-09,5.060439622894819e-09
1982,1.4153104643810366e-07,0.0,4.345251713999687e-09
1983,1.0420271223665623e-07,2.5261264191556165e-09,6.946847541655643e-09
1984,9.33640365019528e-08,1.1598016991243298e-09,1.2177918229383522e-08
1985,1.1429560231590585e-07,1.2031116103372597e-09,1.8046674155058895e-09
1986,1.1389522569515975e-07,0.0,6.593933843390687e-09
1987,1.2038309193940222e-07,0.0,8.555143260480236e-09
1988,1.1393452581387464e-07,1.798966087207532e-09,5.99655392008458e-09
1989,1.1525056464734007e-07,0.0,1.0427432250992297e-08
1990,8.281949703814462e-08,1.089730194969718e-09,8.717841559757744e-09
1991,9.026656755395379e-08,5.861465202094962e-10,8.7921980806982e-09
1992,9.532203648632276e-08,5.509944167592096e-10,6.060938417817852e-09
1993,1.1576943848012888e-07,1.1078414852150331e-09,6.093128224193833e-09
1994,9.283871094112328e-08,0.0,2.637463358823311e-09
1995,9.651962784573698e-08,0.0,3.253470381991974e-09
1996,1.040927983808615e-07,0.0,3.736664311304594e-09
1997,9.302095094199103e-08,3.3564262480467733e-09,8.630809844589749e-09
1998,1.0203796563246215e-07,4.768129224785866e-10,3.814503379828693e-09
1999,1.0100144720581739e-07,0.0,6.398281460207045e-09
2000,1.1663603061151662e-07,1.7672125984802278e-09,7.510653432518666e-09
2001,1.1916895914509951e-07,2.190605918883648e-09,6.571817756650944e-09
2002,1.0777804959616333e-07,0.0,5.257465574004527e-09
2003,1.1125683840873535e-07,0.0,2.5001538617175356e-09
2004,1.1056025783773293e-07,0.0,6.607186797680242e-09
2005,1.0403661576674494e-07,1.3511248786457486e-09,4.503749373441224e-09
2006,1.3465499648646073e-07,8.235779835885637e-10,8.64756888319107e-09
2007,1.1544045719347196e-07,2.3966877371606188e-09,5.592271090648637e-09
2008,1.017528106217469e-07,4.257439678578834e-10,2.9802078582719105e-09
2009,1.0919161042011183e-07,1.907277002999308e-09,5.245011536203492e-09
2010,1.0108917081197433e-07,2.3618964561933353e-09,2.3618964561933353e-09
2011,9.904087505674397e-08,3.82397197240536e-10,6.118355155848576e-09
2012,1.1302118707590125e-07,0.0,1.7021263287730903e-09
2013,1.243949725449056e-07,0.0,4.741512515948898e-09
2014,1.6435728866781574e-07,0.0,4.980523993225461e-09
2015,1.2013838102120644e-07,0.0,5.098123256885856e-09
2016,1.1599504290416007e-07,2.0713400439298368e-10,4.971216327476213e-09
2017,1.0163069674717917e-07,5.031222660711876e-10,6.037467414898856e-09
2018,1.2132893800753664e-07,0.0,3.614053500911041e-09
2019,1.5178376600033516e-07,2.55098775436835e-10,2.04079020349468e-09
