year,rien_PRON écrire_VERB,rien_PRON ecrire_VERB,rien_PRON décrire_VERB
1800,2.04370692813427e-07,0.0,0.0
1801,3.5003384368792467e-07,0.0,0.0
1802,1.7455153056289419e-07,0.0,1.7902721083373763e-08
1803,1.170203560718619e-07,0.0,0.0
1804,1.928043786847411e-07,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.2174445746259153e-07,0.0,8.528632911009026e-09
1806,2.1900684998854558e-07,0.0,1.152667650217154e-08
1807,1.5942949005420815e-07,2.8469551160981155e-09,2.2775640928784924e-08
1808,2.130109493236887e-07,2.2660739951163578e-09,2.039466551195801e-08
1809,3.0496912017952127e-07,0.0,4.518061036407062e-09
1810,1.9891076874500868e-07,2.3401267590372754e-09,1.4040760554223652e-08
1811,2.0558029234507558e-07,0.0,5.0141535368197765e-09
1812,1.226915742336132e-07,0.0,0.0
1813,2.1855636589407368e-07,0.0,2.0130190847567064e-08
1814,2.108273662315696e-07,0.0,0.0
1815,1.8610842289490392e-07,0.0,0.0
1816,2.0394914201915526e-07,0.0,0.0
1817,2.273035164535031e-07,0.0,0.0
1818,1.6570436400797917e-07,0.0,1.4305412854298538e-08
1819,2.3910925506243075e-07,0.0,0.0
1820,2.2190319270976033e-07,0.0,0.0
1821,2.9091390274516016e-07,0.0,9.86148829262845e-10
1822,2.90742860897808e-07,1.0025615893027862e-09,0.0
1823,1.956772024414022e-07,0.0,0.0
1824,3.267391832650901e-07,0.0,8.421112696055388e-09
1825,2.3774695989686734e-07,0.0,0.0
1826,2.1139162242889142e-07,0.0,1.7615968683770689e-09
1827,2.2029283286428836e-07,2.7651818612639545e-09,9.217273055917019e-10
1828,2.678311830095481e-07,9.172301251858528e-10,0.0
1829,2.520513646686595e-07,8.57317605795771e-10,1.7146351893870815e-08
1830,2.3169775431597373e-07,2.0873671680021744e-09,1.0436835840010872e-09
1831,1.5747117743103445e-07,0.0,1.5591206103948707e-09
1832,1.6912461830997927e-07,0.0,2.705993873419743e-09
1833,1.760711541010096e-07,0.0,2.3167256557599103e-08
1834,2.707014061797963e-07,3.733812370398937e-09,3.733812370398937e-09
1835,2.5260715119657107e-07,0.0,6.806779140333674e-09
1836,1.915413747610728e-07,6.720750067579218e-10,0.0
1837,2.574419681877771e-07,6.957890930081589e-10,2.7831563720326358e-09
1838,2.2218810613594542e-07,0.0,1.8936485712828244e-09
1839,2.8455303890950745e-07,0.0,2.7965900706306e-09
1840,1.8790581179928267e-07,6.369688665408546e-10,1.9109066329292546e-08
1841,1.425361801921099e-07,0.0,7.704658244733764e-09
1842,1.8917307897936553e-07,6.708265054555795e-10,0.0
1843,1.3113341879034124e-07,5.906911071384968e-10,2.953455480181333e-09
1844,2.4369211359953624e-07,5.488561272137815e-10,8.781698035420504e-09
1845,1.6684882098161324e-07,2.2320911785556063e-09,1.674068439427856e-09
1846,1.7856228851087508e-07,0.0,3.5127007969038004e-09
1847,1.7312247280187876e-07,0.0,8.629157832729106e-09
1848,1.3033259449457546e-07,0.0,8.84974404868899e-09
1849,9.21735647807509e-08,8.379414939696517e-10,7.54147322368226e-09
1850,1.6768819932622137e-07,6.788996032014438e-10,3.394498016007219e-09
1851,1.728449632310003e-07,6.449438760824933e-10,7.739326512989919e-09
1852,2.1289483242981078e-07,0.0,1.4974254725075298e-08
1853,1.6004777592115715e-07,0.0,2.388772735173461e-09
1854,2.182179059673217e-07,2.5978321716024766e-09,6.234797567117312e-09
1855,2.0909331510665652e-07,0.0,5.306937111981824e-09
1856,1.5428024369157356e-07,0.0,5.694908100650764e-09
1857,1.9330775558046298e-07,0.0,6.8341128311999455e-09
1858,1.6932119706325466e-07,4.893676019968041e-10,1.468102750479261e-09
1859,2.0826989555189357e-07,0.0,1.018434669930457e-09
1860,1.9910750381768594e-07,0.0,3.204028820036342e-09
1861,2.4004256715670635e-07,4.715963730639317e-10,5.659156698811785e-09
1862,2.832777283856558e-07,0.0,9.487771457372673e-09
1863,2.232595477380528e-07,9.989241656072068e-10,5.9935452156878455e-09
1864,1.8459702744166862e-07,4.315255264231155e-09,1.7740493518658695e-08
1865,2.0192362626403337e-07,0.0,6.589582213223366e-09
1866,2.0289606084133993e-07,0.0,1.5083399418358567e-08
1867,1.7033367782914866e-07,0.0,6.308654931785895e-09
1868,2.0549876467157446e-07,0.0,1.3831646938911035e-08
1869,2.353856274339705e-07,2.441759683335931e-09,1.7580669364747337e-08
1870,1.9381084825909056e-07,0.0,2.1789386295267832e-08
1871,1.1364659968648994e-07,0.0,3.18635318130589e-09
1872,1.8202491958163591e-07,0.0,1.8142017887967654e-09
1873,1.532417144289866e-07,2.3944017879529156e-09,0.0
1874,1.254667978400903e-07,0.0,2.3898436563030145e-09
1875,1.567698433291298e-07,5.721527140956084e-10,1.1443054503956773e-08
1876,1.7170681587685976e-07,0.0,9.673623679873344e-09
1877,1.4410620963190013e-07,0.0,6.80329748092845e-09
1878,2.2163455071222415e-07,0.0,1.8117265465633636e-09
1879,1.8022510062110086e-07,0.0,0.0
1880,1.5017759835700417e-07,0.0,4.492492600149944e-09
1881,1.443309116666569e-07,2.091752326904839e-09,1.1853263259808955e-08
1882,1.783643170938376e-07,6.655385131892899e-10,8.652000893505374e-09
1883,1.5419186638609972e-07,6.319338941018771e-10,8.847074184359371e-09
1884,1.4127631686733366e-07,0.0,6.601696966868076e-09
1885,1.2504533231094683e-07,0.0,6.445635580831777e-09
1886,1.1745304107080301e-07,1.936039106809062e-09,9.034849313138693e-09
1887,5.549586035158427e-08,0.0,7.834709769838355e-09
1888,1.4646819579411385e-07,0.0,0.0
1889,1.0337475941923913e-07,0.0,3.759081934617825e-09
1890,9.569404113562996e-08,0.0,2.6217545912032847e-09
1891,1.1282369172249673e-07,0.0,1.3385862196457765e-08
1892,1.2411653926847066e-07,6.268512375839919e-10,3.1342561879199593e-09
1893,1.0654060389470033e-07,6.158416554491453e-10,3.079208221734575e-09
1894,1.380037133458245e-07,0.0,2.520615716150587e-09
1895,1.673174807592659e-07,0.0,2.4074457982692365e-09
1896,1.0673622341528244e-07,0.0,2.358811590497112e-09
1897,1.0371550018817288e-07,5.826713556089658e-10,1.1653426668090106e-08
1898,1.1486460493870254e-07,0.0,1.6975064687230201e-09
1899,1.216067175846547e-07,0.0,3.3165470370022376e-09
1900,1.2821901407278347e-07,0.0,3.114631885736685e-09
1901,1.631911743515957e-07,0.0,2.794369402536745e-09
1902,1.2766737711444875e-07,0.0,3.437198747846537e-09
1903,1.5930649510664807e-07,5.400220270956879e-10,8.640352433531007e-09
1904,1.8166232962357753e-07,0.0,2.6873125946735854e-09
1905,1.2540644434011483e-07,0.0,6.708986699521802e-09
1906,1.5329669622587971e-07,0.0,2.0576738091193647e-09
1907,1.4708531637097622e-07,0.0,1.028568674676933e-09
1908,1.7140747843313875e-07,0.0,4.911389073214423e-09
1909,1.3972498891234864e-07,2.2003934230241384e-09,8.801573692096554e-09
1910,1.9078618151979754e-07,1.068830135508847e-09,1.1222716089775986e-08
1911,2.0111014009671635e-07,3.1922244847493175e-09,1.0108711201439746e-08
1912,1.8389256695172662e-07,1.0418842455450772e-09,5.2094213387476884e-09
1913,1.3999893155869358e-07,0.0,5.833288518886093e-09
1914,1.332652033170234e-07,0.0,6.027069510139427e-09
1915,1.6139644287704868e-07,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.6261444102383393e-07,0.0,3.2962386153911893e-09
1917,1.3598366876976797e-07,0.0,7.676496771580332e-09
1918,1.3324196856956405e-07,0.0,1.1486376294556067e-09
1919,8.194984957299312e-08,0.0,3.6831393490643904e-09
1920,1.2569904583870084e-07,0.0,4.543339038320937e-09
1921,1.688722619519467e-07,1.5145494858259667e-09,0.0
1922,1.814972137026416e-07,0.0,8.115729421831475e-09
1923,1.4650008495209477e-07,0.0,6.369568872344189e-09
1924,1.8306106142063072e-07,0.0,3.867487219366694e-09
1925,1.6057339280450833e-07,1.0998177923937646e-09,1.5397448649423495e-08
1926,1.827966684686544e-07,0.0,5.57306911730393e-09
1927,1.9511143989348056e-07,0.0,0.0
1928,1.6796280988273793e-07,0.0,6.8556245125250825e-09
1929,1.6599204855083372e-07,0.0,0.0
1930,1.3654684494213143e-07,0.0,6.302162347537887e-09
1931,1.3344266847070685e-07,1.1405356659111021e-09,4.5621426636444085e-09
1932,1.3261039555345633e-07,1.0959536611565568e-09,0.0
