year,mon_DET épi_NOUN,mon_DET dépit_NOUN
1800,0.0,1.0375742665047483e-07
1801,0.0,1.6668278135512082e-07
1802,0.0,8.280008501060365e-08
1803,1.950339223455444e-09,1.560271414291492e-07
1804,0.0,3.386435878383054e-07
1805,0.0,1.051864728651708e-07
1806,2.881669125542885e-09,8.068673729155762e-08
1807,0.0,6.547996633798903e-08
1808,4.5321479902327155e-09,1.0197332755979005e-07
1809,2.259030518203531e-09,1.5135504072283368e-07
1810,0.0,1.5444836609646018e-07
1811,0.0,2.7327136464805335e-07
1812,0.0,1.4936366010687152e-07
1813,1.1502966579257645e-08,2.386865673997818e-07
1814,0.0,5.349351139827263e-08
1815,5.394447111228828e-09,1.10586166890414e-07
1816,0.0,8.111613780670268e-08
1817,3.113746815941454e-09,3.2694342810835053e-07
1818,0.0,1.680886043686769e-07
1819,2.070210003424222e-09,1.6975721628398333e-07
1820,1.1866481131050932e-09,1.8630375109296438e-07
1821,9.86148829262845e-10,2.0216051144217317e-07
1822,0.0,1.3534581455587613e-07
1823,0.0,1.7690009590509703e-07
1824,1.6842225392110777e-09,2.1810681971601298e-07
1825,0.0,1.5497579397560912e-07
1826,0.0,1.3740455129251927e-07
1827,0.0,9.032927916763356e-08
1828,0.0,1.6968757599045148e-07
1829,0.0,1.5260252972382204e-07
1830,2.0873671680021744e-09,1.669893796574229e-07
1831,1.5591206103948707e-09,1.1693404644574912e-07
1832,6.088486337318955e-08,1.325937033502811e-07
1833,0.0,1.7722951284326882e-07
1834,4.667265685043276e-09,5.0406466556296436e-08
1835,0.0,1.0361430469174593e-07
1836,0.0,1.028274771996962e-07
1837,6.957890930081589e-10,7.027470161347082e-08
1838,5.680945491803868e-09,1.054131013589199e-07
1839,1.3982950353153e-09,7.690622449985085e-08
1840,6.369688665408546e-10,5.2231446501238565e-08
1841,0.0,5.393260726904714e-08
1842,2.0124795163667386e-09,7.110761224282669e-08
1843,4.7255288571079745e-09,7.029224158294767e-08
1844,0.0,6.202074254169077e-08
1845,5.580227946389016e-10,9.988607790889503e-08
1846,1.7563503984519002e-09,8.547571983541502e-08
1847,0.0,2.426950729272903e-08
1848,0.0,3.057184322363682e-08
1849,0.0,2.0948536683107477e-08
1850,0.0,4.61651739058766e-08
1851,2.579775504329973e-09,4.708090406424503e-08
1852,0.0,9.440291082185581e-08
1853,5.971931837933653e-10,5.016422766068729e-08
1854,5.195664454227256e-10,8.520889460683634e-08
1855,3.714855978387277e-09,7.854266570461732e-08
1856,0.0,8.231731002394937e-08
1857,5.369659827891837e-09,7.956859704449926e-08
1858,4.893676019968041e-10,8.466059364664602e-08
1859,3.055304009791371e-09,5.1940169498720934e-08
1860,9.154367819341758e-10,5.5841642421228244e-08
1861,4.2443675241088386e-09,7.828499448692128e-08
1862,9.035972525772706e-10,5.91856200715668e-08
1863,0.0,8.241124183072657e-08
1864,1.9178911792039344e-09,8.24693215939476e-08
1865,1.1767110841276462e-08,9.178346660476677e-08
1866,6.811858188626729e-09,5.6441108231553017e-08
1867,1.4073153309368536e-08,4.124889763090778e-08
1868,6.915823469455518e-09,4.544684018004119e-08
1869,3.4184632902167778e-09,6.885761649755295e-08
1870,4.013834153937523e-09,3.2110673675589396e-08
1871,2.1242354542039266e-09,8.284518315804235e-08
1872,6.047339295989218e-10,6.893966775223248e-08
1873,1.1972008939764578e-09,7.542365326740352e-08
1874,5.974609140757536e-10,4.122480135038131e-08
1875,5.721527140956084e-10,8.18178355066479e-08
1876,3.627608879952504e-09,8.343500157437234e-08
1877,0.0,8.658742056688595e-08
1878,6.039088673581716e-10,4.166971190322499e-08
1879,6.10932526790009e-10,5.254019752598538e-08
1880,1.9253538763308597e-09,6.482024783593943e-08
1881,1.3945015142624584e-09,6.554157039317943e-08
1882,6.655385131892899e-10,8.918216010123103e-08
1883,1.8958017378167824e-09,5.561018162625331e-08
1884,1.3203393933736152e-09,7.790002509722171e-08
1885,1.2891271383708158e-09,5.156508731118947e-08
1886,3.872078213618124e-09,3.743009058254643e-08
1887,1.3057849246322917e-09,4.6355364879957506e-08
1888,3.804368819970705e-09,2.4094336303903674e-08
1889,0.0,2.8819629349641218e-08
1890,0.0,3.080561788992853e-08
1891,0.0,4.079500870446395e-08
1892,0.0,4.137218145849886e-08
1893,0.0,4.9883173147691195e-08
1894,1.2603078580752936e-09,3.843938900516264e-08
1895,1.8055843487019274e-09,3.6111685419726314e-08
1896,3.5382172747233653e-09,3.243365886973493e-08
1897,0.0,2.6802882802101635e-08
1898,0.0,2.998928083641772e-08
1899,0.0,2.5979618456517528e-08
1900,5.191053142894475e-10,2.855079306307573e-08
1901,0.0,3.073806498221643e-08
1902,0.0,2.3569363016839873e-08
1903,4.860198465905796e-09,1.944079230931095e-08
1904,3.7622376325430196e-09,3.0635362691100454e-08
1905,0.0,2.6319870394253542e-08
1906,0.0,1.9547901741745477e-08
1907,5.142843373384665e-10,2.8799922446864912e-08
1908,1.964555629285769e-09,2.3083529532286207e-08
1909,5.500983557560346e-10,2.4204328319399337e-08
1910,5.344150677544235e-10,3.84778853224077e-08
1911,3.1922244847493175e-09,3.830669381699181e-08
1912,2.0837684910901544e-09,3.0735584743979416e-08
1913,1.060597942803554e-09,1.962106255248841e-08
1914,0.0,5.960101745472457e-08
1915,0.0,2.238344798399794e-08
1916,0.0,7.69122365795738e-09
1917,1.0966424435210342e-09,1.864292187292449e-08
1918,0.0,2.756730310693456e-08
1919,0.0,2.301962176431971e-08
1920,0.0,2.7260035118104042e-08
1921,0.0,4.31646604015512e-08
1922,0.0,3.6889677090812256e-08
1923,0.0,3.3971035318103304e-08
1924,0.0,5.1566498182609166e-08
1925,2.1996355847875293e-09,5.1691434688194704e-08
1926,4.458455382660986e-09,8.582526911382615e-08
1927,3.3447675740205796e-09,5.79759691365922e-08
1928,0.0,5.484499743246829e-08
1929,0.0,4.456162572274991e-08
1930,0.0,4.936693653867508e-08
1931,0.0,3.763767608688795e-08
1932,2.1919073223131136e-09,2.849479585620429e-08
1933,0.0,2.408838994938378e-08
1934,1.1981580172459871e-09,2.3963160344919743e-08
1935,1.196828414151696e-09,2.8723881939640705e-08
1936,2.424942913137329e-09,2.424942913137329e-08
1937,3.777335444432595e-09,2.392312481447334e-08
1938,0.0,1.1668693011834819e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,4.564409294971483e-08
1941,0.0,4.427253985639368e-08
1942,0.0,3.034211815133858e-08
1943,0.0,2.6129116870166058e-08
1944,0.0,4.177142187700156e-08
1945,0.0,3.485606470121638e-08
1946,0.0,7.517396483081029e-08
1947,0.0,7.510148947176276e-08
1948,0.0,5.435944050447006e-08
1949,0.0,4.123143582113187e-08
1950,0.0,3.93508372553697e-08
1951,1.0661401761424827e-09,5.224086763178093e-08
1952,0.0,3.26888924817581e-08
1953,0.0,3.23214819353268e-08
1954,4.886268278880834e-09,3.22493685089853e-08
1955,1.8771215692936494e-09,3.0972504561077585e-08
1956,1.744228317335228e-09,3.052399510927728e-08
1957,0.0,1.767007518083119e-08
1958,5.790570356545288e-09,6.452349987640105e-08
1959,3.875373910666724e-09,4.417926113831072e-08
1960,1.3841666701708277e-09,5.74429168676005e-08
1961,2.779263652552544e-09,5.0026746079012696e-08
1962,6.341956404476434e-10,4.81988685629986e-08
1963,3.2330267352165265e-09,3.814971527571487e-08
1964,1.2167936658258327e-09,4.6846556411850315e-08
1965,2.73602163147757e-09,3.775710055720083e-08
1966,3.877352328096606e-09,4.098915185046792e-08
1967,1.9721342336964653e-09,3.8949649949771015e-08
1968,1.3474247551048535e-09,5.2998706534523876e-08
1969,4.5417578031781147e-10,3.179230412264644e-08
1970,9.197450023812337e-10,4.8746484626605024e-08
1971,1.0276794970565106e-09,4.778709783437307e-08
1972,5.130146862875051e-10,2.9754851693652995e-08
1973,2.205281512956958e-09,2.977130031389663e-08
1974,5.625571675160757e-10,2.7565300708687346e-08
1975,2.2845920710778955e-09,1.8276736124533954e-08
1976,5.713526873840635e-10,7.998937401332284e-09
1977,2.3507127355770763e-09,1.5279632670228693e-08
1978,0.0,3.6237607692335416e-08
1979,2.3407893401383717e-09,3.3356249762306334e-08
1980,1.7055452605774235e-09,5.116635670709968e-08
1981,6.325549528618524e-10,3.0362638236969275e-08
1982,0.0,3.289976202580647e-08
1983,3.78918940668882e-09,2.968198620223461e-08
1984,4.059305780401701e-09,1.9716629218180515e-08
1985,6.015558051686298e-10,2.7671567148779275e-08
1986,4.7955883708539204e-09,3.356911837393284e-08
1987,0.0,3.055408515084679e-08
1988,1.7989661427186832e-09,2.758414818782029e-08
1989,5.488122178931576e-10,2.4147738031388144e-08
1990,0.0,2.7243255429354463e-08
1991,4.68917216167597e-09,2.696274015168143e-08
1992,5.509944167592096e-10,3.03046938654461e-08
1993,3.3235244556450994e-09,2.991171987876129e-08
1994,3.6924485691258724e-09,2.004472138272817e-08
1995,0.0,2.8196743606656582e-08
1996,4.804282749404365e-09,2.6690461396583487e-08
1997,0.0,3.260528147475128e-08
1998,9.536258449571733e-10,2.1456582288692516e-08
1999,3.1991408688814005e-09,3.3362469675779494e-08
2000,1.7672125984802278e-09,2.2090157925092058e-08
2001,4.3812117822561447e-10,3.242096580091669e-08
2002,1.7524885431718928e-09,3.6364137923072803e-08
2003,1.6667691671301554e-09,3.041853657848037e-08
2004,4.404791253964646e-10,4.052407809318481e-08
2005,1.3511248786457486e-09,4.593824587395545e-08
2006,8.235779835885637e-10,3.7884585690761696e-08
2007,1.5977917877663117e-09,3.315418051208496e-08
2008,1.2772318758180745e-09,2.597038295526488e-08
2009,8.105927040702454e-09,2.9085974295739447e-08
2010,1.0864724231396394e-08,4.4876034221985606e-08
2011,1.529588788962144e-09,3.5180541813062405e-08
2012,7.148930780687124e-09,5.991484774980904e-08
2013,3.3469500504423877e-09,6.526552853713952e-08
2014,3.6812568132704726e-09,7.860565842676692e-08
2015,1.9949178142741886e-09,7.159538828460654e-08
2016,3.935546250000144e-09,9.880291784725159e-08
2017,2.0124890642847504e-09,6.112935402313724e-08
2018,6.195520207974425e-09,7.382994926530273e-08
2019,3.5713829116268414e-09,6.632568494424618e-08
