year,un_DET entier_ADJ,un_DET dentier_NOUN
1891,7.840290550120699e-07,5.4818291683744746e-08
1892,5.190328238313668e-07,2.1312941855811118e-08
1893,7.993624535629351e-07,4.495644057023185e-08
1894,7.227865808090428e-07,2.520615760559508e-08
1895,7.800124421919463e-07,4.1528440686278145e-08
1896,6.946700068510836e-07,4.4817421274157e-08
1897,6.362770932355488e-07,3.3794939513498434e-08
1898,6.371307677000004e-07,4.470100400943977e-08
1899,5.450192475109361e-07,3.371822820952275e-08
1900,5.102805289425305e-07,3.3222741224747665e-08
1901,7.371546644208138e-07,2.0678333823020978e-08
1902,5.293285880725307e-07,9.575053372401499e-08
1903,6.474863880612247e-07,3.56414537883154e-08
1904,7.739459988442832e-07,6.557042731003548e-08
1905,5.909068931941874e-07,9.134543699218511e-08
1906,7.988918468981865e-07,1.1008555106384321e-07
1907,7.112552111721016e-07,5.9142700237213575e-08
1908,6.5370591073588e-07,4.469364101034046e-08
1909,7.096268745954148e-07,6.931239171503734e-08
1910,6.872577955618908e-07,6.466422020068308e-08
1911,8.06036666745058e-07,6.810079056229768e-08
1912,6.313818516900938e-07,3.594500819215085e-08
1913,6.490859618679679e-07,7.477215213658184e-08
1914,8.042788977036253e-07,3.8841115213017474e-08
1915,8.529271440238517e-07,3.2986132936230206e-08
1916,1.174559656647034e-06,4.504859418830165e-08
1917,9.946546697392478e-07,1.0747096013119517e-07
1918,8.52289133490558e-07,5.3985966808056673e-08
1919,9.548539310344495e-07,2.6702760891339494e-08
1920,8.443038268524106e-07,4.770506123463747e-08
1921,5.687133466381056e-07,4.619375776337975e-08
1922,6.07941899488651e-07,8.410846719097975e-08
1923,6.316489020719018e-07,5.307974060286824e-08
1924,1.035197442433855e-06,5.930147384258788e-08
1925,6.136983188298473e-07,5.8290343885047946e-08
1926,6.364444971040939e-07,4.904300965336006e-08
1927,6.187819963088259e-07,2.89879845682961e-08
1928,8.603809078522318e-07,3.427812511613837e-08
1929,7.620038218192349e-07,3.230717782187753e-08
1930,5.755974825660815e-07,4.3064774857271004e-08
1931,4.197171392661403e-07,7.413481917240006e-08
1932,5.501687496689556e-07,6.137340458067797e-08
1933,6.01062708938116e-07,3.4411986149507356e-08
1934,5.379729373089503e-07,4.193553237996639e-08
1935,4.643694353489991e-07,6.103824823355808e-08
1936,8.984413284451875e-07,2.66743711563322e-08
1937,5.288269449010841e-07,1.6368453259474336e-08
1938,5.717659519177687e-07,4.408173026604345e-08
1939,9.558781357554835e-07,2.5999886688055085e-08
1940,2.206131057391758e-06,2.2822046474857416e-08
1941,6.345730412249395e-07,5.60785480274717e-08
1942,9.679135928308824e-07,1.8205270180260413e-08
1943,5.545178964894149e-07,2.6129116648121453e-08
1944,6.36210870652576e-07,2.2492303131116387e-08
1945,1.1262866337347077e-06,5.2284098384092204e-08
1946,9.730852070788387e-07,3.480276244971492e-08
1947,9.274437502426736e-07,2.503382945384658e-08
1948,7.121086582628777e-07,1.4133454406817236e-08
1949,7.303854090423556e-07,3.730463127293859e-08
1950,8.625278269391856e-07,3.5096692885261405e-08
1951,7.388351264125959e-07,2.8785785421980847e-08
1952,1.075570025932393e-06,6.115986184163091e-08
1953,9.233170317202166e-07,3.878577947702411e-08
1954,9.723673883854644e-07,5.0817188679275205e-08
1955,8.531517323717708e-07,5.162084226739694e-08
1956,9.33162141336652e-07,2.8779767902165077e-08
1957,9.859902547759702e-07,3.003912896204497e-08
1958,7.850359224903514e-07,5.3769582231133484e-08
1959,9.936459264281439e-07,2.5577467255288866e-08
1960,8.21502908365801e-07,3.252791813679323e-08
1961,1.037360220834671e-06,4.446821788572919e-08
1962,8.066968462117075e-07,2.980719493450579e-08
1963,7.92738148902572e-07,2.9097239173658807e-08
1964,9.381479344483523e-07,4.197938152650238e-08
1965,7.294233910215553e-07,2.7360216592331454e-08
1966,1.0845508313650498e-06,2.2710207048248776e-08
1967,9.998720997828059e-07,3.303324763725968e-08
1968,9.086134014069103e-07,2.919420249991589e-08
1969,9.460481464884651e-07,3.270065546123746e-08
1970,9.523959647594893e-07,2.8971967935831344e-08
1971,1.2018712141070864e-06,2.3636628876388954e-08
1972,9.665196785135777e-07,2.6676763020816452e-08
1973,9.692212188383564e-07,3.363054390526088e-08
1974,7.870174840718391e-07,2.5315072704756858e-08
1975,8.652892233840248e-07,2.4559364764087377e-08
1976,6.433431281038793e-07,3.142439908287997e-08
1977,9.573277566232719e-07,3.173462248540204e-08
1978,8.584154329582816e-07,4.158413979826747e-08
1979,7.946979962980549e-07,3.277105242727174e-08
1980,6.384424295902136e-07,3.638496437474714e-08
1981,8.602747243457998e-07,3.542307780435294e-08
1982,6.089559860811278e-07,5.5867520276642324e-08
1983,5.791144985778374e-07,3.410270710269003e-08
1984,4.818975867237896e-07,3.421414973558967e-08
1985,6.364460318764031e-07,3.489023725489204e-08
1986,6.090397164371097e-07,3.356912015028968e-08
1987,6.037487310095457e-07,3.0554083263467646e-08
1988,6.392326099557977e-07,4.197587655241364e-08
1989,4.478307573663187e-07,4.1709728004768465e-08
1990,6.805365160289512e-07,4.195461361655717e-08
1991,4.958799308951711e-07,3.692722927439718e-08
1992,4.63386299998092e-07,3.085568700544883e-08
1993,4.647395144274924e-07,2.8249958816672915e-08
1994,4.87403212900972e-07,3.164955919565671e-08
1995,4.6470404413412325e-07,5.097103716877882e-08
1996,3.966202370975225e-07,4.003569298305365e-08
1997,6.027182166690181e-07,3.06873251254558e-08
1998,4.763361118875764e-07,4.100591122213615e-08
1999,4.757579290526337e-07,4.615903104188135e-08
2000,4.877506967204681e-07,3.269343196166119e-08
2001,4.4031179413650534e-07,3.154472344446546e-08
2002,5.082217171548109e-07,2.803981824506252e-08
2003,5.575342925112636e-07,3.2918689552019487e-08
2004,5.373845510803221e-07,4.404791342782488e-08
2005,8.075223263404041e-07,3.377812296534444e-08
2006,7.667510999453953e-07,4.73557356661658e-08
2007,6.706731028316426e-07,5.232768129914689e-08
2008,5.994475031911861e-07,4.853481269662119e-08
2009,6.332159614430566e-07,4.768192685133954e-08
2010,4.70017397447009e-07,6.424358556245124e-08
2011,9.066637289834034e-07,8.298019138486268e-08
2012,6.978718261052563e-07,7.795738765636884e-08
2013,6.805465204706707e-07,9.594590411055037e-08
2014,6.994387717895734e-07,9.138178480583292e-08
2015,7.511973763030255e-07,8.821969998962231e-08
2016,8.444853278888331e-07,8.119652772364816e-08
2017,7.826066621419159e-07,8.326673661684936e-08
2018,7.336528256018937e-07,8.441396071035001e-08
2019,7.385109483948327e-07,8.316220112547512e-08
