year,en_ADP oies_NOUN,en_ADP doigt_NOUN
1887,7.834709769838355e-09,1.0250411719425756e-07
1888,1.7119660356001987e-08,8.115986815937504e-08
1889,1.8795409673089125e-09,1.1214594763941932e-07
1890,5.243509182406569e-09,6.88210590737981e-08
1891,3.1871101313640793e-09,8.095259573792646e-08
1892,6.268512375839919e-09,9.214713259098062e-08
1893,6.158416498980301e-09,8.437030629693254e-08
1894,5.041231432301174e-09,1.6951140935361764e-07
1895,1.745398137131815e-08,1.3120579467340576e-07
1896,2.948514543632541e-09,5.484237064479203e-08
1897,6.992056045262984e-09,1.2643968716474774e-07
1898,1.923840653450526e-08,1.4824890115505696e-07
1899,6.080336234504102e-09,1.7632974902426213e-07
1900,4.15284251431558e-09,9.551537516472308e-08
1901,6.147612696683069e-09,1.939292388897229e-07
1902,1.6694965410124496e-08,9.722361937747337e-08
1903,1.0260418292773466e-08,1.1664475607631175e-07
1904,2.6873125946735854e-09,8.921877991951987e-08
1905,5.160759042333041e-10,7.534708146295088e-08
1906,9.259531807970234e-09,9.46529965517584e-08
1907,6.685696440911215e-09,7.714265137792609e-08
1908,4.4202501658929805e-09,9.135183631769905e-08
1909,6.60118004702781e-09,6.711199773690169e-08
1910,2.137660271017694e-09,6.41298072423524e-08
1911,2.128149656499545e-09,7.874153595821554e-08
1912,5.209421061191932e-09,5.938740343935933e-08
1913,5.302989602995467e-09,8.007514651353631e-08
1914,4.018046340092951e-09,6.428874144148722e-08
1915,5.890381071793627e-09,2.9451904026700504e-08
1916,3.2962386153911893e-09,5.8233549538044826e-08
1917,3.289927441585405e-09,3.070598708632133e-08
1918,3.44591288836682e-09,6.547234221443432e-08
1919,2.762354511798293e-09,5.4326307008523145e-08
1920,9.086678076641874e-09,9.238122800070414e-08
1921,7.572747429129834e-10,7.572747762196741e-08
1922,2.951174193910333e-09,7.599273743608137e-08
1923,2.1231896241147297e-09,4.777176698667063e-08
1924,5.156649662829693e-09,4.512068585427187e-08
1925,7.698724768800957e-09,7.148815939217457e-08
1926,1.1146138456652466e-09,7.133528612257578e-08
1927,6.689535148041159e-09,6.912519268098549e-08
1928,2.2852082448565625e-09,7.655447831211859e-08
1929,3.342121912552898e-09,5.570203143179242e-08
1930,2.100720708497761e-09,4.8316575629314684e-08
1931,4.5621426636444085e-09,4.904303452235581e-08
1932,6.575722188983946e-09,8.110057336807586e-08
1933,0.0,8.144170493551428e-08
1934,3.5944740517379614e-09,8.74655370353139e-08
1935,3.590485242455088e-09,8.377799076697556e-08
1936,2.424942913137329e-09,1.260970350358548e-07
1937,0.0,7.680581859403901e-08
1938,9.075650453382877e-09,8.9459980756601e-08
1939,1.070583532936098e-08,1.3611705185212486e-07
1940,7.607348750937604e-09,6.593035806190528e-08
1941,0.0,7.969057236323351e-08
1942,3.034211770724937e-09,1.1226583751522412e-07
1943,2.9032352077962287e-09,6.096794180621146e-08
1944,0.0,8.996921252446555e-08
1945,4.357008087652048e-09,7.62476446425353e-08
1946,0.0,5.150808490839154e-08
1947,2.3841741914054637e-09,5.4836007734593295e-08
1948,1.0871887834440486e-09,2.1961213292343018e-07
1949,9.817008317369869e-10,9.522498345404529e-08
1950,1.0635361480382244e-09,9.784532295498138e-08
1951,3.198420528427448e-09,7.569595084078173e-08
1952,9.490323193972472e-09,1.0228459501604448e-07
1953,8.619062019654677e-09,7.218464048719397e-08
1954,9.772536113672459e-10,8.795282724349818e-08
1955,1.8771215692936494e-09,6.288357212724804e-08
1956,1.744228317335228e-09,6.976912914069544e-08
1957,0.0,9.453490434907508e-08
1958,0.0,1.0174859710332385e-07
1959,6.975672928177801e-09,6.89816559429346e-08
1960,3.460416619915918e-09,6.713208478004162e-08
1961,3.47407969059077e-09,1.0491720559002715e-07
1962,6.341956404476434e-10,6.659054463398206e-08
1963,2.5864212993553792e-09,6.72469511187046e-08
1964,2.4335873316516654e-09,5.293052396382336e-08
1965,1.6416130677043839e-09,8.153344310812827e-08
1966,7.754704434148607e-09,8.474784607415131e-08
1967,5.916402701089396e-09,6.606649805007692e-08
1968,4.491415656060482e-09,3.9973599541553995e-08
1969,3.1792304344691047e-09,6.403878671790153e-08
1970,9.197450023812337e-10,5.7484061954937715e-08
1971,3.596878239697787e-09,5.5494691508783944e-08
1972,2.0520587451500205e-09,6.925698414761428e-08
1973,4.410563025913916e-09,6.395316631824244e-08
1974,2.812785782069227e-09,5.513060230555311e-08
1975,3.4268881066168433e-09,7.824727532579345e-08
1976,1.7140580066410394e-09,8.113207883297946e-08
1977,2.3507127355770763e-09,4.172515133404886e-08
1978,8.316827893040113e-09,3.801978465389766e-08
1979,7.607565244427406e-09,3.6282234106010947e-08
1980,2.8425752862659692e-09,6.99273527970945e-08
1981,8.223214109648325e-09,3.985096341807548e-08
1982,4.345251713999687e-09,4.903926864585628e-08
1983,6.315316158911344e-09,5.052253015946917e-08
1984,5.219107812592938e-09,4.5232265932781957e-08
1985,1.8046674155058895e-09,3.66949031160857e-08
1986,4.795588426365072e-09,3.416856841909066e-08
1987,3.0554083707556856e-09,4.399788267051008e-08
1988,4.197587610832443e-09,3.47800117594943e-08
1989,6.585746614717891e-09,3.0733485090195245e-08
1990,5.44865097484859e-10,5.121732016277747e-08
1991,1.7584396161396398e-09,2.6376593353916178e-08
1992,4.4079553340736766e-09,3.1406681699763794e-08
1993,3.323524566667402e-09,3.37891670199042e-08
1994,3.6924485691258724e-09,2.8484603120659813e-08
1995,1.0844901643380922e-09,2.277429267394382e-08
1996,4.270473752399084e-09,2.2419987644184403e-08
1997,7.192341833217597e-09,1.6782131240233866e-08
1998,4.7681290027412615e-09,2.6701524546979272e-08
1999,2.285100553223174e-09,2.970630674781205e-08
2000,3.97622823555821e-09,2.960081069147691e-08
2001,3.5049694258049158e-09,3.767842216007011e-08
2002,5.6955880012310445e-09,2.8477940006155222e-08
2003,2.9168460979889232e-09,2.7918384049030465e-08
2004,1.7619165015858584e-09,2.99525808600265e-08
2005,4.503749373441224e-09,1.3961623857028371e-08
2006,3.294311934354255e-09,2.2236605445868918e-08
2007,3.1955835755326234e-09,1.3581230362547103e-08
2008,3.405951742863067e-09,2.2564430324223395e-08
2009,9.53638501499654e-10,2.574823909640145e-08
2010,1.4171379625338432e-09,2.4563723499682055e-08
2011,2.2943831279320648e-09,3.709252638373073e-08
2012,1.0212758416727752e-09,3.097870049373341e-08
2013,1.9523875849358774e-09,1.9244962956577183e-08
2014,2.815078836704288e-09,2.165445245339015e-08
2015,4.43315073539452e-09,1.795426030071212e-08
2016,3.935546111222266e-09,1.822779260862717e-08
2017,2.7671724911471074e-09,2.2388940479345365e-08
2018,3.872199894061623e-09,1.7812119779136992e-08
2019,4.08158040698936e-09,1.2754938438774843e-08
