year,en_ADP honneurs_NOUN,en_ADP donneur_NOUN
1800,2.5153315874604232e-08,6.288328968651058e-09
1801,4.286128785224719e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,2.7304748684287006e-08,3.900678446910888e-09
1804,4.2021465418429216e-08,2.4718509461507665e-09
1805,6.254330742194725e-08,5.685755422035754e-09
1806,4.610670600868616e-08,0.0
1807,5.4092147649953404e-08,2.2775640928784924e-08
1808,1.8128591960930862e-08,0.0
1809,2.0331274441787173e-08,2.259030518203531e-09
1810,7.020380277111826e-09,0.0
1811,4.262030373070047e-08,2.5070767684098882e-09
1812,4.800974906515876e-08,0.0
1813,6.039057609541487e-08,0.0
1814,1.0698702368472368e-07,0.0
1815,2.966945977789237e-08,0.0
1816,2.5493642752394408e-08,4.6352077731626196e-09
1817,2.80237220096069e-08,3.113746815941454e-09
1818,1.4782260393531033e-07,1.1921177378582115e-09
1819,9.419455437864599e-08,2.070210003424222e-09
1820,1.0323838495196469e-07,2.1359666035891678e-08
1821,1.1636556251914953e-07,3.94459531705138e-09
1822,7.619468078701175e-08,8.02049271442229e-09
1823,1.2847492314449482e-07,9.882686891060644e-10
1824,7.242157096243318e-08,0.0
1825,1.937197424695114e-07,8.805443485471187e-09
1826,1.2155018680459762e-07,7.0463874735082754e-09
1827,1.1337245808817897e-07,0.0
1828,9.539193257523948e-08,2.7516904310687096e-09
1829,9.687688873327716e-08,1.714635211591542e-09
1830,7.097048637660919e-08,2.0873671680021744e-09
1831,2.3386808933878456e-08,0.0
1832,5.953186388296672e-08,0.0
1833,9.03523016404506e-08,2.3167257001688313e-09
1834,9.521221500108368e-08,7.467624740797874e-09
1835,1.3840451629221207e-07,3.025235173481633e-09
1836,1.6936290592184378e-07,0.0
1837,1.2385045522478322e-07,0.0
1838,1.04781889831429e-07,0.0
1839,8.94908822601792e-08,0.0
1840,8.917564287003188e-08,6.369688665408546e-10
1841,6.035315891494974e-08,8.988767952189392e-09
1842,8.251166150330391e-08,0.0
1843,7.619915010081968e-08,5.906911071384968e-10
1844,9.111011678442082e-08,1.097712254427563e-09
1845,9.653794563746487e-08,1.1160455892778032e-09
1846,4.3323311160747835e-08,1.1709002656346001e-09
1847,9.060615724365562e-08,1.0786447290911383e-09
1848,3.861706332486392e-08,1.6090443422100975e-09
1849,1.248532868203256e-07,0.0
1850,9.504594800091581e-08,0.0
1851,4.70809027319774e-08,8.384270167027807e-09
1852,6.119912399071836e-08,1.3021090872200602e-09
1853,7.285756709052293e-08,2.9859659189668264e-09
1854,9.50806580135577e-08,2.0782657816909023e-09
1855,5.253867740862006e-08,0.0
1856,1.0509694448046503e-07,3.1063134287023786e-09
1857,8.933161410595858e-08,4.393358121745905e-09
1858,7.38945047373818e-08,3.4255731584664773e-09
1859,5.3467818617036755e-08,3.055304009791371e-09
1860,6.31651388971477e-08,3.661747127736703e-09
1861,5.7063161307269183e-08,4.715963730639317e-10
1862,9.216692120617154e-08,1.3553959066214816e-09
1863,8.191177869321109e-08,1.9978483312144135e-09
1864,7.911300770047092e-08,1.4384183844029508e-09
1865,5.271665770578693e-08,9.41368871743009e-10
1866,8.320198219280428e-08,1.4596839292835284e-09
1867,4.901339423213358e-08,0.0
1868,6.86642493974432e-08,1.975949626142892e-09
1869,6.348574999037737e-08,1.4650557433881772e-09
1870,8.142349372519675e-08,0.0
1871,5.3105885911008954e-08,2.1242354542039266e-09
1872,5.805445724149649e-08,1.2094678591978436e-09
1873,5.8662845248136364e-08,1.7958012854535355e-09
1874,5.436894312538243e-08,9.559374625212058e-09
1875,5.263805036292979e-08,0.0
1876,3.748529309177684e-08,1.209202959984168e-09
1877,2.783167118991514e-08,1.2369632429454214e-08
1878,3.744235144154118e-08,6.039088673581716e-10
1879,4.7041805117942204e-08,0.0
1880,3.786529134686134e-08,1.2835692508872398e-09
1881,4.671580100534811e-08,6.9725074602899895e-09
1882,3.261138559196297e-08,3.3276925659464496e-09
1883,4.044376922252013e-08,1.2638677882037541e-09
1884,8.054070121943369e-08,6.601696966868076e-10
1885,5.1565084646654213e-08,1.933690763067375e-09
1886,3.9366128135043255e-08,1.936039106809062e-09
1887,4.6355363991779086e-08,1.3057849246322917e-09
1888,5.452928775184773e-08,3.804368819970705e-09
1889,5.450668894013688e-08,3.759081934617825e-09
1890,4.9813337454907014e-08,2.6217545912032847e-09
1891,4.5894385181100006e-08,5.736798147637501e-09
1892,4.576013878931917e-08,1.2537024751679837e-09
1893,3.87980243488073e-08,0.0
1894,4.663139208105349e-08,3.780923574225881e-09
1895,3.4306101071024386e-08,2.4074457982692365e-09
1896,4.1868904787634165e-08,6.486732040400511e-09
