year,un_DET essai_NOUN,un_DET décès_NOUN
1862,3.422374476258483e-06,1.4547916338258915e-07
1863,3.144113790654046e-06,1.718149587048856e-07
1864,3.1731508869370373e-06,1.7308967237283923e-07
1865,3.061331597109529e-06,1.863910363830712e-07
1866,2.932018446699658e-06,2.189525822871019e-07
1867,3.4552018064459844e-06,1.819804342773068e-07
1868,3.572022905018457e-06,2.5835541350716085e-07
1869,3.0395024310791996e-06,2.51501241166352e-07
1870,3.915782002650303e-06,1.7660870232916182e-07
1871,3.2585771663207197e-06,2.442870890018156e-07
1872,3.572163365106462e-06,1.282035877459009e-07
1873,3.887909926447719e-06,1.84967534178071e-07
1874,3.400150148991088e-06,2.658700974933481e-07
1875,3.7041166081053234e-06,2.3057754106048378e-07
1876,3.4861320443724253e-06,1.4147675120312897e-07
1877,3.608221575746029e-06,2.616177141590015e-07
1878,3.963453934829886e-06,2.270697370132524e-07
1879,3.952122597183916e-06,2.975241271130358e-07
1880,4.2543903191472054e-06,2.2462462556660512e-07
1881,3.7658512610505568e-06,2.105697323173672e-07
1882,3.800890539196189e-06,2.1430339813832688e-07
1883,4.096827382227275e-06,3.374527111077441e-07
1884,4.21914464254769e-06,3.1886197149333384e-07
1885,3.922169213410598e-06,3.6095558586524135e-07
1886,3.785601933259386e-06,2.671733980719182e-07
1887,4.007453895837898e-06,3.290578014514267e-07
1888,3.8963077884091035e-06,2.479180425396521e-07
1889,3.989012441252271e-06,2.5311152018758776e-07
1890,4.1679343212308595e-06,4.3521126258383447e-07
1891,4.403948651088285e-06,3.990261729924782e-07
1892,4.444375178991322e-06,3.873940661591746e-07
1893,4.556612509531988e-06,4.329366767308329e-07
1894,4.49551825454364e-06,3.9636681847809996e-07
1895,4.81308620692289e-06,4.838965921294403e-07
1896,4.650986596743678e-06,3.7623045301415914e-07
1897,4.7767399564691004e-06,3.659175984438434e-07
1898,5.0625303344986605e-06,3.949531688363095e-07
1899,4.635979991007844e-06,3.6592568797289005e-07
1900,4.9600511431435734e-06,3.4468593401726366e-07
1901,5.278004920228341e-06,3.2750009304471916e-07
1902,4.755609722906229e-06,3.6188790986102504e-07
1903,5.345678090407091e-06,2.9701210557675495e-07
1904,5.537476397421415e-06,3.7783614459385717e-07
1905,5.343965909787585e-06,3.7776755235086057e-07
1906,5.521253001461446e-06,5.308798449732421e-07
1907,5.7250130112151965e-06,3.4559907469144946e-07
1908,5.378462248017968e-06,3.2267826455267823e-07
1909,5.821690791663059e-06,3.7736747771077717e-07
1910,5.9491084414275974e-06,3.805035220239006e-07
1911,5.718870056625747e-06,3.1975447711829474e-07
1912,6.1465961493922805e-06,3.2558882612221396e-07
1913,6.4160870465457265e-06,3.2136118566228333e-07
1914,5.955414195568665e-06,3.3684622158247635e-07
1915,4.801838628054611e-06,2.803821415042762e-07
1916,4.928975585016815e-06,4.0323985928125694e-07
1917,5.474439007002729e-06,3.136397346281683e-07
1918,5.17805824529205e-06,2.9749714158811e-07
1919,5.574431298782656e-06,2.4216641891783297e-07
1920,5.7548960796793835e-06,2.226236119895475e-07
1921,5.99837312620366e-06,3.210845020973352e-07
1922,6.083845619286876e-06,2.8331272172721356e-07
1923,6.129648369324059e-06,2.44166811214086e-07
1924,6.51284858577128e-06,3.3776056618251005e-07
1925,5.901622301962561e-06,2.936513565643395e-07
1926,6.05458225777511e-06,2.8088268511083925e-07
1927,5.7005985070190945e-06,3.433961364152083e-07
1928,6.355164288152082e-06,3.4392384939962994e-07
1929,5.951204997245441e-06,3.832299828587793e-07
1930,6.350478685135386e-06,2.9515124833068285e-07
1931,7.2024826067718095e-06,3.056635557996401e-07
1932,6.7225799682546494e-06,2.970034476135197e-07
1933,7.4008714250339835e-06,2.9135482293440873e-07
1934,6.904984758193677e-06,2.48018713122633e-07
1935,7.055303456127149e-06,2.8364834658844984e-07
1936,7.146306842287231e-06,2.412818265185024e-07
1937,7.936181674494946e-06,4.5705759799119505e-07
1938,7.383689649032021e-06,4.148868510966963e-07
1939,7.660789719921013e-06,3.8693947779222526e-07
1940,7.916714139355463e-06,3.499380447635758e-07
1941,6.3604879301237816e-06,3.3056830162081496e-07
1942,7.075781894627653e-06,4.217554376850785e-07
1943,7.536798648288823e-06,3.5419469845976437e-07
1944,6.625589819009292e-06,3.56663676370772e-07
1945,6.792575419467539e-06,3.8341670993702337e-07
1946,7.3085797112071305e-06,3.452433929851395e-07
1947,6.7579416906937695e-06,2.3007280525177976e-07
1948,7.537480058772417e-06,3.50074786936716e-07
1949,6.754101875117158e-06,3.3770508878205874e-07
1950,7.545789003415848e-06,2.807735413057344e-07
1951,7.792418728058692e-06,3.859427479824262e-07
1952,8.44006109446127e-06,3.3005237654037956e-07
1953,8.097608557022795e-06,3.210600585390466e-07
1954,8.3398824131109e-06,3.821061653752622e-07
1955,8.031264542296412e-06,3.388204294907382e-07
1956,8.524043892066402e-06,3.4274087656882557e-07
1957,7.989524391405212e-06,3.427994483828911e-07
1958,8.331803485361888e-06,3.4826144101884893e-07
1959,8.159987231692867e-06,3.9761334846843965e-07
1960,7.8357676898122e-06,3.7164875266171293e-07
1961,7.465797096983806e-06,3.5574574042129825e-07
1962,7.788556857235562e-06,3.145610349974959e-07
1963,7.65192751828181e-06,3.7826411691810335e-07
1964,7.511267511972619e-06,3.291426997620306e-07
1965,7.8244748351608e-06,3.3762507278822795e-07
1966,7.572469257866032e-06,3.068647487225462e-07
1967,7.083413294139973e-06,3.441374190060742e-07
1968,7.111258469194581e-06,3.022722827594748e-07
1969,6.775848362394754e-06,3.4335688781084173e-07
1970,6.719656795439732e-06,3.637591445837529e-07
1971,7.315022457987652e-06,3.3553735256930395e-07
1972,7.29045177649823e-06,3.755267616867286e-07
1973,7.047528498560496e-06,3.500884480089894e-07
1974,7.172603801564037e-06,3.808511994662922e-07
1975,7.0468243507093575e-06,4.346436277558041e-07
1976,7.203043253412034e-06,4.3022857099117573e-07
1977,7.0885740228732175e-06,4.1842686115955985e-07
1978,6.68791778934974e-06,4.6336613479525113e-07
1979,7.004812033528651e-06,4.658170844606957e-07
1980,6.959761435609835e-06,4.5424355121781446e-07
1981,6.686105649578167e-06,3.9914216465319896e-07
1982,6.76121146625519e-06,4.4631940809836124e-07
1983,6.719496056462049e-06,4.490189775552267e-07
1984,6.670599645985931e-06,4.5000305259890183e-07
1985,6.895032498732689e-06,4.637995356659985e-07
1986,6.866083637646625e-06,4.423930333175008e-07
1987,6.690733599157284e-06,4.546447600617398e-07
1988,6.555432449317777e-06,4.7792533841573e-07
1989,6.354147899401141e-06,4.610022497075761e-07
1990,6.279570328615591e-06,4.48968830113472e-07
1991,6.3889972636843595e-06,5.533223284004407e-07
1992,6.171137272303895e-06,4.5677436588675846e-07
1993,5.9873294162571256e-06,5.655530674886222e-07
1994,6.0841003346467915e-06,5.053379643626954e-07
1995,6.381682581491077e-06,4.6904198836017486e-07
1996,6.0608700636066715e-06,5.300725405277262e-07
1997,5.93224328326869e-06,5.571667252013413e-07
1998,6.070782234246508e-06,6.15565490136305e-07
1999,5.699040656281795e-06,5.840717136607054e-07
2000,5.912209616099062e-06,5.27512970194266e-07
2001,6.016279925802337e-06,6.545530393253784e-07
2002,5.661852583216387e-06,6.344008678382806e-07
2003,5.914947024621142e-06,6.679577193580144e-07
2004,6.136314524951558e-06,7.126952041858203e-07
2005,6.023765095619638e-06,7.070886951510147e-07
2006,6.22583796427989e-06,6.07800531682301e-07
2007,5.68694041191975e-06,6.37918354584599e-07
2008,5.319245275359208e-06,6.041306974680083e-07
2009,5.111979334060379e-06,7.447916736680327e-07
2010,4.296289688454635e-06,7.090413305377297e-07
2011,4.4335132898254415e-06,7.655591645061577e-07
2012,3.767826790124218e-06,7.635739116551576e-07
2013,3.419188352893343e-06,7.076010319906345e-07
2014,3.3363014608767116e-06,6.255971385371595e-07
2015,3.246396403255858e-06,6.612044209930446e-07
2016,3.127309263106781e-06,5.814251444746787e-07
2017,3.1674062554998272e-06,6.689010341176527e-07
2018,3.052326185581933e-06,6.216171790640601e-07
2019,3.023430664939042e-06,6.607058544716438e-07
