year,en_ADP oie_NOUN,en_ADP doigt_NOUN
1800,3.144164484325529e-09,0.0
1801,1.666827853519237e-08,4.7623651688866175e-09
1802,2.0140561218795483e-08,4.475680270843441e-09
1803,9.751696339321825e-09,0.0
1804,1.2359254952798437e-08,0.0
1805,3.695740957709859e-08,5.685755422035754e-09
1806,1.4408345627714425e-08,0.0
1807,0.0,5.693910232196231e-09
1808,1.0877154998922833e-07,2.2660739951163578e-09
1809,0.0,0.0
1810,2.3401266702194334e-08,0.0
1811,1.504245972228091e-08,0.0
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,5.751483289628823e-09,0.0
1814,1.1642705288750221e-07,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,4.670620334934483e-09,0.0
1818,4.768470951432846e-09,1.1921177378582115e-09
1819,4.140420006848444e-09,3.2088255608186955e-08
1820,2.3732962262101864e-09,0.0
1821,1.577838126820552e-08,1.3806083387635226e-08
1822,1.0025615893027862e-09,1.0025615893027862e-08
1823,1.9765373782121287e-09,9.882686891060644e-10
1824,1.9368560089105813e-08,8.421112696055388e-10
1825,7.924898959288385e-09,0.0
1826,3.5231937367541377e-09,1.7615968683770689e-09
1827,1.8434546111834038e-09,0.0
1828,7.337841001486822e-09,3.668920500743411e-09
1829,9.430493719264632e-09,0.0
1830,2.0873671680021744e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,2.0294953273491956e-08,1.3529969367098715e-09
1833,2.3167257001688313e-09,1.3900354645102198e-08
1834,3.733812370398937e-09,2.14694217959277e-08
1835,7.563087933704082e-09,3.6302822081779595e-08
1836,2.016224964762614e-09,8.064899859050456e-09
1837,1.3915781860163179e-09,2.0873671680021744e-09
1838,4.418513332993257e-09,5.049729523420865e-09
1839,2.0974426639952526e-09,4.194885327990505e-09
1840,5.732719632334238e-09,5.095750932326837e-09
1841,2.3113974734201292e-08,7.0626033910059505e-09
1842,1.341653010911159e-09,1.2745703159566801e-08
1843,1.7720733214154905e-09,7.678984559333912e-09
1844,3.2931368743049916e-09,4.390849017710252e-09
1845,3.9061593959388574e-09,1.7298706467272496e-08
1846,2.9272506640865004e-09,7.025401593807601e-09
1847,7.011190739092399e-09,4.314578916364553e-09
1848,4.82713291560799e-09,3.459445352405055e-08
1849,1.9272654583346593e-08,2.3462362719328667e-08
1850,6.788996032014438e-09,6.1100964288129944e-09
1851,1.0964046337491595e-08,9.674158363282004e-09
1852,5.208436348880241e-09,1.6927417689771573e-08
1853,1.791579506971175e-08,1.851298847554972e-08
1854,7.79349651480743e-09,2.5978321716024766e-09
1855,1.0083180512765466e-08,5.5722839675809155e-08
1856,1.3978411317339123e-08,4.34883880018333e-08
1857,1.4156376515472857e-08,1.6597130780837688e-08
1858,1.5659763041853125e-08,1.3212924976357954e-08
1859,2.036869339860914e-09,1.2221216039165483e-08
1860,4.57718396518203e-09,1.327383358784573e-08
1861,7.073945706981277e-09,9.903524222920623e-09
1862,1.490935469528054e-08,4.066187830886747e-09
1863,3.9956967790022446e-08,1.897955925755923e-08
1864,1.4384183844029508e-09,2.828889478223573e-08
1865,1.3179164426446732e-08,3.388927893865912e-08
1866,1.702964580463373e-08,2.5301186923343266e-08
1867,1.4073153309368536e-08,4.658699026549584e-08
1868,1.2349685274415378e-08,3.112120694481746e-08
1869,2.24641887314192e-08,2.8324411260882698e-08
1870,9.17447806614291e-09,5.791389412479475e-08
1871,2.2304472935275044e-08,4.354682658913589e-08
1872,7.256807155187062e-09,5.019291648977742e-08
1873,2.5141218329416404e-08,1.3348790162126534e-07
1874,1.1949218503559678e-08,6.572069821686455e-08
1875,9.7265964171811e-09,6.350894921069994e-08
1876,2.1161051577678336e-08,5.74371412653818e-08
1877,2.2265337129567797e-08,5.504486111362894e-08
1878,2.1740719446938783e-08,7.790424660925055e-08
1879,1.5273313280772527e-08,1.1607718164441394e-07
1880,1.6044615858135103e-08,4.4924924225142604e-08
1881,2.1614772693911988e-08,8.157833519817359e-08
1882,3.327692410515226e-08,6.455723422504889e-08
1883,8.847074184359371e-09,7.709593319304986e-08
1884,1.4523733327109767e-08,9.638477393991707e-08
1885,1.546952527187173e-08,8.508239091042924e-08
1886,2.0005737511041843e-08,1.0196472999268735e-07
1887,2.0239665943222462e-08,1.0250411719425756e-07
1888,3.1703073499755874e-09,8.115986815937504e-08
1889,1.3783300722991498e-08,1.1214594763941932e-07
1890,7.865263995654459e-09,6.88210590737981e-08
1891,1.0836173736095134e-08,8.095259573792646e-08
1892,7.522214628963297e-09,9.214713259098062e-08
1893,1.2932674486876294e-08,8.437030629693254e-08
1894,8.192001077489408e-09,1.6951140935361764e-07
1895,9.629783193076946e-09,1.3120579467340576e-07
1896,2.94851448812139e-09,5.484237064479203e-08
1897,8.740070001067579e-09,1.2643968716474774e-07
1898,3.960848538042683e-09,1.4824890115505696e-07
1899,7.738609753005221e-09,1.7632974902426213e-07
1900,8.30568502863116e-09,9.551537516472308e-08
1901,1.620734302321125e-08,1.939292388897229e-07
1902,7.365425880312415e-09,9.722361937747337e-08
1903,9.1803746826713e-09,1.1664475607631175e-07
1904,4.837162670412454e-09,8.921877991951987e-08
1905,1.4450125374043665e-08,7.534708146295088e-08
1906,1.0288368990085672e-08,9.46529965517584e-08
1907,1.2342823652033985e-08,7.714265137792609e-08
1908,1.7680999775393502e-08,9.135183631769905e-08
1909,5.500983557560346e-10,6.711199773690169e-08
1910,1.4963622119168463e-08,6.41298072423524e-08
1911,5.3203743632934675e-09,7.874153595821554e-08
1912,9.376957876838787e-09,5.938740343935933e-08
1913,1.0075680734189518e-08,8.007514651353631e-08
1914,6.696743604095445e-09,6.428874144148722e-08
1915,1.6493066468115103e-08,2.9451904026700504e-08
1916,1.0987462051303964e-09,5.8233549538044826e-08
1917,1.315970976634162e-08,3.070598708632133e-08
1918,4.594550517822427e-09,6.547234221443432e-08
1919,8.287063479883727e-09,5.4326307008523145e-08
1920,1.0601124866838063e-08,9.238122800070414e-08
1921,5.300923255902035e-09,7.572747762196741e-08
1922,3.6889677978990676e-09,7.599273743608137e-08
1923,7.431163684401554e-09,4.777176698667063e-08
1924,9.024137215263295e-09,4.512068585427187e-08
1925,1.2097995494286806e-08,7.148815939217457e-08
1926,2.229227691330493e-09,7.133528612257578e-08
1927,1.0034302277972529e-08,6.912519268098549e-08
1928,2.2852082337543322e-08,7.655447831211859e-08
1929,6.684243603061191e-09,5.570203143179242e-08
1930,1.3654684494213143e-08,4.8316575629314684e-08
1931,1.1405356659111021e-08,4.904303452235581e-08
1932,5.4797681947604815e-09,8.110057336807586e-08
1933,1.1470662641954732e-08,8.144170493551428e-08
1934,1.3179738189705859e-08,8.74655370353139e-08
1935,2.393656828303392e-09,8.377799076697556e-08
1936,2.424942913137329e-09,1.260970350358548e-07
1937,5.0364472592434595e-09,7.680581859403901e-08
1938,9.075650453382877e-09,8.9459980756601e-08
1939,1.3764645423464117e-08,1.3611705185212486e-07
1940,1.2678914806940611e-08,6.593035806190528e-08
1941,2.9515025978810172e-09,7.969057236323351e-08
1942,0.0,1.1226583751522412e-07
1943,5.806470415592457e-09,6.096794180621146e-08
1944,3.2131861615880553e-09,8.996921252446555e-08
1945,8.714016175304096e-09,7.62476446425353e-08
1946,2.7842208538686464e-09,5.150808490839154e-08
1947,2.3841741914054637e-09,5.4836007734593295e-08
1948,3.2615663503321457e-09,2.1961213292343018e-07
1949,9.817008539414473e-09,9.522498345404529e-08
1950,8.508289184305795e-09,9.784532295498138e-08
1951,5.330700769690111e-09,7.569595084078173e-08
1952,3.1634410646574906e-09,1.0228459501604448e-07
1953,3.232148326759443e-09,7.218464048719397e-08
1954,4.886268278880834e-09,8.795282724349818e-08
1955,3.754243138587299e-09,6.288357212724804e-08
1956,9.593255967388359e-09,6.976912914069544e-08
1957,1.5903067307476704e-08,9.453490434907508e-08
1958,9.099467679352102e-09,1.0174859710332385e-07
1959,3.100299128533379e-09,6.89816559429346e-08
1960,8.997083078554624e-09,6.713208478004162e-08
1961,8.33779090214648e-09,1.0491720559002715e-07
1962,8.24454354786397e-09,6.659054463398206e-08
1963,1.0345685197421517e-08,6.72469511187046e-08
1964,4.867174663303331e-09,5.293052396382336e-08
1965,2.73602163147757e-09,8.153344310812827e-08
