year,en_ADP art_NOUN,en_ADP dard_NOUN
1908,1.2754877047882474e-06,5.40252820258047e-09
1909,1.3389394126761545e-06,2.7504918342913243e-09
1910,1.2344987538881469e-06,2.67207544979442e-09
1911,1.2891266258918677e-06,6.384448969498635e-09
1912,1.4065436957366728e-06,1.5628263128064646e-08
1913,1.456200919847106e-06,1.590896969716482e-09
1914,1.4284154019605921e-06,1.3393487430235496e-09
1915,8.281875860660648e-07,9.424609537234119e-09
1916,1.1295111193021512e-06,6.592477230782379e-09
1917,1.1646342876758808e-06,4.386569774084137e-09
1918,1.202623650442547e-06,6.89182577673364e-09
1919,1.480621982352659e-06,9.207848705727883e-09
1920,1.7787172410521634e-06,5.300562211374427e-09
1921,1.535753170855969e-06,2.2718242842501013e-09
1922,1.690285010624848e-06,5.902348387820666e-09
1923,1.5531132007140513e-06,0.0
1924,1.5805131141632955e-06,5.156649773851996e-09
1925,1.452859351047664e-06,1.0998178368026856e-08
1926,1.4512271810929178e-06,5.57306911730393e-09
1927,1.5765004022227913e-06,2.2298449753321847e-09
1928,1.5619398716637534e-06,2.2852082448565625e-09
1929,1.3279364559082296e-06,4.4561625500705304e-09
1930,1.3287059026367842e-06,8.402882833991043e-09
1931,1.2374812570215e-06,5.7026783295555106e-09
1932,1.0203328280056212e-06,1.3151444377967891e-08
1933,1.2457138822696834e-06,2.2941324395731044e-09
1934,1.0028582657639618e-06,0.0
1935,1.18845058949546e-06,3.590485242455088e-09
1936,1.0851619407503676e-06,8.487299751891442e-09
1937,1.1344597474760576e-06,6.295559185076627e-09
1938,1.1318632360257652e-06,7.779128452511941e-09
1939,9.925838426738665e-07,9.176430282309411e-09
1940,9.357038877055857e-07,5.0715658339584024e-09
1941,1.4167212469828883e-06,2.3612020783048138e-08
1942,1.225821534944771e-06,1.2136847082899749e-08
1943,1.1903264542922898e-06,8.709705845433291e-09
1944,1.1374679331765947e-06,3.2131861615880553e-09
1945,1.4225631375097691e-06,1.3071024262956144e-08
1946,1.3238969991391514e-06,1.3921104269343232e-08
1947,1.391165618258583e-06,4.7683483828109274e-09
1948,1.3133240273077718e-06,9.784699273041042e-09
1949,1.2585404540743639e-06,3.9268033269479474e-09
1950,1.1039505167786956e-06,9.571825110299415e-09
1951,1.1610266525963198e-06,8.529121409139861e-09
1952,1.1198581582050338e-06,9.490323193972472e-09
1953,1.0515255262077972e-06,1.1851209791302608e-08
1954,1.300724580488577e-06,1.07497895029951e-08
1955,1.2773812763100523e-06,1.0324168187025862e-08
1956,1.3317183018557444e-06,1.0465369904011368e-08
1957,1.03369938386777e-06,7.951533653738352e-09
1958,1.0174859284006743e-06,4.1361216673863055e-09
1959,1.1137824067475321e-06,4.650448914844674e-09
1960,1.0035208433123444e-06,6.920833239831836e-09
1961,1.0102623697605395e-06,4.86371165564492e-09
1962,1.0527647802405227e-06,1.0781326054143392e-08
1963,1.2725192561902077e-06,1.4871922360271128e-08
1964,1.0665196583659053e-06,3.6503808864551957e-09
1965,1.329159285745618e-06,8.20806533852192e-09
1966,1.118893070639615e-06,3.3234448526542337e-09
1967,1.0669246464090065e-06,5.423369309198733e-09
1968,1.8221673983020992e-06,7.635406973349745e-09
1969,1.1640525485745457e-06,2.7250546263957176e-09
1970,1.3313308500073617e-06,1.8394900047624674e-09
1971,1.4998982180713938e-06,4.624557625731995e-09
1972,1.1804468265097512e-06,3.0780880067027283e-09
1973,1.2057376821417165e-06,5.513203671370093e-09
1974,9.659106261494799e-07,1.3501372464475025e-08
1975,1.1057425517435604e-06,6.282628195464213e-09
1976,1.086712789089006e-06,3.4281160132820787e-09
1977,1.1935744268498638e-06,2.938390863960194e-09
1978,1.2011875334394517e-06,5.940591130126904e-09
1979,1.1095341534428371e-06,4.096381456264453e-09
1980,1.4355005859556513e-06,2.2740602734216964e-09
1981,1.0557342129402514e-06,6.325549417596221e-09
1982,1.0844506803664444e-06,2.483000915987077e-09
1983,1.2851667960944724e-06,0.0
1984,1.1731394771175019e-06,7.538710988796993e-09
1985,1.1537839981201614e-06,1.0226449020933615e-08
1986,1.330775774022186e-06,4.196139880008332e-09
1987,1.3517126618012298e-06,4.277571630240118e-09
1988,1.2676715250847792e-06,5.99655392008458e-09
1989,1.3648960042189628e-06,1.6464366536794728e-09
1990,1.3212978799970188e-06,5.44865097484859e-10
1991,1.3698244174520369e-06,5.861465202094962e-10
1992,1.3493852826229613e-06,4.4079553340736766e-09
1993,1.5487623485910262e-06,0.0
1994,1.4384725339766646e-06,3.6924485691258724e-09
1995,1.3306693880110743e-06,3.253470381991974e-09
1996,1.4834557653387037e-06,5.338092190498855e-10
1997,1.4499760467856504e-06,9.58978896292706e-10
1998,1.420425721931906e-06,9.536258449571733e-10
1999,1.4492107993646641e-06,9.140402323914998e-10
2000,1.4049340499866503e-06,2.6508188977203417e-09
2001,1.5636544645758477e-06,2.190605918883648e-09
2002,1.7196294628263331e-06,4.81934359086722e-09
2003,1.5580125136693823e-06,6.250384210204629e-09
2004,1.553569848766756e-06,1.3214374039449694e-09
2005,1.5398320449833136e-06,3.1526248278623825e-09
2006,1.6945116705358032e-06,3.294311934354255e-09
2007,1.7495819939483681e-06,1.997239706952314e-09
2008,1.8762536164729227e-06,5.960415716543821e-09
2009,1.4280737055116788e-06,2.860915504498962e-09
2010,1.3184106713026722e-06,2.3618964561933353e-09
2011,1.4022505183675094e-06,3.82397197240536e-10
2012,1.1901267917835412e-06,2.7234021704458655e-09
2013,1.1544188609491357e-06,3.6258624991347688e-09
2014,1.065832080371365e-06,3.4647122948427977e-09
2015,1.3982158009184786e-06,5.763096222466402e-09
2016,1.0690185696660137e-06,2.899876117012923e-09
2017,1.122214264626109e-06,2.5156112748447867e-09
2018,1.205803044967979e-06,2.8396134332808742e-09
2019,1.2114640455251902e-06,3.826481798085979e-09
