year,en_ADP hommage_NOUN,en_ADP dommage_NOUN
1895,2.563929679677557e-07,4.513960760732516e-08
1896,3.4497620804430085e-07,4.776593343081004e-08
1897,2.738555410219945e-07,5.477110676110897e-08
1898,2.2180750991473985e-07,5.488604415404552e-08
1899,3.7974462507861517e-07,5.1959236913035056e-08
1900,3.457241333215677e-07,2.387884379118077e-08
1901,3.3700097024080833e-07,6.538824237622975e-08
1902,3.64834091159949e-07,5.8432377159078897e-08
1903,3.9907628113233784e-07,3.456140973412403e-08
1904,5.1542656898107e-07,6.449550227216605e-08
1905,3.0190441746569263e-07,5.625227217365136e-08
1906,3.1430968472356824e-07,5.96725371337925e-08
1907,3.7131330071771274e-07,4.577130496841164e-08
1908,3.4969091422532017e-07,3.6835416494795936e-08
1909,3.460118790377109e-07,3.850688656825696e-08
1910,3.372159202985614e-07,2.778958396731923e-08
1911,4.7032106875732893e-07,2.500575924102577e-08
1912,3.4746840693600234e-07,4.740573444905749e-08
1913,4.369663524350642e-07,4.5075413623862914e-08
1914,3.8439310046101127e-07,4.8216556081115414e-08
1915,3.6166940153847804e-07,5.5369582696584985e-08
1916,7.768135867891601e-07,5.493730981243061e-08
1917,4.781360936068069e-07,3.180263163926611e-08
1918,5.168869199323467e-07,2.2972752589112133e-08
1919,5.193226591537758e-07,3.775218004875569e-08
1920,5.732179291229045e-07,2.7260034229925623e-08
1921,4.990440336527513e-07,3.0290991048786964e-08
1922,5.902348485520292e-07,1.549366501762961e-08
1923,6.051090446490548e-07,4.0340601970001444e-08
1924,5.259782707156546e-07,3.9964035636330664e-08
1925,5.862028942260622e-07,1.9796720707176974e-08
1926,7.233843639653514e-07,3.343841470382358e-08
1927,6.076327601078901e-07,4.5711821883287485e-08
1928,5.164570615612263e-07,2.8565102283550914e-08
1929,6.082661951900548e-07,1.893869061575515e-08
1930,6.197125821394422e-07,1.575540586884472e-08
1931,6.592296157847954e-07,2.8513390759599133e-08
1932,7.233294057051864e-07,1.753525857850491e-08
1933,7.501813281685088e-07,2.523545639121494e-08
1934,7.788026881172527e-07,2.516131836216573e-08
1935,7.611828642950513e-07,2.992070946561398e-08
1936,8.19630695758633e-07,8.487299751891442e-09
1937,8.020542008324583e-07,1.6368453259474336e-08
1938,8.855241482308429e-07,1.5558256905023882e-08
1939,8.442316081769263e-07,3.211750509990452e-08
1940,1.019384694878056e-06,3.803674530900025e-08
1941,7.437786315733774e-07,3.5418032950929046e-08
1942,1.0377004322492667e-06,2.4273694165799498e-08
1943,1.0103258407667681e-06,1.4516175816936538e-08
1944,1.143894246879995e-06,3.2131861615880553e-09
1945,1.1959986885301532e-06,2.178504132643866e-08
1946,8.923427898821501e-07,1.5313215584455975e-08
1947,8.690314903248009e-07,2.5033829231801974e-08
1948,9.121513606658027e-07,2.5005341797168512e-08
1949,8.295371820565833e-07,1.3743811422273211e-08
1950,9.635637461258284e-07,1.1698897850465073e-08
1951,9.28608068662129e-07,2.1322803078760444e-08
1952,9.363785755667209e-07,2.6362009464264702e-08
1953,1.101085175037042e-06,2.9089333608567358e-08
1954,1.0485931447590247e-06,1.2704297169818801e-08
1955,1.1506754802326213e-06,3.2849627018549654e-08
1956,1.2663097379572719e-06,1.9186511934776718e-08
1957,1.2280702357259088e-06,2.5621609722747962e-08
1958,1.1837580071727416e-06,1.4062814024384807e-08
1959,1.1161076933774439e-06,1.8601795659378695e-08
1960,1.0962600196506855e-06,1.868625076895114e-08
1961,1.1394981598300546e-06,4.099414141478519e-08
1962,1.1421863916893926e-06,2.3465238641051656e-08
1963,1.24212878027663e-06,1.4871922360271128e-08
1964,1.2259195827368785e-06,1.9468698653213323e-08
1965,1.231209743934869e-06,1.7510538796727815e-08
1966,1.2845114767401355e-06,2.3818021332999706e-08
1967,1.117707068232221e-06,2.1693477236794934e-08
1968,1.146658423323288e-06,1.661823922916028e-08
1969,1.1349853314968072e-06,2.679637134406221e-08
1970,1.0885182204489752e-06,2.5292987260172595e-08
1971,1.110407718662998e-06,3.237190426830239e-08
1972,1.232261285899483e-06,1.6929485369132635e-08
1973,1.3567994390228932e-06,2.7566018800939673e-08
1974,1.2533773610101662e-06,2.2502286256553816e-08
1975,1.338199805189788e-06,2.1132477101559743e-08
1976,1.338679313178659e-06,2.5710871653927825e-08
1977,1.3898589195093791e-06,1.9981058585472056e-08
1978,1.6027715901145712e-06,2.7326720442033547e-08
1979,1.6262634190411518e-06,2.691907674545746e-08
1980,1.5156611343769555e-06,1.591842213599648e-08
1981,1.782539825967433e-06,2.84649726012276e-08
1982,1.7765871582753334e-06,2.6071509395819703e-08
1983,1.94574890599597e-06,1.515675762675528e-08
1984,1.7507206102607142e-06,1.797692661398287e-08
1985,1.8124876763891962e-06,1.804667348892508e-08
1986,1.8666827319435697e-06,1.7983456501724504e-08
1987,1.843633466336314e-06,2.4443266966045485e-08
1988,2.019039710532411e-06,1.3792074149421296e-08
1989,1.965845306983738e-06,1.5915555096057687e-08
1990,1.9457132278688505e-06,2.2339468941368068e-08
1991,2.1253672706222915e-06,2.4032006606944378e-08
1992,2.2430982120624776e-06,1.597883780846132e-08
1993,2.1337027131806963e-06,2.049506697687775e-08
1994,2.208611844523034e-06,2.0572214154412904e-08
1995,2.2443524372306456e-06,2.277429267394382e-08
1996,2.3236715502861216e-06,2.081855932090093e-08
1997,2.3456624180795416e-06,1.3425704992187093e-08
1998,2.495161998794515e-06,1.621164003040576e-08
1999,2.312064815157555e-06,1.5081663917726473e-08
2000,2.645075458218571e-06,2.4299172451947015e-08
2001,2.5025482734974958e-06,2.2782300490575835e-08
2002,2.5827300405012465e-06,2.4972962364699924e-08
2003,2.7047496224952283e-06,2.6668306674082487e-08
2004,2.7979234094033245e-06,2.1583476339515073e-08
2005,2.9269869621373346e-06,1.4411998705554652e-08
2006,3.1110657507937844e-06,2.7589862838794943e-08
2007,2.89919326146304e-06,2.5964116190380082e-08
2008,2.789474394138125e-06,8.940623352771127e-09
2009,2.674955942527646e-06,1.1443662017995848e-08
2010,2.720904822339776e-06,1.5116137674908714e-08
2011,2.4396941422644147e-06,1.0324724186716594e-08
2012,2.493615121501591e-06,1.974466634635519e-08
2013,2.15069429687631e-06,1.310888730898796e-08
2014,2.0998322205478814e-06,9.961047986450922e-09
2015,2.2307615268335468e-06,1.3964425171764105e-08
2016,1.99138632472895e-06,7.663958356829426e-09
2017,2.3432918694332727e-06,1.0565567976072998e-08
2018,2.6981489336108666e-06,9.035133530232997e-09
2019,2.283389131108038e-06,1.1734544003161318e-08
