year,un_DET égout_NOUN,un_DET egout_NOUN,un_DET dégoût_NOUN
1800,1.0375742931501009e-07,0.0,3.9930889705885875e-07
1801,3.809892001882531e-08,0.0,6.905429472681135e-07
1802,1.1860552717735118e-07,0.0,5.012762187561748e-07
1803,7.021220937986072e-08,0.0,4.1932292305091323e-07
1804,2.3482583699774295e-07,0.0,6.500968232625581e-07
1805,1.2508662150523264e-07,0.0,6.083758119501681e-07
1806,1.0662175498055149e-07,0.0,6.368488731922639e-07
1807,7.686778502602465e-08,0.0,3.701041730863608e-07
1808,7.251436784372345e-08,0.0,5.438577872496353e-07
1809,1.8749953323293767e-07,4.518061036407062e-09,5.195769938737271e-07
1810,8.424456154898508e-08,0.0,1.0413563984457141e-06
1811,1.3036799373367103e-07,0.0,2.707642989818737e-07
1812,6.668020802180763e-08,0.0,7.094773777360786e-07
1813,5.176334849643638e-08,0.0,9.001071341607769e-07
1814,1.0698702279654526e-07,3.1466771410748606e-09,6.450687983772241e-07
1815,1.0249449644561537e-07,0.0,4.85500215585688e-07
1816,7.648093003354006e-08,0.0,6.883283614200764e-07
1817,1.0742426326260102e-07,0.0,5.495762964713435e-07
1818,5.2453181353939726e-08,0.0,5.722165372645804e-07
1819,6.624672121979813e-08,1.035105001712111e-09,5.703428791470344e-07
1820,9.01852530432734e-08,0.0,4.90085665383333e-07
1821,7.987805616949117e-08,0.0,6.350798615883946e-07
1822,1.0226128210888419e-07,0.0,6.506624998792176e-07
1823,1.2452185349509648e-07,0.0,6.305154025554316e-07
1824,2.0042248394247508e-07,0.0,5.69267204930668e-07
1825,1.857948432881784e-07,0.0,4.5436086626438055e-07
1826,9.336463380194004e-08,0.0,5.328830754436353e-07
1827,1.2258973336454204e-07,0.0,3.2721320408768406e-07
1828,1.8894940956304396e-07,0.0,5.200694861429156e-07
1829,2.1090012580771145e-07,0.0,5.941210989846013e-07
1830,1.1271782796029584e-07,0.0,5.667202089831846e-07
1831,1.9644920312700265e-07,0.0,5.659607618113682e-07
1832,2.936003351550198e-07,0.0,6.061426169878814e-07
1833,1.79546236100947e-07,0.0,6.730087953599195e-07
1834,2.370970821896634e-07,0.0,5.077984912560396e-07
1835,2.4126250508516023e-07,7.563087933704082e-10,5.95971314965027e-07
1836,3.380537147990026e-07,0.0,4.650759158897344e-07
1837,2.421345954850551e-07,1.3915781860163179e-09,4.508713242756812e-07
1838,3.0677108187049384e-07,0.0,4.753057911699443e-07
1839,1.9506216242248797e-07,0.0,4.43958660945043e-07
1840,2.3121969405792697e-07,1.2739377330817092e-09,5.114859940036354e-07
1841,1.945426189031707e-07,0.0,5.123597834888471e-07
1842,2.2472687977170835e-07,0.0,5.104989888593536e-07
1843,2.22690540674364e-07,5.906911071384968e-10,5.369382289899249e-07
1844,2.1954245355004787e-07,1.6465684371524958e-09,5.450141591367696e-07
1845,2.6338675995773997e-07,2.2320911785556063e-09,5.066846764378852e-07
1846,1.9905304715628347e-07,1.1709002656346001e-09,4.923635543718774e-07
1847,2.6588593726728504e-07,5.393223645455691e-10,4.212107622691974e-07
1848,2.654923159095546e-07,0.0,3.69275688139048e-07
1849,2.438409643090722e-07,0.0,3.6618043175451476e-07
1850,2.905690221766122e-07,4.073397619208663e-09,4.392480441595126e-07
1851,2.205708098390602e-07,2.579775504329973e-09,3.218270008265023e-07
1852,3.144593470061352e-07,3.2552727180501506e-09,3.8802852175834346e-07
1853,3.00388183660516e-07,2.9859659189668264e-09,4.3953419748277156e-07
1854,2.634202000972863e-07,1.558699391779328e-09,4.805989544109934e-07
1855,2.7755280740393573e-07,1.5920811335945473e-09,4.325153852846597e-07
1856,2.210659775236934e-07,3.624032518523279e-09,5.192720626823188e-07
1857,2.2210866656990902e-07,4.881509085841174e-10,4.588618542911149e-07
1858,2.583861040683644e-07,9.787352039936081e-10,4.105794157993614e-07
1859,3.223345708125436e-07,0.0,3.8649594991113645e-07
1860,2.856162648612326e-07,0.0,4.371210708953299e-07
1861,3.909533887735961e-07,0.0,4.390562278189236e-07
1862,4.834245181939423e-07,4.517986262886353e-10,4.761957450583054e-07
1863,3.5561701494657427e-07,0.0,4.2354384532927725e-07
1864,2.4213376681458953e-07,7.671564716815737e-09,4.152234351906259e-07
1865,3.0500352821150045e-07,3.294791106611683e-09,4.5703459061741114e-07
1866,3.7708500677524626e-07,2.4328065117984465e-09,4.442304613050396e-07
1867,3.5862277059095504e-07,6.79393608038481e-09,3.5474053206030476e-07
1868,3.492490918688418e-07,4.93987406535723e-10,4.179133503701138e-07
1869,2.871509146018525e-07,1.953407657850903e-09,4.219360469903677e-07
1870,2.861290395728133e-07,4.587239033071455e-09,4.724856244031628e-07
1871,3.4200189702460193e-07,2.1242354542039266e-09,3.271322461806392e-07
1872,4.5052676966861327e-07,2.4189357183956872e-09,3.4832675677165525e-07
1873,6.357136732582092e-07,2.9930022904522957e-09,3.2623723278391026e-07
1874,3.8775213218045224e-07,1.7923826867161097e-09,3.286034933047688e-07
1875,6.059097046318129e-07,1.1443054281912168e-09,3.5645115303850616e-07
1876,5.471643231835799e-07,2.418405919968336e-09,3.597378854802713e-07
1877,6.512611503417531e-07,1.8554447978047506e-09,4.638611930118941e-07
1878,5.64050901097346e-07,6.039088673581716e-10,2.777980672163949e-07
1879,4.1848879073214107e-07,2.443730107160036e-09,3.7083604320642394e-07
1880,5.711883339643009e-07,1.2835692508872398e-09,3.0613125989731316e-07
1881,6.874892211072847e-07,1.3945015142624584e-09,3.102765986362499e-07
1882,5.710320607477115e-07,3.3276925659464496e-09,3.45414475688699e-07
1883,6.344616263476155e-07,4.423537092179686e-09,3.15335005218742e-07
1884,5.591637215474066e-07,2.6406787867472303e-09,3.6903486932970964e-07
1885,5.775289708687126e-07,2.5782542767416317e-09,3.4613062993571475e-07
1886,4.90463235358618e-07,2.5813855497602844e-09,3.375161599095122e-07
1887,6.346114957977989e-07,1.3057849246322917e-09,3.6496688604614747e-07
1888,5.839706069821204e-07,1.9021844099853524e-09,4.0643340515345017e-07
1889,5.582236575207844e-07,6.265136853755848e-09,3.333052647214174e-07
