year,en_ADP eaux_NOUN,en_ADP do_NOUN
1955,4.814816754183937e-07,1.0136456385367865e-07
1956,8.729862583933823e-07,1.0639792402677983e-07
1957,6.458412817877957e-07,8.746687296667943e-08
1958,6.047010234766503e-07,8.5204107269643e-08
1959,5.844063851734305e-07,7.750747821333448e-08
1960,6.637078948656949e-07,7.405291579942741e-08
1961,7.205240937224744e-07,9.518978361100494e-08
1962,6.836629276030237e-07,1.5728051883101557e-07
1963,5.72892338901454e-07,1.2156180295708197e-07
1964,5.883197442546617e-07,9.795189259698134e-08
1965,5.198441286324851e-07,9.028871605920585e-08
1966,5.971122352121938e-07,5.7052468083185204e-08
1967,7.913188326824638e-07,4.4866054205172645e-08
1968,6.777546541769652e-07,8.668432277536553e-08
1969,5.250271744028367e-07,5.3138567490673694e-08
1970,5.509272362758111e-07,6.070317049022833e-08
1971,6.433273935790851e-07,6.577148803366129e-08
1972,7.284808272167709e-07,8.721249877829962e-08
1973,6.505580549820422e-07,1.2129048276854348e-07
1974,5.63682276411015e-07,8.888403590923133e-08
1975,5.87711319610662e-07,8.110301941144371e-08
1976,5.667818649968126e-07,8.798831296896736e-08
1977,5.782753529359752e-07,9.696690211891124e-08
1978,5.500987743101149e-07,6.594056378705915e-08
1979,6.636137994675551e-07,1.0123913674053853e-07
1980,6.861976715732965e-07,1.2336777005517163e-07
1981,6.490014068383232e-07,1.1892033452420847e-07
1982,6.275784931730755e-07,1.4463480713100552e-07
1983,6.384784345669914e-07,1.0230811997580247e-07
1984,7.463324180889686e-07,1.1829977286659243e-07
1985,6.719378427000322e-07,1.473811720442697e-07
1986,5.940534943960074e-07,8.152500119429362e-08
1987,6.99077462140707e-07,1.1366119156974719e-07
1988,6.02053999987362e-07,1.7509937300097533e-07
1989,7.617513873015014e-07,9.713976001357594e-08
1990,6.631008142576889e-07,1.3676113952421076e-07
1991,7.725411350634204e-07,1.9577293963735087e-07
1992,6.650502832883376e-07,1.4546252963265616e-07
1993,6.586117771156808e-07,1.4789683788762886e-07
1994,4.821282986178232e-07,1.2659823928062863e-07
1995,5.341113797907582e-07,1.1061799953804297e-07
1996,7.377243234074626e-07,1.1637040664425058e-07
1997,7.37934247041494e-07,8.966452913483636e-08
1998,5.55010232661246e-07,9.39321469495269e-08
1999,5.242020931217617e-07,1.3207881077725858e-07
2000,6.794932208009641e-07,1.1751963879813587e-07
2001,7.084419569869382e-07,1.2968386720046965e-07
2002,5.450239475290886e-07,7.667137724709505e-08
2003,6.746248262246013e-07,1.2167415075481358e-07
2004,5.347416616174883e-07,7.708384722193706e-08
2005,6.38631713734128e-07,1.1709749270227832e-07
2006,5.793871101777981e-07,9.388788901887324e-08
2007,7.118162305141951e-07,2.1330520752482762e-07
2008,7.625074589512337e-07,8.770325912732524e-08
2009,5.407130330148391e-07,7.199970575300085e-08
2010,5.777198657241911e-07,5.810265363281886e-08
2011,6.412800903077276e-07,1.1586634915405902e-07
2012,6.423824953083468e-07,1.0485098533852266e-07
2013,5.645189153913321e-07,6.610226521708285e-08
2014,4.993516751206073e-07,5.5435395454606073e-08
2015,5.153537759872151e-07,5.09812327492698e-08
2016,5.056141048065399e-07,4.681228438219165e-08
2017,6.065138782318513e-07,9.659947755591425e-08
2018,6.172287043693103e-07,6.68599869912967e-08
2019,6.140227624129579e-07,6.709097816193221e-08
