year,en_ADP eaux_NOUN,en_ADP do_NOUN
1800,2.358123420975744e-07,1.5720822421627645e-08
1801,2.524053570596152e-07,2.8574191901498125e-08
1802,2.5735161557349784e-07,6.713520406265161e-09
1803,1.1331471370112922e-06,2.7304748240197796e-08
1804,4.696516728852629e-07,4.449331747480301e-08
1805,5.34461003454112e-07,8.528633133053631e-09
1806,2.7087691023552907e-07,1.729001475325731e-08
1807,3.074711401040986e-07,1.7081731584767113e-08
1808,2.5153420679657756e-07,3.852325747288887e-08
1809,2.710836657371374e-07,4.518061036407062e-09
1810,3.1825722945910684e-07,1.1700633351097167e-08
1811,3.4096243783920954e-07,7.521230305229665e-09
1812,2.667208347517658e-07,1.8670456736202823e-08
1813,2.0992914051554123e-07,5.751483289628823e-09
1814,2.580275122454623e-07,6.293354282149721e-09
1815,2.5623624266835066e-07,5.394447111228828e-09
1816,2.062667476820934e-07,2.3176038865813098e-09
1817,2.2107602470899934e-07,2.4909973861397816e-08
1818,1.9908365556098317e-07,1.0729059640723904e-08
1819,3.3226870055358404e-07,1.7803805896221547e-07
1820,2.1003671690777992e-07,1.1866481131050932e-08
1821,2.031466594942799e-07,8.875339574387908e-09
1822,1.5439448475262907e-07,2.7069162911175226e-08
1823,1.2649839309375466e-07,2.273017940535027e-08
1824,1.9621192581809055e-07,1.2631669044083083e-08
1825,1.787504968486786e-07,1.0566531871702978e-08
1826,2.3164999207736514e-07,9.688782776073879e-09
1827,2.0185828181196186e-07,1.5669363973014327e-08
1828,1.751909479708047e-07,1.46756822805294e-08
1829,2.1518671777798204e-07,1.3717081359665428e-08
1830,1.8890672803806297e-07,1.5655253982060913e-08
1831,2.7908258548592357e-07,4.677361609140007e-09
1832,3.368962495642336e-07,8.117981731281532e-09
1833,2.536814502906992e-07,2.3167257112710615e-08
1834,1.7455573142477476e-07,5.600718555598405e-09
1835,2.2008586597621616e-07,1.1344631900556124e-08
1836,1.854926970912274e-07,1.008112526790228e-08
1837,1.8507989274496595e-07,5.566312633042969e-09
1838,2.057764847407384e-07,2.019891809368346e-08
1839,2.551888466095775e-07,2.237272089811171e-08
1840,1.0828470919932442e-07,1.7835128651721988e-08
1841,1.8491180320268086e-07,1.0272877215555809e-08
1842,1.677066228111812e-07,2.1466447286400125e-08
1843,2.0615119794564762e-07,1.1223130924609137e-08
1844,1.9374621373913214e-07,1.427025975164753e-08
1845,1.696389348992966e-07,1.2834524554250493e-08
1846,2.1603110056389596e-07,7.610851726624901e-09
1847,1.526282265018608e-07,1.4022381478184798e-08
1848,3.07327463255902e-07,2.8158275988676706e-08
1849,2.1618890544417013e-07,2.3462361831150247e-08
1850,1.5003680609027015e-07,1.8330289286438983e-08
1851,2.347595637886002e-07,2.4507867735223954e-08
1852,2.8841716326333255e-07,1.4323199737376058e-08
1853,2.3589130093704114e-07,2.26933418723263e-08
1854,2.202961661978975e-07,1.714569292099455e-08
1855,1.9529528572093113e-07,1.963566731433275e-08
1856,1.7602443536102186e-07,5.021873705768343e-08
1857,1.7768692828212806e-07,2.0502338993200198e-08
1858,1.1842696068242731e-07,9.983098997468076e-08
1859,2.1896344959415615e-07,9.165911807329508e-09
1860,2.2657060874675672e-07,8.69664942837467e-09
1861,2.0090005414807877e-07,1.131831339762357e-08
1862,2.177669320979625e-07,2.1234536407011007e-08
1863,2.062778469147375e-07,2.747041433215358e-08
1864,2.1624223289773425e-07,3.883729582376816e-08
1865,1.8968582082834473e-07,4.8951181885747985e-08
1866,1.965707678852624e-07,2.481462618719732e-08
1867,2.406994568104892e-07,1.2132028714972876e-08
1868,2.7317504580626206e-07,1.9759496039384317e-08
1869,1.982708842662717e-07,1.7580668698613522e-08
1870,2.339491849134845e-07,1.834895657637503e-08
1871,1.561313054398994e-07,1.593176635061866e-08
1872,2.2677521704927983e-07,3.084143029852271e-08
1873,3.63949070603109e-07,1.7359412962658638e-08
1874,2.0014940327328645e-07,3.226288874946803e-08
1875,1.8080025182554138e-07,1.7164581478379404e-08
1876,2.0919211096703805e-07,2.2974855351520773e-08
1877,2.739873469215226e-07,2.9068635831741574e-08
1878,3.7261177632252895e-07,3.019544247973016e-08
1879,2.736977664508089e-07,1.4051448449237114e-08
1880,2.182067788680797e-07,3.5298153511220676e-08
1881,3.221298540134754e-07,2.5101027534280007e-08
1882,2.555667919512672e-07,2.928369391419494e-08
1883,2.622525638873441e-07,1.7062215307284134e-08
1884,3.9082045955041167e-07,1.7164411225678577e-08
1885,3.5322082769795315e-07,2.8360796766602192e-08
1886,3.0331280659323667e-07,2.710454799492723e-08
1887,3.597437401858805e-07,1.8933880852056717e-08
1888,3.322482216017164e-07,3.233713452566178e-08
1889,4.0096875753015127e-07,2.067495069590919e-08
1890,3.742554722241387e-07,3.73600027026022e-08
1891,3.2189812004812524e-07,2.4859458047643557e-08
1892,4.0557275227115497e-07,1.504442992406041e-08
1893,3.9044360389262067e-07,1.847525016307472e-08
1894,3.8124313794796194e-07,1.0712616793639995e-08
1895,3.334312401737094e-07,2.5880042553438898e-08
1896,3.6915402534809516e-07,2.1819006768009075e-08
1897,4.07287282677693e-07,1.806281169081103e-08
1898,3.825047872885179e-07,3.338429332977455e-08
1899,4.151211463465643e-07,2.432134493801641e-08
1900,4.324147226952846e-07,2.595526593651698e-08
1901,4.7057182750442905e-07,2.291382922292584e-08
1902,4.4094348128354e-07,3.2898902546651954e-08
1903,5.346217943902332e-07,1.8360749143297994e-08
1904,5.213386184976798e-07,9.94305677792795e-08
1905,4.391805981107666e-07,2.4771643070131688e-08
1906,5.267645146744826e-07,6.121579454454462e-08
1907,4.386845383619331e-07,4.525702307356383e-08
1908,3.934022714258134e-07,4.813161202932292e-08
1909,3.850688519158041e-07,2.47544256204435e-08
1910,3.7141846476185236e-07,5.5579168489749975e-08
1911,3.963678709695273e-07,1.755723477714355e-08
1912,3.1725375282398716e-07,2.656804792833256e-08
1913,3.855273434938411e-07,5.09087019207044e-08
1914,6.375300076744139e-07,1.0915692610913297e-07
1915,3.4399825743491874e-07,9.424609537234119e-09
1916,3.8016619030578624e-07,1.5382446649780945e-08
1917,5.658675235054034e-07,2.3029491647008626e-08
1918,5.099950879383641e-07,2.1824114959656526e-08
1919,5.672034761872169e-07,2.4861190051073123e-08
1920,5.550446107172036e-07,3.483226551637131e-08
1921,5.141895541571628e-07,8.33002208877609e-08
1922,3.5782986773646996e-07,5.902348482189623e-08
1923,3.184784369558713e-07,8.49275858527676e-08
1924,3.5709799539596077e-07,2.836157442231979e-08
1925,4.685223924383308e-07,3.51941706888681e-08
1926,5.04920076971338e-07,3.232380019202452e-08
1927,4.4819885358649003e-07,3.456259789480498e-08
1928,4.490434277748534e-07,6.627104010004103e-08
1929,5.926696364788597e-07,2.7851016382030025e-08
1930,4.516549390043423e-07,4.516549623190258e-08
1931,4.7218176835173153e-07,3.763767608688795e-08
1932,4.679722247491469e-07,3.507051782314363e-08
1933,4.347380988534155e-07,4.1294385466628114e-08
1934,3.9898663040105475e-07,4.912447870708547e-08
1935,3.8896924436926383e-07,4.906996586839796e-08
1936,3.297922255285357e-07,4.607391357325241e-08
1937,5.099403077579723e-07,6.42147018892203e-08
1938,5.108294457434326e-07,2.0355386542991738e-07
1939,4.7411555925691573e-07,8.411727758783627e-08
1940,5.629437884735466e-07,2.5357829613881222e-08
1941,3.423743151209635e-07,5.017554594033413e-08
1942,3.1859223770247524e-07,3.641054102665464e-08
1943,3.367752867688978e-07,6.387117368333861e-08
1944,3.630900380358071e-07,6.747690939334916e-08
1945,4.095587566865788e-07,8.496165682103651e-08
1946,3.3828283996228947e-07,8.074240920308284e-08
1947,3.564340396167154e-07,7.986983652230606e-08
1948,5.196762407067013e-07,1.1089326035218505e-07
1949,5.438622689979411e-07,6.57739550602443e-08
1950,4.7008297099360163e-07,6.806631169808952e-08
1951,5.458637639677022e-07,1.0021717844477251e-07
1952,6.516689001756504e-07,7.486810793544407e-08
1953,7.175369067802251e-07,9.480967844144317e-08
1954,7.163268911369869e-07,2.3356360823179045e-07
