year,en_ADP égouts_NOUN,en_ADP dégoût_NOUN
1800,0.0,1.0061326349841693e-07
1801,0.0,8.572257570449437e-08
1802,0.0,7.832440473976021e-08
1803,0.0,9.361627917314763e-08
1804,0.0,5.438072037122765e-08
1805,0.0,6.254330742194725e-08
1806,0.0,7.204172902675055e-08
1807,0.0,1.0818429529990681e-07
1808,0.0,1.1330369886763947e-07
1809,0.0,6.325285539787728e-08
1810,0.0,7.488405628919281e-08
1811,0.0,6.518399686683551e-08
1812,2.1337665856435706e-08,1.600324850414836e-08
1813,0.0,5.463909147351842e-08
1814,0.0,8.181360300341112e-08
1815,0.0,8.091670622434322e-08
1816,0.0,9.965696534663948e-08
1817,0.0,1.4478922594207688e-07
1818,0.0,1.2755660350194375e-07
1819,0.0,8.79839276990424e-08
1820,0.0,6.40789963313182e-08
1821,0.0,7.889190811738445e-08
1822,0.0,1.0927921323400369e-07
1823,1.7788837070042973e-08,8.894418357385803e-08
1824,2.5263338088166165e-08,1.288430269141827e-07
1825,0.0,1.4440927031955653e-07
1826,2.642395191543301e-09,1.3740455528932216e-07
1827,0.0,1.1429418833586169e-07
1828,3.668920500743411e-09,1.1281930767381709e-07
1829,0.0,1.5860375413012662e-07
1830,2.0873671680021744e-09,1.4298464634521224e-07
1831,0.0,1.2940701310526492e-07
1832,0.0,1.5965363786563103e-07
1833,0.0,3.1275797596208577e-07
1834,0.0,2.202949360707862e-07
1835,0.0,2.3067417487254716e-07
1836,1.344150035720304e-08,2.1170362174416368e-07
1837,6.957890930081589e-10,2.2821882339485455e-07
1838,6.312161904276081e-10,2.0325161642631429e-07
1839,0.0,1.9086726865680248e-07
1840,6.369688665408546e-10,2.7644449573926977e-07
1841,0.0,2.388443931522488e-07
1842,2.0124795163667386e-09,2.0124795696574438e-07
1843,5.31621990873532e-09,2.6522030793785234e-07
1844,3.2931368743049916e-09,2.6180435952483094e-07
1845,1.1160455892778032e-09,2.4832013423292665e-07
1846,0.0,2.640380216689664e-07
1847,4.314578916364553e-09,2.3568387064187846e-07
1848,8.045221711050488e-10,2.397476066562376e-07
1849,0.0,2.957933418201719e-07
1850,6.788996032014438e-10,2.5594513886062487e-07
1851,1.2898877521649865e-09,2.3798429538146593e-07
1852,1.7578472011337e-08,1.8815475755218358e-07
1853,7.763511611358354e-09,3.05762910102203e-07
1854,1.558699391779328e-09,2.80046322131966e-07
1855,5.306937111981824e-09,2.9665778811249766e-07
1856,5.177189232874468e-10,2.9458206540766696e-07
1857,2.4407544874094356e-09,3.1485734552916256e-07
1858,4.893676019968041e-10,4.0079206087284547e-07
1859,2.036869339860914e-09,3.778392567710398e-07
1860,4.119465657481669e-09,3.355075932631735e-07
1861,9.431927461278633e-10,3.51339309645482e-07
1862,5.873382225018986e-09,3.1716263038106263e-07
1863,4.994620828036034e-10,3.631089384725783e-07
1864,0.0,3.1213679108077486e-07
1865,6.118897832863013e-09,2.744090181749925e-07
1866,1.4596839292835284e-09,3.1237235020853404e-07
1867,2.426405742994575e-09,3.047565542146913e-07
1868,2.9639244392143382e-09,3.78394361177925e-07
1869,1.5627261262807224e-08,2.768955482679303e-07
1870,5.734048791339319e-09,3.188131074693956e-07
1871,1.911811864374613e-08,2.0180236504074855e-07
1872,7.861540751719076e-09,3.59816681338998e-07
1873,4.190203295451056e-09,2.6098979333255556e-07
1874,4.779687312606029e-09,2.5212850118805363e-07
1875,4.005069165202713e-09,3.2498275004400057e-07
1876,7.255217759905008e-09,2.400267931079725e-07
1877,4.9478527941460015e-09,2.5481440957264567e-07
1878,2.4156354694326865e-09,2.3552445327368332e-07
1879,1.3440515367335593e-08,2.584244498393673e-07
1880,6.417846254436199e-09,2.4901243023123243e-07
1881,2.1614773970668466e-08,1.736154331410944e-07
1882,1.5307385581309063e-08,2.6954310783366964e-07
1883,6.951272890631799e-09,2.3507941193656734e-07
1884,9.902545450302114e-09,2.237975280650062e-07
1885,1.6114089618213256e-08,2.4364501882701006e-07
1886,1.613365974151293e-08,2.1619104018100188e-07
1887,2.546280519766242e-08,2.846611266704713e-07
1888,1.268122939990235e-08,2.44113664393808e-07
1889,1.1277245803853475e-08,2.506054670448066e-07
1890,2.3595791986963377e-08,2.0908493070237455e-07
1891,4.461953917456185e-09,1.937762874604232e-07
1892,5.014809900671935e-09,2.25039599399679e-07
1893,1.7859408174558666e-08,1.8906338539181888e-07
1894,7.561847148451761e-09,1.7455263900956197e-07
1895,8.426059849853118e-09,2.1787384696381196e-07
1896,1.47425724961181e-08,2.0993422822357388e-07
1897,1.806281169081103e-08,2.20832447439534e-07
1898,1.810673566637888e-08,2.3821674233204249e-07
1899,4.9748205555033564e-09,1.636163204921104e-07
1900,8.30568502863116e-09,2.548807174207468e-07
1901,8.38310842965484e-09,1.9113487326194445e-07
1902,7.856454153909453e-09,1.4141618009944068e-07
1903,1.4580594509538969e-08,1.7550715369907266e-07
1904,1.0211787859759625e-08,1.4941457493478083e-07
1905,9.805441791854719e-09,1.6514428580194362e-07
1906,8.230695236477459e-09,1.3323437997314613e-07
1907,4.6285588695127444e-09,1.594281400230102e-07
1908,8.349361202419914e-09,1.669872347065393e-07
1909,2.1453836041018803e-08,1.864833478748551e-07
1910,5.878565634276356e-09,2.0307773240801907e-07
1911,1.3300935464144459e-08,1.7876456581689126e-07
1912,1.510732161591477e-08,1.2502610502451716e-07
1913,6.893886794756554e-09,1.6545327241601626e-07
1914,5.357394972094198e-09,1.9755394475851062e-07
1915,1.1780761921542648e-09,1.0367070757411057e-07
1916,2.197492410260793e-09,1.4723198660249182e-07
1917,3.289927441585405e-09,9.760118047097421e-08
1918,9.189101035644853e-09,1.2405286042849184e-07
1919,9.207848372660976e-10,1.7771147042822122e-07
1920,9.843901693784574e-09,1.0828291152620295e-07
1921,5.300923255902035e-09,1.8477503260783124e-07
1922,1.4755870969551665e-09,1.7116809658546117e-07
1923,5.307974060286824e-09,1.6348559483958525e-07
1924,1.289162443462999e-09,1.946635279637121e-07
1925,6.598906754362588e-09,1.4847540796836256e-07
1926,4.458455382660986e-09,1.6384824164106249e-07
1927,8.919379901328739e-09,1.8061744810893288e-07
1928,6.8556245125250825e-09,1.3939769871740282e-07
1929,3.342121912552898e-09,1.4816740190326527e-07
1930,1.1553964007759987e-08,1.2709359964446776e-07
1931,5.7026783295555106e-09,1.5283177390301717e-07
1932,1.0959536611565568e-09,1.5891328075667843e-07
