year,en_ADP égouts_NOUN,en_ADP dégoût_NOUN
1933,8.02946331646126e-09,1.0208889023033407e-07
1934,7.188948103475923e-09,1.3898633710596187e-07
1935,7.180970484910176e-09,9.095896302824258e-08
1936,3.6374143697059935e-09,9.699771652549316e-08
1937,2.1404900962807005e-08,1.0198805711070236e-07
1938,7.779128452511941e-09,9.594258898459884e-08
1939,3.058810094103137e-09,1.3764645245828433e-07
1940,5.0715658339584024e-09,1.0903866609623947e-07
1941,5.9030051957620344e-09,8.264207451702532e-08
1942,9.102635090130207e-09,1.1833425617169269e-07
1943,0.0,1.3064558856967778e-07
1944,9.639558484764166e-09,9.639558129492798e-08
1945,6.535512131478072e-09,1.1110370934375169e-07
1946,1.2528993842408909e-08,1.4895582012286468e-07
1947,5.960435700558264e-09,1.4662671787846193e-07
1948,9.784699273041042e-09,1.6199112451431574e-07
1949,1.3743811422273211e-08,9.81700836177879e-08
1950,6.381216888229346e-09,9.678178969352302e-08
1951,7.462981344019681e-09,1.4286278826602938e-07
1952,1.4762725264461096e-08,1.3075556637431873e-07
1953,9.69644453618912e-09,6.356557946674002e-08
1954,4.886268278880834e-09,1.6906487587675656e-07
1955,7.508486277174597e-09,9.667176215089057e-08
1956,1.0465369904011368e-08,8.285084618364635e-08
1957,4.417518795207798e-09,8.216584745923683e-08
1958,3.3088973783179654e-09,1.0009414808109796e-07
1959,6.975672928177801e-09,1.0851046994275748e-07
1960,4.152500121534786e-09,7.820541725322983e-08
1961,6.94815938118154e-09,1.1464462801313857e-07
1962,8.8787386332001e-09,1.2493654821810196e-07
1963,1.8104948651398445e-08,9.052474325699222e-08
1964,1.3993127545575135e-08,1.1072822303503926e-07
1965,6.5664522708175355e-09,9.247753496310906e-08
1966,9.970334780007306e-09,1.0081116386118083e-07
1967,1.3311906243984595e-08,9.121120569943741e-08
1968,9.88111459321317e-09,1.0150599649705327e-07
1969,1.544197658631674e-08,9.219768060120259e-08
1970,1.241655755990223e-08,1.0990952858946912e-07
1971,1.5929032315398217e-08,1.1253090548279943e-07
1972,1.0773308467548759e-08,1.0619403667533334e-07
1973,1.7642252103655665e-08,7.001769120051904e-08
1974,1.518904291231138e-08,6.919453454656832e-08
1975,1.1422960355389478e-08,8.510105686809766e-08
1976,5.713526984862938e-09,8.170343335223151e-08
1977,1.1165885105413054e-08,5.9355496517810025e-08
1978,8.910887139279566e-09,8.198016132610064e-08
1979,3.5111840102075575e-09,1.0767630698182984e-07
1980,2.1035058139773355e-08,6.935884044878549e-08
1981,3.795329828193417e-09,6.958104137311238e-08
1982,7.449002747961231e-09,6.517877437772768e-08
1983,8.209910973278056e-09,5.052253015946917e-08
1984,4.059305780401701e-09,6.958810416790584e-08
1985,1.0226449020933615e-08,4.331201708396293e-08
1986,8.392279760016663e-09,6.773768745915731e-08
1987,6.110816741511371e-09,6.844114608384189e-08
1988,7.795519785247507e-09,7.135898982824074e-08
1989,9.329808037250586e-09,4.884428861373635e-08
1990,1.3076762783725826e-08,6.429408472286013e-08
1991,7.033758464558559e-09,5.1580894222524876e-08
1992,7.162927584403178e-09,5.950739634386082e-08
1993,1.606370148010683e-08,6.591656642740418e-08
1994,1.002236071911966e-08,6.488159698392337e-08
1995,9.21816667442954e-09,8.4590233484505e-08
1996,8.540947504798169e-09,5.5516160557544936e-08
1997,5.753873377756236e-09,5.5620777317244574e-08
1998,1.382757464085671e-08,6.913787586881881e-08
1999,1.2339542720951613e-08,6.946705610744175e-08
2000,1.0161472552283612e-08,6.450326139884055e-08
2001,7.0099388516098315e-09,4.556460098115167e-08
2002,5.257465574004527e-09,6.615644565499679e-08
2003,7.500461585152607e-09,4.583615265119079e-08
2004,6.166707589017051e-09,5.417893333969914e-08
2005,3.1526248278623825e-09,5.809836878256647e-08
2006,6.1768350434476815e-09,6.506265748384976e-08
2007,6.391167151065247e-09,6.071608993352129e-08
2008,8.089135583588813e-09,6.173287658839399e-08
2009,8.105927484791664e-09,7.390698186782174e-08
2010,8.030448306328708e-09,5.385124168810762e-08
2011,3.4415748029203996e-09,6.95962896202218e-08
2012,5.1063788752969685e-09,7.012760505631377e-08
2013,5.578249862026041e-09,8.200027679095001e-08
2014,7.362513709807672e-09,1.1152042844742027e-07
2015,5.098123256885856e-09,1.5471695746782643e-07
2016,5.799752234025846e-09,1.5327916003116115e-07
2017,6.792150397672003e-09,1.3282428312777483e-07
2018,4.3884935685412074e-09,1.0893789692545397e-07
2019,3.826481798085979e-09,1.5790614327215735e-07
