year,son_DET hiver_NOUN,son_DET divers_ADJ
1885,7.219111758383079e-08,0.0
1886,4.775563211545375e-08,0.0
1887,5.288429100192005e-08,6.528924623161458e-10
1888,7.101488397331934e-08,0.0
1889,4.322944463508449e-08,0.0
1890,5.7023161526004174e-08,0.0
1891,7.3303527581281e-08,5.099376032546843e-09
1892,1.2537025217973508e-07,0.0
1893,2.4017824618027817e-08,0.0
1894,4.159016087079692e-08,6.301539290376468e-10
1895,4.634333228281662e-08,1.8055843487019274e-09
1896,5.248355794407189e-08,2.358811590497112e-09
1897,4.836172073918732e-08,0.0
1898,5.8846890915731365e-08,0.0
1899,5.969784666604028e-08,0.0
1900,6.43690596380253e-08,0.0
1901,3.688567740134374e-08,1.1177477832191585e-09
1902,4.762975153171922e-08,4.910283735171106e-09
1903,3.9961631781437745e-08,0.0
1904,4.245953899584265e-08,2.1498500757388683e-09
1905,5.315581985687601e-08,1.0321518084666081e-09
1906,6.070137581470902e-08,0.0
1907,5.2457001409322856e-08,1.028568674676933e-09
1908,4.27290860471885e-08,0.0
1909,4.6758360627841e-08,5.500983557560346e-10
1910,6.573305177948185e-08,0.0
1911,5.639596500905952e-08,0.0
1912,5.2615153789403735e-08,5.209421227725386e-10
1913,5.143900017046121e-08,1.590896969716482e-09
1914,5.49132970206756e-08,0.0
1915,3.416420923940677e-08,2.3561523843085297e-09
1916,7.69122365795738e-08,0.0
1917,4.057576963312215e-08,0.0
1918,4.5945505178224266e-08,0.0
1919,3.959374939022098e-08,0.0
1920,4.997672942153031e-08,0.0
1921,5.300923083817466e-08,0.0
1922,7.304156451892752e-08,5.164555005876537e-09
1923,6.475728397958846e-08,7.431163684401554e-09
1924,6.70364451726968e-08,0.0
1925,4.729216462884267e-08,1.0998177923937646e-09
1926,5.015762294391379e-08,0.0
1927,4.2367055197445325e-08,0.0
1928,4.113374696412819e-08,0.0
1929,4.678970544347294e-08,1.1140406375176326e-09
1930,4.8316574741136264e-08,1.0503603542488804e-09
1931,4.790249885644471e-08,2.2810713318222042e-09
1932,3.507051760109903e-08,0.0
1933,6.538277519396729e-08,0.0
1934,5.2718952758823434e-08,0.0
1935,4.4282650435434334e-08,0.0
1936,3.8799085277929635e-08,0.0
1937,3.651424218542587e-08,1.2591118148108649e-09
1938,3.5006078036303734e-08,3.8895642262559704e-09
1939,3.5176317858542916e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,5.4615812983271894e-08,0.0
1943,6.967764720755554e-08,0.0
1944,5.462416652335378e-08,0.0
1945,7.189063033763432e-08,4.357008087652048e-09
1946,4.037120149291695e-08,6.960552134671616e-09
1947,5.1259744893172865e-08,1.1920870957027319e-09
1948,5.544662684542345e-08,0.0
1949,5.595694874127588e-08,1.9634016634739737e-09
1950,4.0414374957720156e-08,7.444753258312176e-09
1951,7.036525162540386e-08,0.0
1952,3.4797853487589236e-08,3.1634410646574906e-09
1953,3.44762476345295e-08,6.464296653518886e-09
1954,2.9317607452838956e-08,6.840775057526116e-09
1955,4.786659957289885e-08,0.0
1956,3.837302364750883e-08,8.72114158667614e-10
1957,3.3573143820575524e-08,2.6505113659425206e-09
1958,6.452349698982118e-08,4.9633461784992505e-09
1959,2.5577467255288866e-08,0.0
1960,2.9759583242139342e-08,1.3841666701708277e-09
1961,3.613042875993955e-08,2.779263708063695e-09
1962,2.727041314987133e-08,0.0
1963,3.297687101166957e-08,0.0
1964,3.8329002083337116e-08,2.4335873316516654e-09
1965,4.760677896342713e-08,0.0
1966,3.766570866314822e-08,2.215629901769489e-09
1967,4.782425455651662e-08,3.451234853457663e-09
1968,4.311759291275585e-08,1.3474247273492779e-09
1969,4.7234282540831174e-08,1.3625273131978588e-09
1970,5.0126101991399e-08,1.3796175313274261e-09
1971,4.521789609412963e-08,2.0553589941130213e-09
1972,5.694463067751343e-08,0.0
1973,2.2052815906725698e-08,1.102640756478479e-09
1974,3.319087349407113e-08,1.1251143350321513e-09
1975,3.426888017799001e-08,5.711480177694739e-10
1976,3.256710234822435e-08,1.142705374768127e-09
1977,2.997158721207427e-08,0.0
1978,3.4455429953617056e-08,6.534650598410963e-09
1979,2.7504275523781985e-08,3.5111840102075575e-09
1980,3.126832942568214e-08,2.8425752862659692e-09
1981,2.9097527165511394e-08,3.1627747087981106e-09
1982,3.414126326095612e-08,3.7245013739806154e-09
1983,5.431171867797957e-08,1.2630632095778083e-09
1984,4.465236713713239e-08,2.8995041922996734e-09
1985,2.767156692673467e-08,6.015558051686298e-10
1986,3.476801452295675e-08,0.0
1987,3.238732881882811e-08,6.110816852533674e-10
1988,2.6384837370496683e-08,1.798966087207532e-09
1989,3.0733483757927615e-08,3.841685636274406e-09
1990,3.214704119569589e-08,0.0
1991,2.2273567212849343e-08,1.1722930404189924e-09
1992,3.1957676560612214e-08,3.856960972825618e-09
1993,3.988229418938616e-08,4.985286850001103e-09
1994,2.2682184908084935e-08,3.6924485691258724e-09
1995,2.7654498857554444e-08,3.253470381991974e-09
1996,1.9750941548934975e-08,3.2028553142993132e-09
1997,2.1577024833518976e-08,1.917957792585412e-09
1998,3.0516027482718755e-08,3.337690568372409e-09
1999,2.6964186217171005e-08,3.656160929565999e-09
2000,3.534425074835923e-08,5.743440834038438e-09
2001,2.0591695459870607e-08,1.3143635069212678e-09
2002,3.0668549810819457e-08,2.1906108038649563e-09
2003,2.9168460313755418e-08,2.5001538617175356e-09
2004,3.4357371170301576e-08,0.0
2005,2.9274371815546374e-08,2.702249757291497e-09
2006,2.758986317186185e-08,4.1178899179428186e-10
2007,3.0358044272871254e-08,1.997239706952314e-09
2008,3.2356541057598776e-08,2.1287198670449925e-09
2009,2.4317781788241177e-08,1.430457752249481e-09
2010,3.448369023661968e-08,4.723793023408973e-10
2011,3.0591775307398095e-08,7.64794394481072e-10
2012,3.3021250012144066e-08,1.0212758416727752e-09
2013,3.542188925509393e-08,0.0
2014,4.850597352945574e-08,1.7323561474213989e-09
2015,4.034167291888657e-08,4.433150790905671e-10
2016,5.6754716593054866e-08,1.0356699942093428e-09
2017,3.597324088611131e-08,2.515611330355938e-10
2018,4.853157331563551e-08,7.744400121190154e-10
2019,3.341793841649121e-08,5.1019755087367e-10
