year,en_ADP ans_NOUN,en_ADP dent_NOUN
1921,3.937828690903089e-08,4.8465583546430935e-08
1922,2.9511741217458365e-08,4.205423209668879e-08
1923,4.671017128643484e-08,8.492758496458919e-08
1924,1.675911143195208e-08,8.766304659957314e-08
1925,3.2994533993857544e-08,5.389107116116065e-08
1926,2.2292277579438746e-08,7.913758537370086e-08
1927,4.236705530846763e-08,4.0137209111890115e-08
1928,2.627989537096198e-08,5.5987602110008083e-08
1929,1.893869105984436e-08,6.907051641746875e-08
1930,1.8906487042613662e-08,6.722306267192835e-08
1931,2.9653928201867075e-08,7.86969636124013e-08
1932,3.0686703178517405e-08,5.370172928564898e-08
1933,2.40883908375622e-08,5.391211388428019e-08
1934,1.7972370258689807e-08,3.714289675826876e-08
1935,3.351119381989065e-08,8.736847689760907e-08
1936,2.667437160042141e-08,7.396075574206407e-08
1937,1.6368453148452033e-08,1.1332006266684402e-07
1938,4.926781471681352e-08,6.093650739558143e-08
1939,2.2941075705773528e-08,1.0247013904063351e-07
1940,2.7893612752905028e-08,5.325144059042941e-08
1941,6.493305493293633e-08,8.559357667081713e-08
1942,1.517105907566929e-08,6.068423630267716e-08
1943,2.6129116648121453e-08,9.870999662098257e-08
1944,2.5705489292704442e-08,4.819779064746399e-08
1945,2.6142048081823077e-08,1.4595977404496807e-07
1946,2.645009899993056e-08,8.352662916877307e-08
1947,2.7418003201162833e-08,7.510148947176276e-08
1948,1.1959077061973744e-08,8.371353743541476e-08
1949,2.552422173618396e-08,1.227126062985917e-07
1950,2.339779547888554e-08,5.7430952438153327e-08
1951,2.345508343104541e-08,8.315893040844458e-08
1952,2.741649052229178e-08,9.49032354924384e-08
1953,2.5857185836919427e-08,9.050015137290757e-08
1954,1.3681550781186047e-08,1.0163437735855041e-07
1955,1.5016972554349195e-08,8.540903451148552e-08
1956,1.3953826982771034e-08,9.506044307272532e-08
1957,1.855357895097498e-08,9.01173820011536e-08
1958,2.2335056470978998e-08,1.497276116424473e-07
1959,1.9376869220266713e-08,1.007597205671118e-07
1960,1.3841666590685975e-08,8.166583143065509e-08
1961,2.0149661827950638e-08,7.22608533010316e-08
1962,8.87873902177816e-09,6.976151922799545e-08
1963,2.069137072790994e-08,5.6901267697639923e-08
1964,2.737785814721505e-08,7.361601461752798e-08
1965,3.1190647065137966e-08,5.909806688464414e-08
1966,2.3818021666066613e-08,5.3729024784843205e-08
1967,3.3526280418527676e-08,4.881032111825334e-08
1968,3.1439911063468884e-08,7.006608626625166e-08
1969,1.9529559247555284e-08,5.223021304345821e-08
1970,2.7132478319646935e-08,5.932355406912393e-08
1971,2.6205827285963323e-08,7.090988418667621e-08
1972,3.231992518060167e-08,6.361381821307077e-08
1973,3.087394190304238e-08,5.402939606824475e-08
1974,2.418995898034737e-08,6.019361364906217e-08
1975,2.1703624231150798e-08,7.99607207113695e-08
1976,1.199840671262109e-08,5.827797266988455e-08
1977,2.056873571465445e-08,4.7014253823363106e-08
1978,2.6732660640682582e-08,4.990096869050831e-08
1979,1.5215130599877114e-08,5.383815349091492e-08
1980,1.9898026615283726e-08,5.1166356485055076e-08
1981,2.3404533255888538e-08,4.3013738348918196e-08
1982,1.3035755141999061e-08,3.848651530802272e-08
1983,1.7682884045910896e-08,5.999550012347754e-08
1984,2.2036232061317662e-08,5.0451372857196475e-08
1985,2.0452897042666507e-08,8.421780961498371e-08
1986,2.2779044428489215e-08,6.054430201629657e-08
1987,3.727598285596656e-08,6.721898415662508e-08
1988,4.2575532321897924e-08,4.9771397669928774e-08
1989,1.7013179198777095e-08,3.951447880012893e-08
1990,4.685839771756406e-08,3.705082818328265e-08
1991,1.69982495301646e-08,5.7442360201775955e-08
1992,3.361065836759991e-08,4.683452559106627e-08
1993,1.606370203521834e-08,2.8803878393546256e-08
1994,1.8989735672825248e-08,4.008944287647864e-08
1995,2.60277633890027e-08,2.6027763055935793e-08
1996,2.829188883168854e-08,2.4555223632205525e-08
1997,2.733089898843133e-08,3.787966562640577e-08
1998,2.9085588382216088e-08,3.194646680526603e-08
1999,2.1479946238356362e-08,3.107736645802106e-08
2000,1.8555731395863972e-08,4.1087691471375365e-08
2001,1.7962967807649832e-08,2.93541191354052e-08
2002,2.0591740479414256e-08,2.891606243338174e-08
2003,2.2501383034612132e-08,3.166861262116072e-08
2004,3.479785087856513e-08,2.2023955992267474e-08
2005,2.3869873078119497e-08,2.8823997411109303e-08
2006,1.7295138099449048e-08,2.1001238081908014e-08
2007,5.951774256773845e-08,3.0358044966760644e-08
2008,2.2138686828210297e-08,3.022782024686421e-08
2009,1.4781396995289242e-08,3.290052674742583e-08
2010,8.030448139795254e-09,2.3618964561933353e-08
2011,6.500752353089112e-09,2.2179037273417634e-08
2012,6.468080182564506e-09,3.6425504390535934e-08
2013,6.972812660599459e-09,2.7054513296320692e-08
2014,2.165445156521173e-09,2.2304085689484054e-08
2015,4.876465897751814e-09,2.1944096317838557e-08
2016,4.556948124401217e-09,2.423467826417891e-08
2017,1.4590545660553289e-08,2.0124890198758294e-08
2018,1.032586693927584e-08,2.684725330936999e-08
2019,1.989770437305083e-08,2.2703790847344862e-08
