year,en_ADP ans_NOUN,en_ADP dent_NOUN
1800,1.006132621661493e-07,4.087413785214267e-08
1801,9.28661236798689e-08,7.381665767525192e-08
1802,9.175144555229053e-08,9.84649659585557e-08
1803,9.946729906396001e-08,1.3652374342143503e-08
1804,9.887404028852131e-08,9.887403784603066e-09
1805,6.25433098644379e-08,8.528632911009026e-09
1806,1.6137346481315262e-07,1.729001475325731e-08
1807,1.5088862248546775e-07,0.0
1808,1.427626639127766e-07,1.1330369531492579e-08
1809,7.906607124574805e-08,6.7770917766551975e-09
1810,1.4508786394529238e-07,2.3401267590372754e-09
1811,8.273353602206157e-08,1.7549536934780008e-08
1812,9.068508077803017e-08,1.0668832928217853e-08
1813,7.476928232108548e-08,1.1502966579257645e-08
1814,3.1466771410748606e-08,3.1466771410748606e-09
1815,4.855002422310406e-08,2.6972236000233352e-08
1816,5.7940095388175905e-08,2.0858434979231788e-08
1817,6.383180817248757e-08,1.71256075987003e-08
1818,6.318223921830679e-08,7.152706427149269e-09
1819,1.066158181739496e-07,1.3456364911235141e-08
1820,4.509263007435038e-08,2.3732962262101864e-09
1821,1.0354562518521959e-07,3.94459531705138e-09
1822,1.3334069137727056e-07,2.4061478143266868e-08
1823,4.348382143248841e-08,1.1859224713361982e-08
1824,5.557934468214398e-08,1.6000115010683658e-08
1825,4.138558074018306e-08,5.723537910284904e-08
1826,3.435113959948666e-08,1.0569580766173203e-08
1827,6.544263980723386e-08,1.6591091167583727e-08
1828,4.035812389835414e-08,3.0268594741755805e-08
1829,5.658296359234427e-08,4.200856196234781e-08
1830,2.7135772739939057e-08,1.1480519646056564e-08
1831,4.989185842241284e-08,7.795603274018958e-09
1832,3.9236911608675484e-08,4.19429042608499e-08
1833,3.938433690287013e-08,3.243415847009601e-08
1834,4.760610661236342e-08,3.640467127752345e-08
1835,9.756383434478266e-08,4.4622218808854086e-08
1836,3.09154504218867e-08,3.36037508930076e-08
1837,3.478945287405111e-08,1.1828414692161004e-08
1838,3.282324301245865e-08,3.092959488526503e-08
1839,6.711815891957684e-08,4.055055669027752e-08
1840,6.369688487772862e-08,1.8472096741106725e-08
1841,9.052973348744331e-08,7.704658244733764e-09
1842,7.24492630332918e-08,3.6895457355967665e-08
1843,3.544146692791017e-08,7.678984559333912e-09
1844,3.402907938765409e-08,5.0494762149355665e-08
1845,2.566904799827796e-08,2.9575208060350633e-08
1846,3.2785206105501175e-08,2.517435504501009e-08
1847,2.1572895470001185e-08,2.1033571329098777e-08
1848,1.930853293918844e-08,3.378993085334514e-08
1849,4.7762666932626985e-08,1.6758828991214614e-08
1850,3.2587180065490884e-08,1.8330290174617403e-08
1851,3.4826968864365426e-08,1.483370937194195e-08
1852,2.79953455972759e-08,1.8880582430824688e-08
1853,6.270528518648177e-08,1.851298847554972e-08
1854,3.273268556203135e-08,7.06610379097583e-08
1855,2.4411910715116392e-08,1.5920811335945473e-08
1856,1.501384794266869e-08,4.245295315286057e-08
1857,4.58861838525948e-08,4.393358210563747e-08
1858,5.285170184832211e-08,2.838332058274773e-08
1859,2.9025388315062628e-08,1.1508311814623085e-07
1860,1.968189100587381e-08,2.288591893773173e-08
1861,1.9807047502151676e-08,7.073945340607679e-08
1862,3.252950275811628e-08,4.879425219428413e-08
1863,2.6970952249349978e-08,4.2454278315062766e-08
1864,1.821996631345968e-08,1.2418345818332455e-07
1865,2.07101151783462e-08,5.318734253023649e-08
1866,3.113992252945508e-08,1.751620715140234e-07
1867,3.299911810472622e-08,9.899735431417866e-08
1868,4.8410764397210926e-08,1.5560603117137362e-07
1869,5.4207061062072626e-08,2.0510780629479086e-08
1870,2.2362789842134134e-08,2.695002976338401e-08
1871,6.054070955663349e-08,4.991953161948004e-08
1872,3.5679300403046454e-08,3.084143074261192e-08
1873,5.566984112581608e-08,2.6338419445437466e-08
1874,3.166542839050379e-08,5.436894312538243e-08
1875,3.204055232242098e-08,4.1194994082616176e-08
1876,3.143927651549916e-08,7.920279188056156e-08
1877,2.4120781705327943e-08,5.44263798474276e-08
1878,3.502671280797287e-08,6.703388777395958e-08
1879,2.627009876299269e-08,4.093248051617593e-08
1880,5.519347645588368e-08,6.738738278500023e-08
1881,3.2770786140279284e-08,2.8587281875047665e-08
1882,4.192892699705908e-08,3.5939081044489285e-08
1883,3.854796920554904e-08,5.9401784824331116e-08
1884,2.970763635090634e-08,4.5551708183211304e-08
1885,3.351730637479733e-08,6.1878104418156e-08
1886,2.9040586768669385e-08,4.7755634113855194e-08
1887,3.7867761704113434e-08,3.264462478114183e-08
1888,2.5996519825710607e-08,4.12139939953704e-08
1889,2.5060547192978788e-08,4.636201111907212e-08
1890,3.211649518553017e-08,5.505684796958121e-08
1891,3.4420787553557375e-08,4.079500826037474e-08
1892,3.447681917734258e-08,2.382034658410248e-08
1893,1.9706933140906102e-08,4.0645549148621285e-08
1894,2.5836310646454308e-08,4.600123659770361e-08
1895,2.708376523052891e-08,3.5509824414248214e-08
1896,2.594692793955744e-08,2.6536630670648265e-08
1897,2.38895258020122e-08,3.1464253424928756e-08
1898,2.150174849280262e-08,3.451596342074481e-08
1899,2.819064981451902e-08,1.6029977345510815e-08
1900,2.0764212682600203e-08,3.5818267463127995e-08
1901,2.5149324622830704e-08,2.0678333711998675e-08
1902,3.191684577741327e-08,5.057592389334786e-08
1903,2.4300991663395166e-08,5.400220359774721e-08
1904,4.192207558872951e-08,4.245953988402107e-08
1905,3.818961596957493e-08,3.6641388589941926e-08
1906,4.012464094316215e-08,5.761486576716379e-08
1907,2.108565710923216e-08,3.188563013623025e-08
1908,2.6521501217402488e-08,6.090122184332358e-08
1909,3.685658955809856e-08,5.886052534265218e-08
1910,2.93928290595602e-08,4.275320719671072e-08
1911,2.873001958558774e-08,3.351835786702395e-08
1912,2.2400511667797218e-08,3.334029585744247e-08
1913,3.2348237311019545e-08,9.439321502213716e-08
1914,3.147469573860917e-08,2.276892807628883e-08
1915,2.591767644943843e-08,4.123266705846618e-08
1916,2.7468654462126096e-08,3.84561182897869e-08
1917,2.960934575302332e-08,3.5092558192673096e-08
1918,2.5270027848023346e-08,3.9053681177847466e-08
1919,5.893022841929607e-08,4.327688785110695e-08
1920,3.7861158652674476e-08,3.407504323149624e-08
