year,bien_ADV en_ADP,bien_ADV dans_ADP
1857,6.486061010946287e-06,5.983753908367362e-06
1858,6.871699952171184e-06,6.249713806028012e-06
1859,6.312767254712526e-06,6.073435088183032e-06
1860,5.69996700505726e-06,6.148531156213721e-06
1861,6.6301736296736635e-06,6.145844054117333e-06
1862,6.519002454297151e-06,6.141750418464653e-06
1863,6.431073870771797e-06,6.0205161389603745e-06
1864,6.675220447505126e-06,6.554872470587725e-06
1865,6.5076828832388856e-06,6.572166967089288e-06
1866,6.465426395152463e-06,6.362762178468984e-06
1867,6.833243787696119e-06,6.658057372987969e-06
1868,6.808134457969572e-06,6.673769803455798e-06
1869,6.944852430024184e-06,6.514614597108448e-06
1870,6.9949660428392235e-06,6.7988617047376465e-06
1871,6.643546385021182e-06,6.274991392274387e-06
1872,6.587971256521996e-06,6.795395165681839e-06
1873,7.344228833972011e-06,7.052111868688371e-06
1874,7.382824605883798e-06,6.911428044986678e-06
1875,7.006010037002852e-06,6.929913524800213e-06
1876,7.00612190485117e-06,7.253403964568861e-06
1877,6.700010999338701e-06,7.222628028102918e-06
1878,6.8555732468666974e-06,7.243283107527532e-06
1879,7.411833394144196e-06,7.2719299168966245e-06
1880,7.105197710188804e-06,6.9832585722906515e-06
1881,7.068030754453503e-06,7.0519940891244914e-06
1882,7.782807188050356e-06,7.286315849341918e-06
1883,7.954783541208599e-06,7.562985047115944e-06
1884,7.740489309071563e-06,7.634862413397059e-06
1885,7.788261427776888e-06,7.4846720963250846e-06
1886,8.02681825007312e-06,7.4969889283238444e-06
1887,7.725023351667915e-06,7.977692803251557e-06
1888,8.35629634821089e-06,7.69497000874253e-06
1889,7.996820386324544e-06,7.771275704726577e-06
1890,8.206747224903665e-06,8.197571332857478e-06
1891,8.689336937095504e-06,8.30497174320044e-06
1892,8.368463568331208e-06,8.045635695452802e-06
1893,8.419787263846956e-06,8.272601007774938e-06
1894,8.632478966319468e-06,8.130245987558737e-06
1895,8.743240869080182e-06,8.366476322407834e-06
1896,8.656838872411754e-06,8.621456800028682e-06
1897,8.801251169643365e-06,8.357837941730395e-06
1898,9.223118468071334e-06,8.504507604811806e-06
1899,8.910456017474644e-06,8.829200851323549e-06
1900,8.90836599864997e-06,8.67321159603307e-06
1901,9.06102195585845e-06,8.987810360849835e-06
1902,9.075186426343862e-06,8.63375225890195e-06
1903,8.973005606094375e-06,8.577710104873404e-06
1904,9.30562600842677e-06,8.508031896781176e-06
1905,8.969399459601846e-06,8.667494512337726e-06
1906,9.295026757172309e-06,8.96631354407873e-06
1907,9.071975910046604e-06,8.739748409425374e-06
1908,9.192646757583134e-06,8.912697921914514e-06
1909,9.648725608712994e-06,9.017762749863323e-06
1910,9.39662004384445e-06,8.70294934429694e-06
1911,9.212228178512305e-06,9.09624395717401e-06
1912,9.13992971618427e-06,8.734636139706708e-06
1913,9.491821401752532e-06,8.991749382403214e-06
1914,9.25155109143816e-06,8.860462003212888e-06
1915,8.870913916325662e-06,8.51277854962973e-06
1916,9.344836144009605e-06,8.487814739055466e-06
1917,9.435511856281664e-06,8.504462130076718e-06
1918,9.3441667559091e-06,8.530932063877117e-06
1919,9.10195831238525e-06,8.401240847888403e-06
1920,9.546312867314555e-06,8.807262929622084e-06
1921,9.387177669850644e-06,8.743494618101977e-06
1922,9.443757335247938e-06,8.995916687126737e-06
1923,9.34628042159602e-06,8.618027095508296e-06
1924,9.887876331049483e-06,9.310330824519042e-06
1925,9.49362674873555e-06,8.697358680365141e-06
1926,9.278045581595507e-06,9.04620628716657e-06
1927,9.287304237659555e-06,9.02195279195439e-06
1928,9.412772669747937e-06,8.929450814321171e-06
1929,9.663188393460587e-06,8.965798770077527e-06
1930,9.553027666697744e-06,9.219013008987531e-06
1931,9.546283763484098e-06,9.347830200567842e-06
1932,9.6279527497245e-06,9.005450920085423e-06
1933,9.613561815058347e-06,9.300412784796208e-06
1934,9.459457942284644e-06,9.36959531827597e-06
1935,9.881015103019308e-06,9.684735232440289e-06
1936,9.629447959014215e-06,9.9325661722105e-06
1937,9.536513061902951e-06,9.697679161035921e-06
1938,9.54369443206815e-06,9.721317837829702e-06
1939,9.586310625309125e-06,9.814191798795946e-06
1940,9.166855306830257e-06,9.727263204695191e-06
1941,9.669122846389655e-06,9.955418136087246e-06
1942,1.0070549251395278e-05,9.542595762468409e-06
1943,1.0631647455738857e-05,9.900031727738678e-06
1944,1.006048569252016e-05,1.028862243401818e-05
1945,1.0012404345616233e-05,9.716128261061385e-06
1946,1.0518786439206451e-05,9.92296281765448e-06
1947,1.0364004992879927e-05,9.58676446316531e-06
1948,9.622707693779375e-06,9.757519364939071e-06
1949,9.577473065291997e-06,1.0001567716244608e-05
1950,9.808994036575314e-06,9.952571417670697e-06
1951,9.918301657307893e-06,9.83407699095551e-06
1952,9.636896720621735e-06,1.009137758956058e-05
1953,9.67058713285951e-06,1.0508791092433967e-05
1954,1.0268003279634286e-05,1.0334457329008728e-05
1955,1.0223742719972506e-05,1.0012566235673148e-05
1956,9.644710189604666e-06,1.028833048621891e-05
1957,9.927932296704967e-06,1.0255711458739825e-05
1958,9.771173608896788e-06,1.0094619028677698e-05
1959,9.724088158691302e-06,1.0001564987760503e-05
1960,9.442785085411742e-06,1.004005298455013e-05
1961,9.74896192929009e-06,1.0267989637213759e-05
1962,1.0055171514977701e-05,1.0579651643638499e-05
1963,1.0099328392243478e-05,1.1102213647973258e-05
1964,9.724614756123628e-06,1.0171786925639026e-05
1965,9.757200132298749e-06,1.0494284651940688e-05
1966,9.754864549904596e-06,1.0489346095710061e-05
1967,9.797069651540369e-06,1.0293061677657533e-05
1968,9.938155926647596e-06,1.052653169608675e-05
1969,8.645690286357421e-06,9.684390533948317e-06
1970,9.442562259209808e-06,1.0240900337521452e-05
1971,9.64271657721838e-06,1.0286557881045155e-05
1972,9.21528317121556e-06,1.0474734153831378e-05
1973,9.107812729780562e-06,1.0217620911134873e-05
1974,8.85239933268167e-06,1.0243041288049426e-05
1975,9.100672286876943e-06,1.0043638212664519e-05
1976,9.409036465513054e-06,1.0752286470960826e-05
1977,9.49041532294359e-06,1.0776842827908695e-05
1978,9.29524321691133e-06,1.0854054380615707e-05
1979,9.440403118787799e-06,1.1007561624865048e-05
1980,9.676126865088008e-06,1.1063303645642009e-05
1981,9.640137250244152e-06,1.1400537914596498e-05
1982,1.0062361070595216e-05,1.139759478974156e-05
1983,9.956095709640067e-06,1.17123854579404e-05
1984,9.657088412495796e-06,1.1324304068693891e-05
1985,9.710313861432951e-06,1.1302030543447472e-05
1986,9.941254575096536e-06,1.1405108125472907e-05
1987,9.666700861998834e-06,1.1417449968575966e-05
1988,9.933291039487813e-06,1.1309500223433133e-05
1989,9.58665168582229e-06,1.1126619028800633e-05
1990,1.0039684639195912e-05,1.1500467735459097e-05
1991,9.798611245059874e-06,1.129680185840698e-05
1992,9.943796612787992e-06,1.1474458915472496e-05
1993,9.948970728146378e-06,1.1506042028486263e-05
1994,9.620938726584427e-06,1.1351641660439782e-05
1995,9.891092304314952e-06,1.1701106814143714e-05
1996,1.0172801921726204e-05,1.1730990991054568e-05
1997,1.0362726243329234e-05,1.2071146556991152e-05
1998,1.0241465133731253e-05,1.2096744285372552e-05
1999,1.0046673196484335e-05,1.1736276974261273e-05
2000,9.981216862797737e-06,1.1935753718717024e-05
2001,1.032344971463317e-05,1.2032560334773734e-05
2002,1.0239352377539035e-05,1.227837310580071e-05
2003,1.0408140042272862e-05,1.2305757081776392e-05
2004,1.0390462193754502e-05,1.2096877981093712e-05
2005,1.0247831596643664e-05,1.2138505553593859e-05
2006,1.061468447005609e-05,1.2154775504313875e-05
2007,1.061493003362557e-05,1.2151206647104118e-05
2008,1.0719807505665813e-05,1.194680135085946e-05
2009,1.034173237712821e-05,1.1531396921782289e-05
2010,1.0705532076826785e-05,1.1677216207317542e-05
2011,1.0820693205459975e-05,1.1430234735598788e-05
2012,1.0971906704071444e-05,1.0968502465402707e-05
2013,1.092723414330976e-05,1.0438300705573056e-05
2014,1.1223935871385038e-05,1.0383742846897803e-05
2015,1.0889591976592783e-05,1.0093841410707682e-05
2016,1.0717320947151165e-05,9.881327969196718e-06
2017,1.0461169949849136e-05,1.0142442079086322e-05
2018,1.0971491974487435e-05,1.0329997166991234e-05
2019,1.0569252481218427e-05,1.0240430128760636e-05
