year,en_ADP hélice_NOUN,en_ADP délices_NOUN
1876,3.8513113054250425e-07,3.627608791134662e-08
1877,6.531165581691312e-07,3.5253449937044934e-08
1878,3.9435249732377997e-07,3.4422804162659304e-08
1879,4.0504826870346733e-07,4.581993884311686e-08
1880,4.954577548232919e-07,5.968597349692573e-08
1881,3.8348792941178544e-07,3.137628468152798e-08
1882,3.8534679447366216e-07,3.0614771162618126e-08
1883,4.1897217784026e-07,5.3714382552971784e-08
1884,5.301162673276849e-07,3.036780515941473e-08
1885,6.084679853302077e-07,3.3517306263775026e-08
1886,3.9107990801312553e-07,4.065682190912412e-08
1887,4.785702003573533e-07,3.721487118468758e-08
1888,4.7681422188361466e-07,2.282621380800265e-08
1889,4.6048754143157566e-07,5.200063640797836e-08
1890,6.246330030990066e-07,3.1461055982617836e-08
1891,7.272985271811194e-07,3.44207886637804e-08
1892,4.67631025458104e-07,2.5074049503359674e-08
1893,4.883624455942481e-07,2.894455697344256e-08
1894,4.6127266273288114e-07,4.2220312801433124e-08
1895,3.7134850572329015e-07,6.199173063770047e-08
1896,5.808573746435286e-07,3.538217402399013e-08
1897,5.00514715895406e-07,3.0881582513409e-08
1898,3.8363646126526874e-07,2.998928050335081e-08
1899,4.543669547274476e-07,1.713549302451156e-08
1900,4.422777237778064e-07,1.9206897405865675e-08
1901,3.906528434072243e-07,2.4031576728589243e-08
1902,2.2322151380649302e-06,1.5221880644844532e-08
1903,5.200412260819576e-07,2.5381035939631147e-08
1904,4.4018179323757067e-07,1.9886113200584532e-08
1905,4.784023417414573e-07,2.3223416079076742e-08
1906,4.0330405681743287e-07,2.572092228092515e-08
1907,3.677133122437226e-07,2.3657079850636364e-08
1908,4.877009587289649e-07,1.817213934884876e-08
1909,4.1477414924884215e-07,3.6306492035009796e-08
1910,4.0401778278464917e-07,8.283433317046729e-08
1911,2.8996038281547953e-07,2.7133907565257687e-08
1912,3.8289246617750905e-07,3.0735584743979416e-08
1913,3.9878483448774205e-07,3.0227041813990496e-08
1914,4.88192597458692e-07,4.687720656093575e-08
1915,3.1336827532868483e-07,1.1780762143587253e-08
1916,3.0874767276145576e-07,1.8678685709261345e-08
1917,2.555176763507916e-07,1.4256352209862655e-08
1918,3.7445587963702565e-07,3.101321510712296e-08
1919,3.370072363395593e-07,2.025726608678724e-08
1920,5.315706630426575e-07,2.4231141537711665e-08
1921,4.233165782352444e-07,2.196096815509918e-08
1922,3.947195352793642e-07,3.24629176873259e-08
1923,3.5775744322563696e-07,8.174280008432788e-08
1924,3.351822215336142e-07,3.867487263775615e-08
1925,2.584571916486311e-07,5.389107027298223e-08
1926,3.1655034149480343e-07,4.904300965336006e-08
1927,3.7684381481994933e-07,4.7941668412931904e-08
1928,2.867936359507439e-07,3.427812345080383e-08
1929,2.540012644658418e-07,4.567566680435675e-08
1930,2.4578432089583657e-07,3.571225093423891e-08
1931,3.1364731967187254e-07,2.8513390759599133e-08
1932,3.419375502744515e-07,3.507051715700982e-08
1933,3.2691386309124937e-07,3.670611903316967e-08
1934,3.211063415164972e-07,2.3963160344919743e-08
1935,5.720839908462949e-07,6.103825000991492e-08
1936,2.8856820222245005e-07,3.3949201672101026e-08
1937,2.1027167917964107e-07,2.895957251780601e-08
1938,2.3985646180335607e-07,2.7226949583791793e-08
1939,2.691753024919308e-07,3.976453033516236e-08
1940,3.930463492451963e-07,1.7750480196809804e-08
1941,3.0400477157854766e-07,2.066051862925633e-08
1942,2.973527557514899e-07,3.3376331032286544e-08
1943,2.4677498799974273e-07,6.387117679196308e-08
1944,3.984350769314915e-07,3.534504600111177e-08
1945,1.808158316407571e-07,6.317661416233022e-08
1946,2.561483256613428e-07,3.3410650246423756e-08
1947,2.68219594090624e-07,3.9338875268413176e-08
1948,3.816032574377459e-07,3.261566461354448e-08
1949,3.7304630495782476e-07,3.435953033203987e-08
1950,3.2969620633593877e-07,3.19060831088791e-08
1951,3.0918064908291853e-07,4.584402901741669e-08
1952,3.521964515584841e-07,3.690681538159879e-08
1953,4.858995907852659e-07,2.3702419582605216e-08
1954,3.7917439499324246e-07,2.5408594117592997e-08
1955,3.3318909231638827e-07,3.0972505893345215e-08
1956,3.1919378784550645e-07,2.9651880950609666e-08
1957,4.5500445366997155e-07,5.566073824070372e-08
1958,4.5166450490796706e-07,2.3989505493204888e-08
1959,3.2940678806880896e-07,2.40273188012452e-08
1960,3.619595929649222e-07,1.7994165935064643e-08
1961,3.2656348025739135e-07,4.238377115939329e-08
1962,2.8031448096044187e-07,3.9320131151043825e-08
1963,2.424770002562582e-07,2.392439757414877e-08
1964,2.816877326949907e-07,5.7189303959148674e-08
1965,2.6375249717602856e-07,3.173785262378104e-08
1966,3.079725559018698e-07,2.547974453648294e-08
1967,2.3616307487372978e-07,4.7331220609514446e-08
1968,2.3085877387529763e-07,3.862617645178368e-08
1969,2.0619580709535512e-07,3.769659115415713e-08
1970,1.7199231194808817e-07,2.6212733317265702e-08
1971,1.9320374633480242e-07,4.6245578144699095e-08
1972,1.9545859686331823e-07,1.3338381954497436e-08
1973,2.2549004086158675e-07,4.0246386778797216e-08
1974,1.743927242614518e-07,9.00091468025721e-09
1975,1.8333851414809033e-07,3.8838066096502644e-08
1976,1.554079318566437e-07,1.428381679602353e-08
1977,1.569100760434594e-07,1.9393379346865913e-08
1978,1.3544548949084856e-07,1.4851478491451076e-08
1979,1.264026252556505e-07,2.1067103617156135e-08
1980,9.323647276460179e-08,1.3644362084619388e-08
1981,1.1639011177067005e-07,1.644642821929665e-08
1982,1.353235461465374e-07,1.738100563475342e-08
1983,1.0799190164334505e-07,1.8945948254689426e-08
1984,1.3163749201794417e-07,1.5077421977593986e-08
1985,1.16701826868848e-07,1.4437339324047116e-08
1986,1.4866323283513339e-07,2.0980699844130868e-08
1987,1.0510604653291011e-07,1.283271516827611e-08
1988,9.594486272135327e-08,1.4391728697660255e-08
1989,9.76885772274727e-08,1.8110803523541108e-08
1990,1.6509412148479896e-07,1.7980548605578406e-08
1991,8.968041953494321e-08,1.52398094144246e-08
1992,1.019339705976563e-07,1.8182815253453555e-08
1993,8.419595332043173e-08,2.8249958206050252e-08
1994,8.387133476617237e-08,1.6879765141197822e-08
1995,8.24212520456058e-08,2.060531301140145e-08
1996,8.967995057673761e-08,2.0284749657761836e-08
1997,9.445942339425528e-08,1.6782131240233866e-08
1998,7.533644463819655e-08,1.4304387896402204e-08
1999,5.667049407520608e-08,1.6452723627935484e-08
2000,7.378112343303656e-08,1.9439339027371716e-08
2001,8.587175415186721e-08,2.4534786646768225e-08
2002,8.499569759123915e-08,1.9715496790695397e-08
2003,4.833630740108674e-08,2.3334768783911386e-08
2004,7.400049639727513e-08,1.4976290263479797e-08
2005,8.376974136581339e-08,1.3511249008502091e-08
2006,9.22407323855623e-08,1.4412614379732958e-08
2007,6.750670422661642e-08,2.0771293685051262e-08
2008,9.834685954501765e-08,1.3623806971452268e-08
2009,5.960240656577298e-08,1.9072770696126895e-08
2010,8.550065189183442e-08,9.447585824773341e-09
2011,9.904087505674397e-08,1.0324724186716594e-08
2012,1.1642543995549204e-07,1.8042539906559796e-08
2013,7.614311670067764e-08,2.538103871518871e-08
2014,6.539644203940043e-08,3.551330203521719e-08
2015,7.913174471241291e-08,2.682056177150116e-08
2016,8.513207916394094e-08,2.8170225263579596e-08
2017,6.490277115744902e-08,1.3584301072899763e-08
2018,6.272964014897298e-08,2.478208038780849e-08
2019,5.433603789128938e-08,4.438718548271936e-08
