year,bien_ADV étendu_VERB,bien_ADV etendu_VERB,bien_ADV détendu_VERB
1800,1.2576657582030748e-07,0.0,3.144164484325529e-09
1801,1.166779455274991e-07,0.0,0.0
1802,8.727576528144709e-08,0.0,2.2378401354217203e-09
1803,1.501761204281138e-07,0.0,9.751696339321825e-09
1804,6.921182915675672e-08,0.0,4.943701892301533e-09
1805,1.449867568226182e-07,0.0,0.0
1806,1.2967510709671615e-07,0.0,0.0
1807,6.832692633906845e-08,0.0,2.8469551160981155e-09
1808,6.571614363792833e-08,0.0,0.0
1809,5.421673421324158e-08,0.0,0.0
1810,4.680253340438867e-08,0.0,0.0
1811,6.267691787797958e-08,0.0,0.0
1812,3.200649700829672e-08,0.0,0.0
1813,6.901780125190271e-08,0.0,2.8757416448144113e-09
1814,8.181360300341112e-08,0.0,0.0
1815,4.045835311217161e-08,0.0,0.0
1816,5.0987285504788815e-08,0.0,0.0
1817,5.293369653713853e-08,0.0,0.0
1818,2.384235386898581e-08,0.0,4.768470951432846e-09
1819,4.6579724966022695e-08,0.0,2.070210003424222e-09
1820,4.9839222526770754e-08,0.0,0.0
1821,5.226588939422072e-08,0.0,0.0
1822,3.8097340393505874e-08,0.0,0.0
1823,4.15072847204101e-08,0.0,9.882686891060644e-10
1824,6.14741253457396e-08,0.0,1.6842225392110777e-09
1825,5.2832657360113444e-08,0.0,0.0
1826,4.051672775062798e-08,0.0,0.0
1827,9.493790997794349e-08,0.0,9.217273055917019e-10
1828,4.3109814384934e-08,9.172301251858528e-10,9.172301251858528e-10
1829,1.0287811136322489e-07,0.0,0.0
1830,7.827626546941246e-08,0.0,1.0436835840010872e-09
1831,5.14509785887185e-08,0.0,0.0
1832,1.0282776941039629e-07,0.0,0.0
1833,6.834341093053808e-08,0.0,0.0
1834,5.694063887062839e-08,0.0,9.334530925997342e-10
1835,4.159698363537245e-08,0.0,7.563087933704082e-10
1836,5.443807538085821e-08,0.0,2.016224964762614e-09
1837,3.75726116885744e-08,0.0,0.0
1838,6.56464820281144e-08,0.0,1.2624323808552163e-09
1839,7.480878139176639e-08,0.0,0.0
1840,5.414235459966221e-08,0.0,0.0
1841,4.751206006403663e-08,0.0,0.0
1842,4.695785449371215e-08,0.0,6.708265054555795e-10
1843,4.607390569066894e-08,0.0,0.0
1844,5.3239045172404076e-08,5.488561272137815e-10,1.097712254427563e-09
1845,6.249855033502172e-08,0.0,1.674068439427856e-09
1846,5.913046408068112e-08,0.0,0.0
1847,6.68759696509369e-08,0.0,1.0786447290911383e-09
1848,5.712107409294731e-08,0.0,1.6090443422100975e-09
1849,5.446619866233959e-08,0.0,0.0
1850,5.295417082606946e-08,0.0,2.7155984128057753e-09
1851,2.4507867735223954e-08,0.0,6.449438760824933e-10
1852,7.552232816898652e-08,0.0,6.510545436100301e-10
1853,6.210809289086683e-08,0.0,1.1943863675867306e-09
1854,5.975014261139222e-08,0.0,0.0
1855,5.73149208094037e-08,0.0,2.1227748447927297e-09
1856,8.076415269897552e-08,0.0,5.177189232874468e-10
1857,7.224633691294002e-08,0.0,0.0
1858,6.410715513993637e-08,4.893676019968041e-10,4.893676019968041e-10
1859,5.6523123959095756e-08,0.0,0.0
1860,4.3025529805618135e-08,0.0,0.0
1861,4.715963797252698e-08,0.0,0.0
1862,5.963742211179124e-08,0.0,0.0
1863,4.5950510951797696e-08,0.0,0.0
1864,4.8426752385921645e-08,0.0,9.589455896019672e-10
1865,3.530133263485169e-08,0.0,1.882737743486018e-09
1866,4.9142691693759843e-08,0.0,9.731225825149181e-10
1867,7.279217584255093e-08,0.0,9.7056229719783e-10
1868,5.9278487896108345e-08,0.0,4.93987406535723e-10
1869,5.5672116472393895e-08,0.0,1.4650557433881772e-09
1870,4.300536460277726e-08,0.0,1.1468097582678638e-09
1871,6.054071377548098e-08,0.0,0.0
1872,5.9868661139717e-08,0.0,1.8142017887967654e-09
1873,4.549363552541763e-08,0.0,1.7958012854535355e-09
1874,4.421210775262807e-08,0.0,0.0
1875,4.806082642971887e-08,0.0,0.0
1876,7.497058618355368e-08,0.0,1.813804439976252e-09
1877,6.184816214727107e-08,6.184815992682502e-10,1.8554447978047506e-09
1878,5.857916107743222e-08,0.0,0.0
1879,3.909968326887281e-08,0.0,6.10932526790009e-10
1880,3.8507079302974034e-08,0.0,0.0
1881,5.647731171620762e-08,0.0,1.3945015142624584e-09
1882,3.993231145749121e-08,0.0,6.655385131892899e-10
1883,6.129758700623711e-08,0.0,0.0
1884,7.525934808683132e-08,0.0,1.9805090900604227e-09
1885,4.963139588198828e-08,0.0,1.2891271383708158e-09
1886,5.0337018109303244e-08,6.453463874400711e-10,6.453463874400711e-10
1887,4.831404215588364e-08,0.0,6.528924623161458e-10
1888,5.135898017982754e-08,6.340614699951175e-10,2.53624587998047e-09
1889,4.8868066926388565e-08,0.0,1.2530273485467092e-09
1890,7.275369284798217e-08,0.0,1.3108772956016423e-09
1891,5.099376210182527e-08,3.1871101313640793e-09,6.374220040683554e-10
1892,6.205826963423533e-08,0.0,0.0
1893,2.4017824173938607e-08,0.0,2.463366621796581e-09
1894,2.520615716150587e-08,0.0,6.301539290376468e-10
1895,4.33340261452031e-08,0.0,6.018614495673091e-10
1896,4.8355637716213096e-08,0.0,1.7691086373616827e-09
1897,2.0976168357833558e-08,0.0,2.330685422435863e-09
1898,4.8096016280751996e-08,5.6583548957434e-10,2.8291773368493978e-09
1899,4.0351324059884064e-08,0.0,4.9748205555033564e-09
1900,3.945200433008722e-08,5.191053142894475e-10,2.595526460424935e-09
1901,4.5827658112784775e-08,0.0,2.235495566438317e-09
1902,4.1246384085980026e-08,0.0,2.9461704187383475e-09
1903,2.9161189019077938e-08,0.0,4.320176216765503e-09
1904,5.374625189347171e-08,0.0,2.6873125946735854e-09
1905,3.509316215399849e-08,0.0,5.676835002077496e-09
1906,3.600929332492342e-08,0.0,7.716276506641861e-09
1907,4.474273873622536e-08,0.0,3.599990305858114e-09
1908,4.1746806234144174e-08,0.0,3.437972351250096e-09
1909,3.355599886845084e-08,0.0,4.950885035270858e-09
1910,2.9927242906069296e-08,0.0,5.878565634276356e-09
1911,2.8197982615552064e-08,1.5961122423746588e-09,5.320374141248863e-10
1912,4.063348474359074e-08,5.209421227725386e-10,4.167536982180309e-09
1913,3.553003224965323e-08,0.0,1.590896969716482e-09
1914,2.74566485103378e-08,0.0,6.027069510139427e-09
1915,1.1780762032564951e-08,1.1780761921542648e-09,7.068456930880984e-09
1916,5.0542325880087446e-08,0.0,4.394984820521586e-09
1917,3.3995917192441993e-08,0.0,0.0
1918,2.412139110674616e-08,1.1486376294556067e-09,6.89182577673364e-09
1919,1.749491218561161e-08,0.0,5.524709134618888e-09
1920,2.953170330499688e-08,0.0,1.514446346106979e-09
1921,3.2562815333037065e-08,0.0,1.5145494858259667e-09
1922,3.61518823766005e-08,0.0,3.6889677978990676e-09
1923,2.0170300985000722e-08,0.0,0.0
1924,4.640984840875717e-08,0.0,0.0
1925,2.5295809891190402e-08,0.0,5.499089184013428e-09
1926,2.675073285107743e-08,0.0,0.0
1927,4.9056588125040435e-08,0.0,1.1149224876660924e-09
1928,2.170947865920425e-08,0.0,1.1426041224282812e-09
1929,2.33948540540041e-08,2.2280812750352652e-09,3.342121912552898e-09
1930,3.676261073337628e-08,1.0503603542488804e-09,2.100720708497761e-09
1931,3.079446386777818e-08,0.0,0.0
1932,3.9454331357546835e-08,0.0,0.0
1933,1.3764794859483231e-08,1.1470662197865522e-09,2.2941324395731044e-09
1934,2.516131836216573e-08,0.0,0.0
1935,2.0346082152400413e-08,0.0,0.0
1936,2.0612015205756506e-08,0.0,0.0
1937,1.6368453259474336e-08,1.2591118148108649e-09,1.2591118148108649e-09
1938,2.2040865133021725e-08,0.0,1.2965214457594243e-09
1939,1.3764645423464117e-08,0.0,9.176430282309411e-09
1940,2.5357829613881222e-08,0.0,0.0
1941,3.5418032950929046e-08,0.0,2.9515025978810172e-09
1942,5.158160121254696e-08,0.0,0.0
1943,2.9032351633873077e-08,0.0,0.0
1944,1.927911696952833e-08,0.0,0.0
1945,3.267756198965799e-08,0.0,8.714016175304096e-09
1946,2.3665876369705074e-08,0.0,0.0
1947,1.7881307101674793e-08,0.0,2.3841741914054637e-09
1948,2.0656586885436923e-08,0.0,5.435944139264848e-09
1949,1.9634017078828947e-08,0.0,2.945102384188658e-09
1950,2.4461330738745346e-08,0.0,2.1270722960764488e-09
1951,2.0256663901818683e-08,0.0,4.264560704569931e-09
1952,1.1599284199803606e-08,3.1634410646574906e-09,3.1634410646574906e-09
1953,2.8011951869189033e-08,0.0,8.619061908632375e-09
1954,3.029486150829541e-08,0.0,0.0
1955,2.0648336374051723e-08,0.0,2.815682353940474e-09
1956,1.831439710997529e-08,0.0,8.72114158667614e-10
1957,2.120408987282829e-08,0.0,1.7670075402875796e-09
1958,1.737171084759126e-08,0.0,2.4816730892496253e-09
1959,1.3176271629333769e-08,0.0,3.8753737996444215e-09
1960,2.7683332959327345e-08,0.0,3.460416619915918e-09
1961,1.945484662257968e-08,0.0,3.47407969059077e-09
1962,1.9660065575521912e-08,0.0,6.341956293454132e-09
1963,2.0044765847160306e-08,0.0,1.939815863494232e-09
1964,1.52099203787337e-08,0.0,4.867174663303331e-09
1965,1.586892572902343e-08,0.0,3.830430195250756e-09
1966,2.215629990587331e-08,0.0,2.769537488234164e-09
1967,2.267954357648705e-08,0.0,1.9721342336964653e-09
1968,2.290622133638287e-08,0.0,3.5931326802796093e-09
1969,2.180043701116574e-08,1.3625273131978588e-09,4.995933444718048e-09
1970,2.4373241924724454e-08,0.0,2.2993624781975086e-09
1971,1.7984391198488936e-08,1.541519245584766e-09,1.541519245584766e-09
1972,2.3085661715605e-08,0.0,2.0520587451500205e-09
1973,2.1501493918663073e-08,5.513203782392395e-10,2.7566018356850464e-09
1974,1.125114323929921e-08,0.0,2.812785782069227e-09
1975,1.313640396460869e-08,0.0,8.567219822452898e-09
1976,1.428381679602353e-08,0.0,5.142174241967723e-09
1977,1.4104276857551667e-08,0.0,2.3507127355770763e-09
1978,1.1287123347081263e-08,0.0,2.970295565063452e-09
1979,9.948355028654987e-09,5.851973350345929e-10,2.925986564150662e-09
1980,1.762396628635088e-08,0.0,3.97960553399912e-09
1981,1.3916209129494206e-08,0.0,3.795329828193417e-09
1982,1.8622506203769262e-08,1.2415004579935385e-09,7.449002747961231e-09
1983,9.47297351672205e-09,0.0,6.946847541655643e-09
1984,1.5077422255149742e-08,2.8995041922996734e-09,5.799008495621649e-10
1985,6.617113634810323e-09,0.0,4.210890747202711e-09
1986,1.618511025203162e-08,0.0,5.395036861699509e-09
1987,1.711028652096047e-08,1.8332451112712533e-09,4.277571630240118e-09
1988,1.679035038781862e-08,0.0,2.398621523624911e-09
1989,2.0854864501984594e-08,0.0,4.390497743145261e-09
1990,1.1987031922622293e-08,0.0,2.179460389939436e-09
1991,8.7921980806982e-09,0.0,2.9307325455363298e-09
1992,1.4876849585565566e-08,0.0,3.856960972825618e-09
1993,1.2186256725943423e-08,0.0,2.2156829704300662e-09
1994,6.857404422078162e-09,0.0,6.857404422078162e-09
1995,2.331653803366862e-08,0.0,4.880205572987961e-09
1996,8.540947060708959e-09,0.0,3.2028553142993132e-09
1997,1.822059936262832e-08,0.0,4.794894259418925e-09
1998,1.1920323284009271e-08,0.0,7.152193948201102e-09
