year,en_ADP ébauche_NOUN,en_ADP débauche_NOUN
1894,1.9534772022211655e-08,1.7014155417882648e-08
1895,1.3842813118003505e-08,2.347259631108045e-08
1896,2.0639602027472392e-08,3.2433661090180976e-08
1897,1.3984112534615178e-08,2.7968225069230357e-08
1898,3.451596342074481e-08,2.8291774256672397e-08
1899,1.492446166651007e-08,1.5477219506010442e-08
1900,1.764958135197503e-08,2.4397950326715545e-08
1901,2.0119459875900247e-08,3.1855812210324075e-08
1902,3.633610035080892e-08,1.276673788908056e-08
1903,2.754112315983548e-08,2.5381035939631147e-08
1904,2.2573425795258117e-08,1.7198800605910947e-08
1905,2.631987072732045e-08,2.9416327151920996e-08
1906,2.6749759740596346e-08,2.572092228092515e-08
1907,2.4171363577352167e-08,3.239991386294605e-08
1908,2.9959473124563374e-08,3.094175227147389e-08
1909,3.6306492035009796e-08,2.2003934674330594e-08
1910,2.137660359835536e-08,1.9238942883248455e-08
1911,2.4473720827700163e-08,2.8730021028877673e-08
1912,2.5005221004903433e-08,1.719108944087111e-08
1913,2.704524781904638e-08,2.1211958411981868e-08
1914,1.5402511266415786e-08,2.343860217024485e-08
1915,1.4136913861761968e-08,1.295883844676382e-08
1916,1.648119329900055e-08,6.592477230782379e-09
1917,3.3995917192441993e-08,1.315970976634162e-08
1918,2.986458014220261e-08,2.2972752589112133e-08
1919,2.1178051312631396e-08,2.301962176431971e-08
1920,3.104614876292544e-08,2.6502810612782923e-08
1921,2.196096815509918e-08,2.574734203619755e-08
1922,1.3280283539529592e-08,2.3609393551282665e-08
1923,3.715581797791856e-08,1.8047112249064412e-08
1924,2.0626599095407983e-08,5.672314884463958e-08
1925,1.5397448649423495e-08,1.6497267552040284e-08
1926,2.0063049888108253e-08,3.1209186346359274e-08
1927,1.5608915049369898e-08,2.8987985345452216e-08
1928,3.1992914983902665e-08,2.170947865920425e-08
1929,4.121950425428622e-08,1.2254447234738564e-08
1930,2.2057568216382606e-08,3.7812974085227324e-08
1931,2.2810713318222042e-08,4.1059283972799676e-08
1932,2.520693342944469e-08,1.53433514782364e-08
1933,2.982372038218273e-08,2.1794258842078307e-08
1934,2.516131836216573e-08,1.7972370258689807e-08
1935,4.0692164304800826e-08,2.6330225111337313e-08
1936,3.15242587589637e-08,2.7886843056990074e-08
1937,4.1550688223424004e-08,1.6368453259474336e-08
1938,5.575042294481136e-08,1.0372171566075394e-08
1939,2.4470480752825097e-08,2.5999884911698246e-08
1940,1.2678914806940611e-08,1.7750480196809804e-08
1941,3.5418032950929046e-08,2.066051862925633e-08
1942,3.6410540360520827e-08,1.8205270180260413e-08
1943,4.064529335323641e-08,3.774205836748479e-08
1944,4.819779064746399e-08,9.639558484764166e-09
1945,1.9606536838523425e-08,1.089252066321933e-08
1946,5.0115975369635635e-08,2.0881657292193267e-08
1947,2.0265479960812627e-08,1.1920871401116528e-08
1948,4.566192757238241e-08,1.6307831529616124e-08
1949,2.3560819073509265e-08,1.3743811422273211e-08
1950,2.2334258886758107e-08,5.317680518146517e-09
1951,4.371174711081949e-08,1.5992101864981123e-08
1952,2.741649041126948e-08,1.4762725264461096e-08
1953,2.8011951869189033e-08,1.4005975934594517e-08
1954,3.9090146231046674e-08,1.3681550115052232e-08
1955,3.2849627018549654e-08,1.3139850985055546e-08
1956,3.8373023869553435e-08,1.5698054411927842e-08
1957,2.5621609722747962e-08,1.3252556385623393e-08
1958,2.8125628048769613e-08,2.5643954515430778e-08
1959,3.022791617013354e-08,1.705164542897819e-08
1960,3.5988332314218496e-08,3.0451666077624395e-08
1961,4.099414141478519e-08,1.737039845295385e-08
1962,3.55149545328004e-08,2.219684702708946e-08
1963,3.297687101166957e-08,7.1126584622049904e-09
1964,1.8860301764789256e-08,1.2167936880302932e-08
1965,4.049311996823235e-08,1.4774516721161035e-08
1966,2.9357096309468034e-08,3.711179985543822e-08
1967,3.64844829903177e-08,2.7116845657815247e-08
1968,3.2787337289619245e-08,2.649935382237345e-08
1969,2.2708789515490935e-08,2.2254612375149918e-08
1970,2.713247759800197e-08,3.449043717296263e-08
1971,3.083038535578453e-08,2.3122789016838396e-08
1972,2.3085661382538092e-08,2.257264597460562e-08
1973,2.6463379043661917e-08,1.874489363729026e-08
1974,2.5877628928583363e-08,9.00091468025721e-09
1975,2.8557401776652114e-08,3.4268879289811593e-08
1976,2.171140245366132e-08,1.428381679602353e-08
1977,4.113747209544272e-08,1.9393379346865913e-08
1978,2.9108898402796513e-08,1.841583241457556e-08
1979,1.404473604083023e-08,2.750427441355896e-08
1980,3.354238842234736e-08,2.38776323158163e-08
1981,3.7320742052315836e-08,1.5181319312773667e-08
1982,3.662426451001011e-08,2.296775925003658e-08
1983,2.3998200759933752e-08,1.3893695083311286e-08
1984,4.697196942515802e-08,2.145633182237816e-08
1985,2.4062231318566774e-08,1.9851341903631692e-08
1986,2.3977941410180392e-08,1.558566253834215e-08
1987,3.299841111470414e-08,1.9554613928107756e-08
1988,3.597932263232906e-08,1.2592763276586538e-08
1989,3.018467253923518e-08,1.5366742545097622e-08
1990,3.432650075296806e-08,2.0160008773473237e-08
1991,2.2273567878983158e-08,1.4067516929117119e-08
1992,2.7549720726938176e-08,2.1488782309120324e-08
1993,2.7142116110212555e-08,1.717154241021035e-08
1994,2.637463225596548e-08,1.4242301560329906e-08
1995,2.331653803366862e-08,2.4943274112843028e-08
1996,2.2419987644184403e-08,1.975094043871195e-08
1997,2.972834600711849e-08,3.979762297490197e-08
1998,2.9562400527538557e-08,2.4794271524797296e-08
1999,2.1479944933844308e-08,1.7823785114501334e-08
2000,2.3415566374751506e-08,1.8555732950176207e-08
2001,2.541102794850758e-08,1.796296800193886e-08
2002,2.891606243338174e-08,1.8839251936242363e-08
2003,1.8334461060476315e-08,1.7917768602160322e-08
2004,2.114299846311951e-08,2.026203915761471e-08
2005,2.7022498017004182e-08,1.261049931144953e-08
2006,3.1295964930677656e-08,9.059357708451898e-09
2007,3.395307501818934e-08,1.7975157362570826e-08
2008,3.4911003865545354e-08,2.1287197782271505e-08
2009,2.62250594573743e-08,1.4781396551200032e-08
2010,3.117703428756613e-08,2.0784689525044087e-08
2011,1.7590270573464295e-08,1.5295887223487625e-08
2012,1.7021264397953928e-08,2.11063664323774e-08
2013,2.119734965333464e-08,2.5938863501551168e-08
2014,1.6240838007774983e-08,3.3564401036301206e-08
2015,1.6180999651282946e-08,2.3052384889865607e-08
2016,1.9263461936702697e-08,3.4384243008389603e-08
2017,1.6099912514278003e-08,8.804639684001359e-09
2018,1.3681773936013997e-08,1.755397427416483e-08
2019,1.224474122096808e-08,1.8622211328533922e-08
