year,on_PRON écrivait_VERB,on_PRON ecrivait_VERB,on_PRON décrivait_VERB
1850,5.994683505150533e-07,6.788996032014438e-10,2.104588769924476e-08
1851,6.126966667352463e-07,0.0,2.4507867291134744e-08
1852,6.783988339975622e-07,0.0,1.1718981562935937e-08
1853,6.521349575905333e-07,1.1943863675867306e-09,3.0456853039595444e-08
1854,5.964622857845825e-07,0.0,1.8184826089395756e-08
1855,6.129512541974691e-07,0.0,3.714855978387277e-08
1856,7.962517116766321e-07,0.0,2.8474541557965694e-08
1857,6.98543971111576e-07,0.0,1.2691923956253959e-08
1858,7.227959457623001e-07,1.4681028059904122e-09,2.0064071293290908e-08
1859,6.920263615484146e-07,0.0,3.258990943777462e-08
1860,5.762674533116297e-07,9.154367819341758e-10,2.1512764902809067e-08
1861,7.583269621136424e-07,4.715963730639317e-10,2.6880992542999138e-08
1862,7.373353554385176e-07,0.0,1.3102160301148302e-08
1863,7.132318557978579e-07,9.989241656072068e-10,1.9978482868054925e-08
1864,6.842076771818029e-07,2.397363974004918e-09,4.027571565146104e-08
1865,6.137724994914606e-07,0.0,2.635832863084886e-08
1866,6.909170338076365e-07,9.731225825149181e-10,3.065336118268647e-08
1867,7.284069738489052e-07,0.0,2.3778776281346836e-08
1868,8.625019916053134e-07,4.93987406535723e-10,3.408513071789798e-08
1869,8.433837450638748e-07,0.0,3.760309585931765e-08
1870,6.846453999287405e-07,2.8670243956696595e-09,2.981705415905367e-08
1871,7.615384305381667e-07,1.0621177271019633e-09,3.3987767267262825e-08
1872,6.633930951238654e-07,0.0,4.8378714367913744e-08
1873,6.141640866985654e-07,0.0,5.7465644687226813e-08
1874,7.647499842278194e-07,0.0,3.943242032899974e-08
1875,7.518086846403094e-07,0.0,4.176714796244596e-08
1876,5.864634289309834e-07,6.04601479992084e-10,2.9020871261664638e-08
1877,5.597258336820232e-07,6.184815992682502e-10,4.762308414285599e-08
1878,7.464313398486411e-07,6.039088673581716e-10,4.046189294726332e-08
1879,6.439229025545501e-07,1.832797580370027e-09,3.665595071922212e-08
1880,7.110973427870704e-07,0.0,3.144744553651435e-08
1881,6.749387324589406e-07,0.0,3.2073534939058845e-08
1882,6.342581997387242e-07,6.655385131892899e-10,4.5256619785050134e-08
1883,5.54206025071835e-07,6.319338941018771e-10,3.4124429504345244e-08
1884,7.281671656755861e-07,0.0,3.234831602583199e-08
1885,5.91064790000928e-07,0.0,3.931837699866492e-08
1886,5.969453980014805e-07,1.2906927748801422e-09,5.227305877042454e-08
1887,4.92933807549889e-07,0.0,3.721487029650916e-08
1888,5.427566236448911e-07,1.268122939990235e-09,3.2337134747706386e-08
1889,5.218858944999738e-07,0.0,4.8241553862737874e-08
1890,5.682653068106447e-07,0.0,1.7041405175888258e-08
1891,4.818910355197659e-07,1.2748440081367107e-09,5.8642822153842644e-08
1892,6.130605072485196e-07,6.268512375839919e-10,2.9462008832581432e-08
1893,4.994475801822773e-07,0.0,4.0645548260442865e-08
1894,5.217674683422047e-07,2.520615716150587e-09,3.276800342177921e-08
1895,5.434808940663061e-07,0.0,3.79172724329635e-08
1896,5.01837163824348e-07,0.0,2.9485145214280806e-08
1897,4.457435949234423e-07,0.0,5.651912182713659e-08
1898,4.979352468126308e-07,0.0,3.508180013156448e-08
1899,4.383369685001526e-07,0.0,3.427098604902312e-08
1900,4.059403622136415e-07,0.0,3.5818268351306415e-08
1901,4.152433135118372e-07,0.0,3.017919070202879e-08
1902,3.23587705963746e-07,0.0,5.057592389334786e-08
1903,4.546985508113721e-07,0.0,3.024123418349234e-08
1904,4.966153639429649e-07,2.1498500757388683e-09,3.70849146946739e-08
1905,4.293751487693953e-07,0.0,3.457708397380799e-08
1906,4.089626699510518e-07,0.0,3.961022176923734e-08
1907,3.5691333977183604e-07,0.0,5.245700052114444e-08
1908,4.164858040667241e-07,0.0,4.174680601209957e-08
1909,3.9662091211312145e-07,0.0,4.9508851240887e-08
1910,4.344794675148478e-07,0.0,4.0615543817068556e-08
1911,3.9583584054980747e-07,5.320374141248863e-10,3.6178544604581475e-08
1912,3.865390567625582e-07,1.5628263128064646e-09,4.271725373428126e-08
1913,4.0196661643676634e-07,0.0,3.446943264151514e-08
1914,3.4890035038870337e-07,0.0,5.35739506091204e-08
1915,3.9465552958972694e-07,0.0,2.4739600146261864e-08
1916,2.9776023069416624e-07,1.0987462051303964e-09,4.8344832137559024e-08
1917,3.7943829411801744e-07,0.0,4.0575771187434384e-08
1918,3.285103744588014e-07,0.0,5.6283244731503146e-08
1919,4.0146218793779553e-07,9.207848372660976e-10,2.2098836149897494e-08
1920,3.7406825725838644e-07,0.0,4.846228129906649e-08
1921,3.422881889036944e-07,7.572747429129834e-10,4.8465583546430935e-08
1922,3.2979372832642184e-07,7.377935484775833e-10,3.7627469584577966e-08
1923,3.503262746562541e-07,2.1231896241147297e-09,3.078624910557437e-08
1924,4.3960438489420994e-07,0.0,1.804827443052659e-08
1925,3.7833732591252556e-07,1.0998177923937646e-09,3.079489907520383e-08
1926,3.8900024179611137e-07,0.0,3.6782256351841625e-08
1927,4.2478548323288123e-07,1.1149224876660924e-09,3.3447675740205796e-08
1928,3.06217906143047e-07,0.0,3.6563331695660395e-08
1929,3.6206321851750545e-07,0.0,3.5649300400564243e-08
1930,3.749786330331517e-07,1.0503603542488804e-09,2.520864939015155e-08
1931,3.6725248264701804e-07,0.0,3.5356605643244166e-08
1932,3.2988206299933154e-07,0.0,3.616647115123328e-08
1933,3.269138773021041e-07,0.0,2.982372127036115e-08
1934,3.2829528606725944e-07,0.0,2.6359476379411717e-08
1935,3.2314365938646006e-07,0.0,4.787313834242468e-08
1936,2.7886843056990074e-07,0.0,2.9099314513558738e-08
1937,3.777335422228134e-07,0.0,3.021868399954997e-08
1938,2.5282168181206544e-07,0.0,3.759912114986719e-08
1939,2.829399310400049e-07,3.058810094103137e-09,2.4470481641003516e-08
1940,2.7386454704014795e-07,0.0,2.2822046030768206e-08
1941,2.2431419566260047e-07,0.0,4.427253941230447e-08
1942,2.882501313195007e-07,0.0,6.371844696317908e-08
1943,3.803238044497448e-07,0.0,5.2258233740332116e-08
1944,3.116790558976845e-07,0.0,4.819779242382083e-08
1945,2.8974103116752303e-07,0.0,3.921307367704685e-08
1946,2.7285364012641367e-07,0.0,3.897909284233947e-08
1947,3.564340360640017e-07,0.0,4.649139651036194e-08
1948,2.522278030880898e-07,0.0,3.8051608974853934e-08
1949,1.9928526384660472e-07,9.817008317369869e-10,3.6322930441201606e-08
1950,2.4248623731182306e-07,0.0,2.1270723626898302e-08
1951,2.3561698370144768e-07,0.0,2.6653504736628975e-08
1952,2.4147600186097407e-07,0.0,2.6362009020175492e-08
1953,3.0058978239821954e-07,1.0773827385790469e-09,5.925605250922672e-08
1954,2.4919967245295993e-07,0.0,3.420387795216584e-08
1955,2.656126980582485e-07,0.0,4.59894780036052e-08
1956,1.9796990713416562e-07,0.0,3.22682232045679e-08
1957,2.1469141842089812e-07,0.0,4.1524677918403086e-08
1958,2.051516396761599e-07,0.0,1.4890037869363937e-08
1959,2.3252243153137897e-07,7.750747821333448e-10,4.107896289795576e-08
1960,2.5399458536412567e-07,0.0,4.982999968206059e-08
1961,2.417959485967458e-07,0.0,4.58578526263409e-08
1962,2.2260266874241097e-07,0.0,3.868593578815194e-08
1963,2.567023109634192e-07,0.0,3.7503107286340764e-08
1964,2.5613506338117986e-07,0.0,2.555266709336479e-08
1965,3.097176488608966e-07,0.0,3.720989383282358e-08
1966,3.367757521743897e-07,5.539074754423723e-10,2.547974320421531e-08
1967,2.662381213269782e-07,0.0,3.648448387849612e-08
1968,3.247293562935738e-07,8.982831700699023e-10,3.2787335957351615e-08
1969,2.3208382060602162e-07,0.0,2.815889832419316e-08
1970,2.4097318629401343e-07,1.839490032518043e-09,2.4373242535347117e-08
1971,2.4715692603649586e-07,5.138397485282553e-10,4.007950016315931e-08
1972,2.5855939611574286e-07,0.0,3.64240420047679e-08
1973,2.789681197157279e-07,0.0,3.3630542795037854e-08
1974,2.317735585677383e-07,0.0,3.487854560724202e-08
1975,2.2446117142749245e-07,5.711480177694739e-10,3.48400286398487e-08
1976,2.205421409939845e-07,0.0,3.31384564233872e-08
1977,2.297821630747876e-07,0.0,4.407586207122449e-08
1978,2.7207908104287526e-07,1.7821774056514528e-09,3.386136970817688e-08
1979,2.1535262106908704e-07,5.851973350345929e-10,3.043026097770962e-08
1980,2.1148761319977893e-07,1.1370301367108482e-09,3.411090432337005e-08
1981,2.549196480572391e-07,6.325549528618524e-10,4.427884636726276e-08
1982,2.1788332915662068e-07,6.207502289967692e-10,3.04167615539086e-08
1983,2.3114056091344537e-07,6.315316047889041e-10,5.241712397463516e-08
1984,2.1630301461073032e-07,1.739702604197646e-09,4.291266186839948e-08
1985,2.099429750046511e-07,1.2031116103372597e-09,3.84995710867031e-08
1986,2.0561084923542694e-07,5.994485463567401e-10,4.136194853288089e-08
1987,1.9799046846458168e-07,0.0,2.3221103262471843e-08
1988,2.050821414911752e-07,5.996553809062277e-10,3.1182080029168446e-08
1989,2.1019508267272613e-07,0.0,3.2928732185411036e-08
1990,2.1631144164757643e-07,0.0,5.830056615252488e-08
1991,2.0163440161979906e-07,0.0,4.3374843272658836e-08
1992,2.12132853505409e-07,1.1019888335184191e-09,5.234446831536843e-08
1993,2.1159772600753968e-07,1.1078414852150331e-09,4.2651898013446043e-08
1994,2.3789919723071762e-07,0.0,3.79794715676951e-08
1995,2.342498746088495e-07,1.6267352465071383e-09,4.2295114965895664e-08
1996,1.959079796165497e-07,0.0,4.217092985925319e-08
1997,2.0330352512587524e-07,0.0,3.260528291804121e-08
1998,2.0216867469002864e-07,0.0,4.1005912443381476e-08
1999,2.079441578928254e-07,4.570201161957499e-10,4.7530090974134964e-08
2000,1.723032276856884e-07,4.4180314962005696e-10,4.5063921483290414e-08
2001,1.9890701707936387e-07,8.762423564512289e-10,3.0230360881233764e-08
2002,1.9584059884891758e-07,0.0,4.2497847907441155e-08
2003,2.1417984186200556e-07,0.0,4.041915335761814e-08
2004,1.9513225169021098e-07,0.0,3.479784971283095e-08
2005,1.7384473594006522e-07,4.5037495954858286e-10,4.3686370077011816e-08
2006,1.885993583528034e-07,8.235779835885637e-10,4.6943943843302804e-08
2007,1.8454495531727844e-07,0.0,3.914589985498651e-08
2008,1.839213936705164e-07,0.0,4.044567569749802e-08
2009,1.6736355590296625e-07,0.0,4.100645600857433e-08
2010,1.7525272077989484e-07,0.0,4.345889581536255e-08
2011,1.6557799042971055e-07,0.0,3.938691151006424e-08
2012,1.8178709737526333e-07,0.0,4.4255283881966534e-08
2013,1.7181009681621617e-07,0.0,3.681644900055403e-08
2014,1.9294115816137491e-07,0.0,3.984419061353606e-08
2015,2.207709108859035e-07,0.0,3.524354807993291e-08
2016,2.1790497228835193e-07,0.0,3.604131793011334e-08
2017,1.521944863469571e-07,0.0,3.8740415320148713e-08
2018,1.845748762718813e-07,0.0,3.433350759252107e-08
2019,2.1326257915177393e-07,0.0,2.9081260510821494e-08
