year,en_ADP honneur_NOUN,en_ADP donneur_NOUN
1845,2.8068545816495316e-06,1.1160455892778032e-09
1846,2.869876652766834e-06,1.1709002656346001e-09
1847,2.6545446871750755e-06,1.0786447290911383e-09
1848,2.619524138935958e-06,1.6090443422100975e-09
1849,2.9135226213838905e-06,0.0
1850,3.0788096410105936e-06,0.0
1851,2.7448811579233734e-06,8.384270167027807e-09
1852,2.7780497475760058e-06,1.3021090872200602e-09
1853,3.342490344948601e-06,2.9859659189668264e-09
1854,3.098694378422806e-06,2.0782657816909023e-09
1855,3.201675099262502e-06,0.0
1856,3.162227130815154e-06,3.1063134287023786e-09
1857,3.176397967763478e-06,4.393358121745905e-09
1858,3.2175919386645546e-06,3.4255731584664773e-09
1859,3.2584816835878883e-06,3.055304009791371e-09
1860,3.044284994757618e-06,3.661747127736703e-09
1861,3.014444018845097e-06,4.715963730639317e-10
1862,3.038345766981365e-06,1.3553959066214816e-09
1863,3.287459321654751e-06,1.9978483312144135e-09
1864,3.297334387752926e-06,1.4384183844029508e-09
1865,3.4402326036797604e-06,9.41368871743009e-10
1866,3.1680006031820085e-06,1.4596839292835284e-09
1867,3.085417574766325e-06,0.0
1868,3.247967242714367e-06,1.975949626142892e-09
1869,3.1923564165481366e-06,1.4650557433881772e-09
1870,3.281022827650304e-06,0.0
1871,2.7636303912004223e-06,2.1242354542039266e-09
1872,3.207508825653349e-06,1.2094678591978436e-09
1873,3.0708201848028693e-06,1.7958012854535355e-09
1874,2.956236585305305e-06,9.559374625212058e-09
1875,3.56679993274156e-06,0.0
1876,3.2388502404501196e-06,1.209202959984168e-09
1877,3.3682508728816174e-06,1.2369632429454214e-08
1878,3.4579820749058854e-06,6.039088673581716e-10
1879,3.4603217500261962e-06,0.0
1880,3.402100219318527e-06,1.2835692508872398e-09
1881,3.482070269456017e-06,6.9725074602899895e-09
1882,3.613874014263274e-06,3.3276925659464496e-09
1883,3.4876431982411304e-06,1.2638677882037541e-09
1884,3.6731842101289658e-06,6.601696966868076e-10
1885,3.6276037462812383e-06,1.933690763067375e-09
1886,3.7604334011120955e-06,1.936039106809062e-09
1887,3.696024123200914e-06,1.3057849246322917e-09
1888,3.5139687497576233e-06,3.804368819970705e-09
1889,4.025350335723488e-06,3.759081934617825e-09
1890,3.6186768284096615e-06,2.6217545912032847e-09
1891,3.6836618164670654e-06,5.736798147637501e-09
1892,3.776151743295486e-06,1.2537024751679837e-09
1893,3.66425774700474e-06,0.0
1894,3.6838798678218154e-06,3.780923574225881e-09
1895,4.093259576620767e-06,2.4074457982692365e-09
1896,3.5677026062330697e-06,6.486732040400511e-09
1897,3.7419154068629723e-06,1.1653427112179315e-09
1898,3.890118932758924e-06,6.224190496340043e-09
1899,3.6664428080257494e-06,0.0
1900,4.05940363634727e-06,2.595526460424935e-09
1901,3.935590029868763e-06,5.588738916095792e-10
1902,3.3723829346854473e-06,1.9641135384773634e-09
1903,3.7353322568378644e-06,3.2401321625741275e-09
1904,3.905202447640477e-06,1.0749250378694342e-09
1905,3.873149580613244e-06,3.096455536422127e-09
1906,3.925527380488347e-06,1.5432553013283723e-09
1907,3.7609613627864746e-06,0.0
1908,3.6093797461944632e-06,9.822778146428846e-10
1909,3.91670027966029e-06,2.7504918342913243e-09
1910,3.8173266148078255e-06,1.068830135508847e-09
1911,3.791830749833025e-06,2.128149656499545e-09
1912,3.863306574203307e-06,2.6047106693738442e-09
1913,3.8192133615666535e-06,1.590896969716482e-09
1914,3.583427542253048e-06,1.3393487430235496e-09
1915,3.019409177795751e-06,3.534228465440492e-09
1916,3.330299705339712e-06,1.0987462051303964e-09
1917,3.3995916055573616e-06,0.0
1918,3.0255114324972965e-06,3.44591288836682e-09
1919,3.374676452949643e-06,4.603924352863942e-09
1920,3.68616247214959e-06,2.2716695191604686e-09
1921,3.6258313684811583e-06,0.0
1922,3.5023060718231136e-06,4.426761179843197e-09
1923,3.6306541915109847e-06,2.1231896241147297e-09
1924,3.6019198432768462e-06,2.578324886925998e-09
1925,3.495220880722627e-06,2.1996355847875293e-09
1926,3.494314341878635e-06,2.229227691330493e-09
1927,3.4428805975039722e-06,1.1149224876660924e-09
1928,3.34782998834271e-06,0.0
1929,3.3265253023273544e-06,2.2280812750352652e-09
1930,3.689915956783807e-06,3.1510811737689437e-09
1931,3.38625045515073e-06,2.2810713318222042e-09
1932,3.1245638183463598e-06,2.1919073223131136e-09
1933,3.1177260098047554e-06,1.1470662197865522e-09
1934,3.2110635856952285e-06,1.1981580172459871e-09
1935,3.4073705137416255e-06,2.393656828303392e-09
1936,3.227599108868162e-06,6.0623572828433225e-09
1937,3.0495687042275677e-06,1.2591118148108649e-09
1938,3.2426000871055294e-06,1.2965214457594243e-09
1939,3.1597508041159017e-06,3.058810094103137e-09
1940,3.1291560844692867e-06,0.0
1941,3.417839934627409e-06,1.1806010391524069e-08
1942,3.091861799475737e-06,3.034211770724937e-09
1943,3.3532367069710745e-06,0.0
1944,3.2356783776776865e-06,0.0
1945,2.9213738343969453e-06,0.0
1946,2.962410917461966e-06,0.0
1947,2.8145175292593194e-06,4.7683483828109274e-09
1948,2.940845661214553e-06,1.0871887834440486e-09
1949,2.6015072762675118e-06,2.945102384188658e-09
1950,2.79497294286557e-06,2.1270722960764488e-09
1951,2.7836920253321296e-06,3.1984206394497505e-09
1952,2.4200323878176278e-06,1.0544803918932644e-09
1953,2.552319756432553e-06,2.1547654771580937e-09
1954,2.365931095482665e-06,3.9090144454689835e-09
1955,2.5707179247547174e-06,4.6928039232341234e-09
1956,2.4052908429439412e-06,2.616342476002842e-09
1957,2.4234509510279167e-06,5.301022731885041e-09
1958,2.1375476535467897e-06,3.3088973783179654e-09
1959,2.2849203560326714e-06,6.975672928177801e-09
1960,2.3129425699153217e-06,5.536666680683311e-09
1961,2.405452733000857e-06,3.47407969059077e-09
1962,2.340181936233421e-06,9.512934440181198e-09
1963,2.1603084405796835e-06,3.2330267352165265e-09
1964,2.0356958430056693e-06,7.300761772910391e-09
1965,2.367753268117667e-06,9.302473458205895e-09
1966,2.1995665520080365e-06,4.431259803538978e-09
1967,2.1708267468056874e-06,2.662381248796919e-08
1968,2.322062073289999e-06,8.533690198930799e-09
1969,1.9525016341503942e-06,1.3171097990039016e-08
1970,1.9195078948541777e-06,1.0577067222072856e-08
1971,1.8729458588495618e-06,1.644287195290417e-08
1972,1.7878561493489542e-06,1.0773308467548759e-08
1973,1.5900079688435653e-06,8.821126051827832e-09
1974,1.5790980114616104e-06,9.00091468025721e-09
1975,1.4969789390306687e-06,6.282628195464213e-09
1976,1.403242208652955e-06,8.570290255249802e-09
1977,1.6296315834551933e-06,7.639816779203557e-09
1978,1.4726725794389495e-06,4.752473081737207e-09
1979,1.3869176882508327e-06,7.607565244427406e-09
1980,1.2928032901982078e-06,7.95921106799824e-09
1981,1.373276859339967e-06,3.795329828193417e-09
1982,1.2744002333420212e-06,5.586751949948621e-09
1983,1.1917001074834843e-06,1.9577479193344516e-08
1984,1.1650207625280018e-06,2.0876431250371752e-08
1985,1.2446189430193044e-06,2.1054452403745927e-08
1986,1.1377533155609854e-06,1.1988970705090196e-08
1987,1.0736705462477403e-06,9.166225112267057e-09
1988,1.0793796718644444e-06,2.4585871116755698e-08
1989,1.0235347644993453e-06,2.689179900983163e-08
1990,1.0913647656707326e-06,1.3621627381610324e-08
1991,9.806230991671328e-07,2.2273567878983158e-08
1992,1.018788680084981e-06,1.4876849085965205e-08
1993,1.0142289283976424e-06,1.4955860550003308e-08
1994,9.684765700512799e-07,2.7429617688312646e-08
1995,9.353727818961488e-07,4.0126135303353294e-08
1996,7.948419238346105e-07,2.4021414191111035e-08
1997,7.523189538005681e-07,3.4043750929413363e-08
1998,8.210718647205795e-07,3.5284156041370807e-08
1999,7.85617601195554e-07,3.3362468343511864e-08
2000,8.142432079694117e-07,4.329670844072098e-08
2001,7.491872224818508e-07,2.6725391677473453e-08
2002,7.246540576488769e-07,2.6287329646379476e-08
2003,6.975428732403088e-07,3.2918691772465536e-08
2004,6.611591629734903e-07,2.8190664025373735e-08
2005,6.498910920527123e-07,2.432024714948966e-08
2006,6.839815114290104e-07,3.294312023172097e-08
2007,6.227393214430776e-07,3.395307501818934e-08
2008,5.905068860556639e-07,3.193079933794252e-08
2009,6.117591055954108e-07,4.243691265060079e-08
2010,4.3789560777440784e-07,3.070465481869178e-08
2011,4.561998423469049e-07,3.785732261007979e-08
2012,4.364252106370259e-07,3.472337795074054e-08
2013,4.688519084083964e-07,2.7054513296320692e-08
2014,5.859694738319376e-07,2.03551842048455e-08
2015,8.123748784782947e-07,2.3717356967267733e-08
2016,9.113896339840721e-07,2.3406142801718488e-08
2017,4.0928995304057025e-07,2.8929530770938072e-08
2018,4.450448614079505e-07,2.5556520455438658e-08
2019,6.624915158681688e-07,2.3469088006322636e-08
