year,son_DET dentier_NOUN
1924,7.734974438733389e-09
1925,2.639562701745035e-08
1926,1.3375366259005261e-08
1927,7.804457524684949e-09
1928,1.4853853258500749e-08
1929,1.0026365515614089e-08
1930,9.453243521306831e-09
1931,1.2545892325022123e-08
1932,6.575722188983946e-09
1933,1.0323595756034365e-08
1934,1.1981580172459871e-08
1935,2.5133395809007197e-08
1936,1.8187071404440758e-08
1937,2.392312481447334e-08
1938,2.2040865133021725e-08
1939,2.9058696782158222e-08
1940,7.607348528892999e-09
1941,3.246652724442356e-08
1942,2.1239483061208375e-08
1943,3.193558839598154e-08
1944,4.177142187700156e-08
1945,5.2284097051824574e-08
1946,2.7842208538686464e-08
1947,3.218635202806297e-08
1948,3.261566394741067e-08
1949,2.8469324453439526e-08
1950,1.8080114516649815e-08
1951,3.0918066329377325e-08
1952,4.428817490520487e-08
1953,3.5553629373907825e-08
1954,2.8340354063516315e-08
1955,3.660387193349379e-08
1956,5.319896456690287e-08
1957,2.6505112771246786e-08
1958,3.226174849491059e-08
1959,3.4878365084978213e-08
1960,2.49150000630749e-08
1961,2.640300600376122e-08
1962,5.073565106927802e-08
1963,3.2330265131719216e-08
1964,3.711220830648898e-08
1965,3.009623839034248e-08
1966,3.5450079760579456e-08
1967,2.415864347460328e-08
1968,4.311759127517689e-08
1969,2.952142613699138e-08
1970,3.265094794535628e-08
1971,3.031654582930088e-08
1972,3.1293896363138174e-08
1973,2.4809417742410744e-08
1974,3.656621505587765e-08
1975,4.0551508817543436e-08
1976,4.342280446323343e-08
1977,4.407586473575975e-08
1978,3.9207902147175844e-08
1979,4.740098236144519e-08
1980,4.434417549825653e-08
1981,4.554395754974294e-08
1982,3.3520510700491e-08
1983,5.1785592258823954e-08
1984,4.117295865357917e-08
1985,4.391357222299774e-08
1986,5.3950367839838975e-08
1987,4.3386798875832966e-08
1988,6.896036786052662e-08
1989,5.158834681662228e-08
1990,3.8685422643069955e-08
1991,4.982245427331833e-08
1992,5.7854414148295064e-08
1993,4.320581875605356e-08
1994,4.325439906249784e-08
1995,5.6393489877848424e-08
1996,4.483997462223499e-08
1997,5.801822156037417e-08
1998,3.909866108653404e-08
1999,5.8955593740250833e-08
2000,4.2854905513145525e-08
2001,5.476514886026962e-08
2002,4.3374092539849585e-08
2003,4.083584637104565e-08
2004,5.3738452132634507e-08
2005,5.3594619853214454e-08
2006,5.84740358355873e-08
2007,5.991719265185935e-08
2008,7.535668378189087e-08
2009,6.580105393894087e-08
2010,1.3462810022346616e-07
2011,1.2733826482147492e-07
2012,1.2902117685342773e-07
2013,1.570277330387171e-07
2014,1.6738891517320553e-07
2015,1.4341242193793846e-07
2016,1.3318716796106855e-07
2017,1.4112579549419024e-07
2018,1.3088036343589238e-07
2019,1.2168211505070303e-07
