year,en_ADP hommages_NOUN,en_ADP dommages_NOUN
1843,8.269675610961258e-09,1.6190842870855704e-06
1844,2.3051957731556882e-08,2.0960815163562074e-06
1845,2.7343116215661212e-08,2.2404615265259054e-06
1846,2.0490753982471688e-08,2.0929842321493197e-06
1847,8.089835468183537e-09,2.7802068416349357e-06
1848,5.63165514222419e-09,2.4529881557100452e-06
1849,9.217355989576959e-09,3.753977807718911e-06
1850,6.1100964288129944e-09,2.0808272438443964e-06
1851,8.384270167027807e-09,2.3456609596905764e-06
1852,2.604218196644581e-08,2.678438477232703e-06
1853,1.6721408258035808e-08,1.9038518530578585e-06
1854,2.5458755104068587e-08,2.724606474657776e-06
1855,4.404757802944914e-08,1.9296023765491555e-06
1856,1.2425253714809514e-08,1.9476585748634534e-06
1857,1.5620829074691756e-08,2.001906977966428e-06
1858,2.300027723833864e-08,1.9951517060690094e-06
1859,1.9859475841599306e-08,1.8876686453950242e-06
1860,1.830873586072812e-08,1.3704088814847637e-06
1861,1.5091083938045813e-08,1.5647567579435417e-06
1862,1.9427341513278407e-08,1.4922908349035424e-06
1863,1.4484400623349103e-08,1.8290301113665919e-06
1864,1.4863656971897399e-08,1.6757574030634714e-06
1865,1.3179164426446732e-08,1.8469656879460672e-06
1866,1.3623716377253459e-08,2.1228668174444465e-06
1867,1.1161466417775046e-08,2.1949265374132665e-06
1868,8.397785578040384e-09,1.3594533356808824e-06
1869,1.5138908793232986e-08,1.993940941247274e-06
1870,1.2614907340946502e-08,1.6147081396411522e-06
1871,4.354682658913589e-08,2.201770030296757e-06
1872,1.2094679036067646e-08,1.8982598248840077e-06
1873,3.95076291681562e-08,1.6108338058984373e-06
1874,6.094101223652615e-08,2.006273689403315e-06
1875,1.0870901512305409e-08,1.6483719491589e-06
1876,7.255217759905008e-09,1.8186412944487529e-06
1877,2.9068635498674666e-08,2.4535165721317753e-06
1878,2.2948536348987858e-08,2.2320471089187777e-06
1879,1.649517855639715e-08,2.063119154627202e-06
1880,1.1552122813895949e-08,2.2821861875854665e-06
1881,1.8128519130300447e-08,2.131495648427517e-06
1882,1.1979693681496428e-08,2.9736261240032036e-06
1883,1.64302811356265e-08,3.03644242194423e-06
1884,9.242375753615306e-09,2.563439011282753e-06
1885,2.1915161241281567e-08,2.557628249633126e-06
1886,1.613365974151293e-08,2.556862455094233e-06
1887,1.7628096316002484e-08,3.6274705053074285e-06
1888,1.0779045211961602e-08,3.158260142299696e-06
1889,8.771191772893872e-09,2.5329948130092816e-06
1890,2.1629475099871343e-08,3.2345897125196643e-06
1891,7.0116419337296065e-09,3.253401928304811e-06
1892,1.817868522380195e-08,3.0947644518164452e-06
1893,1.046930819814662e-08,3.764024086194695e-06
1894,1.5123694296903523e-08,4.32348588219611e-06
1895,1.2037228769301578e-08,3.5154728266206803e-06
1896,8.255840455717589e-09,3.2545704016229138e-06
1897,1.3984112534615178e-08,3.806009317486314e-06
1898,1.3580051860806464e-08,3.733948460649117e-06
1899,1.713549302451156e-08,3.37071719513915e-06
1900,1.0901211489056095e-08,3.363802534295246e-06
1901,5.029864968975062e-09,3.922735686501255e-06
1902,1.1293652790733688e-08,3.4740257888188353e-06
1903,1.4040573148577096e-08,3.9983228816709016e-06
1904,1.4511488011237361e-08,3.4811446312232874e-06
1905,4.128607344888735e-09,3.864892278215848e-06
1906,1.4918134283448126e-08,3.3236576655326644e-06
1907,5.142843484406967e-09,3.868960902764229e-06
1908,2.0136695866312948e-08,3.3873850497911917e-06
1909,1.7053048750881317e-08,3.138311058137333e-06
1910,1.4963621453034648e-08,3.5383620797801996e-06
1911,1.59611229788581e-08,3.302356162748765e-06
1912,7.293189607793238e-09,3.746615675481735e-06
1913,1.3787773589513108e-08,3.2878535876079695e-06
1914,1.7411533825839598e-08,3.382525164852268e-06
1915,1.6493066468115103e-08,3.4011059142358135e-06
1916,8.789969641043172e-09,2.843555193976499e-06
1917,1.2063066989753679e-08,2.4169999051082414e-06
1918,1.9526840588923733e-08,1.988291842280887e-06
1919,1.1970203106503874e-08,2.443762923576287e-06
1920,6.057785384427916e-09,2.2527390228788136e-06
1921,6.8154727417280014e-09,2.4558419227105333e-06
1922,6.640141769764796e-09,3.0596297619922552e-06
1923,5.307974060286824e-09,2.547827534726821e-06
1924,7.734974438733389e-09,2.2083352178015048e-06
1925,6.598906754362588e-09,2.1611419924738584e-06
1926,1.5604593173179637e-08,1.6529722870473051e-06
1927,3.3447675740205796e-09,1.8072893226417364e-06
1928,1.1426041335305115e-08,2.1206733435974456e-06
1929,1.5596569369336066e-08,1.5707972806922044e-06
1930,1.2604324695075775e-08,1.797166532924166e-06
1931,7.983749661377715e-09,1.5043665371194948e-06
1932,7.6716757391182e-09,1.1354079560987884e-06
1933,1.1470662641954732e-08,1.5278922091965796e-06
1934,9.585264137967897e-09,1.4401858834389714e-06
1935,9.574627313213568e-09,2.183015112677822e-06
1936,6.0623572828433225e-09,1.5762128668939113e-06
1937,1.2591118370153254e-08,1.7539427972224075e-06
1938,1.2965214679638848e-08,1.5285987728930195e-06
1939,1.2235240376412548e-08,1.6609338899797876e-06
1940,1.77504799747652e-08,1.8815509292835486e-06
1941,8.854508237732261e-09,2.036536898231134e-06
1942,6.068423541449874e-09,1.3744979696639348e-06
1943,2.6129116648121453e-08,1.0422614877825254e-06
1944,0.0,1.3752436416325509e-06
1945,1.3071024262956144e-08,1.0870735422940925e-06
1946,1.5313214696277555e-08,1.1735490943465265e-06
1947,5.960435700558264e-09,1.1956633443332976e-06
1948,1.0871888278529696e-08,1.3383294117375044e-06
1949,6.871905600114303e-09,1.210437176268897e-06
1950,1.701657836861159e-08,1.3421825997284031e-06
1951,9.595261474260042e-09,1.2889635172541603e-06
1952,6.326882129314981e-09,1.2390144092933042e-06
1953,1.6160740301529586e-08,1.466317939957662e-06
1954,8.795282724349818e-09,1.1648862709989771e-06
1955,9.385607846468247e-09,1.494188722972467e-06
1956,4.360570571293465e-09,1.4075922081246972e-06
1957,7.068030161150318e-09,1.1238167871852056e-06
1958,7.445019267748876e-09,1.010868118100916e-06
1959,6.975673039200103e-09,1.1486607718325104e-06
1960,5.536666680683311e-09,8.554150099371327e-07
1961,5.558527582660844e-09,1.164511445495009e-06
1962,1.5220695814832652e-08,8.105020015136688e-07
1963,7.759263787043835e-09,7.895051226114447e-07
1964,7.909158661334459e-09,8.791334380475746e-07
1965,1.5321720781003023e-08,7.628028697581613e-07
1966,2.215629901769489e-09,9.410887855665351e-07
1967,8.381570104631919e-09,1.0131839189853054e-06
1968,7.635406973349745e-09,5.281905259835185e-07
1969,7.266812457329408e-09,6.540131494148227e-07
1970,9.197449912790034e-09,8.406469191868382e-07
1971,7.707596338946132e-09,6.705608939228114e-07
1972,9.234264186641639e-09,5.838107313138607e-07
1973,9.37244681864513e-09,7.327047910621332e-07
1974,1.0688586016271984e-08,8.185206752386875e-07
1975,3.4268881066168433e-09,7.396366754619521e-07
1976,6.8562320265641574e-09,7.244752282531408e-07
1977,8.815172591880582e-09,7.116782967386825e-07
1978,7.72276909088987e-09,7.609897352267581e-07
1979,5.266775904289034e-09,7.086739515216323e-07
1980,1.2507331170752423e-08,7.657898208890401e-07
1981,1.0753434587229549e-08,7.938564863252395e-07
1982,6.2075020679230875e-09,7.684888032599702e-07
1983,3.78918940668882e-09,6.668973924206512e-07
1984,4.059306057957457e-09,7.109584316822293e-07
1985,3.0077789148208467e-09,7.188592121565307e-07
1986,6.593933843390687e-09,8.572114325033908e-07
1987,4.888653315493485e-09,8.665138579999621e-07
1988,1.079379691182325e-08,1.002024191620876e-06
1989,4.390497854167563e-09,9.521892252450925e-07
1990,7.628111586832631e-09,9.180976690004172e-07
1991,8.206051504977552e-09,8.540154681213608e-07
1992,7.713921945651236e-09,8.149207246788137e-07
1993,8.308811083601597e-09,8.901506589609198e-07
1994,9.494867780901473e-09,9.362995001538366e-07
1995,3.79571546416102e-09,9.337460369351902e-07
1996,1.0142375161947825e-08,1.0884369885388878e-06
1997,1.3425704104008673e-08,9.091119750337384e-07
1998,1.0966696772918283e-08,8.940242537391896e-07
1999,4.570201106446348e-09,8.112107252600254e-07
2000,5.743440834038438e-09,7.333932217079564e-07
2001,1.0953029233595757e-08,7.369198442574998e-07
2002,7.448076377869484e-09,7.960679226926004e-07
2003,8.333846057695382e-09,7.758810625091428e-07
2004,3.523833003171717e-09,8.298626994474034e-07
2005,9.457874483587148e-09,3.9047509403644654e-07
2006,1.194188103958993e-08,3.059592188492388e-07
2007,8.787855249048349e-09,6.514995902762166e-07
2008,7.663391698997657e-09,4.2233801877955557e-07
2009,1.8119132416671846e-08,2.23628234152784e-07
2010,6.613310343794865e-09,2.4988864311126235e-07
2011,4.971163480860241e-09,1.521940902193819e-07
2012,6.808505315092361e-09,2.0936154498940596e-07
2013,6.693900100884775e-09,2.805859651289211e-07
2014,6.9294245896855955e-09,2.906027418703161e-07
2015,8.644644111654998e-09,3.677298536786111e-07
2016,9.113896304313585e-09,3.6434872185964196e-07
2017,7.54683426862357e-09,3.9973065213416703e-07
2018,4.904786798931582e-09,2.5917924517671054e-07
2019,6.377469219387422e-09,3.181081638103933e-07
