year,certain_ADJ hommage_NOUN,certain_ADJ dommage_NOUN
1904,0.0,1.1824175416563776e-08
1905,1.5482277682110634e-09,8.257214467732865e-09
1906,5.144184633820714e-09,7.201858220895474e-09
1907,2.5714217422034835e-09,5.142843484406967e-09
1908,3.929111258571538e-09,1.0313916831705683e-08
1909,0.0,1.925344328412848e-08
1910,0.0,8.01622590529405e-09
1911,3.7242617878519013e-09,1.5961122201701983e-08
1912,4.167536982180309e-09,7.293189607793238e-09
1913,0.0,1.484837142129436e-08
1914,8.036092680185902e-09,6.696743604095445e-09
1915,0.0,9.424609537234119e-09
1916,7.69122365795738e-09,8.789969641043172e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,1.1486376294556067e-09,1.1486376294556067e-08
1919,0.0,4.603924352863942e-09
1920,3.786115865267448e-09,7.572231730534895e-09
1921,4.543648568500203e-09,9.087297137000405e-09
1922,0.0,8.115729421831475e-09
1923,0.0,1.3800733000834953e-08
1924,0.0,9.02413699321869e-09
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,0.0,7.802296586589819e-09
1927,2.2298449753321847e-09,1.4493992672726108e-08
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,3.342121912552898e-09,6.684243825105796e-09
1930,3.1510811737689437e-09,1.05036033204442e-08
1931,0.0,5.7026783295555106e-09
1932,2.1919073223131136e-09,8.767629289252454e-09
1933,0.0,6.882397318719313e-09
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,7.180970484910176e-09,8.377798899061872e-09
1936,6.0623572828433225e-09,4.849885826274658e-09
1937,1.2591118370153254e-08,1.0072894518486919e-08
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,0.0,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,4.908504269707237e-09
1950,2.1270722960764488e-09,9.571825110299415e-09
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,0.0,8.619061908632375e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,1.8771215692936494e-09,3.754243138587299e-09
1956,8.72114158667614e-10,9.593255967388359e-09
1957,3.534015080575159e-09,6.184526224473075e-09
1958,0.0,4.9633461784992505e-09
1959,7.750747821333448e-10,1.0851047171911432e-08
1960,6.920833239831836e-09,3.460416619915918e-09
1961,2.779263708063695e-09,5.55852741612739e-09
1962,5.7077609305622445e-09,5.0735651235811474e-09
1963,3.879631726988464e-09,8.405868889838075e-09
1964,1.2167936658258327e-09,3.041984220075733e-09
1965,1.0944086747954884e-09,1.2585699593614663e-08
1966,2.769537488234164e-09,4.985167390003653e-09
1967,2.465167847631733e-09,4.437302081328198e-09
1968,1.3474247273492779e-09,3.5931326802796093e-09
1969,4.995933444718048e-09,7.72098829315837e-09
1970,3.219107425067591e-09,2.2993624781975086e-09
1971,3.083038491169532e-09,2.569198631618974e-09
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,2.7566018356850464e-09,3.859242703185828e-09
1974,1.6876715580593782e-09,3.937900228123681e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,5.713526984862938e-09,9.141642998145016e-09
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,5.940591130126904e-09,2.970295565063452e-09
1979,1.7555920051037788e-09,9.363157360553487e-09
1980,1.1370301367108482e-09,1.7055452605774235e-09
1981,5.060439622894819e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,8.069752865935698e-09
1983,3.78918940668882e-09,8.841442245000053e-09
1984,2.3196033982486597e-09,3.479405208395292e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,2.997242676272549e-09,3.5966913891627428e-09
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,2.99827696004229e-09,3.597932174415064e-09
1989,6.036934507847036e-09,4.390497743145261e-09
1990,5.44865097484859e-10,4.90378582185258e-09
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,2.7549720282848966e-09,6.61193322315512e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,5.274926717646622e-09,3.6924485691258724e-09
1995,2.7112254663563817e-09,3.795715741716776e-09
1996,5.3380921904988554e-09,3.2028553142993132e-09
1997,3.835915585170824e-09,3.3564262480467733e-09
1998,1.9072516899143466e-09,6.675381136744818e-09
1999,3.1991407301035224e-09,1.0968483010742602e-08
2000,4.859834756842929e-09,5.3016377954406835e-09
2001,5.257454027685071e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,5.257465574004527e-09
2003,8.333845835650777e-10,3.333538334260311e-09
2004,3.9643119897903034e-09,5.285749615779878e-09
2005,3.602999676388663e-09,1.8014998381943315e-09
2006,1.2353669198716943e-09,2.8825228870488218e-09
2007,7.988958938831558e-10,3.994479413904628e-09
2008,4.6831836186811415e-09,1.7029758714315335e-09
2009,9.53638501499654e-10,2.384096253749135e-09
2010,2.3618964561933353e-09,1.8895172093635892e-09
2011,7.64794394481072e-10,2.2943831279320648e-09
2012,6.808505426114664e-10,1.3617010852229328e-09
2013,1.1156500168141292e-09,2.789125042035323e-10
2014,1.9489005964601347e-09,1.0827225782605865e-09
2015,1.5516027351836215e-09,4.433150790905671e-10
2016,1.86420612280358e-09,2.4856081637381067e-09
2017,7.54683426862357e-10,2.0124890642847504e-09
2018,2.323319980845895e-09,5.162933414126769e-10
2019,3.3162841361900064e-09,1.53059265262101e-09
