year,son_DET entier_ADJ,son_DET dentier_NOUN
1873,2.619475480969413e-06,4.788803575905831e-09
1874,2.248245436931029e-06,1.792382742227261e-09
1875,2.2868944142828695e-06,0.0
1876,2.4196151571231894e-06,3.02300739996042e-09
1877,2.2314816305879503e-06,1.0514186854493346e-08
1878,2.162597638744046e-06,3.0195443923020093e-09
1879,2.2934407297725556e-06,6.10932526790009e-10
1880,2.3765285277477233e-06,5.134277003548959e-09
1881,2.4536254841223126e-06,4.183504653809678e-09
1882,2.3207328467833577e-06,5.989846840748214e-09
1883,2.423466412437847e-06,6.319338941018771e-10
1884,2.2102481125330087e-06,1.3203393933736152e-09
1885,2.477702309988672e-06,1.933690763067375e-09
1886,2.3258282908500405e-06,1.2906927748801422e-09
1887,2.2825120140623767e-06,1.828098916689669e-08
1888,2.2261897356656846e-06,0.0
1889,2.120748831657693e-06,1.8795409673089125e-09
1890,2.0718416635645553e-06,4.5880703680722945e-09
1891,2.1538489818340167e-06,5.736798147637501e-09
1892,2.1507266865228303e-06,7.522214851007902e-09
1893,1.9737724414881086e-06,9.853466487186324e-09
1894,2.0517811663012253e-06,1.071261657159539e-08
1895,2.0005875285278307e-06,3.0093072478365457e-09
1896,2.2874576188769424e-06,5.897029087265082e-09
1897,2.0107988802919863e-06,2.330685422435863e-09
1898,1.9628832887974568e-06,9.05336783318944e-09
1899,1.8019906065092073e-06,3.8693048765026106e-09
1900,1.867740934358153e-06,3.6337372000261325e-09
1901,1.8331063529331004e-06,6.706486921359556e-09
1902,1.8374282717559254e-06,1.2275709337927765e-08
1903,1.8387750060355756e-06,1.674068350610014e-08
1904,1.7736263089318527e-06,1.289910045443321e-08
1905,1.8057495481116348e-06,1.4450125540577119e-08
1906,1.753138121785014e-06,1.388929860013377e-08
1907,1.7475381355325226e-06,6.1714118260169926e-09
1908,1.6600495200691512e-06,4.4202499438483756e-09
1909,1.752613343342091e-06,1.3752458727367411e-08
1910,1.7603632613827358e-06,1.2825961626106164e-08
1911,1.7355060890622553e-06,2.4473720827700163e-08
1912,1.507606498307723e-06,4.167536982180309e-09
1913,1.5315034715968068e-06,7.42418571064718e-09
1914,1.5074369912326802e-06,1.1384464038144415e-08
1915,1.4290063745647785e-06,2.3561523843085297e-09
1916,1.3910126881455653e-06,4.394984820521586e-09
1917,1.417958628735505e-06,1.7546279096336548e-08
1918,1.4266079233493656e-06,9.189101035644853e-09
1919,1.4962753311920096e-06,3.6831393490643904e-09
1920,1.412978463122272e-06,7.572231730534895e-09
1921,1.4123173741609207e-06,6.058197943303867e-09
1922,1.4556666201315238e-06,7.377935595798135e-09
1923,1.4756168411622639e-06,2.441667978914097e-08
1924,1.3781146890323726e-06,7.734974438733389e-09
1925,1.2592913662956562e-06,2.639562701745035e-08
1926,1.2762328651660937e-06,1.3375366259005261e-08
1927,1.3668949350176263e-06,7.804457524684949e-09
1928,1.2317271966821863e-06,1.4853853258500749e-08
1929,1.3312785540620098e-06,1.0026365515614089e-08
1930,1.2184179922769545e-06,9.453243521306831e-09
1931,1.0971953088301234e-06,1.2545892325022123e-08
1932,1.1134889064123854e-06,6.575722188983946e-09
1933,1.3007730785830063e-06,1.0323595756034365e-08
1934,1.2101395441277418e-06,1.1981580172459871e-08
1935,1.162120383924048e-06,2.5133395809007197e-08
1936,1.1894344424945302e-06,1.8187071404440758e-08
1937,1.0274352462147363e-06,2.392312481447334e-08
1938,1.1694623935909476e-06,2.2040865133021725e-08
1939,9.987014664147864e-07,2.9058696782158222e-08
1940,1.072636223398149e-06,7.607348528892999e-09
1941,1.2337280850260868e-06,3.246652724442356e-08
1942,1.2258215065230615e-06,2.1239483061208375e-08
1943,1.2106490885344101e-06,3.193558839598154e-08
1944,1.1856657238240587e-06,4.177142187700156e-08
1945,9.389352157995745e-07,5.2284097051824574e-08
1946,9.870062740446883e-07,2.7842208538686464e-08
1947,1.0180423259953386e-06,3.218635202806297e-08
1948,1.100235067497124e-06,3.261566394741067e-08
1949,1.0199871667282423e-06,2.8469324453439526e-08
1950,1.1113952496089041e-06,1.8080114516649815e-08
1951,1.212201368616661e-06,3.0918066329377325e-08
1952,9.606316098142997e-07,4.428817490520487e-08
1953,1.0935434602288296e-06,3.5553629373907825e-08
1954,1.039797894009098e-06,2.8340354063516315e-08
1955,9.995671916840365e-07,3.660387193349379e-08
1956,1.0046754823633819e-06,5.319896456690287e-08
1957,1.001009763967886e-06,2.6505112771246786e-08
1958,9.926692428052775e-07,3.226174849491059e-08
1959,9.277645176553051e-07,3.4878365084978213e-08
1960,9.405412697560678e-07,2.49150000630749e-08
1961,1.1818818848041701e-06,2.640300600376122e-08
1962,9.766613402462099e-07,5.073565106927802e-08
1963,1.0106441550306045e-06,3.2330265131719216e-08
1964,1.1072822871938115e-06,3.711220830648898e-08
1965,1.2624003602468292e-06,3.009623839034248e-08
1966,1.0812274240379338e-06,3.5450079760579456e-08
1967,1.1532055168572697e-06,2.415864347460328e-08
1968,1.2072925983375171e-06,4.311759127517689e-08
1969,1.4024948313817731e-06,2.952142613699138e-08
1970,1.2195819181215484e-06,3.265094794535628e-08
1971,1.2131756648159353e-06,3.031654582930088e-08
1972,1.259451096302655e-06,3.1293896363138174e-08
1973,1.3303360901772976e-06,2.4809417742410744e-08
1974,1.1284896572760772e-06,3.656621505587765e-08
1975,1.1023156503142673e-06,4.0551508817543436e-08
1976,1.1587032986426493e-06,4.342280446323343e-08
1977,1.1365696082066279e-06,4.407586473575975e-08
1978,1.177425247078645e-06,3.9207902147175844e-08
1979,1.3219607808423461e-06,4.740098236144519e-08
1980,1.350791762888548e-06,4.434417549825653e-08
1981,1.1733894780263654e-06,4.554395754974294e-08
1982,1.2669512443608255e-06,3.3520510700491e-08
1983,1.2693785720330197e-06,5.1785592258823954e-08
1984,1.1429846153987455e-06,4.117295865357917e-08
1985,1.156791768153198e-06,4.391357222299774e-08
1986,1.171322423942911e-06,5.3950367839838975e-08
1987,1.3174920923120226e-06,4.3386798875832966e-08
1988,1.1663297527775285e-06,6.896036786052662e-08
1989,1.2244000799910282e-06,5.158834681662228e-08
1990,1.3387335684456048e-06,3.8685422643069955e-08
1991,1.3340694522412377e-06,4.982245427331833e-08
1992,1.3692210814042483e-06,5.7854414148295064e-08
1993,1.3908950222685235e-06,4.320581875605356e-08
1994,1.3155666920283693e-06,4.325439906249784e-08
1995,1.4136329582470353e-06,5.6393489877848424e-08
1996,1.2768716715072514e-06,4.483997462223499e-08
1997,1.3104446452416596e-06,5.801822156037417e-08
1998,1.331261728410027e-06,3.909866108653404e-08
1999,1.3344987337404746e-06,5.8955593740250833e-08
2000,1.409793867424014e-06,4.2854905513145525e-08
2001,1.3971684893476777e-06,5.476514886026962e-08
2002,1.3472256341628963e-06,4.3374092539849585e-08
2003,1.3004965921936673e-06,4.083584637104565e-08
2004,1.2663774668908445e-06,5.3738452132634507e-08
2005,1.2565461702251923e-06,5.3594619853214454e-08
2006,1.3683747965842485e-06,5.84740358355873e-08
2007,1.2730406524497084e-06,5.991719265185935e-08
2008,1.1699444257828873e-06,7.535668378189087e-08
2009,1.2845511037085089e-06,6.580105393894087e-08
2010,1.070883854481508e-06,1.3462810022346616e-07
2011,9.150764981313841e-07,1.2733826482147492e-07
2012,8.582121040490165e-07,1.2902117685342773e-07
2013,9.343568763142684e-07,1.570277330387171e-07
2014,9.712022119856556e-07,1.6738891517320553e-07
2015,9.101258342525398e-07,1.4341242193793846e-07
2016,1.0139209507542546e-06,1.3318716796106855e-07
2017,9.063747370419151e-07,1.4112579549419024e-07
2018,7.700515425312915e-07,1.3088036343589238e-07
2019,8.816213608042744e-07,1.2168211505070303e-07
