year,en_ADP an_NOUN,en_ADP dent_NOUN
1977,1.4280580318271063e-07,4.7014253823363106e-08
1978,1.188118274875194e-07,4.990096869050831e-08
1979,1.281582141521298e-07,5.383815349091492e-08
1980,1.5804718556111652e-07,5.1166356485055076e-08
1981,1.1449244580186146e-07,4.3013738348918196e-08
1982,1.3904804907483026e-07,3.848651530802272e-08
1983,1.3388469954911386e-07,5.999550012347754e-08
1984,1.786094572242547e-07,5.0451372857196475e-08
1985,1.0527226579348792e-07,8.421780961498371e-08
1986,1.0190625043815515e-07,6.054430201629657e-08
1987,1.1305011188289527e-07,6.721898415662508e-08
1988,2.4645836249614916e-07,4.9771397669928774e-08
1989,1.053719477228654e-07,3.951447880012893e-08
1990,1.0897301572221352e-07,3.705082818328265e-08
1991,1.1781545167233176e-07,5.7442360201775955e-08
1992,1.4160556649489564e-07,4.683452559106627e-08
1993,1.0801454858322401e-07,2.8803878393546256e-08
1994,9.283870938681105e-08,4.008944287647864e-08
1995,1.1441371272624679e-07,2.6027763055935793e-08
1996,1.2117468917161034e-07,2.4555223632205525e-08
1997,7.719779804293836e-08,3.787966562640577e-08
1998,8.201181977973704e-08,3.194646680526603e-08
1999,8.27206416420534e-08,3.107736645802106e-08
2000,8.350079627739149e-08,4.1087691471375365e-08
2001,1.0339659703428872e-07,2.93541191354052e-08
2002,1.0602556049787992e-07,2.891606243338174e-08
2003,8.500522735710447e-08,3.166861262116072e-08
2004,1.0263163519041996e-07,2.2023955992267474e-08
2005,9.097574116267992e-08,2.8823997411109303e-08
2006,7.782812000423078e-08,2.1001238081908014e-08
2007,7.869124660220272e-08,3.0358044966760644e-08
2008,7.705965823778804e-08,3.022782024686421e-08
2009,6.53242375747709e-08,3.290052674742583e-08
2010,8.077686158847186e-08,2.3618964561933353e-08
2011,3.7474924913238894e-08,2.2179037273417634e-08
2012,3.6765930244708755e-08,3.6425504390535934e-08
2013,2.8727987766430374e-08,2.7054513296320692e-08
2014,3.3131311125145224e-08,2.2304085689484054e-08
2015,2.1722439139115757e-08,2.1944096317838557e-08
2016,2.7548822750800284e-08,2.423467826417891e-08
2017,2.440142932158551e-08,2.0124890198758294e-08
2018,2.0135440093049795e-08,2.684725330936999e-08
2019,4.28565950505444e-08,2.2703790847344862e-08
