year,en_ADP an_NOUN,en_ADP dent_NOUN
1800,4.904896533375336e-07,4.087413785214267e-08
1801,5.643402785082685e-07,7.381665767525192e-08
1802,6.064546766992862e-07,9.84649659585557e-08
1803,5.265915992147541e-07,1.3652374342143503e-08
1804,3.6830580740776497e-07,9.887403784603066e-09
1805,4.918178508894755e-07,8.528632911009026e-09
1806,4.3801370352980484e-07,1.729001475325731e-08
1807,4.526658616832435e-07,0.0
1808,5.483899125913183e-07,1.1330369531492579e-08
1809,5.421673359151669e-07,6.7770917766551975e-09
1810,5.943921879136838e-07,2.3401267590372754e-09
1811,5.515568854974617e-07,1.7549536934780008e-08
1812,3.6807472891808857e-07,1.0668832928217853e-08
1813,4.658701489024253e-07,1.1502966579257645e-08
1814,5.286417530392384e-07,3.1466771410748606e-09
1815,5.529308373386499e-07,2.6972236000233352e-08
1816,5.400016984680178e-07,2.0858434979231788e-08
1817,5.433488123873786e-07,1.71256075987003e-08
1818,6.115563999653517e-07,7.152706427149269e-09
1819,4.896046665869846e-07,1.3456364911235141e-08
1820,5.517913699293331e-07,2.3732962262101864e-09
1821,5.581602378068595e-07,3.94459531705138e-09
1822,5.323601897089247e-07,2.4061478143266868e-08
1823,5.33665093671587e-07,1.1859224713361982e-08
1824,5.793725446068265e-07,1.6000115010683658e-08
1825,5.60906715518783e-07,5.723537910284904e-08
1826,4.6241916806799566e-07,1.0569580766173203e-08
1827,6.286180035952604e-07,1.6591091167583727e-08
1828,5.851928263078676e-07,3.0268594741755805e-08
1829,5.735454887134672e-07,4.200856196234781e-08
1830,3.7781346229337487e-07,1.1480519646056564e-08
1831,3.80425425827724e-07,7.795603274018958e-09
1832,3.368962461225422e-07,4.19429042608499e-08
1833,6.544750054127135e-07,3.243415847009601e-08
1834,4.424567656702294e-07,3.640467127752345e-08
1835,4.4092801942952065e-07,4.4622218808854086e-08
1836,3.8913142974550397e-07,3.36037508930076e-08
1837,4.167776712638016e-07,1.1828414692161004e-08
1838,3.888291648657116e-07,3.092959488526503e-08
1839,4.1669192585302994e-07,4.055055669027752e-08
1840,3.471480304884089e-07,1.8472096741106725e-08
1841,3.7239181560622114e-07,7.704658244733764e-09
1842,5.138531156134718e-07,3.6895457355967665e-08
1843,3.378753090643727e-07,7.678984559333912e-09
1844,3.485236398370617e-07,5.0494762149355665e-08
1845,3.5546052618018464e-07,2.9575208060350633e-08
1846,3.2843752117983627e-07,2.517435504501009e-08
1847,4.0395245015645287e-07,2.1033571329098777e-08
1848,3.1456817606301257e-07,3.378993085334514e-08
1849,4.725990050413742e-07,1.6758828991214614e-08
1850,3.91725066606341e-07,1.8330290174617403e-08
1851,4.456562066046388e-07,1.483370937194195e-08
1852,3.359441413941511e-07,1.8880582430824688e-08
1853,5.482233342846143e-07,1.851298847554972e-08
1854,3.3044426805961535e-07,7.06610379097583e-08
1855,4.1022623520348134e-07,1.5920811335945473e-08
1856,3.748285001270446e-07,4.245295315286057e-08
1857,3.656250328054611e-07,4.393358210563747e-08
1858,3.0976968945495287e-07,2.838332058274773e-08
1859,3.5288760402707453e-07,1.1508311814623085e-07
1860,3.748713676143822e-07,2.288591893773173e-08
1861,3.2870266553075567e-07,7.073945340607679e-08
1862,3.6189069990699707e-07,4.879425219428413e-08
1863,3.995696622460798e-07,4.2454278315062766e-08
1864,3.452204173637341e-07,1.2418345818332455e-07
1865,3.8266645119300335e-07,5.318734253023649e-08
1866,3.824371657135117e-07,1.751620715140234e-07
1867,3.663872796266787e-07,9.899735431417866e-08
1868,4.5249248004086695e-07,1.5560603117137362e-07
1869,3.8775141508740063e-07,2.0510780629479086e-08
1870,4.157185449216172e-07,2.695002976338401e-08
1871,3.887350770170883e-07,4.991953161948004e-08
1872,5.049528292166983e-07,3.084143074261192e-08
1873,5.453249966036466e-07,2.6338419445437466e-08
1874,4.451083851497728e-07,5.436894312538243e-08
1875,3.804815484897972e-07,4.1194994082616176e-08
1876,4.885179869518197e-07,7.920279188056156e-08
1877,3.525345166899285e-07,5.44263798474276e-08
1878,5.398945350232331e-07,6.703388777395958e-08
1879,4.1909971393305767e-07,4.093248051617593e-08
1880,4.3577175246056754e-07,6.738738278500023e-08
1881,4.2741470163143447e-07,2.8587281875047665e-08
1882,4.199548004901743e-07,3.5939081044489285e-08
1883,4.069654357952146e-07,5.9401784824331116e-08
1884,3.366865382048445e-07,4.5551708183211304e-08
1885,4.202554444443507e-07,6.1878104418156e-08
1886,4.491610913204269e-07,4.7755634113855194e-08
1887,3.3166937818407405e-07,3.264462478114183e-08
1888,4.7237579248182726e-07,4.12139939953704e-08
1889,3.2265454574798014e-07,4.636201111907212e-08
1890,3.454161583427151e-07,5.505684796958121e-08
1891,3.5823116739663874e-07,4.079500826037474e-08
1892,3.2658949455921515e-07,2.382034658410248e-08
1893,2.7528121826492224e-07,4.0645549148621285e-08
1894,3.610781962315457e-07,4.600123659770361e-08
1895,2.8167116128408054e-07,3.5509824414248214e-08
1896,2.954411550959435e-07,2.6536630670648265e-08
1897,3.018237670904256e-07,3.1464253424928756e-08
1898,2.8744442459593955e-07,3.451596342074481e-08
1899,2.802482299557596e-07,1.6029977345510815e-08
1900,2.678583330695261e-07,3.5818267463127995e-08
1901,2.732893396584224e-07,2.0678333711998675e-08
1902,2.7595794294121845e-07,5.057592389334786e-08
1903,2.9323195738228947e-07,5.400220359774721e-08
1904,2.7410588554488413e-07,4.245953988402107e-08
1905,2.342984628533884e-07,3.6641388589941926e-08
1906,2.453775985733486e-07,5.761486576716379e-08
1907,2.7617068942831224e-07,3.188563013623025e-08
1908,2.1462770916080842e-07,6.090122184332358e-08
1909,2.381925914285432e-07,5.886052534265218e-08
1910,1.9345826018923873e-07,4.275320719671072e-08
1911,2.745313101293334e-07,3.351835786702395e-08
1912,2.3181924374560126e-07,3.334029585744247e-08
1913,2.2484676126532932e-07,9.439321502213716e-08
1914,2.276892898667171e-07,2.276892807628883e-08
1915,2.0969756231448144e-07,4.123266705846618e-08
1916,2.64797828997132e-07,3.84561182897869e-08
1917,2.0836206238161736e-07,3.5092558192673096e-08
1918,2.2857889092620098e-07,3.9053681177847466e-08
1919,2.1822600482224175e-07,4.327688785110695e-08
1920,2.4761197181533134e-07,3.407504323149624e-08
1921,2.1203692424087706e-07,4.8465583546430935e-08
1922,2.0363102271048206e-07,4.205423209668879e-08
1923,2.2081171513477216e-07,8.492758496458919e-08
1924,1.8950688063235077e-07,8.766304659957314e-08
1925,2.2106337516092367e-07,5.389107116116065e-08
1926,2.5859040508890985e-07,7.913758537370086e-08
1927,1.4493992472885964e-07,4.0137209111890115e-08
1928,2.1252436988028478e-07,5.5987602110008083e-08
1929,2.5511530887811773e-07,6.907051641746875e-08
1930,2.951512604321138e-07,6.722306267192835e-08
1931,1.8704785009759917e-07,7.86969636124013e-08
1932,1.5233756045507363e-07,5.370172928564898e-08
1933,1.5944220788099983e-07,5.391211388428019e-08
1934,2.0009239420915037e-07,3.714289675826876e-08
1935,1.4242258306040867e-07,8.736847689760907e-08
1936,1.624711774006471e-07,7.396075574206407e-08
1937,2.5434058437134865e-07,1.1332006266684402e-07
1938,1.8540257140653438e-07,6.093650739558143e-08
1939,1.8199920415185034e-07,1.0247013904063351e-07
1940,2.3329202702981888e-07,5.325144059042941e-08
1941,2.6858673107810205e-07,8.559357667081713e-08
1942,5.006449512734434e-07,6.068423630267716e-08
1943,3.251623377220625e-07,9.870999662098257e-08
1944,1.670856821789357e-07,4.819779064746399e-08
1945,1.7645882843808636e-07,1.4595977404496807e-07
1946,1.767980171152317e-07,8.352662916877307e-08
1947,1.2874540833429649e-07,7.510148947176276e-08
1948,1.7829895648802108e-07,8.371353743541476e-08
1949,1.7277934827308883e-07,1.227126062985917e-07
1950,2.0845308923433947e-07,5.7430952438153327e-08
1951,1.7697927001680824e-07,8.315893040844458e-08
1952,1.7609822067221614e-07,9.49032354924384e-08
1953,1.8100030263479283e-07,9.050015137290757e-08
1954,1.3192924086524727e-07,1.0163437735855041e-07
1955,1.9052783706285936e-07,8.540903451148552e-08
1956,1.7965551646348388e-07,9.506044307272532e-08
1957,2.31477991108342e-07,9.01173820011536e-08
1958,2.556123281927114e-07,1.497276116424473e-07
1959,2.1082034362684965e-07,1.007597205671118e-07
1960,1.986279155596904e-07,8.166583143065509e-08
1961,2.0913959231094736e-07,7.22608533010316e-08
1962,2.416285432849108e-07,6.976151922799545e-08
1963,2.133797532000159e-07,5.6901267697639923e-08
1964,2.293656092833274e-07,7.361601461752798e-08
1965,2.1450410364609596e-07,5.909806688464414e-08
1966,2.0549968060556978e-07,5.3729024784843205e-08
1967,1.9770645359740158e-07,4.881032111825334e-08
1968,1.8280062505371397e-07,7.006608626625166e-08
1969,1.630491064108508e-07,5.223021304345821e-08
1970,1.692330778291229e-07,5.932355406912393e-08
1971,1.6905328026339816e-07,7.090988418667621e-08
1972,1.8468528922843674e-07,6.361381821307077e-08
1973,1.3783009528145485e-07,5.402939606824475e-08
1974,2.3852424302361896e-07,6.019361364906217e-08
1975,2.2560346923938823e-07,7.99607207113695e-08
1976,1.5255116581069927e-07,5.827797266988455e-08
