year,en_ADP égout_NOUN,en_ADP dégoût_NOUN
1844,1.6465684371524958e-09,2.6180435952483094e-07
1845,6.138250796539069e-09,2.4832013423292665e-07
1846,1.7563503984519002e-09,2.640380216689664e-07
1847,2.6966118227278457e-08,2.3568387064187846e-07
1848,1.448139919091318e-08,2.397476066562376e-07
1849,6.703531951757213e-09,2.957933418201719e-07
1850,8.82569484161877e-09,2.5594513886062487e-07
1851,5.8044946626978344e-09,2.3798429538146593e-07
1852,1.9531636308300904e-09,1.8815475755218358e-07
1853,1.1943863675867306e-09,3.05762910102203e-07
1854,5.195664343204953e-09,2.80046322131966e-07
1855,2.0697054736729115e-08,2.9665778811249766e-07
1856,8.801221973442352e-09,2.9458206540766696e-07
1857,9.274867096564776e-09,3.1485734552916256e-07
1858,5.872411001917044e-09,4.0079206087284547e-07
1859,1.0693564256314403e-08,3.778392567710398e-07
1860,6.408057640072684e-09,3.355075932631735e-07
1861,2.357981809808507e-09,3.51339309645482e-07
1862,2.3493528900075944e-08,3.1716263038106263e-07
1863,4.495158911765884e-09,3.631089384725783e-07
1864,2.8768367688059016e-09,3.1213679108077486e-07
1865,4.706844247692743e-09,2.744090181749925e-07
1866,1.0704348518686402e-08,3.1237235020853404e-07
1867,1.0190904120577216e-08,3.047565542146913e-07
1868,5.433861360870651e-09,3.78394361177925e-07
1869,1.660396442559886e-08,2.768955482679303e-07
1870,1.0321287824410774e-08,3.188131074693956e-07
1871,2.1242353653860846e-08,2.0180236504074855e-07
1872,2.9027228620748247e-08,3.59816681338998e-07
1873,1.7359413462259e-08,2.6098979333255556e-07
1874,1.5533982988813477e-08,2.5212850118805363e-07
1875,3.661777370211894e-08,3.2498275004400057e-07
1876,2.9020871039620033e-08,2.400267931079725e-07
1877,3.958282235316801e-08,2.5481440957264567e-07
1878,2.3552445327368332e-08,2.3552445327368332e-07
1879,3.29903571127943e-08,2.584244498393673e-07
1880,1.8611753915820373e-08,2.4901243023123243e-07
1881,5.856906426515707e-08,1.736154331410944e-07
1882,9.916524135178406e-08,2.6954310783366964e-07
1883,2.464542170343975e-08,2.3507941193656734e-07
1884,2.3105940272216685e-08,2.237975280650062e-07
1885,7.154655889962669e-08,2.4364501882701006e-07
1886,9.873799911019887e-08,2.1619104018100188e-07
1887,3.264462478114183e-08,2.846611266704713e-07
1888,5.896771781976895e-08,2.44113664393808e-07
1889,5.388017498830777e-08,2.506054670448066e-07
1890,3.4082809463598096e-08,2.0908493070237455e-07
1891,5.035633776628856e-08,1.937762874604232e-07
1892,2.820830502514582e-08,2.25039599399679e-07
1893,3.079208354961338e-08,1.8906338539181888e-07
1894,4.0329851458409394e-08,1.7455263900956197e-07
1895,3.7315409429083957e-08,2.1787384696381196e-07
1896,3.4202766840962795e-08,2.0993422822357388e-07
1897,4.777905004971217e-08,2.20832447439534e-07
1898,4.6964345301603316e-08,2.3821674233204249e-07
1899,4.366786754417262e-08,1.636163204921104e-07
1900,4.671947806400567e-08,2.548807174207468e-07
1901,4.8622027293276915e-08,1.9113487326194445e-07
1902,3.535404502486017e-08,1.4141618009944068e-07
1903,5.400220359774721e-08,1.7550715369907266e-07
1904,6.127072538220091e-08,1.4941457493478083e-07
1905,4.231822359201942e-08,1.6514428580194362e-07
1906,4.166789580040131e-08,1.3323437997314613e-07
1907,4.1142747875255736e-08,1.594281400230102e-07
1908,4.322022562064376e-08,1.669872347065393e-07
1909,2.4204327431220918e-08,1.864833478748551e-07
1910,3.366815093386322e-08,2.0307773240801907e-07
1911,5.4267815130515373e-08,1.7876456581689126e-07
1912,5.782457535019603e-08,1.2502610502451716e-07
1913,3.712092677687906e-08,1.6545327241601626e-07
1914,2.5447626228469744e-08,1.9755394475851062e-07
1915,2.3561524287174507e-08,1.0367070757411057e-07
1916,5.273981784625903e-08,1.4723198660249182e-07
1917,1.7546279096336548e-08,9.760118047097421e-08
1918,2.2972752589112133e-08,1.2405286042849184e-07
1919,3.6831393490643904e-09,1.7771147042822122e-07
1920,3.104614876292544e-08,1.0828291152620295e-07
1921,1.2116395886607734e-08,1.8477503260783124e-07
1922,1.9182632371439468e-08,1.7116809658546117e-07
1923,1.3800733000834953e-08,1.6348559483958525e-07
1924,9.02413699321869e-09,1.946635279637121e-07
1925,1.0998178368026856e-08,1.4847540796836256e-07
1926,3.4553028882555736e-08,1.6384824164106249e-07
1927,6.689535148041159e-09,1.8061744810893288e-07
1928,1.3711249025050165e-08,1.3939769871740282e-07
1929,1.2254447234738564e-08,1.4816740190326527e-07
1930,3.046045193855207e-08,1.2709359964446776e-07
1931,1.3686427990933225e-08,1.5283177390301717e-07
1932,8.767629289252454e-09,1.5891328075667843e-07
1933,9.176529758292418e-09,1.0208889023033407e-07
1934,1.9170528275935794e-08,1.3898633710596187e-07
1935,1.0771455727365264e-08,9.095896302824258e-08
1936,2.424942913137329e-08,9.699771652549316e-08
1937,1.1332006444320086e-08,1.0198805711070236e-07
1938,1.5558256905023882e-08,9.594258898459884e-08
1939,2.141167065872196e-08,1.3764645245828433e-07
1940,1.0143131667916805e-08,1.0903866609623947e-07
1941,8.854508237732261e-09,8.264207451702532e-08
1942,6.068423541449874e-09,1.1833425617169269e-07
1943,2.322588166236983e-08,1.3064558856967778e-07
1944,0.0,9.639558129492798e-08
1945,8.714016175304096e-09,1.1110370934375169e-07
1946,1.3921104269343232e-08,1.4895582012286468e-07
1947,1.4305045148432782e-08,1.4662671787846193e-07
1948,1.4133454406817236e-08,1.6199112451431574e-07
1949,1.2762110479513922e-08,9.81700836177879e-08
1950,4.2541445921528975e-09,9.678178969352302e-08
1951,1.1727541604500402e-08,1.4286278826602938e-07
1952,1.1599284199803606e-08,1.3075556637431873e-07
1953,3.232148060305917e-08,6.356557946674002e-08
1954,4.202190595492539e-08,1.6906487587675656e-07
1955,1.5016972554349195e-08,9.667176215089057e-08
1956,1.2209598665435806e-08,8.285084618364635e-08
1957,1.501956425897788e-08,8.216584745923683e-08
1958,1.7371711180658167e-08,1.0009414808109796e-07
1959,1.3176271629333769e-08,1.0851046994275748e-07
1960,1.6610000486139143e-08,7.820541725322983e-08
1961,1.250668635321972e-08,1.1464462801313857e-07
1962,1.8391673961559718e-08,1.2493654821810196e-07
1963,1.5518526907953856e-08,9.052474325699222e-08
1964,2.1902286206909594e-08,1.1072822303503926e-07
1965,2.134096988015699e-08,9.247753496310906e-08
1966,2.880318916709257e-08,1.0081116386118083e-07
1967,1.035370456037299e-08,9.121120569943741e-08
1968,6.287982134978165e-09,1.0150599649705327e-07
1969,6.358460868938209e-09,9.219768060120259e-08
1970,1.7935027685211935e-08,1.0990952858946912e-07
1971,1.5415192677892264e-08,1.1253090548279943e-07
1972,2.0007572487656944e-08,1.0619403667533334e-07
1973,2.260413545229767e-08,7.001769120051904e-08
1974,3.09406438248061e-08,6.919453454656832e-08
1975,9.709516746170266e-09,8.510105686809766e-08
1976,1.4855169538918744e-08,8.170343335223151e-08
1977,1.057820764316375e-08,5.9355496517810025e-08
1978,5.940591130126904e-09,8.198016132610064e-08
1979,8.777959692451986e-09,1.0767630698182984e-07
1980,1.0801786132219604e-08,6.935884044878549e-08
1981,8.855769451088236e-09,6.958104137311238e-08
1982,1.1794254461960918e-08,6.517877437772768e-08
1983,1.326216381158929e-08,5.052253015946917e-08
1984,1.1598016769198694e-08,6.958810416790584e-08
1985,1.0828004270990732e-08,4.331201708396293e-08
1986,6.593933843390687e-09,6.773768745915731e-08
1987,5.49973533381376e-09,6.844114608384189e-08
1988,5.396898483667201e-09,7.135898982824074e-08
1989,9.329808037250586e-09,4.884428861373635e-08
1990,2.1249737969242233e-08,6.429408472286013e-08
1991,1.75843961613964e-08,5.1580894222524876e-08
1992,1.1019888113139586e-08,5.950739634386082e-08
1993,1.4955860550003308e-08,6.591656642740418e-08
1994,8.439882570598911e-09,6.488159698392337e-08
1995,6.506940763983948e-09,8.4590233484505e-08
1996,1.014237493990322e-08,5.5516160557544936e-08
1997,9.58978851883785e-09,5.5620777317244574e-08
1998,8.10582001520288e-09,6.913787586881881e-08
1999,1.5081663917726473e-08,6.946705610744175e-08
2000,6.185244316725402e-09,6.450326139884055e-08
2001,4.8193329327261836e-09,4.556460098115167e-08
2002,1.3581786362237835e-08,6.615644565499679e-08
2003,1.3750845795357236e-08,4.583615265119079e-08
2004,6.166707589017051e-09,5.417893333969914e-08
2005,6.305249655724765e-09,5.809836878256647e-08
2006,9.059357708451898e-09,6.506265748384976e-08
2007,6.7906151812735516e-09,6.071608993352129e-08
2008,8.089135583588813e-09,6.173287658839399e-08
2009,8.582746957586096e-09,7.390698186782174e-08
2010,2.8342759250676863e-09,5.385124168810762e-08
2011,1.0707121411712706e-08,6.95962896202218e-08
2012,1.2595735121578855e-08,7.012760505631377e-08
2013,6.136075203500013e-09,8.200027679095001e-08
2014,7.145969149746634e-09,1.1152042844742027e-07
2015,9.309617077235544e-09,1.5471695746782643e-07
2016,7.45682449121432e-09,1.5327916003116115e-07
2017,6.289028409156572e-09,1.3282428312777483e-07
2018,4.3884935685412074e-09,1.0893789692545397e-07
2019,3.5713827450933877e-09,1.5790614327215735e-07
