year,en_ADP août_NOUN,en_ADP doutes_NOUN
1888,5.000208865624245e-06,2.2192150339606087e-08
1889,4.2201961640842e-06,2.8819628239418194e-08
1890,4.396682410146013e-06,2.4251230357208442e-08
1891,4.512947668899869e-06,2.677172350473711e-08
1892,4.91263324420288e-06,4.074533044295947e-08
1893,5.387382948640607e-06,2.2786141196107224e-08
1894,5.328581551111711e-06,1.1972924873759894e-08
1895,4.900957755182844e-06,3.009307292245467e-08
1896,5.321479022768472e-06,2.4767521145108162e-08
1897,5.709596692327068e-06,1.8062811357744124e-08
1898,5.354501375620657e-06,2.3765089673943862e-08
1899,5.948226984742178e-06,3.2612712530522003e-08
1900,5.2190847554811626e-06,2.3359738143824416e-08
1901,5.777079501001481e-06,1.4530721570427119e-08
1902,5.086562829603736e-06,2.307833368853096e-08
1903,6.7281345863534625e-06,1.674068261792172e-08
1904,6.275949942846637e-06,2.5260738389931703e-08
1905,6.249679103120798e-06,1.857873277444355e-08
1906,6.293395145462455e-06,1.9547900798055906e-08
1907,5.95541267500721e-06,2.3142794347563722e-08
1908,6.469772976913646e-06,1.6207583941607595e-08
1909,6.688645953545347e-06,1.705304847332556e-08
1910,6.271360632581491e-06,3.046165941711365e-08
1911,6.644615424988842e-06,2.71339081203692e-08
1912,6.410192909811485e-06,1.146072631241779e-08
1913,6.536464951523158e-06,2.2802855714765258e-08
1914,7.119308023106896e-06,2.0759905794420774e-08
1915,1.0643918088248938e-05,2.2383447872975637e-08
1916,1.0828143985008865e-05,9.888715624128963e-09
1917,1.1000420158779889e-05,1.4256352209862655e-08
1918,1.0691518767202979e-05,2.1824114959656526e-08
1919,1.0293453982512801e-05,5.524709134618888e-09
1920,9.165429133872749e-06,2.7260035118104042e-08
1921,9.330382269467918e-06,3.180553953541221e-08
1922,9.12871962555073e-06,4.279202503454371e-08
1923,8.235852718030401e-06,3.1847844361720945e-08
1924,8.059843366936548e-06,4.769901007506405e-08
1925,8.39270944652526e-06,3.0794897964980805e-08
1926,8.03079284139585e-06,2.452150482668003e-08
1927,7.597081676635753e-06,4.7941666636575064e-08
1928,8.303304383616705e-06,3.085031208271971e-08
1929,8.249471079579962e-06,3.007909676888687e-08
1930,8.330408093115693e-06,1.1553964007759987e-08
1931,7.898209503309772e-06,2.5091785538222666e-08
1932,8.885992485829775e-06,2.6302887090601246e-08
1933,1.0073535207766326e-05,1.6058926410877916e-08
1934,9.049687577089571e-06,1.5576054224197833e-08
1935,8.975016228873756e-06,3.111753965612252e-08
1936,8.865591155426955e-06,1.9399542861009422e-08
1937,9.33757320353834e-06,1.6368453259474336e-08
1938,8.756705852874802e-06,3.5006078036303734e-08
1939,8.488197806855169e-06,1.2235240376412548e-08
1940,9.047673358963948e-06,2.02862628917444e-08
1941,7.85690005500328e-06,3.836953510472085e-08
1942,8.608058720938061e-06,3.034211770724937e-08
1943,7.934541912391069e-06,2.3225881884414434e-08
1944,8.190411676878284e-06,5.1410976809052045e-08
1945,1.0276003081344243e-05,2.832055345791673e-08
1946,8.857998636813136e-06,2.227376683094917e-08
1947,8.93230880194551e-06,3.337843779149807e-08
1948,8.442021083965301e-06,3.261566261514304e-08
1949,1.031178555876977e-05,1.9634016856784342e-08
1950,9.343164890651678e-06,2.1270723182809093e-08
1951,9.548351400212596e-06,1.7058242818279723e-08
1952,8.855526345996623e-06,4.0070253559676416e-08
1953,9.27195583244611e-06,1.8315506888910704e-08
1954,9.28293216873044e-06,1.8567818393933067e-08
1955,8.676994298184582e-06,2.3464020060259827e-08
1956,8.814457657990715e-06,2.3547082061980973e-08
1957,9.047961967212359e-06,2.562160866803609e-08
1958,8.857090904257348e-06,3.226174927206671e-08
1959,9.012569591959618e-06,1.9376869886400527e-08
1960,8.702255854586838e-06,1.2457499920515147e-08
1961,8.615022807134665e-06,2.640300467149359e-08
1962,9.422244644952116e-06,2.6002020536708415e-08
1963,9.787018228735178e-06,2.5864213659687607e-08
1964,1.0115205739680277e-05,2.7986254869105665e-08
1965,9.060609244215811e-06,3.064344267222907e-08
1966,8.8830142885854e-06,2.7141466407698545e-08
1967,9.13591190965235e-06,3.254021407883556e-08
1968,9.010229234718281e-06,3.682960980633254e-08
1969,9.076702724541974e-06,2.180043784383301e-08
1970,9.410370907403376e-06,1.7935027352145028e-08
1971,9.42690438421323e-06,2.209510885364807e-08
1972,9.768825549372195e-06,1.6929484480954216e-08
1973,1.0224787530432877e-05,2.4258096864571144e-08
1974,9.70523602461526e-06,2.1377173142766992e-08
1975,1.0618783875315785e-05,1.7134440533084216e-08
1976,1.0095230578599512e-05,2.056869685684859e-08
1977,1.0583496603544518e-05,1.8218023367655434e-08
1978,1.1098213008153834e-05,1.7821774278559133e-08
1979,1.0123328834765744e-05,2.2822695622259914e-08
1980,1.0450444449361385e-05,2.1603572708528418e-08
1981,1.0721173808292406e-05,2.2139423405675984e-08
1982,1.1295791807697242e-05,2.172625745977541e-08
1983,1.1070117380995725e-05,2.3366668600033336e-08
1984,1.100013918176046e-05,1.8556827463545034e-08
1985,1.1335717147176183e-05,2.586689906713957e-08
1986,1.141110271873913e-05,1.798345583559069e-08
1987,1.1556165986803535e-05,1.588812414965446e-08
1988,1.198591138518168e-05,1.8589316697070757e-08
1989,1.2290100386280756e-05,1.4817929883115255e-08
1990,1.2240939469165824e-05,2.179460478757278e-08
1991,1.1778028309095134e-05,1.4067516929117119e-08
1992,1.2264584725585337e-05,2.0386792920490393e-08
1993,1.2058854835572674e-05,1.883330469354405e-08
1994,1.2270007047732179e-05,2.1099706648541883e-08
1995,1.2234675381250781e-05,2.4401028309029016e-08
1996,1.232672232731602e-05,1.3345230254202534e-08
1997,1.2071146684888845e-05,2.3015492733868825e-08
1998,1.178729259265765e-05,1.9072516455054256e-08
1999,1.2292013451542516e-05,2.285100544896501e-08
2000,1.2173885821198382e-05,2.1206551181762734e-08
2001,1.2181521242382587e-05,2.2344180727884577e-08
2002,1.225602902366063e-05,2.6725451185427573e-08
2003,1.1739471972305182e-05,2.458484599232591e-08
2004,1.2840847105621833e-05,2.3785872493853333e-08
2005,1.207140005732299e-05,2.161799728117586e-08
2006,1.2379612769564119e-05,2.964880674305448e-08
2007,1.208170271382869e-05,3.1955835311237024e-08
2008,1.2919625895335685e-05,4.555460558774982e-08
2009,1.1748826217683472e-05,4.052963742395832e-08
2010,1.0671521003757789e-05,6.093692883624158e-08
2011,9.728949493137407e-06,6.347793646277466e-08
2012,9.269439626535814e-06,8.272334017789262e-08
2013,8.279517736298203e-06,8.172136567452526e-08
2014,8.897164562426951e-06,1.0047665810475337e-07
2015,7.331544814803692e-06,1.1149374135044354e-07
2016,6.5717406343424045e-06,9.673158363199263e-08
2017,7.253010611663058e-06,9.886352403398746e-08
2018,7.0283010131788615e-06,1.1616600392727605e-07
2019,7.519546358025764e-06,1.3622273975499866e-07
