year,aucun_DET honneur_NOUN,aucun_DET donneur_NOUN
1971,4.624557892185521e-08,1.541519245584766e-09
1972,3.2832938479110396e-08,1.5390440588625154e-09
1973,3.528450376322212e-08,1.102640756478479e-09
1974,2.6440187150811312e-08,0.0
1975,3.8838064764235014e-08,2.8557400888473694e-09
1976,2.856763492431469e-08,1.7140580066410394e-09
1977,3.761140376923322e-08,0.0
1978,3.267325299205481e-08,1.7821774056514528e-09
1979,5.500855104756397e-08,0.0
1980,3.2405357730525e-08,0.0
1981,2.2771979080182803e-08,2.5302198114474095e-09
1982,1.8622506758880775e-08,6.207502289967692e-10
1983,3.2839641672666176e-08,1.2630632095778083e-09
1984,3.885335841946613e-08,1.1598016991243298e-09
1985,2.2859120152318724e-08,6.015558051686298e-10
1986,2.8773529558989708e-08,4.196139880008332e-09
1987,1.649920555735207e-08,1.2221633705067347e-09
1988,1.679035038781862e-08,3.597932174415064e-09
1989,2.853823599657801e-08,5.488122178931576e-10
1990,2.7788119860705507e-08,2.179460389939436e-09
1991,2.3445860364290638e-08,4.10302547493302e-09
1992,3.0855686894426526e-08,1.65298330578878e-09
1993,2.880387950376928e-08,1.661762283333701e-09
1994,2.2154692247422503e-08,1.5824779819872958e-09
1995,2.9281234659173094e-08,5.422450821690461e-10
1996,3.096093292853652e-08,5.338092190498855e-10
1997,1.726162068838022e-08,1.438468344439059e-09
1998,2.7178336803324044e-08,1.9072516899143466e-09
1999,3.016332850158676e-08,9.140402323914998e-10
2000,3.357704025930275e-08,4.4180314962005696e-09
2001,3.329721010025821e-08,3.0668482198237257e-09
2002,3.154479411016098e-08,2.6287327870022636e-09
2003,3.1251922383290776e-08,4.583615265119079e-09
2004,3.6559766436461416e-08,5.726228824443069e-09
2005,3.017512206771045e-08,4.503749484463526e-09
2006,3.582564178650216e-08,2.470733950765691e-09
2007,2.955914873981058e-08,3.1955835755326234e-09
2008,3.916844643070405e-08,5.534671554396908e-09
2009,3.766871969901331e-08,3.337734755248789e-09
2010,3.590082808813122e-08,1.8895172648747405e-09
2011,4.397567621161613e-08,1.911985902935953e-09
2012,4.936166453362034e-08,3.404252768568483e-09
2013,4.713621226670739e-08,4.183687396519531e-09
2014,5.976628547621488e-08,3.0316233551319627e-09
2015,6.02908493130272e-08,4.211493265238175e-09
2016,6.483294390235983e-08,3.728412079073706e-09
2017,5.7355937332914664e-08,2.7671724911471074e-09
2018,7.124847822836955e-08,3.872200005083926e-09
2019,6.351959691563991e-08,3.8264816870636764e-09
