year,en_ADP hommage_NOUN,en_ADP dommages_NOUN
2000,2.645075458218571e-06,7.333932217079564e-07
2001,2.5025482734974958e-06,7.369198442574998e-07
2002,2.5827300405012465e-06,7.960679226926004e-07
2003,2.7047496224952283e-06,7.758810625091428e-07
2004,2.7979234094033245e-06,8.298626994474034e-07
2005,2.9269869621373346e-06,3.9047509403644654e-07
2006,3.1110657507937844e-06,3.059592188492388e-07
2007,2.89919326146304e-06,6.514995902762166e-07
2008,2.789474394138125e-06,4.2233801877955557e-07
2009,2.674955942527646e-06,2.23628234152784e-07
2010,2.720904822339776e-06,2.4988864311126235e-07
2011,2.4396941422644147e-06,1.521940902193819e-07
2012,2.493615121501591e-06,2.0936154498940596e-07
2013,2.15069429687631e-06,2.805859651289211e-07
2014,2.0998322205478814e-06,2.906027418703161e-07
2015,2.2307615268335468e-06,3.677298536786111e-07
2016,1.99138632472895e-06,3.6434872185964196e-07
2017,2.3432918694332727e-06,3.9973065213416703e-07
2018,2.6981489336108666e-06,2.5917924517671054e-07
2019,2.283389131108038e-06,3.181081638103933e-07
