year,en_ADP hommage_NOUN,en_ADP dommages_NOUN
1800,1.760732146749433e-07,4.842013368033804e-07
1801,4.524246932646747e-08,2.643112679834303e-07
1802,1.1860552717735118e-07,4.3414098627181374e-07
1803,1.014176405078615e-07,4.953861889589461e-07
1804,2.0763547681212913e-07,6.649278816439619e-07
1805,7.675770063997334e-08,6.282759841269581e-07
1806,2.0459850702536642e-07,6.109138439569506e-07
1807,1.195721210933698e-07,2.1522980659938185e-06
1808,6.571614763473121e-08,1.3211210898589343e-06
1809,1.4231892664362533e-07,1.4864421018501162e-06
1810,8.658469141664682e-08,1.595966409695393e-06
1811,1.0028307428910921e-07,1.3061869594821474e-06
1812,7.20146218213813e-08,2.4298267362610204e-06
1813,1.2940837734731758e-07,1.0180125400438556e-06
1814,1.1642705288750221e-07,8.653362328914227e-07
1815,1.1867783911156948e-07,1.162503394880332e-06
1816,6.257530316133852e-08,6.813755248913367e-07
1817,1.3856173419757312e-07,5.168819825485116e-07
1818,1.4782260393531033e-07,3.6359591604195884e-07
1819,1.5112533557903873e-07,8.198031764550251e-07
1820,1.874904000942479e-07,5.992573051116779e-07
1821,1.85395975904612e-07,6.695950673929474e-07
1822,1.0426640528748976e-07,7.659570542273286e-07
1823,1.017916734236124e-07,7.283539957825269e-07
1824,2.307384905364529e-07,9.819017350309878e-07
1825,2.3774695701028747e-07,1.2265982149983756e-06
1826,2.3429238638073002e-07,1.3705223409488099e-06
1827,1.0599863742299931e-07,1.6950565395745798e-06
1828,8.621963099031404e-08,2.4673490770510398e-06
1829,5.572564276690173e-08,1.948682893271325e-06
1830,1.4402833437010543e-07,1.8963730781251797e-06
1831,1.559120619276655e-07,2.5164206363115227e-06
1832,1.0688675899928057e-07,2.202679070251179e-06
1833,1.5753734428081145e-07,1.7468112218921306e-06
1834,1.1108092112799284e-07,1.705418753772392e-06
1835,1.973966021751039e-07,1.4218605883797863e-06
1836,1.6465837404666672e-07,1.5605581893396447e-06
1837,1.5863991797981924e-07,1.218326701746264e-06
1838,1.1993107151830884e-07,1.603920395609748e-06
1839,1.6989284290502837e-07,1.9170624909747858e-06
1840,1.8917975808108167e-07,1.514711925665324e-06
1841,1.65650146044527e-07,2.2343508589983685e-06
1842,2.092978692580516e-07,2.205677446909249e-06
1843,1.813421754981448e-07,1.6190842870855704e-06
1844,2.387524152824838e-07,2.0960815163562074e-06
1845,1.0267619643400394e-07,2.2404615265259054e-06
1846,1.5690064003592852e-07,2.0929842321493197e-06
1847,1.3860584591185443e-07,2.7802068416349357e-06
1848,2.453792719570025e-07,2.4529881557100452e-06
1849,1.8518507260978367e-07,3.753977807718911e-06
1850,1.5954140053509036e-07,2.0808272438443964e-06
1851,1.8380900890235807e-07,2.3456609596905764e-06
1852,2.6432814581589525e-07,2.678438477232703e-06
1853,1.5825619170684035e-07,1.9038518530578585e-06
1854,1.5638949318885764e-07,2.724606474657776e-06
1855,2.096240088178547e-07,1.9296023765491555e-06
1856,2.3193808063037835e-07,1.9476585748634534e-06
1857,2.582318235910819e-07,2.001906977966428e-06
1858,2.6376912648506945e-07,1.9951517060690094e-06
1859,2.7599578777959266e-07,1.8876686453950242e-06
1860,2.659343732724917e-07,1.3704088814847637e-06
1861,3.621860287239542e-07,1.5647567579435417e-06
1862,2.5345903509332857e-07,1.4922908349035424e-06
1863,2.427385652481462e-07,1.8290301113665919e-06
1864,2.641895079369405e-07,1.6757574030634714e-06
1865,3.059448868136805e-07,1.8469656879460672e-06
1866,2.5739093284515846e-07,2.1228668174444465e-06
1867,4.605318082440135e-07,2.1949265374132665e-06
1868,2.9244054133847897e-07,1.3594533356808824e-06
1869,3.1401028510735784e-07,1.993940941247274e-06
1870,2.735141260146179e-07,1.6147081396411522e-06
1871,9.32539364839613e-07,2.201770030296757e-06
1872,4.2331374128234955e-07,1.8982598248840077e-06
1873,3.962734854701111e-07,1.6108338058984373e-06
1874,7.271099167205364e-07,2.006273689403315e-06
1875,3.804815569274922e-07,1.6483719491589e-06
1876,2.9806851720159955e-07,1.8186412944487529e-06
1877,3.148071463510149e-07,2.4535165721317753e-06
1878,3.0557789792995393e-07,2.2320471089187777e-06
1879,3.0180066401541694e-07,2.063119154627202e-06
1880,2.7340025376965116e-07,2.2821861875854665e-06
1881,2.0638622744151291e-07,2.131495648427517e-06
1882,2.163000198951437e-07,2.9736261240032036e-06
1883,2.8879378943802436e-07,3.03644242194423e-06
1884,2.2313736103285464e-07,2.563439011282753e-06
1885,2.76517777786367e-07,2.557628249633126e-06
1886,2.0134807643401587e-07,2.556862455094233e-06
1887,2.461404702280845e-07,3.6274705053074285e-06
1888,1.8831625903104054e-07,3.158260142299696e-06
1889,2.0111089138463711e-07,2.5329948130092816e-06
1890,2.2612633943097649e-07,3.2345897125196643e-06
1891,2.371209815166253e-07,3.253401928304811e-06
1892,2.494867896718489e-07,3.0947644518164452e-06
1893,2.1184952508912502e-07,3.764024086194695e-06
1894,2.9869295259388196e-07,4.32348588219611e-06
1895,2.563929679677557e-07,3.5154728266206803e-06
1896,3.4497620804430085e-07,3.2545704016229138e-06
1897,2.738555410219945e-07,3.806009317486314e-06
1898,2.2180750991473985e-07,3.733948460649117e-06
1899,3.7974462507861517e-07,3.37071719513915e-06
1900,3.457241333215677e-07,3.363802534295246e-06
1901,3.3700097024080833e-07,3.922735686501255e-06
1902,3.64834091159949e-07,3.4740257888188353e-06
1903,3.9907628113233784e-07,3.9983228816709016e-06
1904,5.1542656898107e-07,3.4811446312232874e-06
1905,3.0190441746569263e-07,3.864892278215848e-06
1906,3.1430968472356824e-07,3.3236576655326644e-06
1907,3.7131330071771274e-07,3.868960902764229e-06
1908,3.4969091422532017e-07,3.3873850497911917e-06
1909,3.460118790377109e-07,3.138311058137333e-06
1910,3.372159202985614e-07,3.5383620797801996e-06
1911,4.7032106875732893e-07,3.302356162748765e-06
1912,3.4746840693600234e-07,3.746615675481735e-06
1913,4.369663524350642e-07,3.2878535876079695e-06
1914,3.8439310046101127e-07,3.382525164852268e-06
1915,3.6166940153847804e-07,3.4011059142358135e-06
1916,7.768135867891601e-07,2.843555193976499e-06
1917,4.781360936068069e-07,2.4169999051082414e-06
1918,5.168869199323467e-07,1.988291842280887e-06
1919,5.193226591537758e-07,2.443762923576287e-06
1920,5.732179291229045e-07,2.2527390228788136e-06
1921,4.990440336527513e-07,2.4558419227105333e-06
1922,5.902348485520292e-07,3.0596297619922552e-06
1923,6.051090446490548e-07,2.547827534726821e-06
1924,5.259782707156546e-07,2.2083352178015048e-06
1925,5.862028942260622e-07,2.1611419924738584e-06
1926,7.233843639653514e-07,1.6529722870473051e-06
1927,6.076327601078901e-07,1.8072893226417364e-06
1928,5.164570615612263e-07,2.1206733435974456e-06
1929,6.082661951900548e-07,1.5707972806922044e-06
1930,6.197125821394422e-07,1.797166532924166e-06
1931,6.592296157847954e-07,1.5043665371194948e-06
1932,7.233294057051864e-07,1.1354079560987884e-06
1933,7.501813281685088e-07,1.5278922091965796e-06
1934,7.788026881172527e-07,1.4401858834389714e-06
1935,7.611828642950513e-07,2.183015112677822e-06
1936,8.19630695758633e-07,1.5762128668939113e-06
1937,8.020542008324583e-07,1.7539427972224075e-06
1938,8.855241482308429e-07,1.5285987728930195e-06
1939,8.442316081769263e-07,1.6609338899797876e-06
1940,1.019384694878056e-06,1.8815509292835486e-06
1941,7.437786315733774e-07,2.036536898231134e-06
1942,1.0377004322492667e-06,1.3744979696639348e-06
1943,1.0103258407667681e-06,1.0422614877825254e-06
1944,1.143894246879995e-06,1.3752436416325509e-06
1945,1.1959986885301532e-06,1.0870735422940925e-06
1946,8.923427898821501e-07,1.1735490943465265e-06
1947,8.690314903248009e-07,1.1956633443332976e-06
1948,9.121513606658027e-07,1.3383294117375044e-06
1949,8.295371820565833e-07,1.210437176268897e-06
1950,9.635637461258284e-07,1.3421825997284031e-06
1951,9.28608068662129e-07,1.2889635172541603e-06
1952,9.363785755667209e-07,1.2390144092933042e-06
1953,1.101085175037042e-06,1.466317939957662e-06
1954,1.0485931447590247e-06,1.1648862709989771e-06
1955,1.1506754802326213e-06,1.494188722972467e-06
1956,1.2663097379572719e-06,1.4075922081246972e-06
1957,1.2280702357259088e-06,1.1238167871852056e-06
1958,1.1837580071727416e-06,1.010868118100916e-06
1959,1.1161076933774439e-06,1.1486607718325104e-06
1960,1.0962600196506855e-06,8.554150099371327e-07
1961,1.1394981598300546e-06,1.164511445495009e-06
1962,1.1421863916893926e-06,8.105020015136688e-07
1963,1.24212878027663e-06,7.895051226114447e-07
1964,1.2259195827368785e-06,8.791334380475746e-07
1965,1.231209743934869e-06,7.628028697581613e-07
1966,1.2845114767401355e-06,9.410887855665351e-07
1967,1.117707068232221e-06,1.0131839189853054e-06
1968,1.146658423323288e-06,5.281905259835185e-07
1969,1.1349853314968072e-06,6.540131494148227e-07
1970,1.0885182204489752e-06,8.406469191868382e-07
1971,1.110407718662998e-06,6.705608939228114e-07
1972,1.232261285899483e-06,5.838107313138607e-07
1973,1.3567994390228932e-06,7.327047910621332e-07
1974,1.2533773610101662e-06,8.185206752386875e-07
1975,1.338199805189788e-06,7.396366754619521e-07
1976,1.338679313178659e-06,7.244752282531408e-07
1977,1.3898589195093791e-06,7.116782967386825e-07
1978,1.6027715901145712e-06,7.609897352267581e-07
1979,1.6262634190411518e-06,7.086739515216323e-07
1980,1.5156611343769555e-06,7.657898208890401e-07
1981,1.782539825967433e-06,7.938564863252395e-07
1982,1.7765871582753334e-06,7.684888032599702e-07
1983,1.94574890599597e-06,6.668973924206512e-07
1984,1.7507206102607142e-06,7.109584316822293e-07
1985,1.8124876763891962e-06,7.188592121565307e-07
1986,1.8666827319435697e-06,8.572114325033908e-07
1987,1.843633466336314e-06,8.665138579999621e-07
1988,2.019039710532411e-06,1.002024191620876e-06
1989,1.965845306983738e-06,9.521892252450925e-07
1990,1.9457132278688505e-06,9.180976690004172e-07
1991,2.1253672706222915e-06,8.540154681213608e-07
1992,2.2430982120624776e-06,8.149207246788137e-07
1993,2.1337027131806963e-06,8.901506589609198e-07
1994,2.208611844523034e-06,9.362995001538366e-07
1995,2.2443524372306456e-06,9.337460369351902e-07
1996,2.3236715502861216e-06,1.0884369885388878e-06
1997,2.3456624180795416e-06,9.091119750337384e-07
1998,2.495161998794515e-06,8.940242537391896e-07
1999,2.312064815157555e-06,8.112107252600254e-07
