year,son_DET août_NOUN,son_DET doute_NOUN
1800,6.288328968651058e-09,2.0437069148115938e-07
1801,2.3811825844433088e-09,9.524730337773235e-08
1802,0.0,1.8126505096915935e-07
1803,0.0,8.971560561121805e-08
1804,0.0,2.3976953666959844e-07
1805,5.685755422035754e-09,7.107194477384837e-08
1806,2.5935023018064385e-08,3.198652791525092e-07
1807,1.1387820464392462e-08,1.2526602688467392e-07
1808,2.2660739951163578e-09,9.064295625194063e-08
1809,2.259030518203531e-09,7.228897658251299e-08
1810,2.3401267590372754e-09,1.6146874459721516e-07
1811,7.521230305229665e-09,1.579458341893769e-07
1812,0.0,1.0402111882967802e-07
1813,2.8757416448144113e-09,1.7254449358183876e-07
1814,0.0,1.0384034254684593e-07
1815,0.0,1.8610842822397444e-07
1816,0.0,1.5991466284503986e-07
1817,0.0,1.214361304846534e-07
1818,2.384235475716423e-09,1.5855165225175938e-07
1819,2.070210003424222e-09,1.407742797887579e-07
1820,0.0,1.8630374665207228e-07
1821,0.0,1.7947908981241767e-07
1822,0.0,1.7645083971729036e-07
1823,0.0,1.3341627980167914e-07
1824,1.6000115010683658e-08,1.692643598616428e-07
1825,1.7610886082763955e-09,1.3736490700466675e-07
1826,8.807984341885344e-10,1.321197715675737e-07
1827,9.217273055917019e-10,1.2904182744577497e-07
1828,1.8344602503717056e-09,1.6510141609415996e-07
1829,1.714635211591542e-09,1.8175132832087826e-07
1830,0.0,1.5759621607713825e-07
1831,0.0,1.8085798991762658e-07
1832,6.764984572527055e-09,7.576782889984202e-08
1833,1.1583628500844156e-09,1.2857828091128454e-07
1834,0.0,2.0442622661320797e-07
1835,1.0588323107185715e-08,1.6865685381617368e-07
1836,6.720750067579218e-10,2.439632345030418e-07
1837,1.3219993100221927e-08,1.4541992676697646e-07
1838,2.5248647617104325e-09,1.925209343056622e-07
1839,1.3982950353153e-09,1.3982949931268251e-07
1840,1.2739377330817092e-09,1.4204406395545988e-07
1841,6.420548537278137e-10,1.8812207080998178e-07
1842,6.708265054555795e-10,2.321059699994521e-07
1843,2.3627644285539873e-09,2.2623469497773385e-07
1844,5.488561272137815e-10,2.821120537177535e-07
1845,1.8414751945527996e-08,1.9865611911029646e-07
1846,1.7563503984519002e-09,1.615842313285043e-07
1847,4.314578916364553e-09,3.748290398064569e-07
1848,4.82713291560799e-09,2.0917576248891123e-07
1849,8.379414939696517e-10,1.8015742386801037e-07
1850,6.788996032014438e-10,2.036698747431842e-07
1851,1.2898877521649865e-09,1.767146287079413e-07
1852,1.3021090872200602e-09,2.9688088609702845e-07
1853,1.1943863675867306e-09,3.3144222300052206e-07
1854,1.0391328908454511e-09,2.0107221754273041e-07
1855,3.1841622671890946e-09,2.2342204886172112e-07
1856,5.177189232874468e-10,1.8793197043009968e-07
1857,5.857810791987106e-09,2.753171184366465e-07
1858,4.893676019968041e-10,2.7355648590798864e-07
1859,1.018434669930457e-09,2.0266849976025014e-07
1860,4.577183909670879e-10,2.499142492951023e-07
1861,9.431927516789784e-09,2.2966742818653074e-07
1862,2.2589931314431766e-09,1.7258707196710077e-07
1863,1.9978483312144135e-09,2.4773319129423044e-07
1864,2.3973640850272204e-09,1.7980229349845445e-07
1865,1.1296426127849202e-08,2.861761485561942e-07
1866,0.0,1.990035727317263e-07
1867,0.0,1.8537740231749922e-07
1868,2.4699371437009177e-09,1.7042564959268702e-07
1869,0.0,1.8313196914476748e-07
1870,0.0,1.7087465131737645e-07
1871,0.0,1.1152236201183996e-07
1872,4.8378714367913744e-09,1.3183199154553904e-07
1873,5.986004469882289e-10,1.005648773144685e-07
1874,5.974609140757536e-10,1.3024648115589343e-07
1875,5.721527140956084e-10,1.2930650949982692e-07
1876,6.04601479992084e-10,1.5538257791547494e-07
1877,0.0,1.1998543159030817e-07
1878,6.039088673581716e-10,1.4131466929967473e-07
1879,1.832797580370027e-09,1.7778135941171058e-07
1880,2.5671385017744797e-09,1.1231230701014283e-07
1881,8.367009307619355e-09,1.3735839821116258e-07
1882,1.3310770263785798e-09,1.504117030926011e-07
1883,3.159669414998234e-09,1.3902545603627914e-07
1884,1.3203393933736152e-09,1.3137376608796103e-07
1885,2.5782542767416317e-09,1.244007656886481e-07
1886,4.5174246565693466e-09,1.7617956249438294e-07
1887,1.3057849246322917e-09,1.7171071498012225e-07
1888,2.409433652594828e-08,1.6295379889896822e-07
1889,1.1277245803853475e-08,1.62267038028574e-07
1890,1.9663159434024635e-09,1.3764211459488251e-07
1891,6.374220040683554e-10,1.3322119940539778e-07
1892,2.5074049503359674e-09,1.2599709808824855e-07
1893,1.847525021858587e-09,9.299208958424288e-08
1894,2.520615716150587e-09,1.5564801714162968e-07
1895,1.2037228991346183e-09,1.46854192806245e-07
1896,1.179405795248556e-09,2.0639602027472392e-07
1897,1.1653427112179315e-09,1.6489599108382436e-07
1898,5.6583548957434e-10,1.7880400937642094e-07
1899,2.7637891975018647e-09,1.431642857596671e-07
1900,2.07642125715779e-09,1.5728891256117095e-07
1901,2.235495566438317e-09,1.5089595728490224e-07
1902,0.0,1.129365290175599e-07
1903,2.7001101354784396e-09,1.6524674784079707e-07
1904,1.0749250378694342e-09,1.671508425005186e-07
1905,1.5482277682110634e-09,1.3985656543979985e-07
1906,1.0288369045596824e-09,1.3632088347037552e-07
1907,0.0,1.3782820396102125e-07
1908,2.4556945366072114e-09,1.7288089804168294e-07
1909,5.500983557560346e-10,2.4589397895624643e-07
1910,2.137660271017694e-09,1.4001674308872225e-07
1911,1.0640748282497725e-09,1.5163065603118753e-07
1912,0.0,1.1825386359021195e-07
1913,3.71209285532359e-09,1.2886264677547388e-07
1914,6.696743715117748e-10,1.6607924102629568e-07
1915,0.0,6.715034550630605e-08
1916,3.2962386153911893e-09,9.668966316489502e-08
1917,3.289927441585405e-09,8.882803825827068e-08
1918,2.2972752589112133e-09,1.1716103820447188e-07
1919,9.207848372660976e-10,1.7586989820017607e-07
1920,1.514446346106979e-09,2.0823637569833409e-07
1921,7.572747429129834e-10,1.552413291250332e-07
1922,7.377935484775833e-10,1.940397007516026e-07
1923,5.307974060286824e-09,2.324892633964737e-07
1924,0.0,1.7403693330919623e-07
1925,1.0998177923937646e-09,1.9906701398397786e-07
1926,2.229227691330493e-09,1.582751694151341e-07
1927,5.574612327308159e-09,2.419381783802521e-07
1928,1.1426041224282812e-09,1.8510186583498012e-07
1929,1.1140406375176326e-09,1.5262357333512e-07
1930,3.1510811737689437e-09,1.3024468303868275e-07
1931,0.0,1.6879927144941576e-07
1932,0.0,1.6000923341863427e-07
1933,4.588264879146209e-09,1.4108914125898764e-07
1934,1.1981580172459871e-09,1.1262685362112279e-07
1935,5.98414207075848e-09,1.962798625854134e-07
1936,0.0,1.5519634555261064e-07
1937,1.2591118148108649e-09,2.1656723081520113e-07
1938,1.2965214457594243e-09,1.4261735881149207e-07
1939,0.0,1.1776418595843552e-07
1940,0.0,9.63597486247636e-08
1941,0.0,8.559357844717397e-08
1942,0.0,1.8508691823626577e-07
1943,0.0,1.422585289567735e-07
1944,0.0,2.40988963895461e-07
1945,2.178504043826024e-09,1.372457543169503e-07
1946,0.0,1.8793490497159837e-07
1947,0.0,1.8238931964731364e-07
1948,2.174377566888097e-09,1.7395020091015567e-07
1949,2.945102384188658e-09,1.3547471411357037e-07
1950,0.0,2.1058016308472816e-07
1951,2.1322803522849654e-09,1.3433366863324636e-07
1952,2.1089607837865287e-09,1.1810180655658087e-07
1953,4.3095309543161875e-09,1.5298834377119874e-07
1954,9.772536113672459e-10,1.8763268982979753e-07
1955,0.0,1.5298540789743242e-07
1956,0.0,1.7267859764302784e-07
1957,4.417518795207798e-09,1.5549667020664515e-07
1958,1.6544486891589827e-09,2.0018829438583907e-07
1959,0.0,1.1083569706471508e-07
1960,1.3841666701708277e-09,1.404929230730545e-07
1961,0.0,1.2437204777171473e-07
1962,6.341956404476434e-10,1.4269401749089639e-07
1963,6.466053248388448e-10,1.5389206620142204e-07
1964,6.083968329129164e-10,1.222877616946505e-07
1965,2.188817349590977e-09,1.4993398167462146e-07
1966,0.0,1.7946602248741783e-07
1967,1.4791006197611978e-09,1.415006289917642e-07
1968,1.3474247273492779e-09,1.571995520421865e-07
1969,4.5417578031781147e-10,1.258066886222764e-07
1970,0.0,1.4899868538975625e-07
1971,0.0,1.4541664405953725e-07
1972,1.0260293725750103e-09,1.410790360090175e-07
1973,5.513203782392395e-10,1.2129048609921256e-07
1974,1.1251143350321513e-09,1.0013517348639311e-07
1975,1.1422960355389478e-09,8.624335201545819e-08
1976,1.7140580621521906e-09,1.0627160085263654e-07
1977,1.1753563677885381e-09,9.520386479167087e-08
1978,0.0,1.1881183015205465e-07
1979,1.7555920051037788e-09,1.1294308577269874e-07
1980,0.0,1.040382549000185e-07
1981,2.5302198114474095e-09,9.42506857004588e-08
1982,1.8622506869903077e-09,1.2352929790182543e-07
1983,6.315316047889041e-10,1.1367569108244879e-07
1984,1.739702604197646e-09,1.2873799359880422e-07
1985,1.2031116103372597e-09,1.377562828253076e-07
1986,5.994485463567401e-10,1.2828199302816756e-07
1987,2.4443267410134695e-09,1.4421527938512924e-07
1988,1.1993107618124554e-09,1.0853762599793981e-07
1989,3.292873196336643e-09,9.274926249247528e-08
1990,1.6345953479657283e-09,1.0188977084268913e-07
1991,5.861465202094962e-10,9.495573927154055e-08
1992,1.65298330578878e-09,1.1460683624342494e-07
1993,1.661762283333701e-09,1.257400086274174e-07
1994,5.274926606624319e-10,1.3134567167227829e-07
1995,1.0844901643380922e-09,1.0356880952855363e-07
1996,1.067618438099771e-09,1.1850564440862854e-07
1997,2.3974471297094624e-09,1.1411849132336727e-07
1998,4.768129224785866e-10,1.182496052187787e-07
1999,1.3710603763428253e-09,1.2933669601977726e-07
2000,1.7672125984802278e-09,1.4358602840047752e-07
2001,0.0,1.3231259199386614e-07
2002,8.76244299341522e-10,1.1916922115773332e-07
2003,4.1669229178253886e-10,1.2334091525900703e-07
2004,0.0,1.1892936369051199e-07
2005,2.251874686720612e-09,1.094411179458632e-07
2006,8.235779835885637e-10,1.1983059700071408e-07
2007,3.1955835755326234e-09,1.4659739466793553e-07
2008,0.0,1.0515876125438695e-07
2009,1.430457752249481e-09,1.1062206883849512e-07
2010,4.723793023408973e-10,1.1006437494742727e-07
2011,1.529588788962144e-09,1.1280717648887162e-07
2012,3.404252713057332e-10,1.0144673412426641e-07
2013,5.578250084070646e-10,1.455923293036676e-07
2014,8.661780737106994e-10,1.5006535392103615e-07
2015,1.329945265027277e-09,1.5649022877539664e-07
2016,1.2428040818690533e-09,1.4064398534685552e-07
2017,2.0124891197959016e-09,1.1622124329591088e-07
2018,2.5814667070633845e-10,1.489506278318231e-07
2019,1.02039510174734e-09,1.5280416842955447e-07
