year,en_ADP yeux_NOUN,en_ADP dieu_NOUN
1800,3.144164484325529e-09,5.8732991199406115e-06
1801,1.6668277424969347e-08,5.324324234834421e-06
1802,4.475680270843441e-09,3.7371930545759824e-06
1803,7.801356893821776e-09,3.83046633700701e-06
1804,0.0,4.923926898214859e-06
1805,2.842877711017877e-09,4.707805315362634e-06
1806,2.881669125542885e-09,8.66806061061709e-06
1807,5.693910232196231e-09,5.748002198657787e-06
1808,4.5321479902327155e-09,4.25568694595313e-06
1809,0.0,4.93372287735383e-06
1810,0.0,6.660000885005957e-06
1811,0.0,4.35479236671199e-06
1812,2.6672082320544632e-09,3.304670963544254e-06
1813,2.8757416448144113e-09,3.942641974674643e-06
1814,0.0,4.484015097006022e-06
1815,0.0,5.882644686039384e-06
1816,0.0,1.198896475074207e-05
1817,1.0898113522728181e-08,7.3702386131913045e-06
1818,1.1921177378582115e-09,6.449357172755299e-06
1819,1.035105001712111e-09,7.633899357983864e-06
1820,5.933240565525466e-09,7.702532975883969e-06
1821,3.94459531705138e-09,8.523284499517558e-06
1822,1.0025615893027862e-09,6.463514424126515e-06
1823,3.854247765389118e-08,7.4989827538729514e-06
1824,3.2000230021367315e-08,6.586152117904476e-06
1825,7.044354433105582e-09,7.648407994054196e-06
1826,8.807984341885344e-10,6.648266570152828e-06
1827,5.530363722527909e-09,6.225346069754778e-06
1828,1.8344602503717056e-09,6.64716667309051e-06
1829,2.571952872898464e-09,6.212123381033052e-06
1830,1.1480519646056564e-08,6.6232159170454e-06
1831,3.1182412207897414e-09,7.558616498926085e-06
1832,1.6235963684607668e-08,5.781355820744238e-06
1833,0.0,6.730088268014356e-06
1834,4.667265685043276e-09,7.300536640997279e-06
1835,3.781543966852041e-09,9.492431480850883e-06
1836,7.392825018825988e-09,1.2860827226290894e-05
1837,7.653680356156656e-09,8.488626839664448e-06
1838,4.418513555037862e-09,7.703362157940319e-06
1839,6.9914751765765e-10,9.527283559407351e-06
1840,2.5478754661634184e-09,1.0866052065239273e-05
1841,0.0,1.017528544622337e-05
1842,1.0733224087289273e-08,1.2434439739195113e-05
1843,3.544146642830981e-09,1.7851276790992188e-05
1844,8.232841963717874e-09,1.2079774510453944e-05
1845,2.790113973194508e-09,1.3267549761053488e-05
1846,2.9272506640865004e-09,1.1674461120492197e-05
1847,1.0786447290911383e-09,9.876610349124348e-06
1848,1.6090443422100975e-09,9.19086086526022e-06
1849,4.1897072478036534e-09,9.007870854560451e-06
1850,6.788996032014438e-09,1.0436044284745094e-05
1851,2.579775504329973e-09,1.2758925095113227e-05
1852,7.812654523320361e-09,1.3092706971917778e-05
1853,6.569124799682413e-09,1.15562855285134e-05
1854,3.63696517347023e-09,1.392282213075191e-05
1855,1.0613874223963649e-08,1.4087795534578618e-05
1856,6.73034605824796e-09,1.4778287052763517e-05
1857,5.857811125054013e-09,1.1792749212702347e-05
1858,1.468102750479261e-09,1.2756345206810238e-05
1859,4.582956236731661e-09,1.1746116712174626e-05
1860,7.323494255473406e-09,1.0903767730496838e-05
1861,1.0375119985361891e-08,1.3756466348269214e-05
1862,4.066187830886747e-09,1.1028856164330136e-05
1863,4.994620828036034e-09,1.1263869097888346e-05
1864,6.233146443435089e-09,1.3067071705563649e-05
1865,4.23615986733239e-09,1.2840271409686466e-05
1866,4.379051787850585e-09,1.1625895083966498e-05
1867,4.367530337390235e-09,1.0047260509793432e-05
1868,1.975949626142892e-09,1.1747514125914904e-05
1869,4.395167341186834e-09,1.133513659823393e-05
1870,3.4404292748035914e-09,1.176741537989301e-05
1871,0.0,7.925522854890232e-06
1872,5.442605477412599e-09,1.0353649763317208e-05
1873,7.781805422268917e-09,7.84286263666445e-06
1874,5.974609251779839e-09,7.369082929642445e-06
1875,5.149374260327022e-09,8.893542009502653e-06
1876,3.627608879952504e-09,7.171782542059191e-06
1877,9.27722432209066e-09,6.7129993723824555e-06
1878,4.22736201599605e-09,7.461898164251579e-06
1879,1.4051447783103299e-08,7.93112606345403e-06
1880,1.9253538763308597e-09,6.7810963173542405e-06
1881,9.761510710859511e-09,6.492101604749223e-06
1882,9.983077475794744e-09,6.768526738198943e-06
1883,1.4534479675365475e-08,5.918060786314072e-06
1884,3.9610181801208455e-09,5.637849170625486e-06
1885,1.2891271383708158e-09,5.548403343880182e-06
1886,1.2261581083805595e-08,5.457694211230546e-06
1887,1.1099172247952538e-08,5.747412444634392e-06
1888,3.804368819970705e-09,6.5130793345247184e-06
1889,9.397704836544563e-09,5.617948268366035e-06
1890,2.0974036729626278e-08,5.104556144885919e-06
1891,5.099376032546843e-09,4.750068956838049e-06
1892,6.268512375839919e-09,6.3982703579767986e-06
1893,1.2316832942449452e-08,4.958141303745833e-06
1894,1.1972924873759894e-08,6.238523940993446e-06
1895,8.426059849853118e-09,6.046901788181458e-06
1896,4.1279202278587945e-09,4.926967712037822e-06
1897,9.322741689743452e-09,5.16887769563823e-06
1898,1.2448380992680086e-08,5.589888818491318e-06
1899,1.2713430308508578e-08,5.138436939944313e-06
1900,3.114631885736685e-09,5.041550799944616e-06
1901,9.500856101851696e-09,5.028188478917173e-06
1902,9.329538919189417e-09,4.410416849509602e-06
1903,1.5120615870500842e-08,4.7656942285811965e-06
1904,5.374625189347171e-09,4.395905737197836e-06
1905,1.4450125540577119e-08,4.57810926590696e-06
1906,5.144184633820714e-09,4.9343019909997565e-06
1907,8.742834012309686e-09,5.546556607782804e-06
1908,9.331639461152008e-09,6.665245983583645e-06
1909,8.801574025163461e-09,5.586798955903305e-06
1910,1.3894791983659616e-08,5.711828375609684e-06
1911,4.25629931299909e-09,6.0907643586460836e-06
1912,7.293189607793238e-09,5.614193142378099e-06
1913,1.0075680734189518e-08,5.860333850193911e-06
1914,1.1384464038144415e-08,5.440434378556347e-06
1915,1.1780761921542648e-09,4.565045433224668e-06
1916,3.076489463182952e-08,5.849725017270657e-06
1917,5.483212106582869e-09,4.802197167919076e-06
1918,1.033773866510046e-08,4.54975351971143e-06
1919,6.4454939163738345e-09,4.664695925526985e-06
1920,4.543339038320937e-09,5.657971534844819e-06
1921,7.572747762196741e-09,4.334640475889273e-06
1922,1.4755870914040514e-08,5.409502424669199e-06
1923,1.1677542488541803e-08,6.502268057317906e-06
1924,2.9650736976805092e-08,6.568282703511841e-06
1925,7.698724324711748e-09,6.116086723295666e-06
1926,2.0063049888108253e-08,6.851531466622873e-06
1927,2.2298449753321847e-09,5.35162793724453e-06
1928,1.0283436990832229e-08,5.995243647305415e-06
1929,1.1140405931087116e-08,6.500427208067094e-06
1930,2.100720708497761e-09,6.068982095541742e-06
1931,5.7026783295555106e-09,5.928504506869103e-06
1932,1.53433514782364e-08,5.527990111886538e-06
1933,6.882397318719313e-09,4.78097194189786e-06
1934,7.188948103475923e-09,5.463600466271146e-06
1935,7.180970484910176e-09,5.580810963579097e-06
1936,1.091224355320719e-08,6.557045761468316e-06
1937,1.3850230295986421e-08,5.4078853253258785e-06
1938,1.1668692678767911e-08,5.6580197878020044e-06
1939,1.070583532936098e-08,5.307035706891838e-06
1940,0.0,6.194917624213758e-06
1941,2.9515025978810172e-09,6.260136920843706e-06
1942,1.8205270180260413e-08,7.333689843846969e-06
1943,1.4516175816936538e-08,7.089700183371406e-06
1944,1.927911696952833e-08,7.914077784221263e-06
1945,3.0499055725385915e-08,7.097566076197381e-06
1946,1.3921104269343232e-08,7.88352113545443e-06
1947,5.960435700558264e-09,8.219440537970968e-06
1948,1.3046265401328583e-08,7.81471304378556e-06
1949,1.8652315247891238e-08,5.341434402339473e-06
1950,2.9779013033248702e-08,7.168233587151462e-06
1951,1.7058242818279723e-08,6.010898111696861e-06
1952,2.1089608281954497e-08,6.222488572404927e-06
1953,1.2928593307037772e-08,6.4912309838405235e-06
1954,5.863521668203475e-09,6.773344857435859e-06
1955,1.220129064449793e-08,8.237748289730007e-06
1956,1.0465369904011368e-08,6.348118930077362e-06
1957,1.0602045463770082e-08,5.77899810849658e-06
1958,2.0680609225109947e-08,6.4333235414437695e-06
1959,1.0851047171911432e-08,7.089609180610523e-06
1960,1.038124963770315e-08,6.3650906483303515e-06
1961,1.876002997391879e-08,7.697171028553385e-06
1962,1.9660065575521912e-08,6.265218580381315e-06
1963,2.2631185814248056e-08,6.120766208539408e-06
1964,1.2776333768727e-08,7.868396188825955e-06
1965,1.3132904541635071e-08,8.854860219287275e-06
1966,1.3293779410616935e-08,6.589837028059264e-06
1967,1.3311906243984595e-08,7.116446589350289e-06
1968,8.533690198930799e-09,6.474824992608319e-06
1969,9.991866889436096e-09,6.014195740533523e-06
1970,9.657322941336588e-09,5.712536413682301e-06
1971,1.3359833239690033e-08,5.986746828057221e-06
1972,9.234264353175092e-09,5.172727227886753e-06
1973,8.269805285010534e-09,4.606833222453588e-06
1974,5.625571564138454e-09,5.459054577272582e-06
1975,1.1422960355389478e-08,4.320734710461238e-06
1976,9.712995741040231e-09,4.815931781365634e-06
1977,1.3516598507123945e-08,4.702013235657887e-06
1978,8.316828115084718e-09,5.152274781039523e-06
1979,5.851973128301324e-09,5.092387020511069e-06
1980,4.548120546843393e-09,4.519694577709288e-06
1981,9.488324403950088e-09,4.7935012474908945e-06
1982,1.0552753892945077e-08,5.869814337700063e-06
1983,1.515675762675528e-08,5.1267737077864695e-06
1984,9.858314442556804e-09,6.058223945615282e-06
1985,1.0828004270990732e-08,5.14450530886279e-06
1986,1.558566253834215e-08,5.496943096261475e-06
1987,1.711028652096047e-08,5.248580784211754e-06
1988,1.2592763276586538e-08,4.88119496822037e-06
1989,9.878619700032232e-09,4.985410399171997e-06
1990,9.262707045820662e-09,5.334774300536083e-06
1991,7.6199047072123e-09,5.739546502070425e-06
1992,6.060938417817852e-09,6.383821379074561e-06
1993,7.200969598386564e-09,5.106595288850713e-06
1994,6.329911705904578e-09,6.145816783487135e-06
1995,3.795715741716776e-09,6.069891220761292e-06
1996,7.473328622609188e-09,5.915139794865354e-06
1997,1.1028257640433026e-08,5.370761485323783e-06
1998,1.0489884183506604e-08,6.070782035294542e-06
1999,6.8553016596695215e-09,5.9627414259466605e-06
2000,1.0161472552283612e-08,6.071258830786519e-06
2001,8.762423675534592e-09,5.705652085907786e-06
2002,6.571832411594869e-09,5.772259257241785e-06
2003,8.750538071922165e-09,5.691183531553179e-06
2004,5.285749615779878e-09,6.014742474746981e-06
2005,5.404499514582994e-09,6.171037760793752e-06
2006,4.117890028965121e-09,6.2250141752429045e-06
2007,1.0385647009059085e-08,5.604254496915928e-06
2008,4.6831836186811415e-09,6.003841413360078e-06
