year,en_ADP eaux_NOUN,en_ADP dos_NOUN
1850,1.5003680609027015e-07,1.1473403560557927e-07
1851,2.347595637886002e-07,1.509168612301437e-07
1852,2.8841716326333255e-07,1.5169571554451977e-07
1853,2.3589130093704114e-07,1.3377126606428646e-07
1854,2.202961661978975e-07,1.1794158183420222e-07
1855,1.9529528572093113e-07,1.4912492929397558e-07
1856,1.7602443536102186e-07,1.4910304457771417e-07
1857,1.7768692828212806e-07,8.542640728137485e-08
1858,1.1842696068242731e-07,1.849809478926545e-07
1859,2.1896344959415615e-07,1.4461772934737382e-07
1860,2.2657060874675672e-07,1.4967390882247855e-07
1861,2.0090005414807877e-07,1.1742749705945243e-07
1862,2.177669320979625e-07,1.9382160587610997e-07
1863,2.062778469147375e-07,1.3685260569218372e-07
1864,2.1624223289773425e-07,1.7836387655734143e-07
1865,1.8968582082834473e-07,1.6568091609769908e-07
1866,1.965707678852624e-07,1.5278024534381984e-07
1867,2.406994568104892e-07,2.25655739427566e-07
1868,2.7317504580626206e-07,2.277281936358122e-07
1869,1.982708842662717e-07,1.958291164783077e-07
1870,2.339491849134845e-07,1.8922361277873279e-07
1871,1.561313054398994e-07,3.0588989829993807e-07
1872,2.2677521704927983e-07,2.4128883069352014e-07
1873,3.63949070603109e-07,2.0651715715302998e-07
1874,2.0014940327328645e-07,1.7684843101051229e-07
1875,1.8080025182554138e-07,1.9052684763209982e-07
1876,2.0919211096703805e-07,2.5030502115441777e-07
1877,2.739873469215226e-07,2.418263136405585e-07
1878,3.7261177632252895e-07,3.1765605967848387e-07
1879,2.736977664508089e-07,1.6739551256250707e-07
1880,2.182067788680797e-07,2.156396305963426e-07
1881,3.221298540134754e-07,2.656525452948699e-07
1882,2.555667919512672e-07,2.4758031713645323e-07
1883,2.622525638873441e-07,2.4203069415307255e-07
1884,3.9082045955041167e-07,2.6934924335364485e-07
1885,3.5322082769795315e-07,2.2882007044700003e-07
1886,3.0331280659323667e-07,2.071561908678632e-07
1887,3.597437401858805e-07,1.867272487743321e-07
1888,3.322482216017164e-07,2.5489271138212644e-07
1889,4.0096875753015127e-07,1.9672529560921248e-07
1890,3.742554722241387e-07,2.5627650757087395e-07
1891,3.2189812004812524e-07,2.403080827662052e-07
1892,4.0557275227115497e-07,2.795756586237985e-07
1893,3.9044360389262067e-07,2.703544907944888e-07
1894,3.8124313794796194e-07,3.031040307632793e-07
1895,3.334312401737094e-07,2.8889348868688103e-07
1896,3.6915402534809516e-07,2.983896649766393e-07
1897,4.07287282677693e-07,2.592887540231459e-07
1898,3.825047872885179e-07,3.2931626492427313e-07
1899,4.151211463465643e-07,3.1949403478392924e-07
1900,4.324147226952846e-07,2.590335554941703e-07
1901,4.7057182750442905e-07,3.0905727044228115e-07
1902,4.4094348128354e-07,2.739938338436332e-07
1903,5.346217943902332e-07,2.683909485767799e-07
1904,5.213386184976798e-07,2.735684176968789e-07
1905,4.391805981107666e-07,2.6010226861217234e-07
1906,5.267645146744826e-07,2.7006967684428673e-07
1907,4.386845383619331e-07,2.6074215497828845e-07
1908,3.934022714258134e-07,2.720909435538488e-07
1909,3.850688519158041e-07,1.8098235443630983e-07
1910,3.7141846476185236e-07,2.0521538601769862e-07
1911,3.963678709695273e-07,2.489935013727518e-07
1912,3.1725375282398716e-07,2.385914967817371e-07
1913,3.855273434938411e-07,2.1583167608696385e-07
1914,6.375300076744139e-07,2.2969831547925423e-07
1915,3.4399825743491874e-07,1.9320449951010232e-07
1916,3.8016619030578624e-07,2.2524297094150825e-07
1917,5.658675235054034e-07,2.5661432800916373e-07
1918,5.099950879383641e-07,2.4695708589206333e-07
1919,5.672034761872169e-07,2.707107285004895e-07
1920,5.550446107172036e-07,2.4003975340747274e-07
1921,5.141895541571628e-07,2.809489387800568e-07
1922,3.5782986773646996e-07,2.1912468639584404e-07
1923,3.184784369558713e-07,2.898153752539656e-07
1924,3.5709799539596077e-07,2.758807511327177e-07
1925,4.685223924383308e-07,2.4195992409659084e-07
1926,5.04920076971338e-07,2.0620356622202962e-07
1927,4.4819885358649003e-07,2.20754657220823e-07
1928,4.490434277748534e-07,1.8738707296961366e-07
1929,5.926696364788597e-07,1.7601841761916148e-07
1930,4.516549390043423e-07,2.0902170660974662e-07
1931,4.7218176835173153e-07,2.2468552174359502e-07
1932,4.679722247491469e-07,1.5891328075667843e-07
1933,4.347380988534155e-07,1.7550112829667341e-07
1934,3.9898663040105475e-07,1.9769606751651736e-07
1935,3.8896924436926383e-07,1.9987034249879798e-07
1936,3.297922255285357e-07,1.964203732995884e-07
1937,5.099403077579723e-07,2.0145789392245206e-07
1938,5.108294457434326e-07,2.0355386709525192e-07
1939,4.7411555925691573e-07,2.2788135822793265e-07
1940,5.629437884735466e-07,1.7243323213733674e-07
1941,3.423743151209635e-07,1.9775067983118788e-07
1942,3.1859223770247524e-07,2.821817020048911e-07
1943,3.367752867688978e-07,2.0322646321346838e-07
1944,3.630900380358071e-07,2.795472084926587e-07
1945,4.095587566865788e-07,1.9606535772709321e-07
1946,3.3828283996228947e-07,2.1020866824983386e-07
1947,3.564340396167154e-07,1.7166054533390707e-07
1948,5.196762407067013e-07,2.0221710883561173e-07
1949,5.438622689979411e-07,1.6001723679437418e-07
1950,4.7008297099360163e-07,1.9250003902016033e-07
1951,5.458637639677022e-07,2.377492620553312e-07
1952,6.516689001756504e-07,1.7609822577924206e-07
1953,7.175369067802251e-07,2.1655392856700928e-07
1954,7.163268911369869e-07,1.9935973227802606e-07
1955,4.814816754183937e-07,1.9709776211129793e-07
1956,8.729862583933823e-07,1.5610842751812015e-07
1957,6.458412817877957e-07,1.6344819186997483e-07
1958,6.047010234766503e-07,1.6379041767322633e-07
1959,5.844063851734305e-07,1.3873838611289102e-07
1960,6.637078948656949e-07,1.7717333378186595e-07
1961,7.205240937224744e-07,1.799573254857023e-07
1962,6.836629276030237e-07,1.6742764330501814e-07
1963,5.72892338901454e-07,1.6682417935953708e-07
1964,5.883197442546617e-07,1.4905722878211236e-07
1965,5.198441286324851e-07,1.6963333848707407e-07
1966,5.971122352121938e-07,1.706034993276262e-07
1967,7.913188326824638e-07,1.7009658392908023e-07
1968,6.777546541769652e-07,1.5854698176553939e-07
1969,5.250271744028367e-07,1.6849921280481794e-07
1970,5.509272362758111e-07,1.5957576238179172e-07
1971,6.433273935790851e-07,1.8857919314996252e-07
1972,7.284808272167709e-07,1.2774066249221505e-07
1973,6.505580549820422e-07,1.8414100111385778e-07
1974,5.63682276411015e-07,1.4570230177923804e-07
1975,5.87711319610662e-07,1.1194501325917372e-07
1976,5.667818649968126e-07,1.0112942305795514e-07
1977,5.782753529359752e-07,1.569100760434594e-07
1978,5.500987743101149e-07,1.5148508225593105e-07
1979,6.636137994675551e-07,1.2347663869149983e-07
1980,6.861976715732965e-07,1.4099173029080703e-07
1981,6.490014068383232e-07,1.3473420779064327e-07
1982,6.275784931730755e-07,1.806383096436548e-07
1983,6.384784345669914e-07,1.458838028156606e-07
1984,7.463324180889686e-07,1.4265560821513645e-07
1985,6.719378427000322e-07,1.365531687724797e-07
1986,5.940534943960074e-07,1.5525716889897012e-07
1987,6.99077462140707e-07,1.405487921601889e-07
1988,6.02053999987362e-07,1.4271797965648148e-07
1989,7.617513873015014e-07,1.3610542737296782e-07
1990,6.631008142576889e-07,1.1115248099713426e-07
1991,7.725411350634204e-07,1.4008901416673325e-07
1992,6.650502832883376e-07,1.465645169673735e-07
1993,6.586117771156808e-07,1.2795568693491077e-07
1994,4.821282986178232e-07,1.7143511854555982e-07
1995,5.341113797907582e-07,9.814635859584087e-08
1996,7.377243234074626e-07,1.3078326333015866e-07
1997,7.37934247041494e-07,1.2706470897683175e-07
1998,5.55010232661246e-07,1.430438771876652e-07
1999,5.242020931217617e-07,1.1654012865847108e-07
2000,6.794932208009641e-07,1.1442701719488468e-07
2001,7.084419569869382e-07,1.1610211458901176e-07
2002,5.450239475290886e-07,1.253029324743693e-07
2003,6.746248262246013e-07,1.1875730621113689e-07
2004,5.347416616174883e-07,1.1100073749048534e-07
2005,6.38631713734128e-07,1.0448699327980648e-07
2006,5.793871101777981e-07,1.194188143927022e-07
2007,7.118162305141951e-07,1.1943492950194923e-07
2008,7.625074589512337e-07,1.1111917785910919e-07
2009,5.407130330148391e-07,1.2921802294840745e-07
2010,5.777198657241911e-07,1.3132144260907808e-07
2011,6.412800903077276e-07,1.4837010553492291e-07
2012,6.423824953083468e-07,1.6817008940961387e-07
2013,5.645189153913321e-07,1.2969431395504216e-07
2014,4.993516751206073e-07,1.409704850630078e-07
2015,5.153537759872151e-07,1.3676270782525535e-07
2016,5.056141048065399e-07,1.3380856955791387e-07
2017,6.065138782318513e-07,1.7508655503206683e-07
2018,6.172287043693103e-07,1.2494298573528795e-07
2019,6.140227624129579e-07,1.4591650199236028e-07
