year,non_ADV ecrit_ADJ,non_ADV décrit_ADJ
1992,0.0,1.983579878128694e-08
1993,5.539207426075166e-10,3.323524566667402e-08
1994,0.0,2.5847140872059526e-08
1995,4.880205572987961e-09,1.5182862966867106e-08
1996,2.135236876199542e-09,1.8683322666745994e-08
1997,0.0,2.4453961633419397e-08
1998,9.536258449571733e-10,2.0502954778400806e-08
1999,4.570201161957499e-10,3.884670976561644e-08
2000,8.836062992401139e-10,3.578605500820231e-08
2001,4.3812117822561447e-10,3.504969575685024e-08
2002,4.38122149670761e-10,5.739400066318012e-08
2003,4.1669229178253886e-10,1.958453826889084e-08
2004,4.404791253964646e-10,2.598826878696947e-08
2005,4.5037495954858286e-10,2.2969123714133843e-08
2006,4.1178899179428186e-10,1.5647981910227315e-08
2007,0.0,1.6377365241737607e-08
2008,0.0,9.366367403895737e-09
2009,0.0,1.4304577744539415e-08
2010,0.0,1.1809482280966677e-08
2011,3.82397197240536e-10,8.795135286732148e-09
2012,0.0,8.170206733382201e-09
2013,0.0,5.020424964641279e-09
2014,0.0,1.6240838007774983e-08
2015,0.0,1.5294370214746777e-08
2016,0.0,7.871092000399926e-09
2017,0.0,2.264050280587071e-09
2018,0.0,4.64663996169179e-09
2019,0.0,7.908062094053037e-09
