year,non_ADV ecrit_ADJ,non_ADV décrit_ADJ
1800,0.0,6.288328968651058e-09
1801,0.0,7.143547975374531e-09
1802,0.0,4.475680270843441e-09
1803,0.0,4.6808139586573816e-08
1804,0.0,1.9774807569206132e-08
1805,0.0,8.528632911009026e-09
1806,2.881669125542885e-09,2.0171682990621775e-08
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,4.680253518074551e-09,1.8721014072298203e-08
1811,0.0,1.7549536934780008e-08
1812,2.6672082320544632e-09,1.3336041604361526e-08
1813,0.0,2.0130190847567064e-08
1814,0.0,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,9.038654980031424e-08
1817,0.0,4.981994905506326e-08
1818,0.0,5.960588467246453e-09
1819,0.0,1.035105001712111e-09
1820,1.1866481131050932e-09,0.0
1821,0.0,2.1695274909916407e-08
1822,0.0,2.0051231786055723e-09
1823,0.0,3.162459805139406e-08
1824,0.0,5.052667617633233e-09
1825,0.0,3.78634048558979e-08
1826,0.0,6.429828403042848e-08
1827,9.217273055917019e-10,2.3964910056406552e-08
1828,1.1006761724274838e-08,1.559291185060374e-08
1829,4.286587973467704e-09,2.8291480991260443e-08
1830,0.0,2.5048406016026092e-08
1831,0.0,0.0
1832,1.3529969367098715e-09,1.3529969256076413e-08
1833,0.0,1.1583628278799551e-08
1834,9.334530925997342e-10,4.387229424196448e-08
1835,0.0,9.832014313815307e-09
1836,6.720750067579218e-10,1.8818100855355624e-08
1837,0.0,3.061472142462662e-08
1838,0.0,8.2058102535143e-09
1839,0.0,7.690622361167243e-09
1840,1.9109065441114126e-09,8.917564464638872e-09
1841,6.420548537278137e-10,2.247191943638427e-08
1842,6.708265054555795e-10,7.379091560011375e-09
1843,1.1813822142769936e-09,2.0674189471492355e-08
1844,0.0,1.8661107548112454e-08
1845,5.580227946389016e-10,2.3436957263811564e-08
1846,0.0,1.3465353276842507e-08
1847,1.6179670936367074e-09,3.235934187273415e-08
1848,0.0,4.907585093860689e-08
1849,0.0,5.865590679832167e-09
1850,6.788996032014438e-10,9.504594444820214e-09
1851,0.0,1.5478653025979838e-08
1852,0.0,3.450589236564383e-08
1853,0.0,8.360704129017904e-09
1854,5.195664454227256e-10,1.454786069388092e-08
1855,0.0,1.7088336790038738e-07
1856,1.5531567143511893e-09,1.5531567143511893e-08
1857,0.0,4.442173318075504e-08
1858,0.0,3.376636525942445e-08
1859,5.092173349652285e-10,4.175582080101492e-08
1860,0.0,1.876645328025006e-08
1861,0.0,4.102888340185018e-08
1862,0.0,2.6656119089807362e-08
1863,0.0,1.0988165932701577e-08
1864,0.0,1.965838514195184e-08
1865,0.0,2.7911587907603064e-07
1866,9.731225825149181e-10,9.487945362707251e-08
1867,4.85281148598915e-10,3.930777303651212e-08
1868,0.0,3.902500367303219e-08
1869,0.0,3.1742874551099476e-08
1870,0.0,2.4656409802759072e-08
1871,0.0,5.947859449406678e-08
1872,1.8142017887967654e-09,3.205089882385437e-08
1873,5.986004469882289e-10,5.3275439504396616e-08
1874,0.0,2.1508593128771736e-08
1875,1.1443054281912168e-09,5.206589531736583e-08
1876,0.0,3.748529309177684e-08
1877,0.0,2.665655713940396e-07
1878,6.039088673581716e-10,1.872117483259217e-08
1879,0.0,1.8938909107646396e-08
1880,0.0,4.428314070992201e-08
1881,6.972507571312292e-10,4.044054513485662e-08
1882,2.6621540527571597e-09,6.389169904252867e-08
1883,0.0,1.516641390253426e-08
1884,0.0,2.9047467542397953e-08
1885,0.0,5.285421167400273e-08
1886,0.0,5.808117542471791e-08
1887,0.0,2.0239665554644404e-08
1888,0.0,3.043495055976564e-08
1889,0.0,2.318100511544685e-08
1890,0.0,4.7847021678038004e-08
1891,1.2748440081367107e-09,4.844407097692738e-08
1892,0.0,2.193979398157353e-08
1893,6.158416554491453e-10,5.049901474762919e-08
1894,0.0,3.213785060296459e-08
1895,0.0,3.009307159018704e-08
1896,0.0,2.358811634906033e-08
1897,0.0,2.855089675790623e-08
1898,0.0,4.1305989850748404e-08
1899,0.0,4.864268809967598e-08
1900,1.038210628578895e-09,3.8932896906374026e-08
1901,5.588738916095792e-10,1.900171220370339e-08
1902,0.0,4.7629754362787935e-08
1903,0.0,9.126372368939428e-08
1904,0.0,1.8811189050893518e-08
1905,5.160759042333041e-10,1.4966200723165457e-08
1906,5.144184522798412e-10,3.652371177720326e-08
1907,1.028568674676933e-09,3.8057040852024215e-08
1908,0.0,2.4065807124884486e-08
1909,0.0,6.491160498001136e-08
1910,0.0,5.397592228728598e-08
1911,0.0,7.554931613640292e-08
1912,5.209421227725386e-10,1.56803584783205e-07
1913,0.0,4.030272293675807e-08
1914,0.0,4.419850796466562e-08
1915,0.0,2.0027295266622502e-08
1916,0.0,3.186363928264768e-08
1917,0.0,2.3029491202919417e-08
1918,1.1486376294556067e-09,1.8378201183111287e-08
1919,9.207848372660976e-10,1.8415697411455767e-08
1920,0.0,2.5745588327907853e-08
1921,0.0,3.180553775905537e-08
1922,0.0,2.4347187099760248e-08
1923,1.0615948120573648e-09,5.8387714219065856e-08
1924,0.0,1.418078698911529e-08
1925,0.0,5.389107027298223e-08
1926,0.0,1.4935825642936607e-07
1927,0.0,4.4596898618465275e-08
1928,0.0,2.742249938236796e-08
1929,0.0,2.339485316582568e-08
1930,0.0,3.991369368350206e-08
1931,0.0,7.86969591715092e-08
1932,0.0,3.3974561830518724e-08
1933,0.0,2.6382522833046096e-08
1934,0.0,3.1152108448395666e-08
1935,0.0,4.308582202128264e-08
1936,0.0,4.9711328387047615e-08
1937,0.0,3.903246703629293e-08
1938,0.0,2.593042824905467e-08
1939,0.0,3.6705720241059225e-08
1940,0.0,4.817987520056022e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,3.641054280301148e-08
1943,0.0,6.967764498710949e-08
1944,0.0,3.855823393905666e-08
1945,0.0,2.832055301382752e-08
1946,0.0,5.0115973593278795e-08
1947,0.0,9.536696765621855e-09
1948,0.0,4.566193023691767e-08
1949,9.817008317369869e-10,4.221313509855662e-08
1950,0.0,2.7651940293083044e-08
1951,2.1322803522849654e-09,4.051332624932513e-08
1952,0.0,4.4288177902807035e-08
1953,0.0,3.663101155737536e-08
1954,0.0,4.3976411179258434e-08
1955,0.0,4.8805159025278044e-08
1956,0.0,2.9651880950609666e-08
1957,0.0,4.064117509194887e-08
1958,8.272243445794913e-10,3.8052320405768114e-08
1959,0.0,3.642851353902188e-08
1960,0.0,3.183583352495134e-08
1961,0.0,2.2928924869880518e-08
1962,0.0,3.8685933401172434e-08
1963,1.939815863494232e-09,3.9442925370281046e-08
1964,1.2167936658258327e-09,1.8860301764789256e-08
1965,0.0,3.502107759345563e-08
1966,2.215629901769489e-09,2.4925835950817543e-08
1967,0.0,2.4651677810183514e-08
1968,4.4914158503495116e-10,2.155879605392208e-08
1969,9.083515606356229e-10,4.7688457183170385e-08
1970,0.0,4.414775878203159e-08
1971,0.0,2.723350700506444e-08
1972,5.130146862875051e-10,2.411168970040123e-08
1973,4.410563025913916e-09,2.315545583053691e-08
1974,2.812785782069227e-09,1.5751600912494723e-08
1975,5.711480177694739e-10,2.5701660799626325e-08
1976,0.0,2.7424929660568864e-08
1977,5.876781838942691e-10,4.995264646368014e-08
1978,0.0,1.841583363582089e-08
1979,5.851973350345929e-10,3.745262944221395e-08
1980,5.685150683554241e-10,2.2172088387506506e-08
1981,1.8976649140967083e-09,4.1748626777859954e-08
1982,0.0,2.483000827169235e-08
1983,6.315316047889041e-10,3.536576898000021e-08
1984,1.739702604197646e-09,2.3775934387959552e-08
1985,0.0,5.1733798800412956e-08
1986,5.994485463567401e-10,2.3378493807513223e-08
1987,0.0,2.444326768769045e-08
1988,0.0,3.597932263232906e-08
1989,5.488122178931576e-10,2.5245361356951435e-08
1990,0.0,1.7435683119515488e-08
1991,5.861465202094962e-10,1.641210245484359e-08
