year,en_ADP année_NOUN,en_ADP damné_NOUN
1844,2.2914743783020164e-06,3.841992834985319e-09
1845,2.079750856864848e-06,1.2834524554250493e-08
1846,1.9665269519464346e-06,5.854501106128396e-09
1847,1.9814704046439147e-06,0.0
1848,2.3604680622901775e-06,1.6090443422100975e-09
1849,2.087312237941674e-06,8.379414939696517e-10
1850,2.194203489125357e-06,2.7155984128057753e-09
1851,2.3430810627278476e-06,4.514607132577453e-09
1852,2.1868922286394366e-06,6.510545436100301e-10
1853,2.1218274923739955e-06,2.388772735173461e-09
1854,2.407151441730093e-06,5.195664454227256e-10
1855,2.2777374013571716e-06,6.368324534378189e-09
1856,2.285729124196223e-06,0.0
1857,2.1595796875772955e-06,4.881509085841174e-10
1858,2.3039426650939276e-06,9.787352039936081e-10
1859,2.5511788201981744e-06,1.5276520048956854e-09
1860,2.3192590258014345e-06,0.0
1861,2.938045397193889e-06,2.357981809808507e-09
1862,2.2698361875628237e-06,7.680577063240435e-09
1863,2.0642767856182687e-06,7.491931519609807e-09
1864,2.4059943896093117e-06,9.109982990196386e-09
1865,2.398137173287296e-06,3.765475486972036e-09
1866,2.2990020625002217e-06,5.838735384067206e-09
1867,2.4628017403216518e-06,9.7056229719783e-10
1868,2.3859592359620763e-06,1.4819622196071691e-09
1869,2.2444654367292927e-06,2.4417595723136287e-09
1870,2.500045316988775e-06,8.601073187008978e-09
1871,2.3175407966036232e-06,1.2745412947268164e-08
1872,2.3790231660214545e-06,1.2094678591978436e-09
1873,2.301020019856992e-06,5.986004469882289e-10
1874,2.394025984120418e-06,5.377148060148329e-09
1875,2.6370519350393806e-06,1.1443054281912168e-09
1876,2.6656879055231286e-06,3.02300739996042e-09
1877,2.5493811026677804e-06,4.329371083855449e-09
1878,2.7894550472806756e-06,1.2078177347163432e-09
1879,2.7363666958990507e-06,6.720257683667796e-09
1880,3.2134156686680626e-06,4.492492600149944e-09
1881,3.0372243307041913e-06,2.091752326904839e-09
1882,3.032193546914641e-06,7.320923423037584e-09
1883,2.913847128471758e-06,3.159669414998234e-09
1884,2.947657776530832e-06,2.6406787867472303e-09
1885,3.059098762858703e-06,6.445635691854079e-10
1886,2.9485875918666693e-06,3.2267319927115068e-09
1887,3.2670738994156068e-06,7.834709769838355e-09
1888,3.2673188250509355e-06,2.53624587998047e-09
1889,3.2384492647530294e-06,1.2530273485467092e-09
1890,3.107434542848342e-06,3.2771931834929546e-09
1891,3.270612376482518e-06,1.2748440081367107e-09
1892,2.8509193663595056e-06,1.002961980134387e-08
1893,2.9301745607668295e-06,4.926733243593162e-09
1894,3.2761702293271355e-06,2.520615716150587e-09
1895,3.1447260315786707e-06,3.611168697403855e-09
1896,3.027534646982133e-06,1.7691086373616827e-09
1897,3.3148174303221367e-06,2.9133566670225264e-09
1898,3.2292232035047164e-06,6.224190496340043e-09
1899,3.5525745971654032e-06,2.2110313580014918e-09
1900,3.4484165514214737e-06,1.5573159428683425e-09
1901,3.586293872537283e-06,4.470991132876634e-09
1902,3.2638656968231317e-06,3.437198747846537e-09
1903,3.6840301742557813e-06,1.0800440541913758e-09
1904,3.374189804006278e-06,5.374625189347171e-10
1905,3.6424638008014654e-06,2.580379465655369e-09
1906,3.517079029791148e-06,3.0865106026567446e-09
1907,3.592276158315144e-06,1.028568674676933e-09
1908,3.486104040106852e-06,3.929111258571538e-09
1909,3.532731733812966e-06,5.500983557560346e-10
1910,3.5089692573819775e-06,2.137660271017694e-09
1911,3.656161130294322e-06,3.7242617878519013e-09
1912,3.7961052576918064e-06,3.646594803896619e-09
1913,3.641563061762554e-06,1.060597942803554e-09
1914,3.526505164330729e-06,1.3393487430235496e-09
1915,3.2173259931767006e-06,1.1780761921542648e-09
1916,3.043526987767109e-06,1.0987462051303964e-09
1917,3.174779763526203e-06,1.315970976634162e-08
1918,3.0128765686754377e-06,2.2972752589112133e-09
1919,3.015570392506106e-06,1.8415696745321952e-09
1920,2.8925924731026953e-06,3.786115865267448e-09
1921,2.978361610672664e-06,0.0
1922,3.1666100070992798e-06,7.377935484775833e-10
1923,2.8939075420453264e-06,5.307974060286824e-09
1924,3.27834019131501e-06,3.867487219366694e-09
1925,3.116883735998499e-06,2.1996355847875293e-09
1926,3.3639046730371547e-06,3.343841648018042e-09
1927,3.242194480890248e-06,5.574612327308159e-09
1928,3.5843491801301752e-06,1.1426041224282812e-09
1929,3.652939280840428e-06,3.342121912552898e-09
1930,3.848520378824105e-06,6.302162347537887e-09
1931,3.740956906028714e-06,2.2810713318222042e-09
1932,3.5158192517315e-06,1.0959536611565568e-09
1933,3.3322274077818292e-06,2.2941324395731044e-09
1934,3.400372424522402e-06,2.3963160344919743e-09
1935,3.4420784373878632e-06,2.393656828303392e-09
1936,3.4834305253639286e-06,2.424942913137329e-09
1937,3.278727177757901e-06,0.0
1938,3.3865139705824276e-06,1.2965214457594243e-09
1939,3.5482196842906433e-06,0.0
1940,3.0784404430050927e-06,0.0
1941,2.6563524286871143e-06,2.9515025978810172e-09
1942,3.1434434504262754e-06,0.0
1943,2.882912600199461e-06,2.9032352077962287e-09
1944,2.9015071412175075e-06,0.0
1945,2.7514505234194075e-06,0.0
1946,2.7257521324486333e-06,0.0
1947,2.913460939168999e-06,4.7683483828109274e-09
1948,2.9995538639582264e-06,9.784699273041042e-09
1949,4.130015398118303e-06,1.9634016634739737e-09
1950,3.4681914158340987e-06,0.0
1951,3.490542972883759e-06,4.264560704569931e-09
1952,3.838308721526573e-06,5.272402070488624e-09
1953,3.902280347745091e-06,5.386913581872932e-09
1954,3.7272453852210674e-06,5.863521668203475e-09
1955,3.572162292186931e-06,7.508486277174597e-09
1956,3.7971850090912085e-06,8.72114114258693e-09
1957,3.505742867560002e-06,3.534015080575159e-09
1958,4.1410852205103765e-06,8.272243445794913e-10
1959,3.5544929062325537e-06,6.200598257066758e-09
1960,3.544158857948787e-06,7.612916519406099e-09
1961,3.660290367690777e-06,2.779263708063695e-09
1962,3.3098669405262626e-06,1.2683912808952869e-09
1963,3.4257149863492486e-06,1.2932106496776896e-09
1964,3.3224550790578178e-06,1.2167936658258327e-09
1965,3.5190711713539713e-06,3.2832261354087677e-09
1966,3.268608040229992e-06,8.308612464702492e-09
1967,3.2702915717663927e-06,3.9442684118817795e-09
1968,3.389222349881038e-06,8.982831700699023e-10
1969,3.6765529465299096e-06,2.2708788183223305e-09
1970,3.5557341391267983e-06,4.1388523719376735e-09
1971,3.1899172086014005e-06,4.624557736754298e-09
1972,2.9826673184629726e-06,5.130146862875051e-10
1973,2.9820919138501267e-06,2.7566018911961976e-09
1974,3.2369539084697863e-06,1.1251143350321513e-09
1975,3.361777196175808e-06,4.569184142155791e-09
1976,3.037882287060256e-06,1.142705374768127e-09
1977,3.0612157075893265e-06,0.0
1978,2.682177040469469e-06,2.3762365408686037e-09
1979,2.7913913598354156e-06,0.0
1980,2.9471820610638133e-06,2.2740602734216964e-09
1981,2.659261014059666e-06,1.2651099057237047e-09
1982,2.7704082299351285e-06,3.1037510339615437e-09
1983,2.4238183691238646e-06,3.157658134966823e-09
1984,2.7220546954254132e-06,5.799008384599347e-09
1985,2.4796129380888488e-06,2.4062232206745193e-09
1986,2.5050954519656443e-06,1.7983456945813714e-09
1987,2.451659650404281e-06,1.8332451112712533e-09
1988,2.3536473534591096e-06,2.99827696004229e-09
1989,2.4010534147578255e-06,3.841685636274406e-09
1990,2.2007102273846613e-06,2.724325431913144e-09
1991,2.0415484343061507e-06,2.344586080837985e-09
1992,2.0480463547301042e-06,1.1019888335184191e-09
1993,2.030119624407689e-06,2.2156829704300662e-09
1994,2.0682987198483715e-06,2.637463358823311e-09
1995,2.00522239524048e-06,1.6267352465071383e-09
1996,1.966019279819875e-06,1.6014276571496566e-09
1997,1.8618575730044995e-06,4.315404922294874e-09
1998,1.8528949610185919e-06,9.536258449571733e-10
1999,1.719309631553756e-06,9.140402323914998e-10
2000,1.7005002916903322e-06,4.4180314962005696e-10
2001,1.6714322832456219e-06,1.3143635069212678e-09
2002,1.7384686827881524e-06,4.381221607729913e-09
2003,1.6617688984865708e-06,2.083461403401543e-09
2004,1.756630769733647e-06,3.523833003171717e-09
2005,1.6208995088362599e-06,2.251874686720612e-09
2006,1.7344552851739081e-06,4.529678854225949e-09
2007,1.5594447919653476e-06,2.7961355453243186e-09
2008,1.6893520538019402e-06,2.1287198670449925e-09
2009,1.587808062808449e-06,9.53638501499654e-10
2010,1.5687716405921037e-06,1.8895172093635892e-09
2011,1.5529150125814795e-06,1.1471915639660324e-09
2012,1.571403050348863e-06,2.7234021704458655e-09
2013,1.3588616987192381e-06,1.9523875849358774e-09
2014,1.4991376673378909e-06,6.063246349441442e-09
2015,1.326398712642174e-06,3.324863190323768e-09
2016,1.3898691975100519e-06,3.314143987021012e-09
2017,1.3282427318017653e-06,2.7671724078803805e-09
2018,1.2644023463792564e-06,3.3559066636712487e-09
2019,1.2387596779461774e-06,6.632568272380013e-09
