year,son_DET égout_NOUN,son_DET dégoût_NOUN
1800,6.288328968651058e-09,1.6978489014718434e-07
1801,0.0,2.190688022096765e-07
1802,0.0,1.0741632650024258e-07
1803,0.0,1.1897068930011301e-07
1804,1.4831105232815389e-08,1.5572661093976592e-07
1805,2.842877711017877e-09,2.3311597452391197e-07
1806,2.305335300434308e-08,1.9019016406218725e-07
1807,0.0,1.0533734240425474e-07
1808,4.5321479902327155e-09,2.0168058156855295e-07
1809,6.7770917766551975e-09,1.197286110254936e-07
1810,4.680253518074551e-09,2.0125089861267043e-07
1811,5.0141535368197765e-09,1.8050953087822563e-07
1812,0.0,1.3069320914382843e-07
1813,0.0,2.444380360344667e-07
1814,0.0,7.866692497415784e-08
1815,2.697223555614414e-09,1.6722786710943183e-07
1816,2.3176038865813098e-09,1.923611261389624e-07
1817,1.2454987263765815e-08,2.0083666818493384e-07
1818,3.5763532135746345e-09,1.8477825136642423e-07
1819,4.140420006848444e-09,1.500902335749288e-07
1820,3.5599443393152796e-09,1.9342363888341652e-07
1821,0.0,1.6567300509251481e-07
1822,5.012807946513931e-09,1.4035862250239006e-07
1823,3.9530747564242574e-09,1.531816522515328e-07
1824,1.1789557774477544e-08,1.6252747236933374e-07
1825,1.4088708866211164e-08,1.9900301939657083e-07
1826,0.0,1.5061652636205736e-07
1827,8.295545583791863e-09,1.401025512270948e-07
1828,1.8344602503717056e-09,1.2749498035091733e-07
1829,5.143905745796928e-09,2.8977335375657276e-07
1830,2.0873671680021744e-09,1.8264461942862908e-07
1831,0.0,1.5123470298306074e-07
1832,2.0294953273491956e-08,2.2459749104974946e-07
1833,2.3167257001688313e-09,1.783878831318475e-07
1834,9.334531370086552e-09,2.081600389836069e-07
1835,4.5378527602224494e-09,1.5882484660778573e-07
1836,1.2769425516978572e-08,1.6801875180050274e-07
1837,1.87863058442872e-08,1.5516096185663741e-07
1838,5.049729523420865e-09,1.4770459166868477e-07
1839,9.088918062616358e-09,1.552107526947566e-07
1840,1.9109065441114126e-09,1.3503740348141946e-07
1841,5.1364388298225094e-09,9.951850366007875e-08
1842,6.708265054555795e-09,1.978938253266449e-07
1843,8.269675610961258e-09,2.1914639658504598e-07
1844,1.0428266250528395e-08,1.9100193249244057e-07
1845,6.138250796539069e-09,2.0088820562591536e-07
1846,5.854501328173001e-09,1.3172627610913423e-07
1847,7.550513103637968e-09,1.6718993478548327e-07
1848,1.367687652020777e-08,1.5125016261663404e-07
1849,4.1897072478036534e-09,1.1312210013159074e-07
1850,8.82569484161877e-09,1.771928035410042e-07
1851,1.3543821175687754e-08,1.7284496189873266e-07
1852,5.208436348880241e-09,1.6732101215666262e-07
1853,8.360704129017904e-09,1.6840848271471032e-07
1854,5.7152309551611324e-09,1.641830023046964e-07
1855,1.3798036491152743e-08,1.7619031922322392e-07
1856,8.28350277259915e-09,1.5790426921569178e-07
1857,7.322263684272912e-09,1.6255424384326034e-07
1858,6.8511463169329545e-09,1.7421486653290685e-07
1859,7.129042689513199e-09,2.2762015561283988e-07
1860,5.034902272882391e-09,1.7118667550164446e-07
1861,8.960331143725853e-09,1.7732022961070015e-07
1862,3.975828022362293e-08,1.671654903390163e-07
1863,3.346395871517416e-08,1.6482248810234523e-07
1864,1.4863656971897399e-08,1.0452506948865903e-07
1865,9.413688495385486e-09,1.732118786179626e-07
1866,1.5083399418358567e-08,1.882992193280586e-07
1867,6.79393608038481e-09,1.7518649642056516e-07
1868,6.915823469455518e-09,2.0401680123072197e-07
1869,1.6115613732381462e-08,2.0901462516320635e-07
1870,8.601073631098188e-09,1.7374167882167058e-07
1871,2.1242353653860846e-08,1.2532989845936982e-07
1872,1.269941218851045e-08,1.3122726871817036e-07
1873,2.21482157058972e-08,1.7898152693263114e-07
1874,1.1351757756017378e-08,1.5115761575756892e-07
1875,1.602027666081085e-08,1.596306116180557e-07
1876,3.627608879952504e-09,1.0399145433659385e-07
1877,1.1751150275074451e-08,1.5214647364203415e-07
1878,2.4156354694326865e-09,1.3165213053056846e-07
1879,1.2829582729523281e-08,1.7167204191537166e-07
1880,1.0910338410496934e-08,1.5659544860824326e-07
1881,2.1614773970668466e-08,1.352666441079009e-07
1882,1.6638463051776853e-08,1.6971231753259985e-07
1883,1.8958017378167824e-08,9.352621432867636e-08
1884,9.902545450302114e-09,1.3335428405980565e-07
1885,5.156508553483263e-09,1.624300240976595e-07
1886,1.2261581083805595e-08,1.4391223857046498e-07
1887,1.1099172247952538e-08,1.482065909996777e-07
1888,1.0779045211961602e-08,1.5217475235473898e-07
1889,1.0650732740202784e-08,1.1026640400757515e-07
1890,6.554386366985909e-09,1.507508944342817e-07
1891,8.92390783491237e-09,1.2620955480713292e-07
1892,1.002961980134387e-08,1.3289245548442352e-07
1893,4.926733243593162e-09,9.422377234002965e-08
1894,2.520615716150587e-09,1.5060678215661483e-07
1895,8.426059849853118e-09,1.7995656809155491e-07
1896,1.1204354777305525e-08,1.7985937894593462e-07
1897,1.3401440845939305e-08,1.7363606019671352e-07
1898,7.355861253444118e-09,1.9068655943144108e-07
1899,1.3818945987509323e-08,1.9844005727520653e-07
1900,7.26747462209687e-09,1.5988443635706062e-07
1901,3.912117296778206e-09,1.4977820317341184e-07
1902,5.892340837476695e-09,1.5565599165157096e-07
1903,9.1803746826713e-09,1.8630759868187852e-07
1904,6.987012746151322e-09,1.5586412693835427e-07
1905,3.6125313851442797e-09,1.4088872002382402e-07
1906,9.259531807970234e-09,2.0422412916332178e-07
1907,1.8514235478050978e-08,1.9748518331752507e-07
1908,1.0313916831705683e-08,2.3083528244427498e-07
1909,1.870334465081669e-08,2.0023580038497357e-07
1910,5.34415089958884e-09,3.3133734156365335e-07
1911,1.1172785363555704e-08,2.3728868114858415e-07
1912,7.293189607793238e-09,2.776621501610066e-07
1913,1.484837142129436e-08,2.503011176102632e-07
1914,7.366418142140674e-09,2.5983364970727507e-07
1915,3.416420923940677e-08,1.2958837891652308e-07
1916,4.394984820521586e-09,1.4833073835873734e-07
1917,7.676496771580332e-09,1.8313928795699042e-07
1918,2.2972752589112133e-09,3.009430535882984e-07
1919,1.8415696745321952e-09,2.2467149829452637e-07
1920,7.572231730534895e-10,2.710859021703982e-07
1921,4.543648568500203e-09,3.135117303543211e-07
1922,2.951174193910333e-09,3.7922588624894615e-07
1923,6.369568872344189e-09,2.7070668284778776e-07
1924,6.445812328337297e-09,3.2873642474839926e-07
1925,1.0998178368026856e-08,3.0135008088905124e-07
1926,4.458455382660986e-09,2.942580543674467e-07
1927,1.0034302277972529e-08,4.3258992121764095e-07
1928,2.0566874425753667e-08,3.610629137895671e-07
1929,5.570202965543558e-09,3.464666509245262e-07
1930,1.1553964007759987e-08,3.067052287697436e-07
1931,5.7026783295555106e-09,3.2391213977689404e-07
1932,1.3151444377967891e-08,3.441294440520437e-07
1933,9.176529758292418e-09,2.557957605731076e-07
1934,1.1981580172459871e-08,2.9354871955433737e-07
1935,1.196828414151696e-09,3.3750562522527616e-07
1936,1.2124714565686645e-09,2.897806865576058e-07
1937,2.5182236296217297e-09,2.656725941463378e-07
1938,7.779128452511941e-09,2.994964445335313e-07
1939,0.0,3.2729267918085725e-07
1940,0.0,1.8257636780205644e-07
1941,1.1806010391524069e-08,2.3907170332293504e-07
1942,1.2136847082899749e-08,3.034211886188132e-07
1943,8.709705845433291e-09,3.7451734336002573e-07
1944,0.0,2.859735772631211e-07
1945,0.0,3.311326270960535e-07
1946,0.0,4.106725697283764e-07
1947,5.960435700558264e-09,3.933887420259907e-07
1948,1.0871887834440486e-09,3.9791108363829153e-07
1949,7.853606653895895e-09,3.3475998417742403e-07
1950,5.317680518146517e-09,3.9669897766714257e-07
1951,1.1727541604500402e-08,3.305034441680732e-07
1952,1.7926167217297007e-08,3.1845307013611546e-07
1953,5.386913581872932e-09,2.779647525485984e-07
1954,3.9090144454689835e-09,3.7428812316164795e-07
1955,4.6928039232341234e-09,3.0503226522426985e-07
1956,6.104799332717903e-09,3.165774407065669e-07
1957,7.068030161150318e-09,3.0215827706570053e-07
1958,1.9026160202884057e-08,2.928374258637234e-07
1959,5.425523585955716e-09,2.5654974455946444e-07
1960,5.536666680683311e-09,3.1766624353224415e-07
1961,6.25334317660986e-09,3.0502418102429374e-07
1962,1.2683912586908264e-08,2.8538804208722013e-07
1963,1.5518526907953856e-08,3.0584431165436854e-07
1964,6.6923653285755336e-09,2.9203046558734513e-07
1965,1.0396882466068291e-08,2.9111271349080425e-07
1966,1.1078149952936656e-08,3.4009917904143094e-07
1967,5.423369309198733e-09,3.327976578759717e-07
1968,3.5931326802796093e-09,3.296699242483214e-07
1969,4.995933444718048e-09,2.6296777200229826e-07
1970,2.7592350626548523e-09,3.0259610639404855e-07
1971,1.3873672877195986e-08,3.2371902847216916e-07
1972,6.669190977248718e-09,2.580463780432751e-07
1973,6.615844760915479e-09,2.8337868496208785e-07
1974,2.2502286700643026e-09,2.0702103853409426e-07
1975,4.569184142155791e-09,2.1360935953396165e-07
1976,6.2848797277581525e-09,2.553946543137897e-07
1977,4.7014254711541525e-09,2.3154520523149813e-07
1978,6.534650598410963e-09,2.4772264684003176e-07
1979,7.022368020415115e-09,2.732871564603556e-07
1980,5.685150683554241e-10,2.4844109258737035e-07
1981,4.427884725544118e-09,2.7516139144978524e-07
1982,6.828252629986764e-09,2.774753466994184e-07
1983,3.78918940668882e-09,2.829261518400017e-07
1984,6.378909400694965e-09,2.69653888551602e-07
1985,4.210890747202711e-09,2.6227833238579024e-07
1986,1.1988970927134801e-09,3.1171323122691774e-07
