year,son_DET égout_NOUN,son_DET dégoût_NOUN
1987,2.4443267410134695e-09,2.627651225495242e-07
1988,7.195864348830128e-09,3.010270139824911e-07
1989,4.939309850016116e-09,2.793454143557028e-07
1990,1.3621627381610324e-08,2.740671378731463e-07
1991,5.2753188484189195e-09,3.358619515836381e-07
1992,5.509944056569793e-09,3.0249594118458845e-07
1993,9.416652346772025e-09,2.9523976330381174e-07
1994,7.912389854425328e-09,3.217705275559979e-07
1995,4.337960657352369e-09,2.8847439370593975e-07
1996,6.4057106285986265e-09,2.7064126761899843e-07
1997,3.835915585170824e-09,2.9632446540972524e-07
1998,9.536258449571733e-10,3.1565015845558264e-07
1999,3.656160929565999e-09,2.8883670122326066e-07
2000,7.95245647111642e-09,3.030769706313663e-07
2001,5.257454027685071e-09,3.4523948588827125e-07
2002,6.133709984368352e-09,3.2421039897201354e-07
2003,8.333845613606172e-09,3.212697530230457e-07
2004,5.285749615779878e-09,3.0525204053333255e-07
2005,5.854874363109275e-09,3.161632182724361e-07
2006,5.353256948836815e-09,3.677275639546451e-07
2007,6.7906151812735516e-09,3.902606549033294e-07
2008,4.257439734089985e-09,3.9040721944161305e-07
2009,4.76819250749827e-09,3.7334946867417784e-07
2010,6.140930874920514e-09,4.3080991396493573e-07
2011,4.206369030868018e-09,4.672893822998958e-07
2012,1.0893608681783462e-08,5.501272148933367e-07
2013,6.693900100884775e-09,5.583828350808062e-07
2014,8.87832563023494e-09,6.84930320460353e-07
2015,1.0639562120218216e-08,5.415093777827451e-07
2016,1.0149566520567532e-08,5.627830681476098e-07
2017,5.282783988036499e-09,5.743140469860464e-07
2018,5.937373259712331e-09,6.554343805476037e-07
2019,1.1224345897176136e-08,6.311143820880716e-07
