year,en_ADP essence_NOUN,en_ADP décence_NOUN
1878,2.0170556508380955e-07,0.0
1879,1.6678457370744582e-07,6.10932526790009e-10
1880,2.2013212230831414e-07,2.5671385017744797e-09
1881,1.8895495174087173e-07,1.3945015142624584e-09
1882,1.0848278075847873e-07,6.655385131892899e-10
1883,1.4155318650566073e-07,8.847074184359371e-09
1884,9.770511599782594e-08,3.300848483434038e-09
1885,1.5018331112059968e-07,4.511945039809007e-09
1886,1.3810413029835544e-07,2.5813855497602844e-09
1887,1.2274378491383686e-07,1.1752064210668323e-08
1888,1.0018171536785303e-07,3.1703073499755874e-09
1889,8.645888804892365e-08,8.14467782106476e-09
1890,1.3436492674046008e-07,5.243509182406569e-09
1891,1.7337879043566318e-07,6.3742202627281586e-09
1892,1.7865260892868662e-07,3.1342561879199593e-09
1893,1.884475437918809e-07,2.463366621796581e-09
1894,1.2477048216830156e-07,1.8904617871129403e-09
1895,1.1014064549286218e-07,1.2037228991346183e-09
1896,1.444772124159499e-07,1.7691086373616827e-09
1897,2.3190319797805614e-07,3.4960281336537946e-09
1898,1.6409228842384493e-07,0.0
1899,1.6803838320811337e-07,1.6582735185011188e-09
1900,2.226961808293737e-07,6.22926377147337e-09
1901,2.2410843314446538e-07,3.353243460679778e-09
1902,2.1310632059012846e-07,4.910283846193408e-10
1903,2.3598962206605734e-07,2.7001101354784396e-09
1904,1.8058740192117284e-07,5.374625189347171e-10
1905,2.626826252072334e-07,2.0643036169332163e-09
1906,2.1142598399803703e-07,3.600929110447737e-09
1907,2.6639929079363966e-07,1.5428529565042481e-09
1908,3.437972395659017e-07,9.822778146428846e-10
1909,2.783497696223769e-07,1.6502950117569526e-09
1910,3.5805809139866085e-07,3.206490406526541e-09
1911,3.256068854540217e-07,6.384448969498635e-09
1912,3.1725375160274183e-07,2.6047106693738442e-09
1913,4.401481419336051e-07,1.060597942803554e-09
1914,2.725574574924394e-07,1.3393487430235496e-09
1915,2.768479134829249e-07,0.0
1916,3.307226019710896e-07,0.0
1917,4.6607305181911585e-07,3.289927441585405e-09
1918,4.169554586042068e-07,0.0
1919,5.009069354855455e-07,4.603924352863942e-09
1920,4.4751888461647127e-07,3.028892692213958e-09
1921,4.990440398700002e-07,0.0
1922,5.253089853662907e-07,1.4755870969551665e-09
1923,5.520293098193463e-07,0.0
1924,4.795684487302054e-07,0.0
1925,4.1023204166990013e-07,3.299453377181294e-09
1926,4.1017790408659494e-07,2.229227691330493e-09
1927,4.5265852399722917e-07,0.0
1928,4.5818424743160335e-07,1.1426041224282812e-09
1929,3.832299921846527e-07,2.2280812750352652e-09
1930,3.5502181217061946e-07,3.1510811737689437e-09
1931,3.5014446275738464e-07,0.0
1932,4.098866668300616e-07,0.0
1933,4.267086417542032e-07,2.2941324395731044e-09
1934,3.6663636571176994e-07,7.188948103475923e-09
1935,5.828554581199796e-07,1.196828414151696e-09
1936,6.729216579515196e-07,2.424942913137329e-09
1937,7.693173261769104e-07,5.0364472592434595e-09
1938,6.378885272217971e-07,1.2965214457594243e-09
1939,7.524672849257286e-07,0.0
1940,5.046208002568164e-07,0.0
1941,1.2130676001476104e-06,2.9515025978810172e-09
1942,4.58165970940172e-07,0.0
1943,7.316152883518612e-07,0.0
1944,6.137185533106049e-07,0.0
1945,6.84050291965832e-07,1.089252066321933e-08
1946,6.097443474573083e-07,0.0
1947,7.092918064000031e-07,3.5762612871081956e-09
1948,6.00128207794981e-07,0.0
1949,3.6421100524375305e-07,1.9634016634739737e-09
1950,4.89226627653494e-07,4.2541445921528975e-09
1951,4.64837128011375e-07,0.0
1952,4.028115151433198e-07,1.0544803918932644e-09
1953,4.2772094843712694e-07,1.0773827385790469e-09
1954,4.808087510355108e-07,9.772536113672459e-10
1955,3.1066360950404714e-07,0.0
1956,3.3314761749281274e-07,8.72114158667614e-10
1957,4.293828270718336e-07,5.301022731885041e-09
1958,3.383347710883555e-07,1.6544486891589827e-09
1959,3.8521216194631336e-07,2.325224457422337e-09
1960,3.321999894057015e-07,0.0
1961,2.6194561453252163e-07,0.0
1962,3.5705215140069413e-07,1.9025869768540815e-09
1963,3.090773539327074e-07,3.2330267352165265e-09
1964,3.2366711355535926e-07,3.041984220075733e-09
1965,3.627964630936731e-07,6.5664522708175355e-09
1966,3.2292806206868363e-07,0.0
1967,2.5637744816009445e-07,2.465167847631733e-09
1968,3.4718644137399224e-07,1.7965663401398047e-09
1969,3.0566031128387294e-07,2.2708788183223305e-09
1970,3.292687082989687e-07,5.058597540852361e-09
1971,2.7336274310840736e-07,1.541519245584766e-09
1972,2.744628573303487e-07,3.0780880067027283e-09
1973,2.640824670052666e-07,5.513203782392395e-10
1974,3.4597264875202427e-07,1.6876715580593782e-09
1975,3.404042132615359e-07,0.0
1976,2.748206457958702e-07,0.0
1977,2.803225074288207e-07,5.876781838942691e-10
1978,3.077226202741201e-07,5.940591352171509e-10
1979,2.8382069672261423e-07,0.0
1980,2.956278351007313e-07,2.2740602734216964e-09
1981,3.0615659341037826e-07,6.325549528618524e-10
1982,2.6878484682413273e-07,1.2415004579935385e-09
1983,2.740847300231053e-07,0.0
1984,3.2938367588997153e-07,2.8995041922996734e-09
1985,3.1220747054305775e-07,6.015558051686298e-10
1986,2.2419376044524597e-07,0.0
1987,2.1448966958104165e-07,1.2221633705067347e-09
1988,2.5305456397006765e-07,0.0
1989,2.6452748436156526e-07,5.488122178931576e-10
1990,2.953168802832806e-07,1.6345953479657283e-09
1991,2.2566641622034922e-07,1.1722930404189924e-09
1992,2.2590770676345073e-07,1.65298330578878e-09
1993,2.1492124879785024e-07,1.1078414852150331e-09
1994,2.7324121187888295e-07,2.1099706426497278e-09
1995,2.3208089672266397e-07,0.0
1996,2.583636664610367e-07,2.135236876199542e-09
1997,2.6371918782075454e-07,4.79489448146353e-10
1998,2.2887020234563238e-07,9.536258449571733e-10
1999,2.3719343644756918e-07,4.570201161957499e-10
2000,2.460843493423681e-07,0.0
2001,2.2519428544143238e-07,8.762423564512289e-10
2002,2.6243515716117827e-07,0.0
2003,2.1209638312313928e-07,4.1669229178253886e-10
2004,2.2200147320461383e-07,2.2023955992267474e-09
2005,2.481565992695778e-07,1.3511248786457486e-09
2006,2.5407382153730396e-07,1.2353669198716943e-09
2007,2.45660491060562e-07,5.192823504529542e-09
2008,2.3671364646205006e-07,1.7029758714315335e-09
2009,2.713101503459825e-07,4.76819250749827e-10
2010,3.0373988302301314e-07,2.3618964561933353e-09
2011,2.833563343962453e-07,3.059177577924288e-09
2012,2.3182961506051925e-07,1.3617010852229328e-09
2013,2.476743006241122e-07,1.1156500168141292e-09
2014,2.659166700169635e-07,3.681256854903836e-09
2015,1.9882681590033258e-07,1.994917786518613e-09
2016,2.0381985965656213e-07,2.6927420293532123e-09
2017,1.987332929331842e-07,2.0124890642847504e-09
2018,2.17359493071001e-07,1.290733298020541e-09
2019,1.747426550124942e-07,1.53059265262101e-09
