year,bien_ADV écrit_VERB,bien_ADV ecrit_VERB,bien_ADV décrit_VERB
1853,4.353538449741734e-07,0.0,2.908330714035401e-07
1854,5.621708805136905e-07,4.676098175337984e-09,2.909572174303321e-07
1855,5.26448172166738e-07,5.306937111981824e-10,3.513192439186241e-07
1856,5.394631443778053e-07,1.5531567143511893e-09,2.821568045874301e-07
1857,6.624207693484152e-07,4.881509085841174e-10,3.304781728274975e-07
1858,5.030698975172498e-07,0.0,3.0047169730096357e-07
1859,5.229661881323011e-07,1.018434669930457e-09,2.63774580844256e-07
1860,4.595492710812721e-07,2.288591982591015e-09,4.096579573342751e-07
1861,5.017785289496146e-07,9.431927461278633e-10,3.187991524100653e-07
1862,5.267972229550111e-07,4.517986262886353e-10,2.3583888264511188e-07
1863,6.048485903242806e-07,0.0,2.577224336164363e-07
1864,5.772852600394174e-07,4.794727948009836e-10,3.3227465223717445e-07
1865,5.549369671009607e-07,0.0,3.5630810657494294e-07
1866,5.906853997039718e-07,2.432806400776144e-09,3.7611187053698814e-07
1867,5.614702995870857e-07,9.7056229719783e-10,3.634755785242305e-07
1868,5.493139849654938e-07,9.87974813071446e-10,3.8135829072416527e-07
1869,4.986072983381717e-07,9.767038289254515e-10,4.0191363837038807e-07
1870,5.240920719629116e-07,2.2936195165357276e-09,3.732865820893494e-07
1871,3.579336862458149e-07,0.0,3.558094476829865e-07
1872,4.468983599847931e-07,6.047339295989218e-10,3.7070191183374845e-07
1873,5.704662136007954e-07,5.986004469882289e-10,4.190203242160351e-07
1874,4.827484190172981e-07,5.974609140757536e-10,4.074683488397568e-07
1875,5.372513718349126e-07,5.721527140956084e-10,4.073727382092329e-07
1876,5.937186582372078e-07,6.04601479992084e-10,3.827127272870712e-07
1877,6.846591031894889e-07,5.566334504436554e-09,4.403588889090315e-07
1878,5.96661970275747e-07,4.831270938865373e-09,4.2937921307384386e-07
1879,5.834405545357413e-07,6.10932526790009e-10,4.233762354033388e-07
1880,7.14306278570831e-07,0.0,3.728768547262007e-07
1881,5.891769099264366e-07,0.0,3.618731341248349e-07
1882,6.442412825435895e-07,6.655385131892899e-10,4.05978482831415e-07
1883,7.690635737134244e-07,0.0,4.3350664213903656e-07
1884,6.581891733858924e-07,0.0,4.0468401607540727e-07
1885,4.71820540859369e-07,5.156508553483263e-09,4.331467096108099e-07
1886,5.71131531623692e-07,1.936039106809062e-09,4.543238674159511e-07
1887,5.66057770545747e-07,1.9586774424595887e-09,4.837933147427975e-07
1888,5.922134338476326e-07,6.340614699951175e-10,4.0706746062824095e-07
1889,5.488259922081795e-07,6.265136742733546e-10,3.9407709095939936e-07
1890,5.250063845885222e-07,2.6217545912032847e-09,4.0506108689442044e-07
1891,5.27147970608155e-07,6.374220040683554e-10,4.96551763262687e-07
1892,4.983467523089757e-07,4.387958441043338e-09,3.6106632705923403e-07
1893,5.868971024725056e-07,6.158416554491453e-10,3.5041389878642804e-07
1894,5.413022319267213e-07,1.8904617871129403e-09,4.121206700347102e-07
1895,5.188045506532291e-07,0.0,3.4486660638322064e-07
1896,4.664549990707201e-07,1.7691086373616827e-09,3.821274674464803e-07
1897,5.086720833435976e-07,1.7480140668268973e-09,4.370035071588063e-07
1898,5.53952961945825e-07,0.0,3.10643684997558e-07
1899,5.295419995832162e-07,3.3165470370022376e-09,3.858249613131193e-07
1900,4.869207819169219e-07,3.633737311048435e-09,3.0990588584245415e-07
1901,5.806699763244438e-07,2.794369402536745e-09,4.3256838466732006e-07
1902,7.041347112046736e-07,0.0,3.5943278930972156e-07
1903,5.880839930583193e-07,1.6200660812870638e-09,3.213131094526034e-07
1904,5.116643402303112e-07,5.374625189347171e-10,4.283576231500774e-07
1905,4.6756475491349647e-07,0.0,2.931311087195354e-07
1906,5.267645182271963e-07,5.144184522798412e-10,3.5391988717492495e-07
1907,5.127415088068688e-07,0.0,3.466276439212379e-07
1908,4.7591359675358547e-07,3.929111258571538e-09,3.408503914670291e-07
1909,5.033399812504058e-07,1.7603147384193107e-08,3.6416511761672155e-07
1910,4.964715940580788e-07,1.068830135508847e-09,3.655399041235796e-07
1911,5.373578133571755e-07,1.5961122423746588e-09,3.0698558362018957e-07
1912,5.058348158115678e-07,5.2094213387476884e-09,3.177746918936464e-07
1913,5.886318499292997e-07,3.181793939432964e-09,3.0545220397470985e-07
1914,4.5738760201530226e-07,0.0,3.790356970512221e-07
1915,3.875870752123589e-07,0.0,1.8849219429739605e-07
1916,3.559937649111333e-07,0.0,2.582053468813683e-07
1917,4.3536706240132617e-07,1.0966424435210342e-09,2.2261841081672173e-07
1918,4.6060369651712563e-07,0.0,1.7459291257182485e-07
1919,4.861743825301801e-07,0.0,2.6242366857331945e-07
1920,4.815939518287848e-07,4.543339038320937e-09,2.7108589506497083e-07
1921,4.6420941290925555e-07,0.0,2.9155077641007665e-07
1922,5.695765938895647e-07,2.2133805899215986e-09,2.515876076358836e-07
1923,6.964061753933493e-07,1.0615948120573648e-09,2.8132262741564773e-07
1924,6.587620045017673e-07,0.0,2.4236254603238194e-07
1925,5.444097950224602e-07,1.0998177923937646e-09,2.672557286587107e-07
1926,5.88516084754076e-07,0.0,3.2881109746085713e-07
1927,5.942536720482394e-07,5.574612327308159e-09,3.344767378621327e-07
1928,5.587333935519467e-07,0.0,3.1078832307684934e-07
1929,6.049240877104012e-07,0.0,2.2392217147171323e-07
1930,5.76647832151167e-07,2.100720708497761e-09,2.983023534852691e-07
1931,5.246464302999243e-07,1.1405356659111021e-09,3.079446173614997e-07
1932,5.260577795596078e-07,0.0,3.02483215364191e-07
1933,5.070032793597079e-07,1.1470662197865522e-09,2.925018804944557e-07
1934,4.852540200772637e-07,0.0,3.019358132405614e-07
1935,5.31391794567071e-07,1.196828414151696e-09,3.099785601534677e-07
1936,4.5225184353014924e-07,0.0,2.800809113523428e-07
1937,4.5579847940402374e-07,0.0,2.833001531143964e-07
1938,3.617294707103369e-07,0.0,2.969034085253952e-07
1939,4.3282162653923706e-07,6.117620188206274e-09,2.967045702462201e-07
1940,3.3472335303486034e-07,0.0,2.408993680091953e-07
1941,4.0435585901832383e-07,0.0,3.5418031529843574e-07
1942,5.158160032436854e-07,0.0,2.457711616443703e-07
1943,4.122594108313393e-07,2.9032352077962287e-09,3.164526276577817e-07
1944,5.912262324159201e-07,6.4263723231761105e-09,2.69907644678824e-07
1945,5.054129470494217e-07,0.0,2.65777487129526e-07
1946,5.276098669071416e-07,0.0,2.464035446791968e-07
1947,5.054449399022332e-07,0.0,2.2172820024479734e-07
1948,4.098701853472164e-07,6.523132700664291e-09,3.6855701068816415e-07
1949,4.6238109341345535e-07,9.817008317369869e-10,2.02230367563061e-07
1950,4.2754153373181225e-07,3.190608444114673e-09,2.3610502353221818e-07
1951,4.70167829114132e-07,0.0,2.51609094448213e-07
1952,3.9648462601959977e-07,0.0,2.8470969937188784e-07
1953,4.2125663934911017e-07,0.0,2.2732776017164724e-07
1954,5.247851708745088e-07,9.772536113672459e-10,2.824262992362492e-07
1955,4.833588045372039e-07,0.0,2.3839443485940137e-07
1956,4.883839084257602e-07,0.0,2.2500545071579836e-07
1957,4.585384463240416e-07,8.835037701437898e-10,2.615171297293273e-07
1958,4.4752836991790446e-07,3.3088973783179654e-09,2.3575893237648415e-07
1959,4.828715969296127e-07,7.750747821333448e-10,2.317473644097845e-07
1960,4.429333229083454e-07,0.0,2.830620928762073e-07
1961,4.509355244763924e-07,4.86371165564492e-09,2.5221817168130656e-07
1962,4.356924092618897e-07,5.0735651235811474e-09,2.771434992610011e-07
1963,4.6490922134267976e-07,1.2932106496776896e-09,2.696344267860695e-07
1964,4.769831116746559e-07,6.083968329129164e-10,2.731701727043401e-07
1965,6.342098419764852e-07,7.660860390501512e-09,2.949431348042708e-07
1966,5.19011297939187e-07,1.6617224263271169e-09,2.547974418121157e-07
1967,6.015009228477197e-07,2.465167847631733e-09,2.6426599220030766e-07
1968,6.440690150100181e-07,2.6948494546985557e-09,3.1035682468427694e-07
1969,4.4645480290483874e-07,2.2708788183223305e-09,2.543384312048147e-07
1970,4.810266451826806e-07,2.2993624781975086e-09,2.745438791862398e-07
1971,5.451839957260063e-07,0.0,2.7182122153135424e-07
1972,5.381523831005097e-07,3.0780880067027283e-09,2.765149247352383e-07
1973,5.221004073518998e-07,3.3079223804577396e-09,2.6573641775939905e-07
1974,4.19667640194632e-07,1.1251143350321513e-09,2.5202561459991557e-07
1975,4.5520498304085777e-07,1.7134440533084216e-09,2.7814908776235825e-07
1976,4.450837405300945e-07,2.856763492431469e-09,3.022455814516434e-07
1977,4.6837952005773786e-07,3.526069214387917e-09,3.208722887393378e-07
1978,4.7465326069584535e-07,4.158414057542359e-09,3.017820517925429e-07
1979,4.3480162048581406e-07,1.1703946256602649e-08,2.8499110271695827e-07
1980,5.400893074991586e-07,6.253665585376211e-09,3.4508863677729096e-07
1981,5.319787046431657e-07,1.2018544381930951e-08,3.5865866720996564e-07
1982,4.730116631712633e-07,3.7245013739806154e-09,3.2713538189454994e-07
1983,5.273288703477874e-07,8.841442245000053e-09,3.4671086268645013e-07
1984,4.737789800479675e-07,5.219107812592938e-09,3.6823703908339667e-07
1985,4.6259641095502957e-07,2.8273122509858695e-08,3.5792569974546495e-07
1986,5.670783487232711e-07,6.593933843390687e-09,3.9983217448025243e-07
1987,5.676949061950154e-07,5.49973533381376e-09,3.3242844210690237e-07
1988,5.043101776180947e-07,6.596209356501959e-09,3.6519011814561964e-07
1989,5.060048700045172e-07,1.3720305780395847e-08,3.386171272268257e-07
1990,4.969169484780878e-07,1.6345953479657283e-09,3.552520411176374e-07
1991,5.246011571813369e-07,5.861465202094962e-10,3.6985844076298235e-07
1992,4.69447253514943e-07,8.264915862810085e-09,3.460245068254153e-07
1993,4.952051178008787e-07,4.985286850001103e-09,3.6171024930808926e-07
1994,4.905681540989804e-07,1.5824779264761446e-09,3.4814516425285547e-07
1995,5.026611660241542e-07,1.0844901643380922e-09,3.817405342942948e-07
1996,4.788268554989372e-07,1.2277611816102763e-08,3.5498314332471637e-07
1997,4.679816978381268e-07,5.753873377756236e-09,3.6009657833346864e-07
1998,4.515418341455302e-07,1.9072516899143466e-09,3.8001991242708755e-07
1999,4.899255756640741e-07,3.1991407301035224e-09,3.966934514210152e-07
2000,4.50639199733871e-07,1.6346715980830595e-08,4.0690071045901277e-07
2001,4.403117825901859e-07,6.571817756650944e-09,3.741554905900557e-07
2002,4.0964420833233817e-07,1.5334276071143904e-08,3.7065134961267177e-07
2003,4.1085859159295524e-07,2.5001538617175356e-09,3.887739126184897e-07
2004,5.06991498561149e-07,7.928623979580607e-09,4.246218736625451e-07
2005,4.6703884315490996e-07,6.7556245042510454e-09,4.2740583694467205e-07
2006,4.636743966557333e-07,3.706100981659688e-09,4.1508329218231665e-07
2007,4.4258832065935394e-07,1.1983438241713884e-08,4.2621095985850843e-07
2008,4.598034748504176e-07,6.3861596011349775e-09,3.5379324003770307e-07
2009,3.9003815466287506e-07,6.675469510497578e-09,3.4998532782992697e-07
2010,3.675110979983742e-07,4.2514138876015295e-09,3.6892822663503466e-07
2011,3.7245485895454067e-07,7.64794394481072e-10,3.0591775157517986e-07
2012,3.608507794794491e-07,3.404252713057332e-10,3.128508296867949e-07
2013,3.7792643015066574e-07,0.0,2.764022895007656e-07
2014,3.882643315744616e-07,0.0,2.791258850720624e-07
2015,4.1006644035945783e-07,0.0,2.458181995734776e-07
2016,3.7118412565817493e-07,0.0,2.4483239258188405e-07
2017,3.391044045564229e-07,2.515611330355938e-10,2.430080598969653e-07
2018,4.107113467100021e-07,2.5814667070633845e-10,2.504022802440886e-07
2019,3.7040343503491613e-07,2.55098775436835e-10,2.3724186348772491e-07
