year,bien_ADV ôté_VERB,bien_ADV doté_VERB
1926,1.1146138456652466e-09,2.452150482668003e-08
1927,0.0,3.9022285847067906e-08
1928,0.0,2.170947865920425e-08
1929,2.2280812750352652e-09,4.0105462062456354e-08
1930,1.0503603542488804e-09,3.151081229280095e-08
1931,1.1405356659111021e-09,2.2810713318222042e-08
1932,0.0,2.301502632917618e-08
1933,2.2941324395731044e-09,1.7205993074753678e-08
1934,1.1981580172459871e-09,2.2765002327673756e-08
1935,0.0,4.0692164304800826e-08
1936,0.0,9.699771652549316e-09
1937,1.2591118148108649e-09,2.0145789036973838e-08
1938,1.2965214457594243e-09,2.7226949583791793e-08
1939,3.058810094103137e-09,2.141167065872196e-08
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,3.9444752131245764e-08
1943,2.9032352077962287e-09,1.7419411246777372e-08
1944,0.0,3.534504600111177e-08
1945,0.0,8.714016175304096e-09
1946,0.0,1.9489545977080525e-08
1947,1.1920870957027319e-09,3.2186353138285995e-08
1948,3.2615663503321457e-09,1.087188805648509e-08
1949,9.817008317369869e-10,2.3560819073509265e-08
1950,3.190608444114673e-09,1.2762433776458693e-08
1951,0.0,2.0256663901818683e-08
1952,0.0,2.8470971358274255e-08
1953,1.0773827385790469e-09,3.124409986288157e-08
1954,0.0,1.9545073115523337e-08
1955,9.385607846468247e-10,9.385607846468247e-09
1956,0.0,2.0930739808022736e-08
1957,8.835037701437898e-10,1.767007518083119e-08
1958,0.0,3.308897317255699e-08
1959,0.0,3.410329141306789e-08
1960,2.7683333403416555e-09,1.9378334104036554e-08
1961,3.47407969059077e-09,2.08444772553662e-08
1962,6.341956404476434e-10,2.980719671086263e-08
1963,3.879631726988464e-09,3.168366191630412e-08
1964,6.083968329129164e-10,2.251068309533366e-08
1965,1.6416130677043839e-09,3.775710055720083e-08
1966,1.1078149508847446e-09,3.60039859037542e-08
1967,1.4791006197611978e-09,3.303324902503846e-08
1968,1.7965663401398047e-09,2.7397636159776084e-08
1969,9.083515606356229e-10,2.952142530432411e-08
1970,1.3796175313274261e-09,3.219107469476512e-08
1971,2.0553589941130213e-09,2.928886644326667e-08
1972,2.0520587451500205e-09,4.052816038324636e-08
1973,1.102640756478479e-09,2.8117338790600854e-08
1974,2.2502286700643026e-09,3.206575899250552e-08
1975,1.1422960355389478e-09,4.283610177679975e-08
1976,0.0,3.485251370838327e-08
1977,5.876781838942691e-10,3.408533633120214e-08
1978,0.0,3.62376069151793e-08
1979,3.5111840102075575e-09,4.1549010676433795e-08
1980,2.8425752862659692e-09,4.889229665572259e-08
1981,2.5302198114474095e-09,5.0604397339171214e-08
1982,3.7245013739806154e-09,4.779776929808577e-08
1983,6.315316047889041e-10,4.610180803776842e-08
1984,4.059305780401701e-09,6.320919104796374e-08
1985,0.0,4.3913573222198465e-08
1986,2.3977941854269602e-09,4.555808885697843e-08
1987,3.0554083707556856e-09,4.155355315393905e-08
1988,1.1993107618124554e-09,3.657897806874644e-08
1989,1.6464366536794728e-09,5.4881222455449574e-08
1990,1.6345953479657283e-09,6.265948787609332e-08
1991,5.861465202094962e-10,4.044410939485488e-08
1992,2.2039776670368383e-09,4.4630546869317556e-08
1993,1.1078414852150331e-09,4.2097974883859024e-08
1994,1.5824779264761446e-09,5.327675711708224e-08
1995,1.626735190995987e-09,6.235818261757231e-08
1996,1.067618438099771e-09,5.2847113352072483e-08
1997,1.917957792585412e-09,6.089516091378755e-08
1998,9.536258449571733e-10,6.532337304410163e-08
1999,2.285100553223174e-09,6.99240762236375e-08
2000,0.0,8.4826203283761e-08
2001,3.066848330846028e-09,5.958448112686199e-08
2002,8.76244299341522e-10,5.958461191113429e-08
2003,4.1669229178253886e-10,5.958699844654802e-08
2004,3.523833003171717e-09,8.501246973047216e-08
2005,4.053374524914943e-09,7.926599154828295e-08
2006,1.2353669198716943e-09,7.61809612614961e-08
2007,1.5977917877663117e-09,9.546805657123514e-08
2008,2.1287198670449925e-09,5.960415583317058e-08
2009,9.53638501499654e-10,6.961560949925172e-08
2010,4.723793023408973e-10,4.959982630170501e-08
2011,4.206369030868018e-09,7.150827907587143e-08
2012,5.446804340891731e-09,8.98722687381337e-08
2013,5.020424964641279e-09,6.052401207989888e-08
2014,4.547434873103384e-09,5.7384297716400745e-08
2015,5.319781060109108e-09,5.563604388303389e-08
2016,3.1070099826280284e-09,5.571904604373401e-08
2017,3.018733707449428e-09,6.188403861573377e-08
2018,6.453666934191915e-09,5.859929602669567e-08
2019,3.5713827450933877e-09,5.459113883166111e-08
