year,mon_DET entier_ADJ,mon_DET dentier_NOUN
1800,1.2576657315577222e-07,0.0
1801,1.0000967165524344e-07,0.0
1802,2.3721105435470236e-07,0.0
1803,4.2322362148183856e-07,0.0
1804,4.2763021568248405e-07,0.0
1805,2.3311597185937671e-07,2.842877711017877e-09
1806,2.2188851733773163e-07,0.0
1807,2.761546600282827e-07,0.0
1808,1.790198425055678e-07,0.0
1809,3.8403519653229523e-07,2.259030518203531e-09
1810,3.01876355024433e-07,0.0
1811,3.6603319841788107e-07,0.0
1812,3.360682399033976e-07,0.0
1813,4.5436719631197775e-07,0.0
1814,2.0138733702879108e-07,3.1466771410748606e-09
1815,1.591361833419569e-07,0.0
1816,4.8669681618207505e-08,0.0
1817,1.7904043669858538e-07,0.0
1818,1.5020683363786702e-07,0.0
1819,7.349245179089081e-08,0.0
1820,1.210381119776116e-07,1.1866481131050932e-09
1821,1.0157332830385002e-07,0.0
1822,3.909990198280866e-08,0.0
1823,9.685032997808207e-08,9.882686891060644e-10
1824,1.33895688314567e-07,0.0
1825,1.5585633539316746e-07,0.0
1826,5.372870304221067e-08,0.0
1827,1.5761536520386699e-07,0.0
1828,3.944089616014779e-08,0.0
1829,6.601345603485242e-08,0.0
1830,5.322786122974321e-08,0.0
1831,7.483778574624012e-08,0.0
1832,9.065079198400383e-08,0.0
1833,1.1699465085612815e-07,3.4750886612755494e-09
1834,5.880754372356023e-08,0.0
1835,8.621920244422654e-08,7.563087933704082e-10
1836,7.258409961963252e-08,0.0
1837,4.800944664040685e-08,0.0
1838,1.1551256240416308e-07,0.0
1839,5.8029243632518046e-08,0.0
1840,8.344292012907317e-08,0.0
1841,4.751206006403663e-08,6.420548537278137e-10
1842,6.775347483056748e-08,0.0
1843,7.619915387557796e-08,0.0
1844,6.915587258404798e-08,0.0
1845,7.365900955846882e-08,0.0
1846,5.034871009002018e-08,0.0
1847,6.202207458727571e-08,0.0
1848,2.0032601755204382e-07,8.045221711050488e-10
1849,6.535943697372204e-08,0.0
1850,9.300924741495464e-08,0.0
1851,5.8689894055774516e-08,0.0
1852,9.244974408240125e-08,0.0
1853,8.420423824873069e-08,5.971931837933653e-10
1854,8.468932916061434e-08,0.0
1855,9.552487156838652e-08,5.306937111981824e-10
1856,9.060080907730139e-08,0.0
1857,8.933161504964815e-08,4.881509085841174e-10
1858,9.591604643865992e-08,0.0
1859,9.420520519221043e-08,5.092173349652285e-10
1860,1.2358396483946876e-07,0.0
1861,1.1318312892472093e-07,0.0
1862,7.861296325017975e-08,0.0
1863,9.389887090094362e-08,9.989241656072068e-10
1864,8.582562993630916e-08,9.589455896019672e-10
1865,5.083391996230091e-08,0.0
1866,9.585257743083275e-08,0.0
1867,1.1840859670542159e-07,4.85281148598915e-10
1868,8.990571087608146e-08,0.0
1869,7.227608322946111e-08,0.0
1870,1.0894692792362548e-07,0.0
1871,2.4322497127471365e-07,0.0
1872,1.082473735092293e-07,0.0
1873,1.1852288528402255e-07,0.0
1874,5.974609251779839e-08,5.974609140757536e-10
1875,1.270179079693179e-07,0.0
1876,1.1245587550057223e-07,0.0
1877,1.3173657409382145e-07,0.0
1878,1.1172313918450527e-07,0.0
1879,1.124115871498077e-07,6.10932526790009e-10
1880,1.2258086190541917e-07,0.0
1881,5.0899306103247e-08,6.972507571312292e-10
1882,1.4708401052665465e-07,1.3310770263785798e-09
1883,1.1122036447375194e-07,6.319338941018771e-10
1884,9.96856224233511e-08,6.601696966868076e-10
1885,9.152802826761786e-08,3.86738152613475e-09
1886,7.873225738030953e-08,0.0
1887,9.466940614766273e-08,1.3057849246322917e-09
1888,1.0842450848258522e-07,0.0
1889,1.0462778621267432e-07,0.0
1890,1.00937553426661e-07,0.0
1891,6.565446852846435e-08,0.0
1892,1.0593785937373923e-07,0.0
1893,1.2378417602043612e-07,0.0
1894,9.956431945568056e-08,6.301539290376468e-10
1895,1.2879835131762718e-07,0.0
1896,9.199365202938736e-08,0.0
1897,1.0954221796311003e-07,0.0
1898,1.1939129174187713e-07,0.0
1899,1.2547603311929834e-07,0.0
1900,1.0589748677958255e-07,5.191053142894475e-10
1901,1.2239338087471907e-07,5.588738916095792e-10
1902,7.021705816789847e-08,0.0
1903,6.480264391761636e-08,0.0
1904,1.144795147567379e-07,0.0
1905,1.1353669715497006e-07,0.0
1906,9.568183045871592e-08,0.0
1907,1.2805679427962957e-07,0.0
1908,1.61093567818682e-07,0.0
1909,1.6998038832038986e-07,1.1001967115120692e-09
1910,1.0688301577133075e-07,5.344150677544235e-10
1911,1.3939380494321085e-07,0.0
1912,1.578454635331461e-07,0.0
1913,1.2408996497015323e-07,5.30298971401777e-10
1914,7.567320636781005e-08,0.0
1915,1.4254721836248763e-07,0.0
1916,1.0438089037556608e-07,0.0
1917,1.140508111285854e-07,0.0
1918,1.1256648946300629e-07,2.2972752589112133e-09
1919,1.3627614908751084e-07,0.0
1920,8.10228804049018e-08,7.572231730534895e-10
1921,6.133925722906497e-08,0.0
1922,6.861479712183538e-08,7.377935484775833e-10
1923,7.749642483290131e-08,0.0
1924,4.383152329978657e-08,1.289162443462999e-09
1925,5.829034321891413e-08,3.299453377181294e-09
1926,5.684530501870455e-08,0.0
1927,6.243565797703354e-08,0.0
1928,1.2568644958133035e-07,1.1426041224282812e-09
1929,8.355304714768863e-08,0.0
1930,5.0417296337812445e-08,0.0
1931,9.808606549199794e-08,1.1405356659111021e-09
1932,4.7126007984843454e-08,0.0
1933,8.602996359741155e-08,0.0
1934,8.506921744810825e-08,2.3963160344919743e-09
1935,8.736847423307381e-08,1.196828414151696e-09
1936,7.153581682572963e-08,1.2124714565686645e-09
1937,9.065604933411464e-08,0.0
1938,5.8343463393839556e-08,1.2965214457594243e-09
1939,7.799965828780842e-08,0.0
1940,7.100192078723921e-08,0.0
1941,7.969057236323351e-08,0.0
1942,9.406056733496371e-08,3.034211770724937e-09
1943,1.1612940653549231e-07,2.9032352077962287e-09
1944,8.675602458652065e-08,0.0
1945,7.84261473540937e-08,2.178504043826024e-09
1946,6.682130049284751e-08,5.568441707737293e-09
1947,1.0013531936969855e-07,2.3841741914054637e-09
1948,1.1198044802540608e-07,2.174377566888097e-09
1949,6.970076149581672e-08,1.9634016634739737e-09
1950,6.7002780212988e-08,2.1270722960764488e-09
1951,9.168805725767726e-08,0.0
1952,3.585233443459401e-08,1.0544803918932644e-09
1953,6.141081598798337e-08,2.1547654771580937e-09
1954,6.645324646115114e-08,2.9317608341017376e-09
1955,6.382213513234092e-08,4.6928039232341234e-09
1956,5.058262297907845e-08,4.360570571293465e-09
1957,3.534015036166238e-08,8.835037701437898e-10
1958,5.6251255209360806e-08,5.790570245522986e-09
1959,6.510627947875491e-08,7.750747599288843e-09
1960,4.983000068126131e-08,6.920833350854139e-10
1961,5.072156383789661e-08,1.3896318540318475e-09
1962,1.9025868880362395e-07,8.244543270308213e-09
1963,6.272071573221183e-08,3.2330267352165265e-09
1964,1.0951143081250336e-07,3.041984220075733e-09
1965,4.760677896342713e-08,1.0944086747954884e-09
1966,4.54204118760515e-08,1.1078149508847446e-09
1967,7.44480666003966e-08,2.958201350544698e-09
1968,5.928668797561265e-08,3.5931326802796093e-09
1969,7.493900255894914e-08,9.083515606356229e-10
1970,5.7943936593307654e-08,3.678980065036086e-09
1971,7.861747908233241e-08,3.5968783507200897e-09
1972,5.3866541005476165e-08,1.5390440033513642e-09
1973,8.545465846054867e-08,9.37244681864513e-09
1974,4.331690039993674e-08,7.875800234202757e-09
1975,3.8838064764235014e-08,1.1422960355389478e-09
1976,3.028169359708954e-08,1.25697592334717e-08
1977,3.467301257220612e-08,4.7014254711541525e-09
1978,5.5841559931657514e-08,4.752473081737207e-09
1979,4.7400984470868934e-08,4.681578791299046e-09
1980,4.77552646316326e-08,4.548120546843393e-09
1981,3.921840552312261e-08,4.427884781055269e-09
1982,6.021277221268662e-08,4.345251602977385e-09
1983,5.810090664137846e-08,3.157658134966823e-09
1984,4.001316011859046e-08,2.3196033982486597e-09
1985,4.391357255606465e-08,2.4062232206745193e-09
1986,4.196139885559447e-08,8.991728250862252e-09
1987,4.7053291041265766e-08,4.277571630240118e-09
1988,4.3774843250243833e-08,5.9965538645734284e-09
1989,8.122420647183048e-08,3.841685525252103e-09
1990,3.8140555214116745e-08,4.358920779878872e-09
1991,4.865016178801085e-08,2.344586136349136e-09
1992,4.0773585396891576e-08,5.5099441120809445e-09
1993,4.3205818145430896e-08,3.323524400133948e-09
1994,6.066165525453471e-08,1.5297286770632468e-08
1995,6.073144626084215e-08,5.422450655157007e-09
1996,4.377235618413522e-08,8.007138285748283e-09
1997,5.370281996874837e-08,7.671831170341648e-09
1998,3.480734178662459e-08,4.768129113763564e-09
1999,5.849857648287937e-08,1.0511462811280126e-08
2000,5.5667197740305596e-08,1.1045078962546029e-08
2001,2.93541191354052e-08,9.200544492937723e-09
2002,3.461165015705703e-08,5.257465574004527e-09
2003,4.291930721933568e-08,3.75023062604285e-09
2004,3.259545469647129e-08,8.809582757729473e-09
2005,4.2335246641656e-08,1.2160124240878645e-08
2006,3.459027508867507e-08,1.4412614657288714e-08
2007,3.2355284007579144e-08,1.038564634292527e-08
2008,2.937633380994953e-08,6.386159684401704e-09
2009,2.9562793102400065e-08,8.105927484791664e-09
2010,2.8342758917609956e-08,1.7478034353146654e-08
2011,1.30015047339338e-08,1.8355065689590333e-08
2012,2.110636604379934e-08,1.6680838488269956e-08
2013,2.9843637894266806e-08,2.4544299648265877e-08
2014,3.5513299634359896e-08,2.0571729042462295e-08
2015,3.45785770017315e-08,2.349569871995527e-08
2016,7.166836457628278e-08,2.029913326317967e-08
2017,1.735771762434446e-08,2.3898308443293104e-08
2018,3.2268333727270004e-08,2.349134753387716e-08
2019,4.005050735500504e-08,2.3724186615226017e-08
