year,un_DET août_NOUN,un_DET doute_NOUN
1867,6.308654931785895e-09,2.6870018174918187e-06
1868,1.975949626142892e-09,2.48920265732977e-06
1869,6.8369268024781604e-09,2.6468673866020254e-06
1870,1.7202146374017957e-09,2.555092123657232e-06
1871,3.18635318130589e-09,2.6839714450943575e-06
1872,5.442605477412599e-09,2.7134410842677426e-06
1873,2.9930022904522957e-09,2.501551321643092e-06
1874,7.16953080237559e-09,2.3044066779220884e-06
1875,3.146840005241458e-08,2.52433783032302e-06
1876,1.934724691565748e-08,2.5242112258183624e-06
1877,9.277223989023753e-09,2.1393278828441e-06
1878,1.5701631050912823e-08,2.5478916256815864e-06
1879,1.8327975692677967e-08,2.294051590467916e-06
1880,1.1552122813895949e-08,2.3001560478519423e-06
1881,7.669758328443521e-09,2.3755332634323167e-06
1882,1.1314154280128719e-08,2.3353745319809605e-06
1883,8.847074739470884e-09,2.346370635564199e-06
1884,9.242375753615306e-09,2.271644007123541e-06
1885,1.1602144356359645e-08,2.297224547476162e-06
1886,1.0325542088018835e-08,2.1922416379993592e-06
1887,6.528924512139156e-09,2.531916869941142e-06
1888,9.510922271971367e-09,2.3003750015959668e-06
1889,1.0650732462647028e-08,2.1727494399215175e-06
1890,1.2453334585771358e-08,2.2009629851993395e-06
1891,5.099375810502238e-09,2.435589557592266e-06
1892,1.817868655606958e-08,2.119384085119691e-06
1893,1.1085149742573464e-08,2.567443750933762e-06
1894,1.1972924651715289e-08,2.3114046143746236e-06
1895,7.22233739480771e-09,2.414066216260835e-06
1896,1.0024948871034667e-08,2.2550238014673596e-06
1897,2.7968225846386474e-08,2.390117948891657e-06
1898,9.053367944211743e-09,2.545127998132557e-06
1899,1.2713430308508578e-08,2.3796225789851633e-06
1900,1.1939421784568083e-08,2.3852888730857558e-06
1901,8.383108540677142e-09,2.3260330692664866e-06
1902,2.4551419397500496e-08,2.0480794802324453e-06
1903,1.6740682839966325e-08,2.3318150539353155e-06
1904,8.599400302955473e-09,2.199833986082922e-06
1905,9.289366442732927e-09,2.268669746285923e-06
1906,1.0288368712529916e-08,2.2150858853819955e-06
1907,2.3657078851435642e-08,2.267993920668232e-06
1908,2.701263923654551e-08,2.3034415832512423e-06
1909,1.4852655716435237e-08,2.3670731579272797e-06
1910,2.1911017777931363e-08,2.2028588873013177e-06
1911,3.1922243959314756e-08,2.308510303805633e-06
1912,1.8753916364300238e-08,2.2374465018515366e-06
1913,1.1666577148794488e-08,2.369906084709328e-06
1914,2.0759905794420774e-08,2.0893840897429072e-06
1915,3.534228498747183e-08,2.4150561586111507e-06
1916,3.5159879452351106e-08,2.3183544612948026e-06
1917,3.728584163642523e-08,2.35120145930523e-06
1918,2.2972751700933713e-08,2.29153203434862e-06
1919,4.880159565345821e-08,2.3019620272179964e-06
1920,1.590168663412328e-08,2.5738015665410785e-06
1921,1.9689142760626055e-08,2.3369499189129783e-06
1922,3.246291652159172e-08,2.2893732989359705e-06
1923,8.492758496458919e-09,2.3609868406992973e-06
1924,1.1602462102189293e-08,2.5061318353891693e-06
1925,1.3197813286680571e-08,2.362408594080989e-06
1926,2.4521504493613122e-08,2.3785859610825355e-06
1927,2.452829506172094e-08,2.392623542846195e-06
1928,9.14083297942625e-09,2.2052260391092204e-06
1929,1.0026365737658693e-08,2.1679231139160038e-06
1930,1.3654684494213143e-08,2.2950373619323727e-06
1931,1.0264820993199919e-08,2.1134126910737905e-06
1932,3.2878610722875123e-08,2.2445130767323462e-06
1933,1.3764794415394022e-08,2.258573474023251e-06
1934,1.7972370258689807e-08,2.0907856281837667e-06
1935,2.2739739868882225e-08,2.2021643957259585e-06
1936,1.091224355320719e-08,2.147286920717306e-06
1937,1.8886677000118368e-08,2.218554968180797e-06
1938,1.4261736125398272e-08,2.297435955256333e-06
1939,1.5294050470515685e-08,2.3782247922099486e-06
1940,1.0143131667916805e-08,1.8739435887482614e-06
1941,3.246652857669119e-08,2.1103244449705016e-06
1942,2.7307905936524435e-08,2.081469382630985e-06
1943,2.9032352077962287e-09,2.3283946575247683e-06
1944,2.5705489292704442e-08,2.1174897995024367e-06
1945,1.3071024262956144e-08,2.276536662293438e-06
1946,1.5313214696277555e-08,2.1744764922004833e-06
1947,2.0265480848991047e-08,2.4402023228731196e-06
1948,1.5220643190261285e-08,2.075443475746397e-06
1949,4.908504158684934e-09,2.079242349850574e-06
1950,1.70165788127008e-08,2.2047103271916058e-06
1951,1.2793682557799002e-08,2.122685117456058e-06
1952,1.0544803918932644e-08,2.2871679448144278e-06
1953,1.2928592973970865e-08,2.2818965703663707e-06
1954,9.772536113672459e-09,2.5594272585749422e-06
1955,1.783265579646809e-08,2.3051052551181783e-06
1956,9.593255967388359e-09,2.373894716356517e-06
1957,1.501956425897788e-08,2.2679541302750295e-06
1958,5.790570245522986e-09,2.2649401500984823e-06
1959,1.4726421193600459e-08,2.2236896484173485e-06
1960,1.7302082544468078e-08,2.249270949050697e-06
1961,1.5285950616394928e-08,2.1921441373251582e-06
1962,6.976151933901775e-09,2.347158172710806e-06
1963,1.2932106607799199e-08,2.179706612537302e-06
1964,1.9468698653213323e-08,2.250459800734461e-06
1965,6.566452104284082e-09,2.273086920467904e-06
1966,8.30861190959098e-09,2.1375290515379675e-06
1967,7.888536768252408e-09,2.24330274534168e-06
1968,1.2126822435121198e-08,2.0512295506591727e-06
1969,1.5896152727457036e-08,2.1150966844629693e-06
1970,1.1956685308511794e-08,2.065747338519941e-06
1971,1.2332154186722732e-08,2.159668525791858e-06
1972,9.747279039462597e-09,1.943812648619314e-06
1973,9.923766808306311e-09,1.9786888856287987e-06
1974,5.063014563155832e-09,1.9509482243051934e-06
1975,1.2565256390928425e-08,2.047565644147653e-06
1976,1.3141112142900369e-08,2.0871514578857386e-06
1977,5.876781838942691e-09,2.1626557469289764e-06
1978,9.504946163474415e-09,2.154058449832519e-06
1979,1.1703946700691858e-08,2.4759699073229058e-06
1980,6.822180653731635e-09,2.302485981431346e-06
1981,9.488324403950088e-09,2.3062953715680123e-06
1982,6.2075020679230875e-09,2.430237117323486e-06
1983,5.683784443100137e-09,2.5109696366598655e-06
1984,1.4497521405587577e-08,2.4860350009703325e-06
1985,6.617113967877231e-09,2.5000658325780023e-06
1986,7.792831158148772e-09,2.4241698355353947e-06
1987,6.110816741511371e-09,2.502990511743519e-06
1988,5.396898372644898e-09,2.4597863585995583e-06
1989,6.036934285802431e-09,2.4059927028474704e-06
1990,8.717841781802349e-09,2.3935924389206775e-06
1991,8.206051504977552e-09,2.6423485195437024e-06
1992,6.060938528840154e-09,2.6976686484658785e-06
1993,1.2740177413039788e-08,2.805608517064684e-06
1994,4.7474339459618875e-09,2.7682815186835796e-06
1995,4.880205739521415e-09,2.7697877982291175e-06
1996,6.939519847648512e-09,2.8697583331904752e-06
1997,7.67183128136395e-09,2.8615930602882145e-06
1998,8.582632937681467e-09,2.783633931358054e-06
1999,9.140402129625969e-09,2.901620675288541e-06
2000,1.3695897749244068e-08,2.8191458198989494e-06
2001,1.1829271895358318e-08,2.8745131004370705e-06
2002,1.3581786695304743e-08,3.128630353899098e-06
2003,7.083769237858917e-09,3.0422704213606266e-06
2004,9.690540647699919e-09,3.0494369269717936e-06
2005,9.908249332113428e-09,3.0134588797636752e-06
2006,9.059357874985352e-09,2.9986473748522258e-06
2007,9.586750421286538e-09,3.2678835992783206e-06
2008,7.237647314806139e-09,3.218198628474056e-06
2009,3.814554005998616e-09,3.2104240403896256e-06
2010,8.030448139795254e-09,3.5976407275484235e-06
2011,1.1854312975678738e-08,3.6457748535667633e-06
2012,4.425528637996834e-09,3.842039717483203e-06
2013,1.0319762822064149e-08,4.1106124513135e-06
2014,6.712880279424738e-09,4.278053381767677e-06
2015,8.866301318133374e-09,4.291733233685591e-06
2016,1.0149565909944869e-08,4.136051927616791e-06
2017,5.0312225496895735e-09,4.404080925723974e-06
2018,9.293279867872428e-09,4.498205584013704e-06
2019,9.183555638170304e-09,4.575961611408275e-06
