year,bien_ADV écrire_VERB,bien_ADV ecrire_VERB,bien_ADV décrire_VERB
1855,4.192480353992778e-07,0.0,6.686740761097099e-08
1856,5.109885727883068e-07,5.177189232874468e-10,3.572260709461261e-08
1857,5.677194989672785e-07,8.78671624349181e-09,4.78387889302212e-08
1858,6.351991359565545e-07,0.0,5.872411179552728e-08
1859,5.560653342229216e-07,7.638259802433822e-09,7.892868580938739e-08
1860,5.401076847988406e-07,9.154367819341758e-10,7.369266086243442e-08
1861,5.107388698633031e-07,4.715963730639317e-10,6.979626476777412e-08
1862,4.445698502664186e-07,0.0,5.963742211179124e-08
1863,4.615029673971094e-07,1.9978483312144135e-09,5.5939754162182e-08
1864,3.816603566519916e-07,0.0,3.2604148714199255e-08
1865,4.79156756938437e-07,4.706844358715045e-10,4.5185707620021276e-08
1866,4.76343496647047e-07,0.0,6.763202264892243e-08
1867,5.139127310371805e-07,4.85281148598915e-10,2.0867089389753346e-08
1868,5.191807614934874e-07,9.87974813071446e-10,4.6928803953960596e-08
1869,4.3512154279667925e-07,2.9301114867763545e-09,5.518376511304268e-08
1870,4.17438751121324e-07,5.734048791339319e-09,4.12851512976431e-08
1871,3.122626033302822e-07,0.0,4.460894587055009e-08
1872,3.7070191227783766e-07,0.0,1.7537283625301825e-08
1873,4.489503317994803e-07,6.584604861359367e-09,5.327543917132971e-08
1874,4.1702772701768254e-07,2.3898436563030145e-09,4.719941060216115e-08
1875,3.827701533509753e-07,5.721527140956084e-10,1.830888685105947e-08
1876,4.099197905560459e-07,0.0,6.348315650939185e-08
1877,4.65098175084222e-07,0.0,8.16395697711414e-08
1878,4.927896255502162e-07,1.2078177347163432e-09,7.246906363889138e-08
1879,3.7511257255928854e-07,0.0,2.6881030734671185e-08
1880,5.333230062021244e-07,0.0,5.519347823224052e-08
1881,3.7790991225250536e-07,2.7890030285249168e-09,3.486253774553916e-08
1882,5.151267838954254e-07,6.655385131892899e-10,4.1263387373646765e-08
1883,3.7600067326337694e-07,6.319338941018771e-10,7.077659347487497e-08
1884,4.872052432602914e-07,0.0,6.535680086017237e-08
1885,4.028522182508709e-07,6.445635691854079e-10,3.158361394639542e-08
1886,4.0656823552254195e-07,0.0,4.38835527916126e-08
1887,4.5898339529060195e-07,0.0,7.181817096579834e-08
1888,4.761801619679318e-07,0.0,2.9800888867725916e-08
1889,4.329209515319121e-07,0.0,4.1976417008982025e-08
1890,3.5131512809982723e-07,0.0,4.653614382732485e-08
1891,3.690673522349641e-07,1.9122659011827636e-09,2.7409146952095398e-08
1892,3.5103670281699806e-07,0.0,2.9462007944403013e-08
1893,3.3748122540977477e-07,1.2316833108982905e-09,5.2962381147381166e-08
1894,2.936517411455952e-07,1.8904617871129403e-09,3.969969597505951e-08
1895,3.165791273573859e-07,6.018614495673091e-10,5.657497581523785e-08
1896,3.626672819834198e-07,1.179405795248556e-09,4.65865284127176e-08
1897,3.8747645625392124e-07,3.4960281336537946e-09,3.6708296846654775e-08
1898,4.192840954431176e-07,2.26334195829736e-09,3.904265000187479e-08
1899,4.184376791727118e-07,0.0,4.698441813388854e-08
1900,3.457241426474411e-07,0.0,3.9971109089265155e-08
1901,3.4706069929058003e-07,0.0,4.135666742399735e-08
1902,2.774310368103272e-07,0.0,2.9461702411026636e-08
1903,3.7153514309551383e-07,5.400220270956879e-10,5.184211460118604e-08
1904,3.348391430790798e-07,0.0,4.72967016662551e-08
1905,4.133768030101237e-07,2.0643036169332163e-09,4.489860216949637e-08
1906,3.549487352927372e-07,3.0865106026567446e-09,3.961022088105892e-08
1907,3.867418270075973e-07,5.142843373384665e-10,5.657127744029822e-08
1908,4.3220223577833394e-07,9.822778146428846e-10,4.6167055955947944e-08
1909,5.099411470865789e-07,0.0,5.5009834909469646e-08
1910,4.280664676059587e-07,0.0,3.313373397872965e-08
1911,4.4052697578678135e-07,1.0640748282497725e-09,3.6178544604581475e-08
1912,3.9226942005754495e-07,1.5628263128064646e-09,4.271725373428126e-08
1913,4.062090201983892e-07,3.181793939432964e-09,5.302989691813309e-08
1914,3.6363318756116314e-07,2.678697486047099e-09,4.7546880210802556e-08
1915,3.0158751140874074e-07,0.0,6.243804051564439e-08
1916,4.2301728164773067e-07,3.2962386153911893e-09,2.8567400889301098e-08
1917,3.311860075072559e-07,0.0,3.180263163926611e-08
1918,3.537803836550779e-07,1.1486376294556067e-09,4.479686666059024e-08
1919,3.655515889988692e-07,5.524709134618888e-09,3.498982437122322e-08
1920,3.7331103364124374e-07,0.0,5.7548959375708364e-08
1921,4.536075763894587e-07,0.0,5.83101567031008e-08
1922,4.367737762578372e-07,7.377935484775833e-10,4.352981974875547e-08
1923,4.787792686755665e-07,4.246379248229459e-09,3.3971033985835675e-08
1924,5.272674226119989e-07,0.0,4.2542360745301266e-08
1925,4.1353148283462815e-07,0.0,3.519416935660047e-08
1926,4.135217430700777e-07,0.0,3.6782257240020044e-08
1927,4.805315807487887e-07,2.2298449753321847e-09,5.797597069090443e-08
1928,3.2906997571302554e-07,4.570416489713125e-09,4.798937425221084e-08
1929,3.8768615473472323e-07,0.0,5.013182757807044e-08
1930,3.8758295994867353e-07,0.0,5.146765857944047e-08
1931,3.364580205555967e-07,0.0,3.9918749195066994e-08
1932,3.024832171405478e-07,0.0,3.507051715700982e-08
1933,3.578846481389064e-07,0.0,4.12943848004943e-08
1934,3.199082048155333e-07,0.0,4.553000465534751e-08
1935,3.578516860613945e-07,0.0,2.992070946561398e-08
1936,3.2979223263396307e-07,2.424942913137329e-09,4.364897421282876e-08
1937,3.3114640229925385e-07,0.0,4.406891207509034e-08
1938,3.7728773527589965e-07,0.0,3.5006078036303734e-08
1939,3.915276902688447e-07,1.5294050470515685e-09,4.129393715857077e-08
1940,3.017581735598185e-07,0.0,4.81798743123818e-08
1941,3.659863256899598e-07,0.0,4.132103725851266e-08
1942,4.217554376850785e-07,0.0,6.068423630267716e-08
1943,5.02259684509454e-07,0.0,6.67744117777147e-08
1944,4.2414057155326645e-07,0.0,3.534504600111177e-08
1945,3.420251282193476e-07,0.0,3.921307367704685e-08
1946,5.039439798792955e-07,0.0,2.7842208538686464e-08
1947,5.066370256656683e-07,0.0,3.814678706248742e-08
1948,3.141975621900883e-07,1.0871887834440486e-09,4.892349636520521e-08
1949,3.2592467125169833e-07,0.0,4.515823803785679e-08
1950,2.8609123248202195e-07,0.0,3.509669355139522e-08
1951,4.403158939680907e-07,0.0,6.503454841322309e-08
1952,3.469240628106718e-07,0.0,5.694194271654851e-08
1953,3.199826732469546e-07,2.1547654771580937e-09,3.663101466599983e-08
1954,4.329233487254669e-07,0.0,6.645324646115114e-08
1955,3.4445179331044073e-07,1.8771215692936494e-09,4.880516257799172e-08
1956,3.1396109356762736e-07,3.488456634670456e-09,5.843164885277474e-08
1957,3.339644365496497e-07,0.0,2.297109880089465e-08
1958,3.259263969823678e-07,0.0,2.8952852559882558e-08
1959,3.697106683020479e-07,7.750747821333448e-10,3.1778064624177205e-08
1960,3.2043457398600594e-07,0.0,2.906750040665429e-08
1961,3.3073237304392933e-07,6.948159270159238e-10,3.126671543896009e-08
1962,4.236426836001783e-07,6.341956404476434e-10,5.0735650347633054e-08
1963,3.8796318513334427e-07,0.0,6.401392482757728e-08
1964,4.1979380505097197e-07,0.0,5.1713730186975226e-08
1965,3.5841883772036454e-07,3.830430195250756e-09,5.307882133820385e-08
1966,4.3260172866155244e-07,1.1078149508847446e-09,5.5944653354345064e-08
1967,4.5506997992106335e-07,2.465167847631733e-09,5.571279260152551e-08
1968,5.061825563146272e-07,2.245707841908029e-09,5.5244413488253485e-08
1969,3.201939353658645e-07,9.083515606356229e-10,4.9505160859553143e-08
1970,3.982495897503213e-07,9.197450023812337e-10,5.196559271780643e-08
1971,4.305977121532578e-07,1.541519245584766e-09,5.70362104213018e-08
1972,3.2679034234206483e-07,2.565073486948677e-09,6.617889170001945e-08
1973,4.454668607323242e-07,5.513203782392395e-10,4.3002987837326145e-08
1974,2.8015346842380495e-07,1.1251143350321513e-09,6.413151965034558e-08
1975,3.1070453232473483e-07,0.0,5.6543655091445544e-08
1976,2.9253258970740603e-07,1.142705374768127e-09,6.456285461808875e-08
1977,2.926637412414834e-07,2.938390863960194e-09,6.64076367229427e-08
1978,3.124751106753365e-07,5.940591352171509e-10,6.415838527118467e-08
1979,2.9142828461559134e-07,4.096381456264453e-09,6.437170441131457e-08
1980,3.541848796473346e-07,0.0,7.16328969474489e-08
1981,3.5296565581433015e-07,3.1627747087981106e-09,7.40089305395486e-08
1982,3.078921109178623e-07,2.483000915987077e-09,8.255977945736959e-08
1983,3.334486891048982e-07,2.5261264191556165e-09,8.778289384281379e-08
1984,3.108268424867333e-07,2.8995041922996734e-09,7.248760880429472e-08
1985,3.1701989833266e-07,4.210890747202711e-09,4.752291005161169e-08
1986,3.908404657693154e-07,2.997242676272549e-09,6.893658621720533e-08
1987,3.562606210039121e-07,1.2221633705067347e-09,1.0632821556555427e-07
1988,3.513980555425178e-07,1.798966087207532e-09,1.0134176164910969e-07
1989,3.622160731353574e-07,1.0976244357863152e-09,7.299202309241082e-08
1990,3.329125881634809e-07,2.179460389939436e-09,7.464652185262821e-08
1991,3.4641259105683275e-07,2.344586080837985e-09,7.795748757644105e-08
1992,3.3720858283459165e-07,0.0,7.383324884813192e-08
1993,4.171023135768337e-07,2.7696036575264316e-09,6.81322518403249e-08
1994,5.485923537662529e-07,4.2199412852994556e-09,8.28163493338252e-08
1995,4.674152549455357e-07,5.422450821690461e-10,7.428757697880428e-08
1996,3.880793109090064e-07,3.736664311304594e-09,8.274042784250923e-08
1997,3.4715036001387034e-07,6.7128524960935465e-09,9.397993494530965e-08
1998,4.210258062187222e-07,0.0,6.293930709944107e-08
1999,3.642450199237146e-07,1.3710603763428253e-09,7.769342147412317e-08
2000,3.432810489201188e-07,3.092622158362701e-09,9.454587512891521e-08
2001,3.929947087755181e-07,1.7524847129024579e-09,6.528005513928292e-08
2002,3.846712521848872e-07,5.257465574004527e-09,7.491888709409977e-08
2003,3.8210684394357486e-07,1.2500769308587678e-09,8.833876563585363e-08
2004,3.911454635741052e-07,2.2023955992267474e-09,8.80958239690699e-08
2005,3.837194570976976e-07,1.8014998381943315e-09,7.701412130245444e-08
2006,4.1796583261088927e-07,0.0,7.453380845845459e-08
2007,3.922578768467133e-07,2.3966877371606188e-09,7.829179793361618e-08
2008,3.482585597680554e-07,1.7029758714315335e-09,7.450519490248553e-08
2009,3.4998532694174855e-07,0.0,9.250293686591249e-08
2010,3.216902939584543e-07,1.4171379625338432e-09,7.935972234918154e-08
2011,3.6136534831143763e-07,3.82397197240536e-10,8.527457850959763e-08
2012,2.9480827468120196e-07,0.0,6.195740098746683e-08
2013,3.0652484195314855e-07,0.0,6.917029793385154e-08
2014,3.945441093833324e-07,0.0,5.8900109678461376e-08
2015,3.3292962253739233e-07,0.0,6.095581994713939e-08
2016,3.326572004525019e-07,2.0713400439298368e-10,5.737611985523472e-08
2017,2.910562191260624e-07,5.031222660711876e-10,5.6098134137982925e-08
2018,2.834450576472136e-07,0.0,6.84088661273563e-08
2019,3.650463398230386e-07,2.55098775436835e-10,5.1274852808091964e-08
