year,ton_DET are_NOUN,ton_DET dard_NOUN
1901,0.0,1.676621730339889e-09
1902,0.0,9.820567692386817e-10
1903,5.400220270956879e-10,1.0800440541913758e-09
1904,0.0,1.0749250378694342e-09
1905,5.160759042333041e-10,4.64468330463319e-09
1906,0.0,3.600929110447737e-09
1907,5.142843373384665e-10,3.599990305858114e-09
1908,0.0,5.893666887857307e-09
1909,0.0,2.2003934230241384e-09
1910,0.0,6.947395991829808e-09
1911,0.0,2.128149656499545e-09
1912,0.0,0.0
1913,0.0,1.590896969716482e-09
1914,0.0,8.705766774141921e-09
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,2.1932848870420685e-09
1918,0.0,0.0
1919,0.0,4.603924352863942e-09
1920,0.0,4.543339038320937e-09
1921,0.0,2.2718242842501013e-09
1922,7.377935484775833e-10,2.951174193910333e-09
1923,0.0,1.3800733000834953e-08
1924,0.0,2.578324886925998e-09
1925,0.0,5.499088961968823e-09
1926,0.0,5.573069339348535e-09
1927,0.0,1.1149224876660924e-09
1928,0.0,9.14083297942625e-09
1929,0.0,4.4561625500705304e-09
1930,0.0,2.100720708497761e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,2.1919073223131136e-09
1933,0.0,4.588264879146209e-09
1934,1.1981580172459871e-09,0.0
1935,0.0,1.4361940969820353e-08
1936,0.0,8.487300195980652e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.0881657292193267e-08
1947,1.1920870957027319e-09,1.4305045370477387e-08
1948,0.0,4.348755133776194e-09
1949,0.0,2.945102384188658e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,2.1322803522849654e-09
1952,0.0,0.0
1953,0.0,4.3095309543161875e-09
1954,0.0,7.818028890937967e-09
1955,0.0,5.631364707880948e-09
1956,0.0,8.72114158667614e-10
1957,8.835037701437898e-10,9.718541194025931e-09
1958,0.0,7.445019267748876e-09
1959,0.0,2.325224457422337e-09
1960,0.0,1.2457499920515147e-08
1961,0.0,2.08444772553662e-09
1962,0.0,3.805173953708163e-09
1963,0.0,5.819448034571906e-09
1964,6.083968329129164e-10,5.475571496216247e-09
1965,0.0,1.860494691641179e-08
1966,0.0,3.3234448526542337e-09
1967,0.0,5.423369309198733e-09
1968,8.982831700699023e-10,8.982831367632116e-09
1969,0.0,7.2668124850849836e-09
1970,0.0,2.2993624781975086e-09
1971,0.0,6.166076982339064e-09
1972,0.0,6.669190977248718e-09
1973,0.0,1.6539611347177186e-09
1974,0.0,1.6876715580593782e-09
1975,0.0,4.569184142155791e-09
1976,0.0,6.8562320265641574e-09
1977,0.0,4.7014254711541525e-09
1978,0.0,4.752473081737207e-09
1979,0.0,5.266775904289034e-09
1980,0.0,2.2740602734216964e-09
1981,0.0,3.1627747087981106e-09
1982,0.0,2.483000915987077e-09
1983,0.0,8.841442245000053e-09
1984,0.0,1.1598016991243298e-08
1985,0.0,1.8046674155058895e-09
1986,0.0,5.9944854635674005e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,0.0,6.596209356501959e-09
1989,0.0,9.329808037250586e-09
1990,0.0,1.6345953479657283e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,4.958949695321735e-09
1993,0.0,9.970573089379542e-09
1994,0.0,3.164956019485743e-09
1995,1.0844901643380922e-09,7.0491861237087505e-09
1996,0.0,4.270473752399084e-09
1997,0.0,5.274384040632185e-09
1998,0.0,3.337690568372409e-09
1999,0.0,4.570201106446348e-09
2000,0.0,5.3016377954406835e-09
2001,0.0,7.886181124794334e-09
2002,8.76244299341522e-10,4.3812213301741565e-09
2003,0.0,5.416999737661854e-09
2004,0.0,5.285749532513151e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,0.0,4.529678854225949e-09
2007,0.0,8.787854888225866e-09
2008,0.0,2.1287198670449925e-09
2009,0.0,2.384096253749135e-09
2010,4.723793023408973e-10,6.613310343794865e-09
2011,0.0,1.4913490886669933e-08
2012,6.808505426114664e-10,9.872332618066082e-09
2013,0.0,1.282997491580673e-08
2014,0.0,6.063246349441442e-09
2015,4.433150790905671e-10,7.979671326485693e-09
2016,0.0,9.321030447484446e-09
2017,0.0,6.28902854793445e-09
2018,2.5814667070633845e-10,6.453666767658461e-09
2019,7.65296326310505e-10,5.6121731151215215e-09
