year,en_ADP an_NOUN,en_ADP dents_NOUN
1800,4.904896533375336e-07,1.2262241000371432e-07
1801,5.643402785082685e-07,2.0240051412656612e-07
1802,6.064546766992862e-07,3.177732992298843e-07
1803,5.265915992147541e-07,1.5407680109547073e-07
1804,3.6830580740776497e-07,2.4224138428508013e-07
1805,4.918178508894755e-07,3.155594185955124e-07
1806,4.3801370352980484e-07,6.051504897186533e-08
1807,4.526658616832435e-07,1.5942949005420815e-07
1808,5.483899125913183e-07,2.1074488643080258e-07
1809,5.421673359151669e-07,1.0843346842648316e-07
1810,5.943921879136838e-07,5.616304221689461e-08
1811,5.515568854974617e-07,2.807925909564801e-07
1812,3.6807472891808857e-07,1.2002436733382638e-07
1813,4.658701489024253e-07,9.489947672136623e-08
1814,5.286417530392384e-07,1.1013369771717407e-07
1815,5.529308373386499e-07,1.9150287755564932e-07
1816,5.400016984680178e-07,1.4832664874120383e-07
1817,5.433488123873786e-07,1.6035795624702587e-07
1818,6.115563999653517e-07,1.287487094714379e-07
1819,4.896046665869846e-07,6.83169290027763e-08
1820,5.517913699293331e-07,1.1154492085552192e-07
1821,5.581602378068595e-07,6.311352507282209e-08
1822,5.323601897089247e-07,1.4938167680611514e-07
1823,5.33665093671587e-07,1.5416991061556473e-07
1824,5.793725446068265e-07,1.5073791814756987e-07
1825,5.60906715518783e-07,1.4881199206229212e-07
1826,4.6241916806799566e-07,1.5766292449370667e-07
1827,6.286180035952604e-07,1.8987581995588698e-07
1828,5.851928263078676e-07,1.403362119845042e-07
1829,5.735454887134672e-07,9.516225674133238e-08
1830,3.7781346229337487e-07,1.1480519646056564e-07
1831,3.80425425827724e-07,1.9177183219198923e-07
1832,3.368962461225422e-07,1.6641862998767465e-07
1833,6.544750054127135e-07,2.9074908525217324e-07
1834,4.424567656702294e-07,2.314963722938046e-07
1835,4.4092801942952065e-07,1.9966552144978778e-07
1836,3.8913142974550397e-07,1.955738326842038e-07
1837,4.167776712638016e-07,2.470051185810007e-07
1838,3.888291648657116e-07,1.0162580821315714e-07
1839,4.1669192585302994e-07,1.4891841715325427e-07
1840,3.471480304884089e-07,1.1210651962301199e-07
1841,3.7239181560622114e-07,1.155698754473633e-07
1842,5.138531156134718e-07,1.0800306426972384e-07
1843,3.378753090643727e-07,2.2977883418207057e-07
1844,3.485236398370617e-07,9.989181393166291e-08
1845,3.5546052618018464e-07,1.8805367574259435e-07
1846,3.2843752117983627e-07,1.270426821520232e-07
1847,4.0395245015645287e-07,1.1865091664731153e-07
1848,3.1456817606301257e-07,1.4722755281582067e-07
1849,4.725990050413742e-07,1.566950658116184e-07
1850,3.91725066606341e-07,1.439267123259924e-07
1851,4.456562066046388e-07,1.6768541399869719e-07
1852,3.359441413941511e-07,1.1588770831849615e-07
1853,5.482233342846143e-07,1.2242460911693342e-07
1854,3.3044426805961535e-07,1.1430461910322265e-07
1855,4.1022623520348134e-07,9.764764286046557e-08
1856,3.748285001270446e-07,1.796484667693221e-07
1857,3.656250328054611e-07,2.299190811072549e-07
1858,3.0976968945495287e-07,2.2021542633865465e-07
1859,3.5288760402707453e-07,1.2679511485202966e-07
1860,3.748713676143822e-07,1.6249002499080234e-07
1861,3.2870266553075567e-07,1.3864932668639085e-07
1862,3.6189069990699707e-07,1.5361153771209501e-07
1863,3.995696622460798e-07,2.1426923524359154e-07
1864,3.452204173637341e-07,2.07611719815759e-07
1865,3.8266645119300335e-07,2.141614174888673e-07
1866,3.824371657135117e-07,1.751620715140234e-07
1867,3.663872796266787e-07,3.916218815902539e-07
1868,4.5249248004086695e-07,3.566589157344424e-07
1869,3.8775141508740063e-07,1.5529590768892376e-07
1870,4.157185449216172e-07,1.617001714748767e-07
1871,3.887350770170883e-07,1.1895718898813357e-07
1872,5.049528292166983e-07,1.7960597631372366e-07
1873,5.453249966036466e-07,1.580305166726248e-07
1874,4.451083851497728e-07,1.6669159208504425e-07
1875,3.804815484897972e-07,1.8080025654398924e-07
1876,4.885179869518197e-07,2.714660638503119e-07
1877,3.525345166899285e-07,2.622361989779165e-07
1878,5.398945350232331e-07,2.2586191050777416e-07
1879,4.1909971393305767e-07,1.9061094747030438e-07
1880,4.3577175246056754e-07,2.291171057322572e-07
1881,4.2741470163143447e-07,2.0150547186403855e-07
1882,4.199548004901743e-07,1.876818629398258e-07
1883,4.069654357952146e-07,2.3318361286328582e-07
1884,3.366865382048445e-07,2.2181701808676735e-07
1885,4.202554444443507e-07,2.1979617770284676e-07
1886,4.491610913204269e-07,2.0973757841602492e-07
1887,3.3166937818407405e-07,2.1088426649384928e-07
1888,4.7237579248182726e-07,2.618673988763476e-07
1889,3.2265454574798014e-07,2.518584949484648e-07
1890,3.454161583427151e-07,2.569319406120485e-07
1891,3.5823116739663874e-07,4.946394938087906e-07
1892,3.2658949455921515e-07,1.9996554101453512e-07
1893,2.7528121826492224e-07,2.414099355974031e-07
1894,3.610781962315457e-07,2.495409603398002e-07
1895,2.8167116128408054e-07,1.673174807592659e-07
1896,2.954411550959435e-07,2.4590610792074585e-07
1897,3.018237670904256e-07,2.435566273106815e-07
1898,2.8744442459593955e-07,2.0879329554190917e-07
1899,2.802482299557596e-07,2.520575890230248e-07
1900,2.678583330695261e-07,2.0971855008156126e-07
1901,2.732893396584224e-07,2.442278912440088e-07
1902,2.7595794294121845e-07,3.260428513840452e-07
1903,2.9323195738228947e-07,2.4841014578669274e-07
1904,2.7410588554488413e-07,2.0961037705546914e-07
1905,2.342984628533884e-07,2.4926467290242726e-07
1906,2.453775985733486e-07,2.24286438310628e-07
1907,2.7617068942831224e-07,3.054848889405548e-07
1908,2.1462770916080842e-07,2.445871700729185e-07
1909,2.381925914285432e-07,3.102554728684481e-07
1910,1.9345826018923873e-07,2.778958219096239e-07
1911,2.745313101293334e-07,2.0377032683427387e-07
1912,2.3181924374560126e-07,2.5630353661654226e-07
1913,2.2484676126532932e-07,2.439375350604678e-07
1914,2.276892898667171e-07,2.5313690343864437e-07
1915,2.0969756231448144e-07,2.992313454797113e-07
1916,2.64797828997132e-07,2.538103842653072e-07
1917,2.0836206238161736e-07,2.708706858811638e-07
1918,2.2857889092620098e-07,2.4465981596222264e-07
1919,2.1822600482224175e-07,2.522950524053158e-07
1920,2.4761197181533134e-07,3.7179657397246046e-07
1921,2.1203692424087706e-07,2.900362403579493e-07
1922,2.0363102271048206e-07,2.5527657498969347e-07
1923,2.2081171513477216e-07,2.4947479460024624e-07
1924,1.8950688063235077e-07,2.720132670219755e-07
1925,2.2106337516092367e-07,4.894189373771951e-07
1926,2.5859040508890985e-07,3.0651881388621405e-07
1927,1.4493992472885964e-07,3.445110507982463e-07
1928,2.1252436988028478e-07,2.685119682155346e-07
1929,2.5511530887811773e-07,3.14159450454099e-07
1930,2.951512604321138e-07,2.920001804795902e-07
1931,1.8704785009759917e-07,3.683930174247507e-07
1932,1.5233756045507363e-07,3.7700806387874763e-07
1933,1.5944220788099983e-07,3.223256044293521e-07
1934,2.0009239420915037e-07,5.140097982803127e-07
1935,1.4242258306040867e-07,3.4468658327568846e-07
1936,1.624711774006471e-07,3.7829110510756436e-07
1937,2.5434058437134865e-07,3.764744462841918e-07
1938,1.8540257140653438e-07,6.806737360420811e-07
1939,1.8199920415185034e-07,4.3893925294469227e-07
1940,2.3329202702981888e-07,5.375860041567648e-07
1941,2.6858673107810205e-07,5.962035061202187e-07
1942,5.006449512734434e-07,4.429949171935732e-07
1943,3.251623377220625e-07,6.067761546546535e-07
1944,1.670856821789357e-07,5.687339239557332e-07
1945,1.7645882843808636e-07,5.424474807114166e-07
1946,1.767980171152317e-07,5.359624992706813e-07
1947,1.2874540833429649e-07,4.494168308610824e-07
1948,1.7829895648802108e-07,6.784057973163726e-07
1949,1.7277934827308883e-07,5.880388016521465e-07
1950,2.0845308923433947e-07,4.668923736517172e-07
1951,1.7697927001680824e-07,5.57591306460381e-07
1952,1.7609822067221614e-07,5.609835511677375e-07
1953,1.8100030263479283e-07,4.79435300348996e-07
1954,1.3192924086524727e-07,6.195787705109979e-07
1955,1.9052783706285936e-07,5.706449428544147e-07
1956,1.7965551646348388e-07,6.192010459926678e-07
1957,2.31477991108342e-07,6.25520669927937e-07
1958,2.556123281927114e-07,7.519469136241241e-07
1959,2.1082034362684965e-07,5.518532475434768e-07
1960,1.986279155596904e-07,5.744291797782353e-07
1961,2.0913959231094736e-07,5.66969788451388e-07
1962,2.416285432849108e-07,6.145355655462481e-07
1963,2.133797532000159e-07,5.185774512028729e-07
1964,2.293656092833274e-07,4.6481517301799613e-07
1965,2.1450410364609596e-07,5.586956035585899e-07
1966,2.0549968060556978e-07,5.145800514583243e-07
1967,1.9770645359740158e-07,5.270528617984382e-07
1968,1.8280062505371397e-07,5.039368602410832e-07
1969,1.630491064108508e-07,4.596258804667741e-07
1970,1.692330778291229e-07,4.791871219822497e-07
1971,1.6905328026339816e-07,5.020214075557305e-07
1972,1.8468528922843674e-07,5.437955792331195e-07
1973,1.3783009528145485e-07,4.879185553363641e-07
1974,2.3852424302361896e-07,5.046137516728777e-07
1975,2.2560346923938823e-07,5.380214247452386e-07
1976,1.5255116581069927e-07,4.942200462210167e-07
1977,1.4280580318271063e-07,5.189198191146716e-07
1978,1.188118274875194e-07,5.815838903799886e-07
1979,1.281582141521298e-07,5.208256084188179e-07
1980,1.5804718556111652e-07,5.872760766578722e-07
1981,1.1449244580186146e-07,5.085742031951668e-07
1982,1.3904804907483026e-07,5.748146918449493e-07
1983,1.3388469954911386e-07,4.900685439679364e-07
1984,1.786094572242547e-07,5.387278747548407e-07
1985,1.0527226579348792e-07,5.708764660994348e-07
1986,1.0190625043815515e-07,5.383047891882597e-07
1987,1.1305011188289527e-07,5.59750844786322e-07
1988,2.4645836249614916e-07,5.181022402211966e-07
1989,1.053719477228654e-07,4.83503583836864e-07
1990,1.0897301572221352e-07,4.75122362786351e-07
1991,1.1781545167233176e-07,4.319899744587019e-07
1992,1.4160556649489564e-07,5.04159913816693e-07
1993,1.0801454858322401e-07,4.4590620973394834e-07
1994,9.283870938681105e-08,4.093342909072817e-07
1995,1.1441371272624679e-07,4.684997634285537e-07
1996,1.2117468917161034e-07,4.5587307795358356e-07
1997,7.719779804293836e-08,4.804484206033521e-07
1998,8.201181977973704e-08,4.553563428544294e-07
1999,8.27206416420534e-08,4.999799898541823e-07
2000,8.350079627739149e-08,3.9143759522630717e-07
2001,1.0339659703428872e-07,4.416261560891144e-07
2002,1.0602556049787992e-07,4.0307239146386564e-07
2003,8.500522735710447e-08,3.933575101200404e-07
2004,1.0263163519041996e-07,4.4884822614221775e-07
2005,9.097574116267992e-08,4.4091709128224466e-07
2006,7.782812000423078e-08,4.554386237032304e-07
2007,7.869124660220272e-08,4.006462859251769e-07
2008,7.705965823778804e-08,4.104171864582895e-07
2009,6.53242375747709e-08,4.3962734253000235e-07
2010,8.077686158847186e-08,4.6529362407454755e-07
2011,3.7474924913238894e-08,4.4778713004234305e-07
2012,3.6765930244708755e-08,4.731911360522645e-07
2013,2.8727987766430374e-08,4.334300456321216e-07
2014,3.3131311125145224e-08,4.4283353872742737e-07
2015,2.1722439139115757e-08,3.841325053599576e-07
2016,2.7548822750800284e-08,3.9003333540676977e-07
2017,2.440142932158551e-08,3.952025338094245e-07
2018,2.0135440093049795e-08,4.143253988786455e-07
2019,4.28565950505444e-08,3.834134645330778e-07
