year,en_ADP yeux_NOUN,en_ADP dieux_NOUN
1884,3.9610181801208455e-09,2.970763635090634e-08
1885,1.2891271383708158e-09,5.092052024480154e-08
1886,1.2261581083805595e-08,3.678474258528297e-08
1887,1.1099172247952538e-08,2.8727267675776602e-08
1888,3.804368819970705e-09,3.1703072611577454e-08
1889,9.397704836544563e-09,3.633779321887687e-08
1890,2.0974036729626278e-08,3.015017774332662e-08
1891,5.099376032546843e-09,2.677172439291553e-08
1892,6.268512375839919e-09,4.450643853459724e-08
1893,1.2316832942449452e-08,2.4633665884898903e-08
1894,1.1972924873759894e-08,4.15901597605739e-08
1895,8.426059849853118e-09,1.504653623918273e-08
1896,4.1279202278587945e-09,3.833068973335685e-08
1897,9.322741689743452e-09,4.777905004971217e-08
1898,1.2448380992680086e-08,2.3765090340077677e-08
1899,1.2713430308508578e-08,3.371822998587959e-08
1900,3.114631885736685e-09,3.5818266574949575e-08
1901,9.500856101851696e-09,3.185581232134638e-08
1902,9.329538919189417e-09,1.178468167495339e-08
1903,1.5120615870500842e-08,3.1321277793594504e-08
1904,5.374625189347171e-09,4.40719265526468e-08
1905,1.4450125540577119e-08,1.1353670226199597e-08
1906,5.144184633820714e-09,2.3148831018726668e-08
1907,8.742834012309686e-09,2.7257070378539083e-08
1908,9.331639461152008e-09,4.469363990011743e-08
1909,8.801574025163461e-09,4.2357572560547396e-08
1910,1.3894791983659616e-08,3.313373353464044e-08
1911,4.25629931299909e-09,3.5646506968411984e-08
1912,7.293189607793238e-09,2.917275965241828e-08
1913,1.0075680734189518e-08,2.0151361468379037e-08
1914,1.1384464038144415e-08,5.558297244689925e-08
1915,1.1780761921542648e-09,1.0602685729388384e-08
1916,3.076489463182952e-08,4.724608526629481e-08
1917,5.483212106582869e-09,1.864292142883528e-08
1918,1.033773866510046e-08,3.5607765624945387e-08
1919,6.4454939163738345e-09,1.5653342622101718e-08
1920,4.543339038320937e-09,2.8774479687854182e-08
1921,7.572747762196741e-09,1.6660044011018726e-08
1922,1.4755870914040514e-08,1.6231458288551437e-08
1923,1.1677542488541803e-08,2.9724654293517005e-08
1924,2.9650736976805092e-08,3.6096549194120087e-08
1925,7.698724324711748e-09,2.749544592006714e-08
1926,2.0063049888108253e-08,3.9011485264417445e-08
1927,2.2298449753321847e-09,3.3447673075670536e-08
1928,1.0283436990832229e-08,3.08503116386305e-08
1929,1.1140405931087116e-08,2.3394852499691865e-08
1930,2.100720708497761e-09,4.096405403775094e-08
1931,5.7026783295555106e-09,2.3951248984133144e-08
1932,1.53433514782364e-08,2.3015026440198483e-08
1933,6.882397318719313e-09,2.064719151206873e-08
1934,7.188948103475923e-09,3.474658250013363e-08
1935,7.180970484910176e-09,2.8723881939640705e-08
1936,1.091224355320719e-08,2.7886842612900864e-08
1937,1.3850230295986421e-08,1.888667666705146e-08
1938,1.1668692678767911e-08,2.3337386245714242e-08
1939,1.070583532936098e-08,1.5294050470515685e-08
1940,0.0,6.593035717372686e-08
1941,2.9515025978810172e-09,5.017554549624492e-08
1942,1.8205270180260413e-08,5.158160010232393e-08
1943,1.4516175816936538e-08,4.064529335323641e-08
1944,1.927911696952833e-08,1.927911696952833e-08
1945,3.0499055725385915e-08,8.714016175304096e-09
1946,1.3921104269343232e-08,4.315542323496402e-08
1947,5.960435700558264e-09,3.457052510924541e-08
1948,1.3046265401328583e-08,3.4790041514298764e-08
1949,1.8652315247891238e-08,3.5341230386620737e-08
1950,2.9779013033248702e-08,4.1477909107356936e-08
1951,1.7058242818279723e-08,3.5182626589858046e-08
1952,2.1089608281954497e-08,2.636201035244312e-08
1953,1.2928593307037772e-08,1.8315506555843797e-08
1954,5.863521668203475e-09,3.811289173150101e-08
1955,1.220129064449793e-08,4.6928041008698074e-08
1956,1.0465369904011368e-08,2.9651882282877295e-08
1957,1.0602045463770082e-08,2.2087594864217408e-08
1958,2.0680609225109947e-08,3.4743421917227124e-08
1959,1.0851047171911432e-08,1.9376869886400527e-08
1960,1.038124963770315e-08,3.806458181987438e-08
1961,1.876002997391879e-08,2.918226860160189e-08
1962,1.9660065575521912e-08,2.6636217509423687e-08
1963,2.2631185814248056e-08,3.6856504515014876e-08
1964,1.2776333768727e-08,3.1636635533516255e-08
1965,1.3132904541635071e-08,3.447387308952443e-08
1966,1.3293779410616935e-08,4.043524726160541e-08
1967,1.3311906243984595e-08,4.881032189540946e-08
1968,8.533690198930799e-09,4.042274248661215e-08
1969,9.991866889436096e-09,3.179230456673565e-08
1970,9.657322941336588e-09,2.8052221878738237e-08
1971,1.3359833239690033e-08,3.494110245583215e-08
1972,9.234264353175092e-09,5.0788454775130276e-08
1973,8.269805285010534e-09,3.087394162548662e-08
1974,5.625571564138454e-09,1.96895009185738e-08
1975,1.1422960355389478e-08,2.1132476657470534e-08
1976,9.712995741040231e-09,3.5995220803997086e-08
1977,1.3516598507123945e-08,2.938390863960194e-08
1978,8.316828115084718e-09,1.9603951351143678e-08
1979,5.851973128301324e-09,2.925986608559583e-08
1980,4.548120546843393e-09,1.9329512657151326e-08
1981,9.488324403950088e-09,1.8344093133393358e-08
1982,1.0552753892945077e-08,2.8554509756695268e-08
1983,1.515675762675528e-08,2.5892795463278162e-08
1984,9.858314442556804e-09,2.72553398739106e-08
1985,1.0828004270990732e-08,3.2484012701949894e-08
1986,1.558566253834215e-08,3.65663617163392e-08
1987,1.711028652096047e-08,2.994300213332579e-08
1988,1.2592763276586538e-08,3.058242503684028e-08
1989,9.878619700032232e-09,3.0733483313838406e-08
1990,9.262707045820662e-09,1.852541253732909e-08
1991,7.6199047072123e-09,3.34103500421179e-08
1992,6.060938417817852e-09,3.6365632505308554e-08
1993,7.200969598386564e-09,2.7142116110212555e-08
1994,6.329911705904578e-09,3.586950025891156e-08
1995,3.795715741716776e-09,3.307695140009059e-08
1996,7.473328622609188e-09,2.8825697606649214e-08
1997,1.1028257640433026e-08,2.5412941528912825e-08
1998,1.0489884183506604e-08,2.7178337358435556e-08
1999,6.8553016596695215e-09,2.285100608734325e-08
2000,1.0161472552283612e-08,3.092622069544859e-08
2001,8.762423675534592e-09,2.9354119801539014e-08
2002,6.571832411594869e-09,3.5049772639794696e-08
2003,8.750538071922165e-09,2.4584844382502524e-08
2004,5.285749615779878e-09,2.11429980190303e-08
2005,5.404499514582994e-09,2.6572122502344087e-08
2006,4.117890028965121e-09,2.7589862838794943e-08
2007,1.0385647009059085e-08,3.3553626987981033e-08
2008,4.6831836186811415e-09,2.6396126617811433e-08
2009,8.582746957586096e-09,2.860915504498962e-08
2010,1.2281861749841028e-08,2.267420695645228e-08
2011,7.647943611743813e-09,2.409102423106546e-08
2012,9.872332978888565e-09,2.485104527716331e-08
2013,1.4503449996539075e-08,2.872798809949728e-08
2014,1.277612682315521e-08,2.7934243473914933e-08
2015,1.3964425171764105e-08,3.2805316241280025e-08
2016,1.0978101983027955e-08,3.210577137480186e-08
2017,1.2074934219175049e-08,2.8426407228110406e-08
2018,1.0325867216831597e-08,2.8137987273524345e-08
2019,1.2754938882864053e-08,2.7805766134036958e-08
