year,son_DET étroit_ADJ,son_DET détroit_NOUN
1800,5.345079756580162e-08,3.144164573143371e-08
1801,2.3811825400343878e-08,9.524730337773235e-09
1802,0.0,2.0140561218795483e-08
1803,1.950339223455444e-09,9.751696339321825e-09
1804,2.9662210465630778e-08,6.921182915675672e-08
1805,5.401467717547348e-08,5.401467717547348e-08
1806,5.76333825108577e-09,9.797675204481493e-08
1807,5.693910232196231e-09,4.839823830593559e-08
1808,6.571614363792833e-08,3.3991110370834576e-08
1809,4.518061036407062e-09,1.355418288717658e-08
1810,4.680253518074551e-09,3.7442028144596406e-08
1811,1.504245972228091e-08,3.5099073869560016e-08
1812,1.3336041604361526e-08,6.401299401659344e-08
1813,4.3136125782439194e-08,1.7254450312975678e-08
1814,5.3493510066005e-08,9.440030979135372e-09
1815,9.170560133497929e-08,6.74305908887618e-08
1816,6.952811659743929e-09,3.476405652236281e-08
1817,1.0898113522728181e-08,5.60474440192138e-08
1818,3.457141417584353e-08,1.3113295338484932e-08
1819,1.3456364911235141e-08,4.140420006848444e-09
1820,2.0173018810965004e-08,1.1866481131050932e-08
1821,2.7612166775270452e-08,5.1279737789400315e-08
1822,1.9048670196752937e-08,2.7069162911175226e-08
1823,2.4706716672540097e-08,1.9765373782121287e-09
1824,4.463189640091514e-08,2.6947560627377243e-08
1825,8.805443263426582e-09,5.2832657360113444e-08
1826,5.9013494535520294e-08,4.4039921931471326e-08
1827,7.373818444733615e-09,1.43789463891153e-07
1828,3.0268594741755805e-08,4.3109814384934e-08
1829,2.743416338546467e-08,5.829759786024624e-08
1830,5.5315229730013016e-08,1.982998831806526e-08
1831,1.091384405071949e-07,9.354723218280014e-09
1832,1.1365174401589684e-07,8.117981842303834e-09
1833,6.718504863556518e-08,1.3900354645102198e-08
1834,8.68111342811062e-08,1.8669062740173104e-08
1835,8.092504089063368e-08,5.596685070941021e-08
1836,8.736974876910608e-08,3.427582484505365e-08
1837,6.95789097449051e-08,2.7831564608504777e-08
1838,6.501526428337456e-08,2.9667161172142187e-08
1839,8.38977065598101e-09,6.711816524784808e-08
1840,6.242294570135698e-08,3.821813177040667e-08
1841,5.457466167868574e-08,1.6693427085101575e-08
1842,5.433694694190194e-08,1.609983613093391e-08
1843,2.4218335781256428e-08,2.008349753168659e-08
1844,5.653217982626302e-08,2.030767731753258e-08
1845,4.073566373108406e-08,1.562463758375543e-08
1846,3.571245699163228e-08,2.2247105491146613e-08
1847,6.47186837454683e-08,1.4022381478184798e-08
1848,5.068489716819613e-08,1.689496542667257e-08
1849,1.9272654583346593e-08,7.54147322368226e-09
1850,5.974316508172706e-08,1.4935791270431764e-08
1851,2.5152811389261842e-08,1.3543821175687754e-08
1852,6.119912399071836e-08,5.4037528229855525e-08
1853,5.4941772020811186e-08,3.58315901394235e-08
1854,5.715230921854442e-08,2.0782657372819813e-08
1855,5.094659627502551e-08,1.539011762474729e-08
1856,4.2970672353703776e-08,1.6049286344355096e-08
1857,4.881509241272397e-08,1.4156376515472857e-08
1858,5.5298537970926986e-08,2.6915218498402282e-08
1859,5.3467821725661224e-08,1.7313389832906978e-08
1860,7.23195086038686e-08,1.830873586072812e-08
1861,4.0557289082698844e-08,2.1221836732365773e-08
1862,4.472806480748659e-08,3.207770404856092e-08
1863,5.24435185278449e-08,1.6482248454963155e-08
1864,5.945462644429966e-08,3.212467802882202e-08
1865,5.130460323243824e-08,2.9182434246877165e-08
1866,6.179328693178832e-08,1.0217787504984699e-08
1867,6.988048539824376e-08,2.91168689159349e-08
1868,5.730253960223308e-08,1.333765986544222e-08
1869,6.543915631596064e-08,1.1720445947105418e-08
1870,4.4152177025580386e-08,5.160643912205387e-09
1871,4.991953161948004e-08,1.0621177271019633e-09
1872,4.7169248063028135e-08,3.0236697590169115e-09
1873,4.2500630570430076e-08,2.9930022904522957e-09
1874,3.4055272379873713e-08,1.4936523129449597e-08
1875,5.492665877682157e-08,3.432916173551348e-09
1876,4.897272054549262e-08,9.673623679873344e-09
1877,4.020130461857008e-08,9.895705588292003e-09
1878,5.193616203769125e-08,1.1474268646338714e-08
1879,4.826366861720999e-08,9.163987790827832e-09
1880,6.032775701214632e-08,6.417846254436199e-10
1881,5.020205406935929e-08,6.972507571312292e-10
1882,5.457415852561098e-08,3.9932310791357395e-09
1883,3.728409936343269e-08,3.0964761699170396e-08
1884,5.3473744543452995e-08,1.1222884843675729e-08
1885,5.4787903991382336e-08,2.1915161241281567e-08
1886,5.6145136539953455e-08,1.871504551331782e-08
1887,4.700825684267329e-08,1.9586773092328258e-08
1888,6.213802095089704e-08,6.974675947901687e-09
1889,3.195219733242993e-08,6.265136853755848e-09
1890,5.1124215971753983e-08,1.8352281472289178e-08
1891,7.075384311772126e-08,5.099376032546843e-09
1892,3.8237924604445084e-08,1.2537024751679837e-08
1893,3.017624200518654e-08,1.6627724974682678e-08
1894,4.663139208105349e-08,1.6384001710889606e-08
1895,3.250051960890232e-08,1.2037228991346183e-08
1896,3.833068695779929e-08,3.5382172747233653e-09
1897,5.010973824770559e-08,9.905413378419325e-09
1898,3.847681284696591e-08,1.1316709347397591e-08
1899,3.8693048765026106e-08,7.738609753005221e-09
1900,1.7130474816440255e-08,1.9206897405865675e-08
1901,4.470991055161022e-08,1.2854099118442264e-08
1902,3.1916845000257155e-08,1.718599307309887e-08
1903,4.914200490979681e-08,3.7801539676252105e-09
1904,4.675923737096355e-08,6.987012746151322e-09
1905,5.057543717157387e-08,1.2385822145688508e-08
1906,4.218231453023691e-08,1.3374879592742417e-08
1907,3.754275712530841e-08,9.257117739025489e-09
1908,4.322022428837613e-08,1.4734167663732478e-08
1909,6.98624891271038e-08,1.0451868703853506e-08
1910,4.1684374951778125e-08,8.01622590529405e-09
1911,4.735133052324869e-08,7.4485237977484076e-09
1912,4.688478938419394e-08,6.251305584292766e-09
1913,5.2499597169575196e-08,7.42418571064718e-09
1914,5.357394883276356e-08,9.37544086809794e-09
1915,5.654765877771695e-08,8.246533234057551e-09
1916,3.4061130804730055e-08,1.538244731591476e-08
1917,5.15421945124217e-08,6.57985488317081e-09
1918,5.283732917860107e-08,2.2972752589112133e-09
1919,3.775217738422043e-08,9.207848372660976e-10
1920,6.209229796994009e-08,6.815008557481406e-09
1921,3.937828513267405e-08,6.058197943303867e-09
1922,4.795657915224183e-08,7.377935595798135e-09
1923,5.6264525039040336e-08,3.29094387296891e-08
1924,5.1566498626698376e-08,9.02413699321869e-09
1925,6.818870157410117e-08,6.598906754362588e-09
1926,4.56991671171636e-08,1.226075263538462e-08
1927,5.686104742608222e-08,8.919379901328739e-09
1928,4.5704165563265065e-08,1.82816659588525e-08
1929,5.570203143179242e-08,1.0026365515614089e-08
1930,3.046045193855207e-08,8.402882833991043e-09
1931,2.3951248095954725e-08,6.843213995466613e-09
1932,3.616647115123328e-08,7.6716757391182e-09
1933,3.785318680726846e-08,5.735331098932761e-09
1934,5.032263672433146e-08,1.1981580172459871e-09
1935,5.146362003216609e-08,4.787313656606784e-09
1936,4.7286388138445545e-08,2.424942913137329e-09
1937,2.5182236740306507e-08,6.295559185076627e-09
1938,4.408173026604345e-08,1.0372171566075394e-08
1939,3.823512795264605e-08,1.5294050470515685e-09
1940,3.296517903095264e-08,7.607348528892999e-09
1941,3.246652724442356e-08,8.854508237732261e-09
1942,4.247896612241675e-08,3.034211770724937e-09
1943,3.774205836748479e-08,8.709705845433291e-09
1944,6.42637232317611e-08,1.2852744646352221e-08
1945,4.574858536443571e-08,0.0
1946,4.1763314584386535e-08,8.352662561605939e-09
1947,3.5762611982903536e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,1.0871888278529696e-08
1949,4.221313743002497e-08,1.47255123650325e-08
1950,4.785912754989852e-08,3.190608444114673e-09
1951,3.6248767543156646e-08,8.529121409139861e-09
1952,4.5342655852209646e-08,9.490323193972472e-09
1953,2.6934568575498474e-08,1.2928592529881655e-08
1954,3.713563856422297e-08,9.772536557761669e-09
1955,3.003394510869839e-08,9.385607846468247e-09
1956,3.0523995775411095e-08,7.849027205963921e-09
1957,3.710715934523989e-08,6.18452644651768e-09
1958,4.3842891817025276e-08,4.963346011965797e-09
1959,3.332821718604606e-08,7.750747599288843e-09
1960,4.844583245677825e-08,9.689166802218097e-09
1961,3.4740797960619574e-08,1.389631876236308e-08
1962,3.23439771077183e-08,5.0735651235811474e-09
1963,4.332255798544793e-08,1.2285501505004959e-08
1964,3.04198408684897e-08,1.0951143103454797e-08
1965,4.049311996823235e-08,7.1136563306595235e-09
1966,3.600398557068729e-08,7.754704434148607e-09
1967,4.3879985867079085e-08,4.437302081328198e-09
1968,4.266845210487702e-08,8.533690198930799e-09
1969,3.0429777808649305e-08,1.544197658631674e-08
1970,2.437324334025881e-08,7.817832520240486e-09
1971,3.0316544830100156e-08,3.083038491169532e-09
1972,1.7955514408640738e-08,1.487742551375959e-08
1973,1.8744892860134144e-08,1.6539611902288698e-09
1974,1.2938814519802833e-08,4.500457340128605e-09
1975,1.484984890609553e-08,6.8537762132336866e-09
1976,1.4855169483407593e-08,5.142174241967723e-09
1977,2.4094806150287695e-08,4.11374712072643e-09
1978,1.3663360332039076e-08,4.158414057542359e-09
1979,2.925986741786346e-08,8.192762912528906e-09
1980,1.8760998088396263e-08,3.97960553399912e-09
1981,2.340453342242199e-08,7.590659656386833e-09
1982,1.800175586375019e-08,1.2415004579935385e-09
1983,1.2630631651688873e-08,3.78918940668882e-09
