year,son_DET étroit_ADJ,son_DET détroit_NOUN
1984,2.7255340429022112e-08,1.1598016769198694e-08
1985,1.9851342347720902e-08,6.015557829641693e-09
1986,1.8582905048081244e-08,2.3977941854269602e-09
1987,1.3443796853529477e-08,1.2221633316489289e-08
1988,1.5591039514983862e-08,5.396898483667201e-09
1989,1.8659616074501173e-08,1.0427432250992297e-08
1990,2.0160008773473237e-08,6.538381391862913e-09
1991,1.8756688924259635e-08,7.619904984768056e-09
1992,1.5427843891302473e-08,3.305966445044106e-09
1993,1.606370148010683e-08,2.7696036575264316e-09
1994,2.2154692302933654e-08,3.692448680148175e-09
1995,2.3316538699802436e-08,3.795715741716776e-09
1996,1.7081894565507127e-08,4.80428297144897e-09
1997,1.6782131240233866e-08,5.274384040632185e-09
1998,1.3350762273489636e-08,4.7681290027412615e-09
1999,1.7823785114501334e-08,3.6561608462992723e-09
2000,1.943933924941632e-08,5.3016377954406835e-09
2001,1.3581756164171566e-08,5.257454027685071e-09
2002,1.752488643091965e-08,2.059174164514843e-08
2003,1.12506919336397e-08,2.9168460979889232e-09
2004,1.3654853248112886e-08,2.642874807889939e-09
2005,1.7564623533417034e-08,3.15262471684008e-09
2006,1.5647981910227315e-08,6.58862386870851e-09
2007,1.9173502258107433e-08,4.7933754743212376e-09
2008,2.2564430490756848e-08,9.366367237362283e-09
2009,2.479460037285719e-08,5.721831008997924e-09
2010,1.369900015646408e-08,6.140930874920514e-09
2011,1.5295888056154894e-08,5.7359579308524644e-09
2012,2.4851045665741367e-08,7.829781267787439e-09
2013,3.62586255464592e-08,6.136075203500013e-09
2014,3.11824116527859e-08,4.980523993225461e-09
2015,2.704221985228017e-08,4.211493376260478e-09
2016,4.225533767332479e-08,6.006886099640951e-09
2017,2.3395186232733067e-08,4.779661555431858e-09
2018,3.1235748154667675e-08,4.388493402007754e-09
2019,2.397928433595098e-08,3.826481798085979e-09
