year,un_DET épi_NOUN,un_DET epi_NOUN,un_DET dépit_NOUN
1800,1.0061325959043188e-06,6.288328968651058e-09,2.358123332157902e-07
1801,5.95295626570902e-07,7.143547975374531e-09,4.976671350576112e-07
1802,1.286758134710908e-06,6.713520406265161e-09,1.9245425164626795e-07
1803,1.8001631367781101e-06,3.900678446910888e-09,2.945012251842627e-07
1804,1.2235661870363401e-06,2.7190359741524617e-08,5.042576205482874e-07
1805,2.4221319012696085e-06,1.1371510622026904e-08,5.799470370604354e-07
1806,1.0143475366319876e-06,2.0171682990621775e-08,5.446354833793521e-07
1807,5.66544040569994e-07,8.540865792383556e-09,2.4199117731882325e-07
1808,7.478044148356844e-07,4.5321479902327155e-09,3.9429686182756996e-07
1809,9.013531487855886e-07,4.518061036407062e-09,5.353902157168022e-07
1810,5.499298030287036e-07,3.042164831157379e-08,5.569501508873032e-07
1811,9.602103929751138e-07,5.0141535368197765e-09,4.312171881792892e-07
1812,6.321283319010718e-07,3.200649967283198e-08,3.7874358227441007e-07
1813,4.3423699946920635e-07,0.0,6.211602148198381e-07
1814,3.618678601213787e-07,3.1466771410748606e-09,1.7936059348855338e-07
1815,1.6129396502861937e-06,2.697223555614414e-09,2.7511680755765155e-07
1816,1.2862702138960458e-06,0.0,2.3176038332906046e-07
1817,9.107709191269464e-07,4.047870949541732e-08,4.826307655747542e-07
1818,8.940883162722457e-07,1.1921177378582115e-09,3.70748626465911e-07
1819,8.208382814567372e-07,3.1053151161586356e-09,4.740780958911728e-07
1820,7.535215456044853e-07,1.1866481131050932e-09,3.085284951964695e-07
1821,5.47312624443741e-07,9.86148829262845e-10,4.832129478771208e-07
1822,6.075523089066337e-07,1.0025615893027862e-09,3.759605959885448e-07
1823,7.263774732813033e-07,1.9765373782121287e-09,2.9648061250497904e-07
1824,5.372669802383712e-07,8.421112696055388e-10,4.5137162807407094e-07
1825,1.0425644743072837e-06,0.0,4.6404683651246614e-07
1826,9.794478170732646e-07,1.7615968683770689e-09,2.5278914428383814e-07
1827,9.56752921332793e-07,0.0,2.792833804221573e-07
1828,5.558414670758793e-07,1.8344602503717056e-09,3.595541970824456e-07
1829,4.7066737868250996e-07,0.0,4.723820108409882e-07
1830,3.350224391240886e-07,6.262101504006523e-09,3.997308173353531e-07
1831,5.238645375271744e-07,0.0,1.621485496983155e-07
1832,5.601407436772732e-07,1.3529969367098715e-09,3.5177919599505003e-07
1833,6.127739355932249e-07,1.1583628500844156e-09,3.868932036965589e-07
1834,4.713937986622341e-07,1.8669061851994684e-09,3.2390823534456104e-07
1835,5.180715021424476e-07,9.832014313815307e-09,4.000873587983733e-07
1836,4.684362657769725e-07,6.720750067579218e-10,2.533722742725786e-07
1837,6.345596439416568e-07,2.087367279024477e-09,2.643998593399033e-07
1838,4.033471363573682e-07,2.5248647617104325e-09,2.8530972162599255e-07
1839,3.803362575993674e-07,0.0,3.202095761878354e-07
1840,4.22947324274503e-07,6.369688665408546e-10,3.006492974577668e-07
1841,5.849119695255922e-07,6.420548537278137e-10,2.176565896405691e-07
1842,4.132291366865104e-07,0.0,3.4077986743596966e-07
1843,3.544146687239902e-07,5.906911071384968e-10,2.9652694344406427e-07
1844,3.4907251089677516e-07,1.6465684371524958e-09,2.6509751860359643e-07
1845,4.408380132048251e-07,1.1160455892778032e-09,3.5434447509530287e-07
1846,5.977445658444935e-07,0.0,2.7457610407566335e-07
1847,3.872334568555402e-07,5.393223645455691e-10,2.1896487822914423e-07
1848,3.4031286766378344e-07,8.045221711050488e-10,1.9469437162467074e-07
1849,4.85168129671365e-07,3.3517659758786067e-09,2.0697154767823633e-07
1850,3.795048879595697e-07,0.0,2.7902773958032867e-07
1851,5.230494721786272e-07,6.449438760824933e-10,2.5733260322624574e-07
1852,4.948014398209466e-07,1.9531636308300904e-09,2.3372857871351016e-07
1853,4.502836743469629e-07,5.971931837933653e-10,2.71125712103526e-07
1854,3.824008896202713e-07,0.0,2.3952013705752506e-07
1855,4.855847244300548e-07,2.653468555990912e-09,2.8975875920878025e-07
1856,4.1055111843490977e-07,5.177189232874468e-10,2.8681628805315995e-07
1857,7.239277710624492e-07,1.464452725752352e-09,2.845919677696429e-07
1858,5.529854165686743e-07,4.893676019968041e-10,2.6132228914121924e-07
1859,3.5492447780782754e-07,5.092173349652285e-10,2.6733911440146585e-07
1860,3.8997606832680276e-07,1.373155145145688e-09,2.2428200896484896e-07
1861,3.984989449534737e-07,1.414789119191795e-09,2.5136087167254573e-07
1862,4.0526336442248123e-07,1.8071945329101169e-09,2.8101874260944015e-07
1863,3.5661591901714473e-07,4.994620828036034e-10,2.6821113419117637e-07
1864,3.893319009407037e-07,9.589455896019672e-10,2.771352667352289e-07
1865,3.285377419004476e-07,4.706844358715045e-10,2.452265865926506e-07
1866,3.498375802379883e-07,0.0,1.6202491304184719e-07
1867,3.38726238169329e-07,9.7056229719783e-10,1.5431939814902762e-07
1868,4.164313729404512e-07,4.93987406535723e-10,2.1241459080556524e-07
1869,4.27307938366539e-07,4.883519144627257e-10,2.1389813387173717e-07
1870,5.355601557788248e-07,5.734048791339319e-10,1.9266404516216085e-07
1871,3.7067908453813914e-07,0.0,1.8693272196834698e-07
1872,3.162758321906267e-07,6.047339295989218e-10,1.7900124382741467e-07
1873,3.370120544854416e-07,1.7958013409646867e-09,2.1489756596437815e-07
1874,4.7020174243073143e-07,2.3898436563030145e-09,1.9477225610131654e-07
1875,3.88491704583771e-07,0.0,2.729168406823135e-07
1876,5.719529925229949e-07,1.209202959984168e-09,1.8440345161963023e-07
1877,3.587193280196743e-07,0.0,1.9791411043357243e-07
1878,5.096990909336796e-07,6.039088673581716e-10,2.0714073478700357e-07
1879,4.313183521453823e-07,6.10932526790009e-10,2.2971063318166784e-07
1880,6.129043157443448e-07,2.5671385017744797e-09,2.0472929396220252e-07
1881,5.682593453570917e-07,1.3945015142624584e-09,1.8198244788880658e-07
1882,3.700394231032078e-07,3.9932310791357395e-09,2.2628310114569672e-07
1883,4.240276361144879e-07,2.5277355764075082e-09,1.3523384678748585e-07
1884,3.8751961994876183e-07,1.9805090900604227e-09,1.874882009644807e-07
1885,3.9253922157200805e-07,1.2891271383708158e-09,1.5405069797580495e-07
1886,3.80754375584047e-07,6.453463874400711e-10,1.6004590452922685e-07
1887,3.401569665939519e-07,6.528924623161458e-10,1.5799997288290513e-07
1888,4.362342860275703e-07,1.268122939990235e-09,1.6295379934305743e-07
1889,4.554754395869054e-07,1.2530273485467092e-09,1.3344741223164647e-07
1890,4.1096002334484183e-07,0.0,1.2453334319317833e-07
1891,4.143243170773303e-07,6.374220040683554e-10,1.5234386085971607e-07
1892,3.6357371246964476e-07,6.268512375839919e-10,1.9432388098650222e-07
1893,4.464851892649335e-07,6.158416554491453e-10,1.5396041508353164e-07
1894,4.789169736341137e-07,0.0,1.7014156528105673e-07
1895,4.369513983970563e-07,1.2037228991346183e-09,1.8236401277960113e-07
1896,3.538217261400689e-07,5.89702897624278e-10,1.090950327853335e-07
1897,4.160273539000059e-07,5.826713556089658e-10,1.1828228796417761e-07
1898,3.451596519710165e-07,5.6583548957434e-10,1.0637706981952988e-07
1899,4.1346287638077683e-07,3.3165470370022376e-09,1.260287856297282e-07
1900,3.550680487407476e-07,1.038210628578895e-09,1.3496737649720814e-07
1901,3.4426632389283895e-07,1.1177477832191585e-09,9.612631068911526e-08
1902,3.957688639033563e-07,4.910283846193408e-10,1.3405074561489982e-07
1903,2.921519275389528e-07,2.7001101354784396e-09,1.231250150723895e-07
1904,3.6224974930831877e-07,1.0749250378694342e-09,1.2576623031890222e-07
1905,3.230635279294347e-07,1.5482277126999122e-09,1.439851822215843e-07
1906,4.228519756566129e-07,0.0,1.2346042321809136e-07
1907,3.779989743435408e-07,4.114274698707732e-09,1.1777111552646602e-07
1908,3.0205042911291e-07,4.911389073214423e-10,1.267138376448429e-07
1909,3.911199328854309e-07,5.500983557560346e-10,1.0671908401427288e-07
1910,3.77297038944846e-07,5.344150677544235e-10,1.0795184213208131e-07
1911,3.181583743128158e-07,1.0640748282497725e-09,9.257451072386402e-08
1912,3.1308622450154644e-07,1.0418842455450772e-09,1.5471981629211484e-07
1913,3.5423970690118267e-07,1.060597942803554e-09,1.4530191361217248e-07
1914,3.991259176494566e-07,1.3393487430235496e-09,1.0848724940615284e-07
1915,2.792040549870478e-07,1.1780761921542648e-09,7.304072369151982e-08
1916,2.549091293602146e-07,0.0,9.119593302742146e-08
1917,2.763539077577093e-07,0.0,1.2611387578687072e-07
1918,3.308076443886421e-07,1.1486376294556067e-09,1.4472833775869276e-07
1919,3.425319587968545e-07,0.0,9.392005001496173e-08
1920,3.437793107963216e-07,1.514446346106979e-09,1.249418204452013e-07
1921,2.9457986538972136e-07,1.5145494858259667e-09,1.0829029184478145e-07
1922,3.954573539743933e-07,0.0,9.738874995335323e-08
1923,3.7155818333189927e-07,3.1847844361720945e-09,1.4119210600682663e-07
1924,3.777245911606997e-07,0.0,1.0313299703135215e-07
1925,3.9043530364324397e-07,2.1996355847875293e-09,1.3307794954897645e-07
1926,3.3995723391910815e-07,3.343841648018042e-09,1.8056743744665482e-07
1927,3.4562595807585694e-07,1.1149224876660924e-09,1.6612344877486862e-07
1928,3.244995592233124e-07,2.2852082448565625e-09,1.0169176745122854e-07
1929,3.286419860693002e-07,1.1140406375176326e-09,1.492814516446117e-07
1930,3.886333193037217e-07,1.0503603542488804e-09,1.3864756809311984e-07
1931,3.912037236375454e-07,1.1405356659111021e-09,1.1177249614746643e-07
1932,3.342658789762254e-07,2.1919073223131136e-09,1.2055490206108743e-07
1933,2.8103122584610674e-07,1.1470662197865522e-09,8.717703448013481e-08
1934,2.8635975901636357e-07,1.1981580172459871e-09,9.465448158607614e-08
1935,4.679599072687779e-07,0.0,9.574627668484936e-08
1936,3.1281764112378596e-07,0.0,1.0427254570899436e-07
1937,4.041748962180236e-07,1.2591118148108649e-09,9.82107191127568e-08
1938,2.528216676012107e-07,1.2965214457594243e-09,8.816346175333223e-08
1939,2.599988597751235e-07,3.058810094103137e-09,6.576441435868219e-08
1940,3.803674468727536e-07,7.607348528892999e-09,4.564409095131339e-08
1941,4.073073505139746e-07,0.0,5.312704587367989e-08
1942,3.216264587990736e-07,0.0,1.061974117533282e-07
1943,3.6000115266610067e-07,0.0,1.016132320508234e-07
1944,3.502372827313138e-07,0.0,1.1888788975511488e-07
1945,2.592419887648134e-07,4.357008087652048e-09,1.1110370756739485e-07
1946,2.742457425597422e-07,0.0,1.0580039155883014e-07
1947,3.027901236407615e-07,1.1920870957027319e-09,1.263612292579097e-07
1948,4.664039998658609e-07,4.348755133776194e-09,1.1198044624904924e-07
1949,3.642110160129164e-07,3.9268033269479474e-09,8.835307285792737e-08
1950,3.435221644920716e-07,0.0,1.2124311865591153e-07
1951,3.763474785145604e-07,3.198420528427448e-09,1.002171777786387e-07
1952,3.7117711171319456e-07,1.0544803918932644e-09,8.541291407482277e-08
1953,3.544589146642352e-07,2.1547654771580937e-09,6.24881981714509e-08
1954,3.3324347725738335e-07,3.9090144454689835e-09,1.0065711975038028e-07
1955,3.6697726679690845e-07,0.0,9.197895511903198e-08
1956,3.2093800683696827e-07,6.104799332717903e-09,9.331621608765772e-08
1957,3.0834282771508015e-07,1.7670075402875796e-09,1.0425344720843555e-07
