year,en_ADP années_NOUN,en_ADP damné_NOUN
1800,7.545995117652637e-08,6.288328968651058e-09
1801,7.1435474868764e-08,0.0
1802,1.3874608839614666e-07,0.0
1803,1.1897069418509432e-07,1.950339223455444e-09
1804,8.898663272915996e-08,9.887403784603066e-09
1805,3.980028751016107e-08,0.0
1806,5.76333825108577e-08,0.0
1807,7.117387923472052e-08,0.0
1808,1.3823051858707913e-07,0.0
1809,1.3780085539316644e-07,0.0
1810,3.2761775514700275e-08,0.0
1811,2.3065106802278024e-07,2.5070767684098882e-09
1812,9.335229123053068e-08,5.3344164641089264e-09
1813,1.2940837734731758e-07,2.8757416448144113e-09
1814,1.0069367029075238e-07,9.440030979135372e-09
1815,2.6972236000233352e-08,0.0
1816,2.5493642752394408e-08,0.0
1817,9.341240314597599e-08,3.113746815941454e-09
1818,7.629553522292554e-08,1.1921177378582115e-09
1819,2.2047736081276526e-07,4.140420006848444e-09
1820,1.1391821885808895e-07,0.0
1821,1.3806084098177962e-07,2.9584463767662328e-09
1822,1.1830226753772877e-07,0.0
1823,5.0401702367253165e-08,2.9648061783404955e-09
1824,1.4652735558229324e-07,5.052667617633233e-09
1825,1.4352872312883846e-07,8.805443041381977e-10
1826,1.0041102171953753e-07,1.7615968683770689e-09
1827,1.0507691428074395e-07,3.6869092223668076e-09
1828,8.255071293206129e-08,5.503380751115117e-09
1829,8.315980437600956e-08,8.57317605795771e-10
1830,7.827627124257219e-08,1.0436835840010872e-09
1831,8.419251429359065e-08,0.0
1832,1.2176973029909277e-07,4.058990921151917e-09
1833,1.4016190164056752e-07,2.3167257001688313e-09
1834,9.987947890977011e-08,9.334530925997342e-10
1835,1.3537928111873043e-07,2.2689263801112247e-09
1836,8.333729900611431e-08,6.720750067579218e-10
1837,1.0784730619661786e-07,2.7831563720326358e-09
1838,1.319241837993701e-07,3.1560809521380406e-09
1839,1.1116445364223182e-07,6.9914751765765e-10
1840,1.0255198928943443e-07,6.369688665408546e-10
1841,9.502412012807326e-08,0.0
1842,8.38533114055906e-08,6.708265054555795e-10
1843,1.6303074801271578e-07,5.906911071384968e-10
1844,1.1690635398631244e-07,3.841992834985319e-09
1845,1.1606874039671311e-07,1.2834524554250493e-08
1846,1.1709002412096936e-07,5.854501106128396e-09
1847,2.3838049045821208e-07,0.0
1848,2.856053811228776e-07,1.6090443422100975e-09
1849,1.3658445952025033e-07,8.379414939696517e-10
1850,2.7088093634830557e-07,2.7155984128057753e-09
1851,9.416180390964257e-08,4.514607132577453e-09
1852,9.570501591227298e-08,6.510545436100301e-10
1853,1.4571513418104587e-07,2.388772735173461e-09
1854,8.053279998421203e-08,5.195664454227256e-10
1855,7.748127828222096e-08,6.368324534378189e-09
1856,9.111852961041222e-08,0.0
1857,2.2357311213472286e-07,4.881509085841174e-10
1858,1.0178846443498202e-07,9.787352039936081e-10
1859,1.1966607504909632e-07,1.5276520048956854e-09
1860,9.337455231239744e-08,0.0
1861,1.4713807117150424e-07,2.357981809808507e-09
1862,1.3056980929793127e-07,7.680577063240435e-09
1863,7.192253814736205e-08,7.491931519609807e-09
1864,1.1267610622311963e-07,9.109982990196386e-09
1865,1.3132095194601234e-07,3.765475486972036e-09
1866,1.0266443029038896e-07,5.838735384067206e-09
1867,8.346835933537022e-08,9.7056229719783e-10
1868,8.348387259271561e-08,1.4819622196071691e-09
1869,1.3185501346324457e-07,2.4417595723136287e-09
1870,1.3532354659062662e-07,8.601073187008978e-09
1871,1.4551012839092436e-07,1.2745412947268164e-08
1872,8.163907716518537e-08,1.2094678591978436e-09
1873,3.1785683063390024e-07,5.986004469882289e-10
1874,1.5533984160098768e-07,5.377148060148329e-09
1875,1.4246603097234356e-07,1.1443054281912168e-09
1876,1.6203320285512746e-07,3.02300739996042e-09
1877,1.1194516813528566e-07,4.329371083855449e-09
1878,1.2138568145081408e-07,1.2078177347163432e-09
1879,7.942122692838893e-08,6.720257683667796e-09
1880,1.0717803511361979e-07,4.492492600149944e-09
1881,1.4851441149099642e-07,2.091752326904839e-09
1882,1.663846245225642e-07,7.320923423037584e-09
1883,1.7314988554062438e-07,3.159669414998234e-09
1884,9.572460779594394e-08,2.6406787867472303e-09
1885,1.4180398194563182e-07,6.445635691854079e-10
1886,1.8456907069364092e-07,3.2267319927115068e-09
1887,1.2992560033397993e-07,7.834709769838355e-09
1888,8.11598712679995e-08,2.53624587998047e-09
1889,1.1903760022136112e-07,1.2530273485467092e-09
1890,1.9925334626691438e-07,3.2771931834929546e-09
1891,9.497587549756048e-08,1.2748440081367107e-09
1892,1.2662394599516347e-07,1.002961980134387e-08
1893,1.564237810391944e-07,4.926733243593162e-09
1894,1.392640252007027e-07,2.520615716150587e-09
1895,1.33613240471675e-07,3.611168697403855e-09
1896,1.403492921880911e-07,1.7691086373616827e-09
1897,8.681803154164669e-08,2.9133566670225264e-09
1898,1.606972801493356e-07,6.224190496340043e-09
1899,1.27687062700943e-07,2.2110313580014918e-09
1900,1.520978516467153e-07,1.5573159428683425e-09
1901,1.90017116930008e-07,4.470991132876634e-09
1902,1.4338028586635687e-07,3.437198747846537e-09
1903,1.587664693047941e-07,1.0800440541913758e-09
1904,1.2146652750288922e-07,5.374625189347171e-10
1905,1.780461916234266e-07,2.580379465655369e-09
1906,1.9393575578785516e-07,3.0865106026567446e-09
1907,2.2782795472409134e-07,1.028568674676933e-09
1908,1.7631886639613015e-07,3.929111258571538e-09
1909,1.6557960735852362e-07,5.500983557560346e-10
1910,1.7902904581035273e-07,2.137660271017694e-09
1911,2.1760329604880724e-07,3.7242617878519013e-09
1912,2.6880612402635506e-07,3.646594803896619e-09
1913,2.6886157789007825e-07,1.060597942803554e-09
1914,2.3840408047703932e-07,1.3393487430235496e-09
1915,3.31039395895516e-07,1.1780761921542648e-09
1916,2.0107055909157623e-07,1.0987462051303964e-09
1917,2.686774041027462e-07,1.315970976634162e-08
1918,2.090520521136341e-07,2.2972752589112133e-09
1919,2.541366090902386e-07,1.8415696745321952e-09
