year,mon_DET honneur_NOUN,mon_DET donneur_NOUN
1908,8.717715580530694e-07,1.4734167219643268e-09
1909,8.30648527738731e-07,5.500983557560346e-10
1910,9.202627317961287e-07,0.0
1911,7.794347851586281e-07,3.1922244847493175e-09
1912,1.0819968352393516e-06,0.0
1913,8.410541703085528e-07,5.30298971401777e-10
1914,8.591921947243009e-07,1.3393487430235496e-09
1915,5.678327301694708e-07,0.0
1916,5.361881232346377e-07,0.0
1917,6.261828104925371e-07,2.1932848870420685e-09
1918,6.064806470362782e-07,0.0
1919,7.485980884069932e-07,0.0
1920,7.723676453963435e-07,0.0
1921,7.807502484524775e-07,0.0
1922,7.968170336880576e-07,0.0
1923,8.567070182152747e-07,3.1847844361720945e-09
1924,9.101487030704902e-07,0.0
1925,9.93135436999637e-07,0.0
1926,9.351610295027513e-07,1.1146138456652466e-09
1927,1.0145794302474087e-06,0.0
1928,9.037998687233539e-07,5.713020723163709e-09
1929,1.071707107058728e-06,0.0
1930,8.644465481211228e-07,0.0
1931,8.998826501738222e-07,1.1405356659111021e-09
1932,8.01142110873343e-07,3.287861094491973e-09
1933,6.81357359866297e-07,6.882397318719313e-09
1934,8.363142995904127e-07,0.0
1935,9.131800826622793e-07,0.0
1936,7.177831022886494e-07,0.0
1937,6.043736640037878e-07,1.2591118148108649e-09
1938,5.834346268329682e-07,0.0
1939,6.362325102315936e-07,3.058810094103137e-09
1940,6.745182581369136e-07,2.5357829169792012e-09
1941,7.555846899265362e-07,5.9030051957620344e-09
1942,7.919292919211784e-07,0.0
1943,8.767770154349819e-07,0.0
1944,8.16149263727084e-07,0.0
1945,9.149716717615775e-07,0.0
1946,8.714611112736748e-07,0.0
1947,8.737998662411428e-07,0.0
1948,7.860375106361062e-07,0.0
1949,7.038794933578174e-07,0.0
1950,9.68881458618398e-07,0.0
1951,8.646396807421297e-07,2.1322803522849654e-09
1952,7.666072647793953e-07,0.0
1953,6.442748770041362e-07,2.1547654771580937e-09
1954,6.352148673727243e-07,0.0
1955,5.781534682114398e-07,0.0
1956,7.526345449093697e-07,0.0
1957,6.370062415328448e-07,0.0
1958,6.60125007101442e-07,0.0
1959,8.425062674177752e-07,0.0
1960,9.294679301774522e-07,0.0
1961,8.115449929846363e-07,2.779263708063695e-09
1962,9.887110010708966e-07,0.0
1963,8.483462075048465e-07,0.0
1964,9.27196769140437e-07,6.083968329129164e-10
1965,8.777157773920408e-07,1.0944086747954884e-09
1966,7.715931253926556e-07,5.539074754423723e-10
1967,9.727552203742107e-07,0.0
1968,8.115988308077249e-07,4.4914158503495116e-10
1969,8.733800349602916e-07,4.5417578031781147e-10
1970,7.620087281168253e-07,4.5987250119061684e-10
1971,7.872024845312353e-07,0.0
1972,7.120643594760168e-07,5.643161660184859e-09
1973,6.025932002273748e-07,0.0
1974,4.652347822542424e-07,2.2502286700643026e-09
1975,5.403060363562417e-07,0.0
1976,4.862211504530478e-07,2.856763492431469e-09
1977,5.036401979907623e-07,5.876781838942691e-10
1978,5.590096385788001e-07,0.0
1979,7.367634236032927e-07,0.0
1980,5.940982710228582e-07,1.1370301367108482e-09
1981,4.453186832620304e-07,0.0
1982,5.623997303416672e-07,6.207502289967692e-10
1983,5.109090608357292e-07,1.8945948143667124e-09
1984,5.033539238752383e-07,3.189454744756404e-08
1985,4.5778397961271367e-07,1.8046674155058895e-09
1986,6.324182173500503e-07,5.994485463567401e-10
1987,5.010869763566461e-07,1.8332451112712533e-09
1988,5.031108649689031e-07,0.0
1989,5.718623263817335e-07,3.841685636274406e-09
1990,4.658596530759951e-07,1.089730194969718e-09
1991,6.230737383816631e-07,2.9307325455363298e-09
1992,4.771611568088474e-07,5.509944167592096e-10
1993,6.253765185704196e-07,1.1078414852150331e-09
1994,5.644171459096015e-07,5.274926606624319e-10
1995,5.346536227079923e-07,2.7112254663563817e-09
1996,4.820297228036452e-07,0.0
1997,4.833253548497396e-07,9.58978896292706e-10
1998,5.182956535065841e-07,4.768129224785866e-10
1999,5.731032448608175e-07,1.8280804647829996e-09
2000,5.526957451706949e-07,3.0926219363180962e-09
2001,5.489658647661599e-07,2.190605918883648e-09
2002,5.235559541461043e-07,0.0
2003,5.900362722854879e-07,1.6667691671301554e-09
2004,5.563251406215386e-07,6.607186797680242e-09
2005,5.593657022018306e-07,5.4044992925383895e-09
2006,6.506266245764891e-07,8.235779835885637e-10
2007,6.43510635001121e-07,3.595031605740928e-09
2008,6.258436400230494e-07,6.386159323579221e-09
2009,6.532423562077838e-07,2.384096253749135e-09
2010,7.402183932470052e-07,3.3066551718974324e-09
2011,7.732071338750757e-07,1.950225753111212e-08
2012,1.0359140745208606e-06,1.361701096325163e-08
2013,1.2855076860773806e-06,9.483025031897796e-09
2014,1.2037709566925514e-06,1.2992670717082433e-08
2015,1.5527110406310385e-06,1.7732603663223045e-08
2016,1.6539649863034356e-06,1.2635174684305639e-08
2017,9.179465898512262e-07,1.5596790803318328e-08
2018,1.4045760110548144e-06,2.8137987717613555e-08
2019,1.416053322600419e-06,4.107090156857396e-08
