year,en_ADP années_NOUN,en_ADP damnés_NOUN
1846,1.1709002412096936e-07,1.7563503984519002e-09
1847,2.3838049045821208e-07,0.0
1848,2.856053811228776e-07,0.0
1849,1.3658445952025033e-07,8.379414939696517e-10
1850,2.7088093634830557e-07,2.0366988096043315e-09
1851,9.416180390964257e-08,1.2898877521649865e-09
1852,9.570501591227298e-08,0.0
1853,1.4571513418104587e-07,5.971931837933653e-10
1854,8.053279998421203e-08,1.0391328908454511e-09
1855,7.748127828222096e-08,1.0613874223963649e-09
1856,9.111852961041222e-08,5.177189232874468e-10
1857,2.2357311213472286e-07,4.393358121745905e-09
1858,1.0178846443498202e-07,1.2723557318849998e-08
1859,1.1966607504909632e-07,5.092173349652285e-10
1860,9.337455231239744e-08,0.0
1861,1.4713807117150424e-07,0.0
1862,1.3056980929793127e-07,0.0
1863,7.192253814736205e-08,0.0
1864,1.1267610622311963e-07,9.589455896019672e-10
1865,1.3132095194601234e-07,1.4120533631256649e-09
1866,1.0266443029038896e-07,9.731225825149181e-10
1867,8.346835933537022e-08,4.85281148598915e-10
1868,8.348387259271561e-08,0.0
1869,1.3185501346324457e-07,1.953407657850903e-09
1870,1.3532354659062662e-07,5.734048791339319e-10
1871,1.4551012839092436e-07,0.0
1872,8.163907716518537e-08,6.652073114565837e-09
1873,3.1785683063390024e-07,4.788803575905831e-09
1874,1.5533984160098768e-07,1.1949218281515073e-09
1875,1.4246603097234356e-07,0.0
1876,1.6203320285512746e-07,6.04601479992084e-10
1877,1.1194516813528566e-07,6.184815992682502e-10
1878,1.2138568145081408e-07,6.6429977074733415e-09
1879,7.942122692838893e-08,1.221865053580018e-09
1880,1.0717803511361979e-07,6.417846254436199e-10
1881,1.4851441149099642e-07,1.3945015142624584e-09
1882,1.663846245225642e-07,0.0
1883,1.7314988554062438e-07,1.8958017378167824e-09
1884,9.572460779594394e-08,0.0
1885,1.4180398194563182e-07,0.0
1886,1.8456907069364092e-07,1.2906927748801422e-09
1887,1.2992560033397993e-07,6.528924623161458e-10
1888,8.11598712679995e-08,0.0
1889,1.1903760022136112e-07,3.132568426877924e-09
1890,1.9925334626691438e-07,3.2771931834929546e-09
1891,9.497587549756048e-08,0.0
1892,1.2662394599516347e-07,0.0
1893,1.564237810391944e-07,0.0
1894,1.392640252007027e-07,1.8904617871129403e-09
1895,1.33613240471675e-07,6.018614495673091e-10
1896,1.403492921880911e-07,5.89702897624278e-10
1897,8.681803154164669e-08,2.330685422435863e-09
1898,1.606972801493356e-07,0.0
1899,1.27687062700943e-07,5.527578395003729e-10
1900,1.520978516467153e-07,5.191053142894475e-10
1901,1.90017116930008e-07,1.676621730339889e-09
1902,1.4338028586635687e-07,9.820567692386817e-10
1903,1.587664693047941e-07,1.0800440541913758e-09
1904,1.2146652750288922e-07,5.374625189347171e-10
1905,1.780461916234266e-07,2.0643036169332163e-09
1906,1.9393575578785516e-07,0.0
1907,2.2782795472409134e-07,4.114274698707732e-09
1908,1.7631886639613015e-07,4.911389073214423e-10
1909,1.6557960735852362e-07,5.500983557560346e-10
1910,1.7902904581035273e-07,1.068830135508847e-09
1911,2.1760329604880724e-07,1.5961122423746588e-09
1912,2.6880612402635506e-07,1.0418842455450772e-09
1913,2.6886157789007825e-07,0.0
1914,2.3840408047703932e-07,0.0
1915,3.31039395895516e-07,1.1780761921542648e-09
1916,2.0107055909157623e-07,3.2962386153911893e-09
1917,2.686774041027462e-07,5.483212106582869e-09
1918,2.090520521136341e-07,0.0
1919,2.541366090902386e-07,2.762354567309444e-09
1920,2.8320145650795325e-07,1.514446346106979e-09
1921,2.377842704959221e-07,0.0
1922,2.2650261932710691e-07,2.951174193910333e-09
1923,2.0807258849231403e-07,0.0
1924,3.042423295518404e-07,0.0
1925,2.100652003456105e-07,0.0
1926,2.7642422484319695e-07,0.0
1927,2.207546576649122e-07,0.0
1928,2.7651018807972605e-07,0.0
1929,2.7962419357763224e-07,0.0
1930,2.38431802301875e-07,2.100720708497761e-09
1931,3.5014445387560045e-07,0.0
1932,2.2905432039976859e-07,0.0
1933,2.6956055076965413e-07,3.4411986593596566e-09
1934,2.623966057768712e-07,0.0
1935,2.680895496709468e-07,3.590485242455088e-09
1936,3.031178623658093e-07,6.0623572828433225e-09
1937,2.7196815333141444e-07,5.0364472592434595e-09
1938,4.2007293465928797e-07,0.0
1939,4.0988054372803617e-07,3.058810094103137e-09
1940,3.9811790708554895e-07,2.5357829169792012e-09
1941,3.2761679413795264e-07,0.0
1942,3.550027880550033e-07,6.068423541449874e-09
1943,3.832270487613698e-07,2.9032352077962287e-09
1944,5.366020872088484e-07,9.639558484764166e-09
1945,3.6381017753939204e-07,0.0
1946,3.995356898656155e-07,0.0
1947,3.4212900512642364e-07,0.0
1948,4.076957935694736e-07,0.0
1949,4.1722285537559856e-07,2.945102384188658e-09
1950,5.945167194099099e-07,0.0
1951,4.435143261538599e-07,2.1322803522849654e-09
1952,5.472752961921401e-07,0.0
1953,5.742449920020931e-07,4.3095309543161875e-09
1954,5.892839247678694e-07,0.0
1955,8.240563937889078e-07,0.0
1956,5.782116945241e-07,0.0
1957,4.735580283465879e-07,1.7670075402875796e-09
1958,7.205124316067568e-07,8.272243445794913e-10
1959,5.394520270485259e-07,7.750747821333448e-10
1960,6.284116871313472e-07,6.920833350854139e-10
1961,5.836453693675026e-07,0.0
1962,5.13064275509123e-07,1.2683912808952869e-09
1963,5.522009258740468e-07,0.0
1964,4.721159299059252e-07,1.2167936658258327e-09
1965,4.842758305478867e-07,5.472043373977442e-10
1966,7.815634388563808e-07,0.0
1967,5.231086186441303e-07,4.930335584241163e-10
1968,4.433027340766671e-07,2.245707841908029e-09
1969,5.581820174960228e-07,2.2708788183223305e-09
1970,5.638036824073822e-07,3.219107425067591e-09
1971,7.651074103165456e-07,1.0276794970565106e-09
1972,5.673942209405425e-07,5.130146862875051e-10
1973,5.276135839338281e-07,1.6539611902288698e-09
1974,6.036238631157431e-07,5.06301445213353e-09
1975,6.928025326757847e-07,1.1422960355389478e-09
1976,8.38745724429657e-07,5.713526873840635e-10
1977,1.1030719084814677e-06,3.526069214387917e-09
1978,6.291086220855391e-07,1.7821774056514528e-09
1979,6.823400959810044e-07,1.1703946700691858e-09
1980,5.804538769638157e-07,1.7055452605774235e-09
1981,6.281270894525903e-07,2.5302198114474095e-09
1982,7.535907822209253e-07,6.207502289967692e-10
1983,7.729947055779007e-07,1.2630632095778083e-09
1984,7.445926857307938e-07,2.8995041922996734e-09
1985,1.0743786833522506e-06,6.015557829641693e-09
1986,8.524158259248793e-07,5.994485463567401e-10
1987,6.398024972043004e-07,1.8332451112712533e-09
1988,6.566226304904887e-07,5.996553809062277e-10
1989,6.443055275973109e-07,3.841685636274406e-09
1990,6.135181012112412e-07,2.724325431913144e-09
1991,6.658624647215561e-07,4.10302547493302e-09
1992,6.909469845162164e-07,1.1019888335184191e-09
1993,5.987883255897941e-07,1.1078414852150331e-09
1994,6.345736638380117e-07,1.0549853213248639e-09
1995,6.680459145869122e-07,0.0
1996,7.046281873535065e-07,5.338092190498855e-10
1997,7.12041834827204e-07,4.794894259418925e-09
1998,7.156961903120873e-07,0.0
1999,6.996977854889508e-07,1.8280804647829996e-09
2000,5.87156384845855e-07,3.092622158362701e-09
2001,7.272811768377352e-07,1.7524847129024579e-09
2002,6.427251832974434e-07,2.6287327870022636e-09
2003,5.80869049526811e-07,0.0
2004,8.073982165068827e-07,1.3214374039449694e-09
2005,5.922430483806806e-07,9.007499190971657e-10
2006,5.810342473822061e-07,2.0589450144825605e-09
2007,5.692133306922642e-07,2.7961355453243186e-09
2008,4.759817530120003e-07,2.554463751636149e-09
2009,4.563160127535326e-07,1.430457752249481e-09
2010,4.794649910433435e-07,1.8895172093635892e-09
2011,5.074410671657148e-07,0.0
2012,4.234890464971386e-07,2.382976926895708e-09
2013,3.715114551550158e-07,2.5102124823206395e-09
2014,3.2481677270101983e-07,2.165445156521173e-09
2015,3.140887362418354e-07,1.994917786518613e-09
2016,3.266503292298495e-07,1.4499380585064614e-09
2017,3.4061377940375337e-07,7.54683426862357e-10
2018,3.5675871190576913e-07,1.5488800242380307e-09
2019,3.173428695379954e-07,1.53059265262101e-09
