year,on_PRON étend_VERB,on_PRON etend_VERB,on_PRON détend_VERB
1846,1.33482629394166e-06,2.3418005312692003e-09,1.2879902699935997e-08
1847,1.1945990081585478e-06,3.235934187273415e-09,1.4022381478184798e-08
1848,1.3202209174778545e-06,5.63165514222419e-09,3.218088684420195e-09
1849,8.781626803511244e-07,1.6758829879393033e-09,3.1841775438579134e-08
1850,1.2715789807771216e-06,6.788996032014438e-10,8.146795238417326e-09
1851,1.2189439644316735e-06,1.2898877521649865e-09,1.2253933201478162e-08
1852,9.381695775800836e-07,6.510545436100301e-10,8.463708844885787e-09
1853,1.3592117227290146e-06,4.180352286553557e-09,9.555090940693844e-09
1854,1.2521551866484515e-06,1.0391328908454511e-09,1.8704392368285028e-08
1855,9.372050868705628e-07,2.653468555990912e-09,9.021793090369101e-09
1856,9.670989555843335e-07,3.6240324075009767e-09,3.0027698327828034e-08
1857,1.03780885751803e-06,4.881509085841174e-10,2.6848299583548396e-08
1858,1.028650672196818e-06,0.0,1.125545512348225e-08
1859,1.08310527480171e-06,5.092173349652285e-10,9.165912029374113e-09
1860,1.0522945643742787e-06,0.0,1.876645328025006e-08
1861,1.2303949006309267e-06,4.715963730639317e-10,1.8863854756023812e-08
1862,1.1484721369470208e-06,9.035972525772706e-10,1.4909354667524966e-08
1863,9.389887196675772e-07,4.994620828036034e-10,9.489779628779615e-09
1864,1.144501538874465e-06,0.0,7.671564716815737e-09
1865,1.0816328455121038e-06,0.0,3.153585836912498e-08
1866,1.2207823090193415e-06,4.865612912574591e-10,1.216403244796993e-08
1867,1.2398932938140206e-06,2.426405742994575e-09,3.008743121313273e-08
1868,1.001806438694075e-06,0.0,2.420538258718352e-08
1869,9.449609450484786e-07,4.883519144627257e-10,1.9045724553024e-08
1870,1.0607990361677366e-06,0.0,1.834895657637503e-08
1871,1.193820338585283e-06,1.0621177271019633e-09,6.37270636261178e-09
1872,1.0473991665094218e-06,1.2094678591978436e-09,2.418935796111299e-08
1873,1.5850939689698862e-06,5.986004469882289e-10,1.3767810003173508e-08
1874,1.215832952539131e-06,5.974609140757536e-10,1.1949217948448165e-08
1875,1.3016474298410685e-06,0.0,3.20405533216217e-08
1876,1.0272179196135767e-06,0.0,1.874264610179921e-08
1877,1.310562481648958e-06,6.184815992682502e-10,1.793596560162314e-08
1878,1.109380619368494e-06,6.039088673581716e-10,2.1136811190203275e-08
1879,9.76881082692671e-07,6.10932526790009e-10,1.832797535961106e-08
1880,8.535735389614274e-07,6.417846254436199e-10,9.626769603698904e-09
1881,9.754538297102044e-07,2.091752326904839e-09,1.673401861523871e-08
1882,1.1387363940684736e-06,6.655385131892899e-10,2.6621540083482387e-08
1883,1.0325800019472808e-06,1.8958017378167824e-09,1.579834751908038e-08
1884,1.5124487617867999e-06,6.601696966868076e-10,2.178559999066465e-08
1885,1.1041373966236279e-06,0.0,3.287274141783314e-08
1886,1.272623023851338e-06,0.0,2.0651085175238393e-08
1887,1.0824957143995562e-06,1.9586774424595887e-09,9.793386768208734e-09
1888,1.5147728902320523e-06,0.0,1.8387781741679987e-08
1889,1.2310993326991593e-06,0.0,1.3783300722991498e-08
1890,1.4603173212890397e-06,1.3108772956016423e-09,2.6217545023854427e-08
1891,1.3698198984002374e-06,2.5496880162734215e-09,9.561330394092238e-09
1892,1.3502375253438004e-06,3.761107425503951e-09,2.7581455119829457e-08
1893,9.453169269590944e-07,2.4633666773077323e-09,1.2316832942449452e-08
1894,1.1021392367638327e-06,1.2603078580752936e-09,6.9316934414587195e-09
1895,9.214498533083315e-07,3.611168697403855e-09,1.2037228991346183e-08
1896,9.564981269249984e-07,1.7691086373616827e-09,5.897029087265082e-09
1897,1.2946957212989219e-06,1.1653427112179315e-09,8.740070001067579e-09
1898,1.1503435786153204e-06,5.6583548957434e-10,2.1501747937691107e-08
1899,1.185665553293802e-06,5.527578395003729e-10,2.266307141951529e-08
1900,1.0418443849857795e-06,1.038210628578895e-09,3.218453115128028e-08
1901,7.796290475425849e-07,5.588738916095792e-10,1.6207343245255856e-08
1902,9.899132180635206e-07,9.820567692386817e-10,5.106695311063447e-08
1903,7.743915801938783e-07,0.0,3.348136523584344e-08
1904,9.803316487477787e-07,0.0,1.9348650681649815e-08
1905,8.458484188622606e-07,0.0,1.8062656703676794e-08
1906,8.601076615377679e-07,1.0288369045596824e-09,1.74902273775146e-08
1907,8.290263338039949e-07,1.5428529565042481e-09,2.314279556880905e-08
1908,7.563539270449837e-07,9.822778146428846e-10,2.9468335327464956e-08
1909,8.185463542531579e-07,5.500983557560346e-10,2.9705311987981986e-08
1910,8.807160298829331e-07,5.344150677544235e-10,1.7635696902829068e-08
1911,6.735593558460096e-07,5.320374141248863e-10,1.59611229788581e-08
1912,6.074185279203448e-07,1.5628263128064646e-09,1.3023552902780011e-08
1913,5.647684133691655e-07,5.30298971401777e-10,2.96967419544103e-08
1914,5.283730786231899e-07,0.0,2.0090231700464756e-08
1915,4.72408558493953e-07,0.0,1.1780761921542648e-08
1916,4.4938719412357386e-07,1.0987462051303964e-09,1.9777432136436346e-08
1917,6.38245907680357e-07,0.0,7.676496993624937e-09
1918,4.789819030293074e-07,0.0,6.89182577673364e-09
1919,6.509948988764336e-07,0.0,1.2890987832747669e-08
1920,6.201657782867187e-07,1.514446346106979e-09,1.2872793941909322e-08
1921,6.012761559759383e-07,0.0,2.9533715140139805e-08
1922,6.972149293460461e-07,1.4755870969551665e-09,4.795658181677709e-08
1923,5.297358143252495e-07,2.1231896241147297e-09,1.5923921736771263e-08
1924,4.873034029628798e-07,0.0,1.5469949654622894e-08
1925,3.7503787098103203e-07,0.0,8.798542339150117e-09
1926,5.450461770806214e-07,0.0,1.6719207018844884e-08
1927,4.582331385449834e-07,0.0,8.919379901328739e-09
1928,4.410452021375022e-07,0.0,1.0283437101854531e-08
1929,3.81001882487908e-07,2.2280812750352652e-09,1.2254447234738564e-08
1930,4.7581323769918527e-07,0.0,5.251801771244402e-09
1931,4.174360554998202e-07,0.0,1.0264820993199919e-08
1932,4.0988665972463423e-07,1.0959536611565568e-09,7.671675850140502e-09
1933,4.5194410347448866e-07,0.0,4.588264879146209e-09
1934,4.361295253829667e-07,0.0,5.990790086229936e-09
1935,4.4522018072257197e-07,0.0,1.3165112555668657e-08
1936,4.098153567611007e-07,1.2124714565686645e-09,9.699771652549316e-09
1937,4.066931182933331e-07,0.0,1.76275650742852e-08
1938,5.0305033028053e-07,3.8895642262559704e-09,1.4261735792331365e-08
1939,4.2058639593278713e-07,0.0,4.588215141154706e-09
1940,5.451933162703426e-07,0.0,7.607348750937604e-09
1941,4.57482890681149e-07,0.0,2.3612021671226557e-08
1942,4.520975522837034e-07,0.0,6.068423541449874e-09
1943,4.7032410321889984e-07,0.0,1.1612940831184915e-08
1944,4.6591199165391117e-07,0.0,9.639558484764166e-09
1945,3.550961693576937e-07,0.0,6.535512131478072e-09
1946,3.8422248849201424e-07,2.7842208538686464e-09,1.8097434661967782e-08
1947,4.5299309903157337e-07,0.0,1.668921956188285e-08
1948,3.957367127327416e-07,0.0,2.0656587107481528e-08
1949,3.504672108078921e-07,9.817008317369869e-10,9.817008428392171e-09
1950,3.158702384098433e-07,2.1270722960764488e-09,1.2762433554414088e-08
1951,4.008687071177519e-07,1.0661401761424827e-09,1.0661401650402524e-08
1952,3.8699430859878703e-07,0.0,1.2653764258629963e-08
1953,3.8247088696152787e-07,0.0,1.0773827163745864e-08
1954,4.48559404730986e-07,0.0,2.9317608341017376e-09
1955,3.810556634675777e-07,2.815682353940474e-09,1.220129064449793e-08
1956,3.627994900057274e-07,4.360570571293465e-09,7.849027650053131e-09
1957,3.781396031854456e-07,0.0,2.297109835680544e-08
1958,3.391619927128886e-07,0.0,1.4062814024384807e-08
1959,3.3018185519040344e-07,7.750747821333448e-10,1.2401196958222727e-08
1960,3.605754272939521e-07,0.0,6.920833461876441e-09
1961,3.147516096646541e-07,0.0,5.55852741612739e-09
1962,3.158294319405286e-07,1.2683912808952869e-09,9.512934273647744e-09
1963,2.793334985540241e-07,0.0,1.1638896069143811e-08
1964,3.060236082319534e-07,0.0,6.0839683291291635e-09
1965,2.6101647421228336e-07,2.736021686988721e-09,5.47204326295514e-09
1966,3.1628116659021543e-07,0.0,6.092982340888398e-09
1967,3.3772798246900493e-07,2.465167847631733e-09,9.367637554547059e-09
1968,3.2293279161876853e-07,8.982831700699023e-10,8.982831312120965e-09
1969,2.784097574703992e-07,1.8167031212712459e-09,6.3584606468936045e-09
1970,2.759235044891284e-07,2.759235007143701e-09,4.598724956395017e-09
1971,3.4786950209309e-07,1.0276794970565106e-09,6.679916730867319e-09
1972,3.103738777099352e-07,0.0,5.130146696341598e-09
1973,3.0708545040170065e-07,0.0,4.961883404153156e-09
1974,3.116566702487944e-07,5.625571675160757e-10,2.250228725575454e-09
1975,3.0899107628101774e-07,1.1422960355389478e-09,5.711480177694739e-09
1976,3.33669973429096e-07,1.142705374768127e-09,3.4281161798155324e-09
1977,3.097064009693895e-07,2.9383909194713453e-09,5.876781727920388e-09
1978,2.5485136490033256e-07,1.7821774056514528e-09,5.940591241149207e-09
1979,3.3941446986318624e-07,5.851973350345929e-10,1.1703946700691858e-09
1980,2.3820781791528134e-07,5.685150683554241e-10,5.1166357817322705e-09
1981,2.511243195613133e-07,1.8976649140967083e-09,3.1627747087981106e-09
1982,2.582320917099423e-07,2.483000915987077e-09,3.7245013739806154e-09
1983,2.027216439159929e-07,6.315316047889041e-10,2.5261264191556165e-09
1984,2.452980645273328e-07,0.0,4.639206907519622e-09
1985,1.8467763496232692e-07,6.015558051686298e-10,4.812446441349039e-09
1986,1.894257337653471e-07,1.1988970927134801e-09,5.994485574589703e-09
1987,1.9737938927733012e-07,6.110816852533674e-10,2.4443267965246207e-09
1988,2.0688110780042734e-07,0.0,5.3968984281560495e-09
1989,1.734246559692565e-07,0.0,0.0
1990,2.0051035676260653e-07,2.7243255429354463e-09,2.1794604454505873e-09
1991,1.676379035586706e-07,2.344586080837985e-09,2.344586080837985e-09
1992,1.945010321691143e-07,0.0,2.2039776670368383e-09
1993,1.8445561522639764e-07,0.0,7.2009697094088665e-09
1994,1.756550567222348e-07,2.1099705871385765e-09,2.1099705871385765e-09
1995,2.3967232465338384e-07,0.0,4.337960657352369e-09
1996,1.71886561872725e-07,2.6690460952494277e-09,3.736664311304594e-09
1997,1.6638283639736073e-07,4.79489448146353e-10,3.835915585170824e-09
1998,1.6545408776380555e-07,4.768129224785866e-10,2.86087753487152e-09
1999,1.7869486335087004e-07,9.140402323914998e-10,1.3710603485872497e-09
2000,1.5418930132682362e-07,0.0,1.3254094488601709e-09
2001,2.0372635134435768e-07,0.0,3.066848330846028e-09
2002,1.555333621894306e-07,4.38122149670761e-10,3.0668551032064784e-09
2003,1.587597608931901e-07,0.0,4.583615098585625e-09
2004,1.515248175820716e-07,4.404791253964646e-10,6.166707589017051e-09
2005,1.5853198398474433e-07,4.5037495954858286e-10,3.6029995653663605e-09
2006,1.762456829368375e-07,4.1178899179428186e-10,2.470733950765691e-09
2007,1.5019242205482897e-07,0.0,1.5977918155218873e-09
2008,1.3368360285426206e-07,4.257439678578834e-10,3.405951826129794e-09
2009,1.4638350975815229e-07,0.0,6.675469288452973e-09
2010,1.270700309419226e-07,4.723793023408973e-10,8.502827553158454e-09
2011,1.2925024961418785e-07,0.0,5.735957875341313e-09
2012,1.399147855352112e-07,0.0,3.063827413996023e-09
2013,1.0152415441666562e-07,5.578250084070646e-10,5.020424964641279e-09
2014,1.2516273528717647e-07,0.0,8.661780626084692e-09
2015,1.4252579561002676e-07,0.0,6.206411051756788e-09
2016,1.9967717790336792e-07,0.0,7.456824185902988e-09
2017,1.262836875071116e-07,0.0,5.7859059765519305e-09
2018,9.241651000024831e-08,0.0,1.3423626654684995e-08
2019,1.079067839526715e-07,0.0,8.16316081397872e-09
